Requirement,Class,Similarity,Associated
13.txt,147.txt,0.0,0.0
13.txt,153.txt,0.0118,0.0
13.txt,116.txt,0.1056,0.0
13.txt,134.txt,0.6139,0.0
13.txt,159.txt,0.2874,0.0
13.txt,145.txt,0.1766,0.0
13.txt,146.txt,0.4224,0.0
13.txt,158.txt,0.0,0.0
13.txt,132.txt,0.0804,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.1766,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.0,0.0
13.txt,142.txt,0.2085,0.0
13.txt,152.txt,0.0448,0.0
13.txt,124.txt,0.0246,0.0
13.txt,148.txt,0.191,0.0
13.txt,123.txt,0.0,0.0
13.txt,117.txt,0.191,0.0
13.txt,122.txt,0.2508,0.0
13.txt,138.txt,0.3295,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1766,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.1766,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2515,0.0
5.txt,134.txt,0.2664,0.0
5.txt,159.txt,0.2152,0.0
5.txt,145.txt,0.2515,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.2515,0.0
5.txt,140.txt,0.0,0.0
5.txt,154.txt,0.2515,0.0
5.txt,141.txt,0.0442,0.0
5.txt,120.txt,0.0113,0.0
5.txt,142.txt,0.1558,0.0
5.txt,152.txt,0.1215,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2664,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.2664,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.2664,0.0
5.txt,155.txt,0.0,0.0
5.txt,150.txt,0.0,0.0
5.txt,118.txt,0.0,0.0
5.txt,156.txt,0.0055,0.0
5.txt,136.txt,0.2245,0.0
5.txt,149.txt,0.0285,0.0
5.txt,114.txt,0.2515,0.0
27.txt,147.txt,0.0196,0.0
27.txt,153.txt,0.216,0.0
27.txt,116.txt,0.1363,0.0
27.txt,134.txt,0.6139,0.0
27.txt,159.txt,0.2874,0.0
27.txt,145.txt,0.1363,0.0
27.txt,146.txt,0.4224,0.0
27.txt,158.txt,0.216,0.0
27.txt,132.txt,0.1363,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.1363,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.0,0.0
27.txt,142.txt,0.2085,0.0
27.txt,152.txt,0.025,0.0
27.txt,124.txt,0.216,0.0
27.txt,148.txt,0.0066,0.0
27.txt,123.txt,0.216,0.0
27.txt,117.txt,0.0907,0.0
27.txt,122.txt,0.2508,0.0
27.txt,138.txt,0.3295,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.1363,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.0829,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.3542,0.0
4.txt,134.txt,0.3514,0.0
4.txt,159.txt,0.3514,0.0
4.txt,145.txt,0.3542,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.3542,0.0
4.txt,140.txt,0.0,0.0
4.txt,154.txt,0.3542,0.0
4.txt,141.txt,0.0,0.0
4.txt,120.txt,0.0113,0.0
4.txt,142.txt,0.1558,0.0
4.txt,152.txt,0.1215,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.3514,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.3514,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.3514,0.0
4.txt,155.txt,0.1197,0.0
4.txt,150.txt,0.1606,0.0
4.txt,118.txt,0.0,0.0
4.txt,156.txt,0.1111,0.0
4.txt,136.txt,0.3542,0.0
4.txt,149.txt,0.0285,0.0
4.txt,114.txt,0.2154,0.0
15.txt,147.txt,0.0794,0.0
15.txt,153.txt,0.2248,0.0
15.txt,116.txt,1.0,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,1.0,1.0
15.txt,146.txt,0.0,0.0
15.txt,158.txt,0.0,0.0
15.txt,132.txt,1.0,1.0
15.txt,140.txt,0.113,0.0
15.txt,154.txt,1.0,1.0
15.txt,141.txt,0.166,0.0
15.txt,120.txt,0.379,0.0
15.txt,142.txt,0.379,0.0
15.txt,152.txt,0.379,0.0
15.txt,124.txt,0.0602,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.0896,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.2026,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.3405,0.0
15.txt,150.txt,0.457,0.0
15.txt,118.txt,0.5265,0.0
15.txt,156.txt,0.1918,0.0
15.txt,136.txt,1.0,1.0
15.txt,149.txt,0.113,0.0
15.txt,114.txt,1.0,1.0
9.txt,147.txt,0.0181,0.0
9.txt,153.txt,0.1996,0.0
9.txt,116.txt,0.0,0.0
9.txt,134.txt,0.6139,0.0
9.txt,159.txt,0.1768,0.0
9.txt,145.txt,0.0969,0.0
9.txt,146.txt,0.2599,0.0
9.txt,158.txt,0.1996,0.0
9.txt,132.txt,0.0094,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.0936,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.0,0.0
9.txt,142.txt,0.2085,0.0
9.txt,152.txt,0.0231,0.0
9.txt,124.txt,0.1996,0.0
9.txt,148.txt,0.0695,0.0
9.txt,123.txt,0.1996,0.0
9.txt,117.txt,0.0804,0.0
9.txt,122.txt,0.2508,0.0
9.txt,138.txt,0.2027,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.1192,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.0057,0.0
30.txt,147.txt,0.102,0.0
30.txt,153.txt,0.2248,0.0
30.txt,116.txt,1.0,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,1.0,1.0
30.txt,146.txt,0.1065,0.0
30.txt,158.txt,0.1065,0.0
30.txt,132.txt,1.0,1.0
30.txt,140.txt,0.0203,0.0
30.txt,154.txt,1.0,1.0
30.txt,141.txt,0.166,0.0
30.txt,120.txt,0.0,0.0
30.txt,142.txt,0.0216,0.0
30.txt,152.txt,0.2347,0.0
30.txt,124.txt,0.1065,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.1065,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.2026,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.3405,0.0
30.txt,150.txt,0.457,0.0
30.txt,118.txt,0.5265,0.0
30.txt,156.txt,0.2464,0.0
30.txt,136.txt,1.0,1.0
30.txt,149.txt,0.05,0.0
30.txt,114.txt,1.0,1.0
11.txt,147.txt,0.0,0.0
11.txt,153.txt,0.0,0.0
11.txt,116.txt,0.0,0.0
11.txt,134.txt,0.6139,0.0
11.txt,159.txt,0.2874,0.0
11.txt,145.txt,0.0969,0.0
11.txt,146.txt,0.4224,0.0
11.txt,158.txt,0.0,0.0
11.txt,132.txt,0.0,0.0
11.txt,140.txt,1.0,1.0
11.txt,154.txt,0.0936,0.0
11.txt,141.txt,1.0,1.0
11.txt,120.txt,0.0,0.0
11.txt,142.txt,0.2085,0.0
11.txt,152.txt,0.0,0.0
11.txt,124.txt,0.0,0.0
11.txt,148.txt,0.0,0.0
11.txt,123.txt,0.0,0.0
11.txt,117.txt,0.0703,0.0
11.txt,122.txt,0.2508,0.0
11.txt,138.txt,0.3295,0.0
11.txt,155.txt,1.0,1.0
11.txt,150.txt,1.0,1.0
11.txt,118.txt,1.0,1.0
11.txt,156.txt,1.0,1.0
11.txt,136.txt,0.1192,0.0
11.txt,149.txt,1.0,1.0
11.txt,114.txt,0.0,0.0
21.txt,147.txt,0.0608,0.0
21.txt,153.txt,0.0,0.0
21.txt,116.txt,0.4039,0.0
21.txt,134.txt,0.6139,0.0
21.txt,159.txt,0.2874,0.0
21.txt,145.txt,0.4039,0.0
21.txt,146.txt,0.4224,0.0
21.txt,158.txt,0.0,0.0
21.txt,132.txt,0.4039,0.0
21.txt,140.txt,1.0,1.0
21.txt,154.txt,0.4039,0.0
21.txt,141.txt,1.0,1.0
21.txt,120.txt,0.0,0.0
21.txt,142.txt,0.2085,0.0
21.txt,152.txt,0.0816,0.0
21.txt,124.txt,0.0471,0.0
21.txt,148.txt,0.0927,0.0
21.txt,123.txt,0.0,0.0
21.txt,117.txt,0.0865,0.0
21.txt,122.txt,0.2508,0.0
21.txt,138.txt,0.3295,0.0
21.txt,155.txt,1.0,1.0
21.txt,150.txt,1.0,1.0
21.txt,118.txt,1.0,1.0
21.txt,156.txt,1.0,1.0
21.txt,136.txt,0.4039,0.0
21.txt,149.txt,1.0,1.0
21.txt,114.txt,0.4039,0.0
8.txt,147.txt,0.0383,0.0
8.txt,153.txt,0.1246,0.0
8.txt,116.txt,0.1729,0.0
8.txt,134.txt,0.6139,0.0
8.txt,159.txt,0.3103,0.0
8.txt,145.txt,0.1729,0.0
8.txt,146.txt,0.4224,0.0
8.txt,158.txt,0.1246,0.0
8.txt,132.txt,0.1729,0.0
8.txt,140.txt,1.0,1.0
8.txt,154.txt,0.1347,0.0
8.txt,141.txt,1.0,1.0
8.txt,120.txt,0.0,0.0
8.txt,142.txt,0.2085,0.0
8.txt,152.txt,0.0514,0.0
8.txt,124.txt,0.1246,0.0
8.txt,148.txt,0.3103,0.0
8.txt,123.txt,0.1246,0.0
8.txt,117.txt,0.3103,0.0
8.txt,122.txt,0.2508,0.0
8.txt,138.txt,0.3295,0.0
8.txt,155.txt,1.0,1.0
8.txt,150.txt,1.0,1.0
8.txt,118.txt,1.0,1.0
8.txt,156.txt,1.0,1.0
8.txt,136.txt,0.1729,0.0
8.txt,149.txt,1.0,1.0
8.txt,114.txt,0.1729,0.0
10.txt,147.txt,0.0,0.0
10.txt,153.txt,0.0,0.0
10.txt,116.txt,0.0,0.0
10.txt,134.txt,0.6139,0.0
10.txt,159.txt,0.1263,0.0
10.txt,145.txt,0.0969,0.0
10.txt,146.txt,0.1856,0.0
10.txt,158.txt,0.0,0.0
10.txt,132.txt,0.0,0.0
10.txt,140.txt,1.0,1.0
10.txt,154.txt,0.0936,0.0
10.txt,141.txt,1.0,1.0
10.txt,120.txt,0.0,0.0
10.txt,142.txt,0.2085,0.0
10.txt,152.txt,0.0,0.0
10.txt,124.txt,0.0,0.0
10.txt,148.txt,0.0,0.0
10.txt,123.txt,0.0,0.0
10.txt,117.txt,0.0703,0.0
10.txt,122.txt,0.2508,0.0
10.txt,138.txt,0.1448,0.0
10.txt,155.txt,1.0,1.0
10.txt,150.txt,1.0,1.0
10.txt,118.txt,1.0,1.0
10.txt,156.txt,1.0,1.0
10.txt,136.txt,0.1192,0.0
10.txt,149.txt,1.0,1.0
10.txt,114.txt,0.0,0.0
17.txt,147.txt,0.2216,0.0
17.txt,153.txt,0.2248,0.0
17.txt,116.txt,1.0,1.0
17.txt,134.txt,1.0,1.0
17.txt,159.txt,1.0,1.0
17.txt,145.txt,1.0,1.0
17.txt,146.txt,0.0416,0.0
17.txt,158.txt,0.2018,0.0
17.txt,132.txt,1.0,1.0
17.txt,140.txt,0.0748,0.0
17.txt,154.txt,1.0,1.0
17.txt,141.txt,0.1607,0.0
17.txt,120.txt,0.0,0.0
17.txt,142.txt,0.2454,0.0
17.txt,152.txt,0.2972,0.0
17.txt,124.txt,0.2194,0.0
17.txt,148.txt,1.0,1.0
17.txt,123.txt,0.2194,0.0
17.txt,117.txt,1.0,1.0
17.txt,122.txt,0.2194,0.0
17.txt,138.txt,1.0,1.0
17.txt,155.txt,0.0748,0.0
17.txt,150.txt,0.1369,0.0
17.txt,118.txt,0.5265,0.0
17.txt,156.txt,0.3552,0.0
17.txt,136.txt,1.0,1.0
17.txt,149.txt,0.5692,0.0
17.txt,114.txt,1.0,1.0
19.txt,147.txt,0.2216,0.0
19.txt,153.txt,0.0,0.0
19.txt,116.txt,1.0,1.0
19.txt,134.txt,0.1186,0.0
19.txt,159.txt,0.1949,0.0
19.txt,145.txt,1.0,1.0
19.txt,146.txt,0.0,0.0
19.txt,158.txt,0.0,0.0
19.txt,132.txt,1.0,1.0
19.txt,140.txt,0.0,0.0
19.txt,154.txt,1.0,1.0
19.txt,141.txt,0.0,0.0
19.txt,120.txt,0.3385,0.0
19.txt,142.txt,0.3385,0.0
19.txt,152.txt,0.3385,0.0
19.txt,124.txt,0.1297,0.0
19.txt,148.txt,0.1693,0.0
19.txt,123.txt,0.0,0.0
19.txt,117.txt,0.3152,0.0
19.txt,122.txt,0.1533,0.0
19.txt,138.txt,0.2523,0.0
19.txt,155.txt,0.0183,0.0
19.txt,150.txt,0.0,0.0
19.txt,118.txt,0.0453,0.0
19.txt,156.txt,0.0421,0.0
19.txt,136.txt,1.0,1.0
19.txt,149.txt,0.0432,0.0
19.txt,114.txt,1.0,1.0
14.txt,147.txt,0.102,0.0
14.txt,153.txt,0.2248,0.0
14.txt,116.txt,1.0,1.0
14.txt,134.txt,1.0,1.0
14.txt,159.txt,1.0,1.0
14.txt,145.txt,1.0,1.0
14.txt,146.txt,0.0,0.0
14.txt,158.txt,0.0,0.0
14.txt,132.txt,1.0,1.0
14.txt,140.txt,0.0203,0.0
14.txt,154.txt,1.0,1.0
14.txt,141.txt,0.166,0.0
14.txt,120.txt,0.0,0.0
14.txt,142.txt,0.2109,0.0
14.txt,152.txt,0.2347,0.0
14.txt,124.txt,0.0266,0.0
14.txt,148.txt,1.0,1.0
14.txt,123.txt,0.0896,0.0
14.txt,117.txt,1.0,1.0
14.txt,122.txt,0.2026,0.0
14.txt,138.txt,1.0,1.0
14.txt,155.txt,0.3405,0.0
14.txt,150.txt,0.457,0.0
14.txt,118.txt,0.5265,0.0
14.txt,156.txt,0.3053,0.0
14.txt,136.txt,1.0,1.0
14.txt,149.txt,0.4891,0.0
14.txt,114.txt,1.0,1.0
24.txt,147.txt,0.146,0.0
24.txt,153.txt,0.002,0.0
24.txt,116.txt,1.0,1.0
24.txt,134.txt,0.1383,0.0
24.txt,159.txt,0.1992,0.0
24.txt,145.txt,1.0,1.0
24.txt,146.txt,0.0061,0.0
24.txt,158.txt,0.0219,0.0
24.txt,132.txt,1.0,1.0
24.txt,140.txt,0.0,0.0
24.txt,154.txt,1.0,1.0
24.txt,141.txt,0.108,0.0
24.txt,120.txt,0.0002,0.0
24.txt,142.txt,0.2454,0.0
24.txt,152.txt,0.1958,0.0
24.txt,124.txt,0.0829,0.0
24.txt,148.txt,0.1632,0.0
24.txt,123.txt,0.021,0.0
24.txt,117.txt,0.2076,0.0
24.txt,122.txt,0.1206,0.0
24.txt,138.txt,0.2745,0.0
24.txt,155.txt,0.0,0.0
24.txt,150.txt,0.1369,0.0
24.txt,118.txt,0.0,0.0
24.txt,156.txt,0.3552,0.0
24.txt,136.txt,1.0,1.0
24.txt,149.txt,0.5692,0.0
24.txt,114.txt,1.0,1.0
29.txt,147.txt,0.102,0.0
29.txt,153.txt,0.2248,0.0
29.txt,116.txt,1.0,1.0
29.txt,134.txt,1.0,1.0
29.txt,159.txt,1.0,1.0
29.txt,145.txt,1.0,1.0
29.txt,146.txt,0.2203,0.0
29.txt,158.txt,0.2203,0.0
29.txt,132.txt,1.0,1.0
29.txt,140.txt,0.1592,0.0
29.txt,154.txt,1.0,1.0
29.txt,141.txt,0.166,0.0
29.txt,120.txt,0.0,0.0
29.txt,142.txt,0.0343,0.0
29.txt,152.txt,0.2347,0.0
29.txt,124.txt,0.2203,0.0
29.txt,148.txt,1.0,1.0
29.txt,123.txt,0.2203,0.0
29.txt,117.txt,1.0,1.0
29.txt,122.txt,0.2203,0.0
29.txt,138.txt,1.0,1.0
29.txt,155.txt,0.3405,0.0
29.txt,150.txt,0.457,0.0
29.txt,118.txt,0.5265,0.0
29.txt,156.txt,0.2464,0.0
29.txt,136.txt,1.0,1.0
29.txt,149.txt,0.1592,0.0
29.txt,114.txt,1.0,1.0
1.txt,147.txt,1.0,1.0
1.txt,153.txt,1.0,1.0
1.txt,116.txt,0.4057,0.0
1.txt,134.txt,0.2007,0.0
1.txt,159.txt,0.0808,0.0
1.txt,145.txt,0.4057,0.0
1.txt,146.txt,1.0,1.0
1.txt,158.txt,1.0,1.0
1.txt,132.txt,0.4057,0.0
1.txt,140.txt,0.4076,0.0
1.txt,154.txt,0.4057,0.0
1.txt,141.txt,0.4076,0.0
1.txt,120.txt,0.0113,0.0
1.txt,142.txt,0.1558,0.0
1.txt,152.txt,0.1215,0.0
1.txt,124.txt,1.0,1.0
1.txt,148.txt,0.1094,0.0
1.txt,123.txt,1.0,1.0
1.txt,117.txt,0.0286,0.0
1.txt,122.txt,1.0,1.0
1.txt,138.txt,0.1114,0.0
1.txt,155.txt,0.4076,0.0
1.txt,150.txt,0.3269,0.0
1.txt,118.txt,0.4076,0.0
1.txt,156.txt,0.4076,0.0
1.txt,136.txt,0.4057,0.0
1.txt,149.txt,0.4076,0.0
1.txt,114.txt,0.4057,0.0
20.txt,147.txt,0.2216,0.0
20.txt,153.txt,0.2248,0.0
20.txt,116.txt,1.0,1.0
20.txt,134.txt,1.0,1.0
20.txt,159.txt,1.0,1.0
20.txt,145.txt,1.0,1.0
20.txt,146.txt,0.2042,0.0
20.txt,158.txt,0.0,0.0
20.txt,132.txt,1.0,1.0
20.txt,140.txt,0.4834,0.0
20.txt,154.txt,1.0,1.0
20.txt,141.txt,0.2684,0.0
20.txt,120.txt,0.0,0.0
20.txt,142.txt,0.2454,0.0
20.txt,152.txt,0.2972,0.0
20.txt,124.txt,0.1393,0.0
20.txt,148.txt,1.0,1.0
20.txt,123.txt,0.0896,0.0
20.txt,117.txt,1.0,1.0
20.txt,122.txt,0.1533,0.0
20.txt,138.txt,1.0,1.0
20.txt,155.txt,0.4834,0.0
20.txt,150.txt,0.2843,0.0
20.txt,118.txt,0.5265,0.0
20.txt,156.txt,0.4834,0.0
20.txt,136.txt,1.0,1.0
20.txt,149.txt,0.5692,0.0
20.txt,114.txt,1.0,1.0
18.txt,147.txt,0.2216,0.0
18.txt,153.txt,0.2248,0.0
18.txt,116.txt,1.0,1.0
18.txt,134.txt,1.0,1.0
18.txt,159.txt,1.0,1.0
18.txt,145.txt,1.0,1.0
18.txt,146.txt,0.0,0.0
18.txt,158.txt,0.0,0.0
18.txt,132.txt,1.0,1.0
18.txt,140.txt,0.0,0.0
18.txt,154.txt,1.0,1.0
18.txt,141.txt,0.1607,0.0
18.txt,120.txt,0.2102,0.0
18.txt,142.txt,0.2454,0.0
18.txt,152.txt,0.2972,0.0
18.txt,124.txt,0.1393,0.0
18.txt,148.txt,1.0,1.0
18.txt,123.txt,0.0896,0.0
18.txt,117.txt,1.0,1.0
18.txt,122.txt,0.1206,0.0
18.txt,138.txt,1.0,1.0
18.txt,155.txt,0.0114,0.0
18.txt,150.txt,0.1369,0.0
18.txt,118.txt,0.5265,0.0
18.txt,156.txt,0.3552,0.0
18.txt,136.txt,1.0,1.0
18.txt,149.txt,0.5692,0.0
18.txt,114.txt,1.0,1.0
23.txt,147.txt,0.2216,0.0
23.txt,153.txt,0.2248,0.0
23.txt,116.txt,1.0,1.0
23.txt,134.txt,1.0,1.0
23.txt,159.txt,1.0,1.0
23.txt,145.txt,1.0,1.0
23.txt,146.txt,0.1224,0.0
23.txt,158.txt,0.0,0.0
23.txt,132.txt,1.0,1.0
23.txt,140.txt,0.5224,0.0
23.txt,154.txt,1.0,1.0
23.txt,141.txt,0.5224,0.0
23.txt,120.txt,0.0,0.0
23.txt,142.txt,0.2454,0.0
23.txt,152.txt,0.2972,0.0
23.txt,124.txt,0.1393,0.0
23.txt,148.txt,1.0,1.0
23.txt,123.txt,0.0896,0.0
23.txt,117.txt,1.0,1.0
23.txt,122.txt,0.1533,0.0
23.txt,138.txt,1.0,1.0
23.txt,155.txt,0.5224,0.0
23.txt,150.txt,0.5224,0.0
23.txt,118.txt,0.5265,0.0
23.txt,156.txt,0.5224,0.0
23.txt,136.txt,1.0,1.0
23.txt,149.txt,0.5692,0.0
23.txt,114.txt,1.0,1.0
25.txt,147.txt,0.2216,0.0
25.txt,153.txt,0.128,0.0
25.txt,116.txt,1.0,1.0
25.txt,134.txt,0.5693,1.0
25.txt,159.txt,0.5693,1.0
25.txt,145.txt,1.0,1.0
25.txt,146.txt,0.1873,0.0
25.txt,158.txt,0.0032,0.0
25.txt,132.txt,1.0,1.0
25.txt,140.txt,0.4433,0.0
25.txt,154.txt,1.0,1.0
25.txt,141.txt,0.1199,0.0
25.txt,120.txt,0.0,0.0
25.txt,142.txt,0.2454,0.0
25.txt,152.txt,0.2972,0.0
25.txt,124.txt,0.1393,0.0
25.txt,148.txt,0.5693,1.0
25.txt,123.txt,0.051,0.0
25.txt,117.txt,0.6649,1.0
25.txt,122.txt,0.1533,0.0
25.txt,138.txt,0.5693,1.0
25.txt,155.txt,0.4433,0.0
25.txt,150.txt,0.2608,0.0
25.txt,118.txt,0.4433,0.0
25.txt,156.txt,0.4433,0.0
25.txt,136.txt,1.0,1.0
25.txt,149.txt,0.5692,0.0
25.txt,114.txt,1.0,1.0
26.txt,147.txt,0.0603,0.0
26.txt,153.txt,0.2248,0.0
26.txt,116.txt,1.0,1.0
26.txt,134.txt,1.0,1.0
26.txt,159.txt,1.0,1.0
26.txt,145.txt,1.0,1.0
26.txt,146.txt,0.0,0.0
26.txt,158.txt,0.0,0.0
26.txt,132.txt,1.0,1.0
26.txt,140.txt,0.012,0.0
26.txt,154.txt,1.0,1.0
26.txt,141.txt,0.166,0.0
26.txt,120.txt,0.4875,0.0
26.txt,142.txt,0.4875,0.0
26.txt,152.txt,0.4875,0.0
26.txt,124.txt,0.02,0.0
26.txt,148.txt,1.0,1.0
26.txt,123.txt,0.0896,0.0
26.txt,117.txt,1.0,1.0
26.txt,122.txt,0.1892,0.0
26.txt,138.txt,1.0,1.0
26.txt,155.txt,0.318,0.0
26.txt,150.txt,0.4267,0.0
26.txt,118.txt,0.5265,0.0
26.txt,156.txt,0.1457,0.0
26.txt,136.txt,1.0,1.0
26.txt,149.txt,0.0,0.0
26.txt,114.txt,1.0,1.0
22.txt,147.txt,0.102,0.0
22.txt,153.txt,0.2248,0.0
22.txt,116.txt,1.0,1.0
22.txt,134.txt,1.0,1.0
22.txt,159.txt,1.0,1.0
22.txt,145.txt,1.0,1.0
22.txt,146.txt,0.0417,0.0
22.txt,158.txt,0.0448,0.0
22.txt,132.txt,1.0,1.0
22.txt,140.txt,0.0203,0.0
22.txt,154.txt,1.0,1.0
22.txt,141.txt,0.1607,0.0
22.txt,120.txt,0.0,0.0
22.txt,142.txt,0.0065,0.0
22.txt,152.txt,0.1857,0.0
22.txt,124.txt,0.0487,0.0
22.txt,148.txt,1.0,1.0
22.txt,123.txt,0.0896,0.0
22.txt,117.txt,1.0,1.0
22.txt,122.txt,0.1667,0.0
22.txt,138.txt,1.0,1.0
22.txt,155.txt,0.2802,0.0
22.txt,150.txt,0.376,0.0
22.txt,118.txt,0.5265,0.0
22.txt,156.txt,0.2464,0.0
22.txt,136.txt,1.0,1.0
22.txt,149.txt,0.0,0.0
22.txt,114.txt,1.0,1.0
7.txt,147.txt,0.0802,0.0
7.txt,153.txt,0.0,0.0
7.txt,116.txt,0.362,0.0
7.txt,134.txt,0.3776,0.0
7.txt,159.txt,0.3776,0.0
7.txt,145.txt,0.362,0.0
7.txt,146.txt,0.0,0.0
7.txt,158.txt,0.0,0.0
7.txt,132.txt,0.5987,0.0
7.txt,140.txt,0.0,0.0
7.txt,154.txt,0.3143,0.0
7.txt,141.txt,0.034,0.0
7.txt,120.txt,1.0,1.0
7.txt,142.txt,1.0,1.0
7.txt,152.txt,1.0,1.0
7.txt,124.txt,0.0424,0.0
7.txt,148.txt,0.3776,0.0
7.txt,123.txt,0.0895,0.0
7.txt,117.txt,0.3776,0.0
7.txt,122.txt,0.3543,0.0
7.txt,138.txt,0.3776,0.0
7.txt,155.txt,0.1286,0.0
7.txt,150.txt,0.1725,0.0
7.txt,118.txt,0.2731,0.0
7.txt,156.txt,0.1244,0.0
7.txt,136.txt,0.362,0.0
7.txt,149.txt,0.1275,0.0
7.txt,114.txt,0.6577,0.0
6.txt,147.txt,1.0,1.0
6.txt,153.txt,1.0,1.0
6.txt,116.txt,0.2116,0.0
6.txt,134.txt,0.0091,0.0
6.txt,159.txt,0.015,0.0
6.txt,145.txt,0.2116,0.0
6.txt,146.txt,1.0,1.0
6.txt,158.txt,1.0,1.0
6.txt,132.txt,0.2116,0.0
6.txt,140.txt,0.0,0.0
6.txt,154.txt,0.2116,0.0
6.txt,141.txt,0.0,0.0
6.txt,120.txt,0.0113,0.0
6.txt,142.txt,0.1558,0.0
6.txt,152.txt,0.1215,0.0
6.txt,124.txt,1.0,1.0
6.txt,148.txt,0.0304,0.0
6.txt,123.txt,1.0,1.0
6.txt,117.txt,0.1407,0.0
6.txt,122.txt,1.0,1.0
6.txt,138.txt,0.0753,0.0
6.txt,155.txt,0.0,0.0
6.txt,150.txt,0.0,0.0
6.txt,118.txt,0.0,0.0
6.txt,156.txt,0.0664,0.0
6.txt,136.txt,0.2116,0.0
6.txt,149.txt,0.0285,0.0
6.txt,114.txt,0.1286,0.0
16.txt,147.txt,0.102,0.0
16.txt,153.txt,0.1742,0.0
16.txt,116.txt,0.7752,1.0
16.txt,134.txt,1.0,1.0
16.txt,159.txt,1.0,1.0
16.txt,145.txt,0.7752,1.0
