Requirement,Class,Similarity,Associated
13.txt,147.txt,0.1671,0.0
13.txt,153.txt,0.0216,0.0
13.txt,116.txt,0.0762,0.0
13.txt,134.txt,0.2042,0.0
13.txt,159.txt,0.0,0.0
13.txt,145.txt,0.3464,0.0
13.txt,146.txt,0.0,0.0
13.txt,158.txt,0.0,0.0
13.txt,132.txt,0.0768,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.0506,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.0415,0.0
13.txt,142.txt,0.2085,0.0
13.txt,152.txt,0.1733,0.0
13.txt,124.txt,0.3249,0.0
13.txt,148.txt,0.1389,0.0
13.txt,123.txt,0.2886,0.0
13.txt,117.txt,0.0,0.0
13.txt,122.txt,0.0608,0.0
13.txt,138.txt,0.0916,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1008,0.0
13.txt,149.txt,0.6631,1.0
13.txt,114.txt,0.0762,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.4007,0.0
5.txt,134.txt,0.2664,0.0
5.txt,159.txt,0.2152,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.2853,0.0
5.txt,140.txt,0.0414,0.0
5.txt,154.txt,0.3,0.0
5.txt,141.txt,0.0646,0.0
5.txt,120.txt,0.397,0.0
5.txt,142.txt,0.397,0.0
5.txt,152.txt,0.397,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2664,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.2664,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.2664,0.0
5.txt,155.txt,0.1688,0.0
5.txt,150.txt,0.1196,0.0
5.txt,118.txt,0.1927,0.0
5.txt,156.txt,0.0913,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.2181,0.0
5.txt,114.txt,0.4007,0.0
27.txt,147.txt,0.1671,0.0
27.txt,153.txt,0.216,0.0
27.txt,116.txt,0.1539,0.0
27.txt,134.txt,0.6139,0.0
27.txt,159.txt,0.3076,0.0
27.txt,145.txt,0.3464,0.0
27.txt,146.txt,0.216,0.0
27.txt,158.txt,0.216,0.0
27.txt,132.txt,0.2077,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.2077,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.2134,0.0
27.txt,142.txt,0.1924,0.0
27.txt,152.txt,0.1924,0.0
27.txt,124.txt,0.3249,0.0
27.txt,148.txt,0.4176,0.0
27.txt,123.txt,0.2886,0.0
27.txt,117.txt,0.3076,0.0
27.txt,122.txt,0.216,0.0
27.txt,138.txt,0.3076,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.5187,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.1482,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.2517,0.0
4.txt,134.txt,0.3722,0.0
4.txt,159.txt,0.3006,0.0
4.txt,145.txt,0.4605,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.4605,0.0
4.txt,140.txt,0.4197,0.0
4.txt,154.txt,0.4605,0.0
4.txt,141.txt,0.1225,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7376,0.0
4.txt,152.txt,0.7358,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.3722,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.3722,0.0
4.txt,122.txt,1.0,1.0
