Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2076,0.0
13.txt,153.txt,0.1429,0.0
13.txt,116.txt,0.6593,0.0
13.txt,134.txt,0.1818,0.0
13.txt,159.txt,0.1543,0.0
13.txt,145.txt,0.1415,0.0
13.txt,146.txt,0.4224,0.0
13.txt,158.txt,0.2025,0.0
13.txt,132.txt,0.444,0.0
13.txt,140.txt,0.6882,1.0
13.txt,154.txt,0.7077,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3391,0.0
13.txt,142.txt,0.3391,0.0
13.txt,152.txt,0.3391,0.0
13.txt,124.txt,0.2201,0.0
13.txt,148.txt,0.191,0.0
13.txt,123.txt,0.2201,0.0
13.txt,117.txt,0.191,0.0
13.txt,122.txt,0.2201,0.0
13.txt,138.txt,0.3295,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1818,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.2183,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.4007,0.0
5.txt,134.txt,0.2455,0.0
5.txt,159.txt,0.2152,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.4007,0.0
5.txt,140.txt,0.0947,0.0
5.txt,154.txt,0.4007,0.0
5.txt,141.txt,0.0694,0.0
5.txt,120.txt,0.4183,0.0
5.txt,142.txt,0.404,0.0
5.txt,152.txt,0.4183,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2664,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.2664,0.0
5.txt,122.txt,0.8571,1.0
5.txt,138.txt,0.1603,0.0
5.txt,155.txt,0.1355,0.0
5.txt,150.txt,0.1361,0.0
5.txt,118.txt,0.2314,0.0
5.txt,156.txt,0.2314,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.2314,0.0
5.txt,114.txt,0.4007,0.0
27.txt,147.txt,0.216,0.0
27.txt,153.txt,0.216,0.0
27.txt,116.txt,0.3233,0.0
27.txt,134.txt,0.3744,0.0
27.txt,159.txt,0.3369,0.0
27.txt,145.txt,0.3329,0.0
27.txt,146.txt,0.2252,0.0
27.txt,158.txt,0.216,0.0
27.txt,132.txt,0.2357,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.3471,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.0808,0.0
27.txt,142.txt,0.2085,0.0
27.txt,152.txt,0.1275,0.0
27.txt,124.txt,0.216,0.0
27.txt,148.txt,0.4176,0.0
27.txt,123.txt,0.216,0.0
27.txt,117.txt,0.1639,0.0
27.txt,122.txt,0.1851,0.0
27.txt,138.txt,0.1755,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.1854,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.2077,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.5415,0.0
4.txt,134.txt,0.343,0.0
4.txt,159.txt,0.3006,0.0
4.txt,145.txt,0.5415,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.5415,0.0
4.txt,140.txt,0.1182,0.0
4.txt,154.txt,0.5415,0.0
4.txt,141.txt,0.1225,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7124,0.0
4.txt,152.txt,0.7376,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.3722,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.3722,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.2239,0.0
4.txt,155.txt,0.1241,0.0
4.txt,150.txt,0.1923,0.0
4.txt,118.txt,0.2665,0.0
4.txt,156.txt,0.1653,0.0
4.txt,136.txt,0.5415,0.0
4.txt,149.txt,0.2963,0.0
4.txt,114.txt,0.5415,0.0
15.txt,147.txt,0.1709,0.0
15.txt,153.txt,0.1138,0.0
15.txt,116.txt,0.7346,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,0.9815,1.0
15.txt,145.txt,0.503,1.0
15.txt,146.txt,0.22,0.0
15.txt,158.txt,0.153,0.0
15.txt,132.txt,0.433,1.0
15.txt,140.txt,0.2963,0.0
15.txt,154.txt,0.7346,1.0
15.txt,141.txt,0.1181,0.0
15.txt,120.txt,0.3291,0.0
15.txt,142.txt,0.3179,0.0
15.txt,152.txt,0.3291,0.0
15.txt,124.txt,0.1663,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.1663,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.1663,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.196,0.0
15.txt,150.txt,0.2734,0.0
15.txt,118.txt,0.4726,0.0
15.txt,156.txt,0.2464,0.0
15.txt,136.txt,0.7346,1.0
15.txt,149.txt,0.2265,0.0
15.txt,114.txt,0.4323,1.0
9.txt,147.txt,0.1996,0.0
9.txt,153.txt,0.1996,0.0
9.txt,116.txt,0.4056,0.0
9.txt,134.txt,0.3054,0.0
9.txt,159.txt,0.3369,0.0
9.txt,145.txt,0.3573,0.0
9.txt,146.txt,0.2599,0.0
9.txt,158.txt,0.1996,0.0
9.txt,132.txt,0.3573,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.4354,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.1137,0.0
9.txt,142.txt,0.2085,0.0
9.txt,152.txt,0.1275,0.0
9.txt,124.txt,0.1996,0.0
9.txt,148.txt,0.4176,0.0
9.txt,123.txt,0.1996,0.0
9.txt,117.txt,0.2485,0.0
9.txt,122.txt,0.1711,0.0
9.txt,138.txt,0.3054,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.3573,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.3573,0.0
30.txt,147.txt,0.146,0.0
30.txt,153.txt,0.1855,0.0
30.txt,116.txt,1.0,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,0.6847,1.0
30.txt,146.txt,0.2995,0.0
30.txt,158.txt,0.1337,0.0
30.txt,132.txt,0.5022,1.0
30.txt,140.txt,0.3019,0.0
30.txt,154.txt,1.0,1.0
30.txt,141.txt,0.1607,0.0
30.txt,120.txt,0.4403,0.0
30.txt,142.txt,0.4403,0.0
30.txt,152.txt,0.4403,0.0
30.txt,124.txt,0.1194,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.1194,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.1674,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.196,0.0
30.txt,150.txt,0.3721,0.0
30.txt,118.txt,0.4726,0.0
30.txt,156.txt,0.3307,0.0
30.txt,136.txt,1.0,1.0
30.txt,149.txt,0.2085,0.0
30.txt,114.txt,0.5859,1.0
11.txt,147.txt,0.2332,0.0
11.txt,153.txt,0.2332,0.0
11.txt,116.txt,0.6593,0.0
11.txt,134.txt,0.1111,0.0
11.txt,159.txt,0.3369,0.0
11.txt,145.txt,0.2724,0.0
11.txt,146.txt,0.4224,0.0
11.txt,158.txt,0.2332,0.0
11.txt,132.txt,0.444,0.0
11.txt,140.txt,1.0,1.0
11.txt,154.txt,0.7077,0.0
11.txt,141.txt,1.0,1.0
11.txt,120.txt,0.3899,0.0
11.txt,142.txt,0.3765,0.0
11.txt,152.txt,0.3899,0.0
11.txt,124.txt,0.2332,0.0
11.txt,148.txt,0.4176,0.0
11.txt,123.txt,0.224,0.0
11.txt,117.txt,0.0745,0.0
11.txt,122.txt,0.2332,0.0
11.txt,138.txt,0.3295,0.0
11.txt,155.txt,1.0,1.0
11.txt,150.txt,1.0,1.0
11.txt,118.txt,1.0,1.0
11.txt,156.txt,1.0,1.0
11.txt,136.txt,0.366,0.0
11.txt,149.txt,1.0,1.0
11.txt,114.txt,0.366,0.0
21.txt,147.txt,0.1825,0.0
21.txt,153.txt,0.1825,0.0
21.txt,116.txt,0.6593,0.0
21.txt,134.txt,0.4374,0.0
21.txt,159.txt,0.3369,0.0
21.txt,145.txt,0.3916,0.0
21.txt,146.txt,0.4224,0.0
21.txt,158.txt,0.1825,0.0
21.txt,132.txt,0.444,0.0
21.txt,140.txt,1.0,1.0
21.txt,154.txt,0.7077,0.0
21.txt,141.txt,1.0,1.0
21.txt,120.txt,0.0932,0.0
21.txt,142.txt,0.2085,0.0
21.txt,152.txt,0.1275,0.0
21.txt,124.txt,0.1825,0.0
21.txt,148.txt,0.4176,0.0
21.txt,123.txt,0.1825,0.0
21.txt,117.txt,0.4374,0.0
21.txt,122.txt,0.1598,0.0
21.txt,138.txt,0.4374,0.0
21.txt,155.txt,1.0,1.0
21.txt,150.txt,1.0,1.0
21.txt,118.txt,1.0,1.0
21.txt,156.txt,1.0,1.0
21.txt,136.txt,0.3496,0.0
21.txt,149.txt,1.0,1.0
21.txt,114.txt,0.4095,0.0
8.txt,147.txt,0.1503,0.0
8.txt,153.txt,0.1246,0.0
8.txt,116.txt,0.3916,0.0
8.txt,134.txt,0.2531,0.0
8.txt,159.txt,0.3369,0.0
8.txt,145.txt,0.3095,0.0
8.txt,146.txt,0.2509,0.0
8.txt,158.txt,0.1246,0.0
8.txt,132.txt,0.3095,0.0
8.txt,140.txt,1.0,1.0
8.txt,154.txt,0.4203,0.0
8.txt,141.txt,1.0,1.0
8.txt,120.txt,0.2729,0.0
8.txt,142.txt,0.2636,0.0
8.txt,152.txt,0.2729,0.0
8.txt,124.txt,0.1246,0.0
8.txt,148.txt,0.4176,0.0
8.txt,123.txt,0.1308,0.0
8.txt,117.txt,0.0703,0.0
8.txt,122.txt,0.1068,0.0
8.txt,138.txt,0.1957,0.0
8.txt,155.txt,1.0,1.0
8.txt,150.txt,1.0,1.0
8.txt,118.txt,1.0,1.0
8.txt,156.txt,1.0,1.0
8.txt,136.txt,0.3095,0.0
8.txt,149.txt,1.0,1.0
8.txt,114.txt,0.3095,0.0
10.txt,147.txt,0.1503,0.0
10.txt,153.txt,0.0812,0.0
10.txt,116.txt,0.6593,0.0
10.txt,134.txt,0.31,0.0
10.txt,159.txt,0.3369,0.0
10.txt,145.txt,0.2615,0.0
10.txt,146.txt,0.4224,0.0
10.txt,158.txt,0.1244,0.0
10.txt,132.txt,0.444,0.0
10.txt,140.txt,1.0,1.0
10.txt,154.txt,0.7077,0.0
10.txt,141.txt,0.755,1.0
10.txt,120.txt,0.2846,0.0
10.txt,142.txt,0.2749,0.0
10.txt,152.txt,0.2846,0.0
10.txt,124.txt,0.1352,0.0
10.txt,148.txt,0.4176,0.0
10.txt,123.txt,0.1352,0.0
10.txt,117.txt,0.228,0.0
10.txt,122.txt,0.1352,0.0
10.txt,138.txt,0.3295,0.0
10.txt,155.txt,1.0,1.0
10.txt,150.txt,1.0,1.0
10.txt,118.txt,1.0,1.0
10.txt,156.txt,1.0,1.0
10.txt,136.txt,0.31,0.0
10.txt,149.txt,1.0,1.0
10.txt,114.txt,0.2054,0.0
17.txt,147.txt,0.2216,0.0
17.txt,153.txt,0.3044,0.0
17.txt,116.txt,1.0,1.0
17.txt,134.txt,1.0,1.0
17.txt,159.txt,0.7667,1.0
