Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2201,0.0
13.txt,153.txt,0.2201,0.0
13.txt,116.txt,0.0992,0.0
13.txt,134.txt,0.0,0.0
13.txt,159.txt,0.0,0.0
13.txt,145.txt,0.0992,0.0
13.txt,146.txt,0.4224,0.0
13.txt,158.txt,0.2201,0.0
13.txt,132.txt,0.0992,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.3591,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.0411,0.0
13.txt,142.txt,0.0,0.0
13.txt,152.txt,0.0287,0.0
13.txt,124.txt,0.2201,0.0
13.txt,148.txt,0.0516,0.0
13.txt,123.txt,0.2201,0.0
13.txt,117.txt,0.0533,0.0
13.txt,122.txt,0.2201,0.0
13.txt,138.txt,0.0,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.0992,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.1105,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.4007,0.0
5.txt,134.txt,0.0906,0.0
5.txt,159.txt,0.0492,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.4007,0.0
5.txt,140.txt,0.0099,0.0
5.txt,154.txt,0.3,0.0
5.txt,141.txt,0.0154,0.0
5.txt,120.txt,0.0,0.0
5.txt,142.txt,0.1013,0.0
5.txt,152.txt,0.1215,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.1099,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.1743,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.0309,0.0
5.txt,155.txt,0.086,0.0
5.txt,150.txt,0.0049,0.0
5.txt,118.txt,0.1927,0.0
5.txt,156.txt,0.0135,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.2181,0.0
5.txt,114.txt,0.4007,0.0
27.txt,147.txt,0.0,0.0
27.txt,153.txt,0.1091,0.0
27.txt,116.txt,0.1679,0.0
27.txt,134.txt,0.3063,0.0
27.txt,159.txt,0.3063,0.0
27.txt,145.txt,0.3063,0.0
27.txt,146.txt,0.2687,0.0
27.txt,158.txt,0.0804,0.0
27.txt,132.txt,0.3063,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.3451,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.161,0.0
27.txt,142.txt,0.161,0.0
27.txt,152.txt,0.161,0.0
27.txt,124.txt,0.1438,0.0
27.txt,148.txt,0.2302,0.0
27.txt,123.txt,0.0898,0.0
27.txt,117.txt,0.2253,0.0
27.txt,122.txt,0.1528,0.0
27.txt,138.txt,0.3063,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.3063,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.3063,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.256,0.0
4.txt,134.txt,0.0906,0.0
4.txt,159.txt,0.0914,0.0
4.txt,145.txt,0.256,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.4416,0.0
4.txt,140.txt,0.4069,0.0
4.txt,154.txt,0.256,0.0
4.txt,141.txt,0.2121,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7376,0.0
4.txt,152.txt,0.7376,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.0787,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.0739,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.0,0.0
4.txt,155.txt,0.4069,0.0
4.txt,150.txt,0.4069,0.0
4.txt,118.txt,0.4069,0.0
4.txt,156.txt,0.1897,0.0
4.txt,136.txt,0.256,0.0
4.txt,149.txt,0.1301,0.0
4.txt,114.txt,0.256,0.0
15.txt,147.txt,0.1663,0.0
15.txt,153.txt,0.1663,0.0
15.txt,116.txt,0.412,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,0.7346,1.0
15.txt,146.txt,0.1663,0.0
15.txt,158.txt,0.1663,0.0
15.txt,132.txt,0.7346,1.0
15.txt,140.txt,0.1552,0.0
15.txt,154.txt,0.7346,1.0
15.txt,141.txt,0.0,0.0
15.txt,120.txt,0.3291,0.0
15.txt,142.txt,0.3291,0.0
15.txt,152.txt,0.3291,0.0
15.txt,124.txt,0.1663,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.1663,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.3664,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.1182,0.0
15.txt,150.txt,0.159,0.0
15.txt,118.txt,0.3867,0.0
15.txt,156.txt,0.0023,0.0
15.txt,136.txt,0.7346,1.0
15.txt,149.txt,0.0,0.0
15.txt,114.txt,0.7346,1.0
9.txt,147.txt,0.0,0.0
9.txt,153.txt,0.1091,0.0
9.txt,116.txt,0.0,0.0
9.txt,134.txt,0.0,0.0
9.txt,159.txt,0.0,0.0
9.txt,145.txt,0.1246,0.0
9.txt,146.txt,0.2687,0.0
9.txt,158.txt,0.0804,0.0
9.txt,132.txt,0.0768,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.3591,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.1236,0.0
9.txt,142.txt,0.0,0.0
9.txt,152.txt,0.0,0.0
9.txt,124.txt,0.1438,0.0
9.txt,148.txt,0.0,0.0
