Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2057,0.0
13.txt,153.txt,0.1047,0.0
13.txt,116.txt,0.6593,0.0
13.txt,134.txt,0.3384,0.0
13.txt,159.txt,0.2553,0.0
13.txt,145.txt,0.6773,0.0
13.txt,146.txt,0.2687,0.0
13.txt,158.txt,0.1058,0.0
13.txt,132.txt,0.1766,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.1766,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3391,0.0
13.txt,142.txt,0.3391,0.0
13.txt,152.txt,0.3391,0.0
13.txt,124.txt,0.1438,0.0
13.txt,148.txt,0.2207,0.0
13.txt,123.txt,0.1047,0.0
13.txt,117.txt,0.2553,0.0
13.txt,122.txt,0.1017,0.0
13.txt,138.txt,0.2553,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1766,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.2574,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2396,0.0
5.txt,134.txt,0.2664,0.0
5.txt,159.txt,0.2664,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.4007,0.0
5.txt,140.txt,0.0299,0.0
5.txt,154.txt,0.4007,0.0
5.txt,141.txt,0.0362,0.0
5.txt,120.txt,0.0,0.0
5.txt,142.txt,0.0359,0.0
5.txt,152.txt,0.1215,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2664,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.2047,0.0
5.txt,122.txt,0.9717,1.0
5.txt,138.txt,0.2664,0.0
5.txt,155.txt,0.0503,0.0
5.txt,150.txt,0.0889,0.0
5.txt,118.txt,0.0507,0.0
5.txt,156.txt,0.0,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.0,0.0
5.txt,114.txt,0.4007,0.0
27.txt,147.txt,0.1009,0.0
27.txt,153.txt,0.216,0.0
27.txt,116.txt,0.3233,0.0
27.txt,134.txt,0.3384,0.0
27.txt,159.txt,0.1639,0.0
27.txt,145.txt,0.3322,0.0
