Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2201,0.0
13.txt,153.txt,0.3133,0.0
13.txt,116.txt,0.1818,0.0
13.txt,134.txt,0.6139,0.0
13.txt,159.txt,0.3315,0.0
13.txt,145.txt,0.1818,0.0
13.txt,146.txt,0.2344,0.0
13.txt,158.txt,0.2201,0.0
13.txt,132.txt,0.2186,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.1818,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3391,0.0
13.txt,142.txt,0.3391,0.0
13.txt,152.txt,0.3391,0.0
13.txt,124.txt,0.3249,0.0
13.txt,148.txt,0.5985,0.0
13.txt,123.txt,0.2201,0.0
13.txt,117.txt,0.191,0.0
13.txt,122.txt,0.2201,0.0
13.txt,138.txt,0.4715,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1285,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.2054,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.3639,0.0
5.txt,134.txt,0.3639,0.0
5.txt,159.txt,0.3639,0.0
5.txt,145.txt,0.3639,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.3639,0.0
5.txt,140.txt,0.2082,0.0
5.txt,154.txt,0.3639,0.0
5.txt,141.txt,0.2082,0.0
5.txt,120.txt,0.397,0.0
5.txt,142.txt,0.397,0.0
5.txt,152.txt,0.397,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2735,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.3639,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.3639,0.0
5.txt,155.txt,0.2082,0.0
5.txt,150.txt,0.2082,0.0
5.txt,118.txt,0.2314,0.0
5.txt,156.txt,0.2314,0.0
5.txt,136.txt,0.2853,0.0
5.txt,149.txt,0.2314,0.0
5.txt,114.txt,0.2853,0.0
27.txt,147.txt,0.2057,0.0
27.txt,153.txt,0.3133,0.0
27.txt,116.txt,0.3063,0.0
27.txt,134.txt,0.6139,0.0
27.txt,159.txt,0.3315,0.0
27.txt,145.txt,0.6773,0.0
27.txt,146.txt,0.2344,0.0
27.txt,158.txt,0.1058,0.0
27.txt,132.txt,0.444,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.3063,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.2134,0.0
27.txt,142.txt,0.2391,0.0
27.txt,152.txt,0.161,0.0
27.txt,124.txt,0.3249,0.0
27.txt,148.txt,0.5985,0.0
27.txt,123.txt,0.1308,0.0
27.txt,117.txt,0.3076,0.0
27.txt,122.txt,0.0975,0.0
27.txt,138.txt,0.4715,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.5187,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.3939,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.6805,0.0
4.txt,134.txt,0.6805,0.0
4.txt,159.txt,0.6805,0.0
4.txt,145.txt,0.6805,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.6805,0.0
4.txt,140.txt,0.4136,0.0
4.txt,154.txt,0.6805,0.0
4.txt,141.txt,0.601,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7376,0.0
4.txt,152.txt,0.7376,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.5115,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.6805,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.6805,0.0
4.txt,155.txt,0.4069,0.0
4.txt,150.txt,0.601,0.0
4.txt,118.txt,0.601,0.0
4.txt,156.txt,0.601,0.0
4.txt,136.txt,0.481,0.0
4.txt,149.txt,0.601,0.0
4.txt,114.txt,0.4852,0.0
15.txt,147.txt,0.1663,0.0
15.txt,153.txt,0.2248,0.0
15.txt,116.txt,1.0,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,1.0,1.0
15.txt,146.txt,0.2995,0.0
15.txt,158.txt,0.1663,0.0
15.txt,132.txt,1.0,1.0
15.txt,140.txt,0.1552,0.0
15.txt,154.txt,1.0,1.0
15.txt,141.txt,0.1607,0.0
15.txt,120.txt,0.379,0.0
15.txt,142.txt,0.379,0.0
15.txt,152.txt,0.379,0.0
15.txt,124.txt,0.1663,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.1663,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.2026,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.3725,0.0
15.txt,150.txt,0.1038,0.0
15.txt,118.txt,0.5265,0.0
15.txt,156.txt,0.3307,0.0
15.txt,136.txt,0.7068,1.0
15.txt,149.txt,0.4619,0.0
15.txt,114.txt,0.5859,1.0
9.txt,147.txt,0.1265,0.0
9.txt,153.txt,0.3133,0.0
9.txt,116.txt,0.2039,0.0
9.txt,134.txt,0.6139,0.0
9.txt,159.txt,0.3315,0.0
9.txt,145.txt,0.4167,0.0
9.txt,146.txt,0.2344,0.0
9.txt,158.txt,0.1021,0.0
9.txt,132.txt,0.2731,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.2039,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.2525,0.0
9.txt,142.txt,0.2525,0.0
9.txt,152.txt,0.2525,0.0
9.txt,124.txt,0.3249,0.0
9.txt,148.txt,0.5985,0.0
9.txt,123.txt,0.1263,0.0
9.txt,117.txt,0.2485,0.0
9.txt,122.txt,0.06,0.0
9.txt,138.txt,0.4715,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.3191,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.2423,0.0
30.txt,147.txt,0.1194,0.0
30.txt,153.txt,0.2183,0.0
30.txt,116.txt,0.8266,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,0.8266,1.0
30.txt,146.txt,0.257,0.0
30.txt,158.txt,0.1194,0.0
30.txt,132.txt,0.8266,1.0
30.txt,140.txt,0.5884,0.0
30.txt,154.txt,0.8266,1.0
30.txt,141.txt,0.5875,0.0
30.txt,120.txt,0.4403,0.0
30.txt,142.txt,0.4403,0.0
30.txt,152.txt,0.4403,0.0
30.txt,124.txt,0.2264,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.1194,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.2026,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.6968,0.0
30.txt,150.txt,0.6232,0.0
30.txt,118.txt,0.6334,0.0
30.txt,156.txt,0.6968,0.0
30.txt,136.txt,0.5843,1.0
30.txt,149.txt,0.6968,0.0
30.txt,114.txt,0.4843,1.0
11.txt,147.txt,0.2332,0.0
11.txt,153.txt,0.2332,0.0
11.txt,116.txt,0.4328,0.0
11.txt,134.txt,0.6139,0.0
11.txt,159.txt,0.4328,0.0
11.txt,145.txt,0.4328,0.0
11.txt,146.txt,0.2332,0.0
11.txt,158.txt,0.2332,0.0
11.txt,132.txt,0.4328,0.0
11.txt,140.txt,1.0,1.0
11.txt,154.txt,0.4328,0.0
11.txt,141.txt,1.0,1.0
11.txt,120.txt,0.1131,0.0
11.txt,142.txt,0.2085,0.0
11.txt,152.txt,0.1275,0.0
11.txt,124.txt,0.2332,0.0
11.txt,148.txt,0.3253,0.0
11.txt,123.txt,0.2332,0.0
11.txt,117.txt,0.4328,0.0
11.txt,122.txt,0.2332,0.0
11.txt,138.txt,0.4328,0.0
11.txt,155.txt,1.0,1.0
11.txt,150.txt,1.0,1.0
11.txt,118.txt,1.0,1.0
11.txt,156.txt,1.0,1.0
11.txt,136.txt,0.4239,0.0
11.txt,149.txt,1.0,1.0
11.txt,114.txt,0.366,0.0
21.txt,147.txt,0.1601,0.0
21.txt,153.txt,0.3133,0.0
21.txt,116.txt,0.3387,0.0
21.txt,134.txt,0.6139,0.0
21.txt,159.txt,0.3315,0.0
21.txt,145.txt,0.5273,0.0
21.txt,146.txt,0.2344,0.0
21.txt,158.txt,0.1825,0.0
21.txt,132.txt,0.4039,0.0
21.txt,140.txt,1.0,1.0
21.txt,154.txt,0.4039,0.0
21.txt,141.txt,1.0,1.0
21.txt,120.txt,0.1661,0.0
21.txt,142.txt,0.2085,0.0
21.txt,152.txt,0.1275,0.0
21.txt,124.txt,0.3249,0.0
21.txt,148.txt,0.5985,0.0
21.txt,123.txt,0.1825,0.0
21.txt,117.txt,0.1506,0.0
21.txt,122.txt,0.1564,0.0
21.txt,138.txt,0.4715,0.0
21.txt,155.txt,1.0,1.0
21.txt,150.txt,1.0,1.0
21.txt,118.txt,1.0,1.0
21.txt,156.txt,1.0,1.0
21.txt,136.txt,0.4039,0.0
21.txt,149.txt,1.0,1.0
21.txt,114.txt,0.3531,0.0
8.txt,147.txt,0.1513,0.0
8.txt,153.txt,0.3133,0.0
8.txt,116.txt,0.1951,0.0
8.txt,134.txt,0.6139,0.0
8.txt,159.txt,0.3315,0.0
8.txt,145.txt,0.4023,0.0
8.txt,146.txt,0.2344,0.0
8.txt,158.txt,0.1513,0.0
8.txt,132.txt,0.2637,0.0
8.txt,140.txt,1.0,1.0
8.txt,154.txt,0.174,0.0
8.txt,141.txt,1.0,1.0
8.txt,120.txt,0.2866,0.0
8.txt,142.txt,0.2866,0.0
8.txt,152.txt,0.2866,0.0
8.txt,124.txt,0.3249,0.0
8.txt,148.txt,0.5985,0.0
8.txt,123.txt,0.1513,0.0
8.txt,117.txt,0.3103,0.0
8.txt,122.txt,0.1513,0.0
8.txt,138.txt,0.4715,0.0
8.txt,155.txt,1.0,1.0
8.txt,150.txt,1.0,1.0
8.txt,118.txt,1.0,1.0
8.txt,156.txt,1.0,1.0
8.txt,136.txt,0.3081,0.0
8.txt,149.txt,1.0,1.0
8.txt,114.txt,0.2339,0.0
10.txt,147.txt,0.2057,0.0
10.txt,153.txt,0.3133,0.0
10.txt,116.txt,0.31,0.0
10.txt,134.txt,0.6139,0.0
10.txt,159.txt,0.3315,0.0
10.txt,145.txt,0.6773,0.0
10.txt,146.txt,0.2344,0.0
10.txt,158.txt,0.1812,0.0
10.txt,132.txt,0.444,0.0
10.txt,140.txt,1.0,1.0
10.txt,154.txt,0.31,0.0
10.txt,141.txt,1.0,1.0
10.txt,120.txt,0.2593,0.0
10.txt,142.txt,0.2593,0.0
10.txt,152.txt,0.2593,0.0
10.txt,124.txt,0.3249,0.0
10.txt,148.txt,0.5985,0.0
10.txt,123.txt,0.1812,0.0
10.txt,117.txt,0.31,0.0
10.txt,122.txt,0.1553,0.0
10.txt,138.txt,0.4715,0.0
10.txt,155.txt,1.0,1.0
10.txt,150.txt,1.0,1.0
10.txt,118.txt,1.0,1.0
10.txt,156.txt,1.0,1.0
10.txt,136.txt,0.5187,0.0
10.txt,149.txt,1.0,1.0
10.txt,114.txt,0.3939,0.0
17.txt,147.txt,0.2097,0.0
17.txt,153.txt,0.3233,0.0
17.txt,116.txt,1.0,1.0
17.txt,134.txt,1.0,1.0
17.txt,159.txt,1.0,1.0
17.txt,145.txt,1.0,1.0
17.txt,146.txt,0.2995,0.0
17.txt,158.txt,0.1816,0.0
17.txt,132.txt,1.0,1.0
17.txt,140.txt,0.1242,0.0
17.txt,154.txt,1.0,1.0
17.txt,141.txt,0.1607,0.0
17.txt,120.txt,0.441,0.0
17.txt,142.txt,0.441,0.0
17.txt,152.txt,0.441,0.0
17.txt,124.txt,0.2557,0.0
17.txt,148.txt,0.7517,1.0
17.txt,123.txt,0.1816,0.0
17.txt,117.txt,1.0,1.0
17.txt,122.txt,0.3901,0.0
17.txt,138.txt,1.0,1.0
17.txt,155.txt,0.3725,0.0
17.txt,150.txt,0.1735,0.0
17.txt,118.txt,0.5719,0.0
17.txt,156.txt,0.3552,0.0
17.txt,136.txt,1.0,1.0
17.txt,149.txt,0.6436,0.0
17.txt,114.txt,1.0,1.0
19.txt,147.txt,0.2097,0.0
19.txt,153.txt,0.3233,0.0
19.txt,116.txt,1.0,1.0
19.txt,134.txt,0.6811,0.0
19.txt,159.txt,0.3948,0.0
19.txt,145.txt,1.0,1.0
19.txt,146.txt,0.2822,0.0
19.txt,158.txt,0.134,0.0
19.txt,132.txt,0.9727,1.0
19.txt,140.txt,0.2219,0.0
19.txt,154.txt,0.8915,1.0
19.txt,141.txt,0.1414,0.0
19.txt,120.txt,0.4151,0.0
19.txt,142.txt,0.367,0.0
19.txt,152.txt,0.3385,0.0
19.txt,124.txt,0.1957,0.0
19.txt,148.txt,0.6811,0.0
19.txt,123.txt,0.0717,0.0
19.txt,117.txt,0.6811,0.0
19.txt,122.txt,0.2986,0.0
19.txt,138.txt,0.6811,0.0
19.txt,155.txt,0.2975,0.0
19.txt,150.txt,0.2987,0.0
19.txt,118.txt,0.5719,0.0
19.txt,156.txt,0.5079,0.0
19.txt,136.txt,1.0,1.0
19.txt,149.txt,0.6436,0.0
19.txt,114.txt,0.793,1.0
14.txt,147.txt,0.1805,0.0
14.txt,153.txt,0.2716,0.0
14.txt,116.txt,1.0,1.0
14.txt,134.txt,1.0,1.0
14.txt,159.txt,1.0,1.0
14.txt,145.txt,1.0,1.0
14.txt,146.txt,0.2995,0.0
14.txt,158.txt,0.1537,0.0
14.txt,132.txt,1.0,1.0
14.txt,140.txt,0.4316,0.0
14.txt,154.txt,1.0,1.0
14.txt,141.txt,0.6271,0.0
14.txt,120.txt,0.445,0.0
14.txt,142.txt,0.445,0.0
14.txt,152.txt,0.445,0.0
14.txt,124.txt,0.1537,0.0
14.txt,148.txt,1.0,1.0
14.txt,123.txt,0.1537,0.0
14.txt,117.txt,1.0,1.0
14.txt,122.txt,0.2026,0.0
14.txt,138.txt,1.0,1.0
14.txt,155.txt,0.5141,0.0
14.txt,150.txt,0.6271,0.0
14.txt,118.txt,0.8778,0.0
14.txt,156.txt,0.8778,0.0
14.txt,136.txt,0.8399,1.0
14.txt,149.txt,0.8778,0.0
