Requirement,Class,Similarity,Associated
13.txt,147.txt,0.1341,0.0
13.txt,153.txt,0.3133,0.0
13.txt,116.txt,0.1901,0.0
13.txt,134.txt,0.3895,0.0
13.txt,159.txt,0.2553,0.0
13.txt,145.txt,0.3464,0.0
13.txt,146.txt,0.0491,0.0
13.txt,158.txt,0.1016,0.0
13.txt,132.txt,0.2216,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.0936,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3701,0.0
13.txt,142.txt,0.3574,0.0
13.txt,152.txt,0.3691,0.0
13.txt,124.txt,0.0089,0.0
13.txt,148.txt,0.5985,0.0
13.txt,123.txt,0.0898,0.0
13.txt,117.txt,0.191,0.0
13.txt,122.txt,0.1332,0.0
13.txt,138.txt,0.2553,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.0925,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.2574,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2853,0.0
5.txt,134.txt,0.0906,0.0
5.txt,159.txt,0.0292,0.0
5.txt,145.txt,0.2103,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.1643,0.0
5.txt,140.txt,0.0299,0.0
5.txt,154.txt,0.2302,0.0
5.txt,141.txt,0.0646,0.0
5.txt,120.txt,0.0,0.0
5.txt,142.txt,0.0626,0.0
5.txt,152.txt,0.1158,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.1079,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.1897,0.0
5.txt,122.txt,0.9717,1.0
5.txt,138.txt,0.1016,0.0
5.txt,155.txt,0.0139,0.0
5.txt,150.txt,0.1001,0.0
5.txt,118.txt,0.1987,0.0
5.txt,156.txt,0.0,0.0
5.txt,136.txt,0.2068,0.0
5.txt,149.txt,0.0878,0.0
5.txt,114.txt,0.2853,0.0
27.txt,147.txt,0.1341,0.0
27.txt,153.txt,0.3011,0.0
27.txt,116.txt,0.1827,0.0
27.txt,134.txt,0.3744,0.0
27.txt,159.txt,0.1965,0.0
27.txt,145.txt,0.3329,0.0
27.txt,146.txt,0.0489,0.0
27.txt,158.txt,0.0976,0.0
27.txt,132.txt,0.1446,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.1539,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.161,0.0
27.txt,142.txt,0.1688,0.0
27.txt,152.txt,0.1733,0.0
27.txt,124.txt,0.0061,0.0
27.txt,148.txt,0.5752,0.0
27.txt,123.txt,0.0898,0.0
27.txt,117.txt,0.1904,0.0
27.txt,122.txt,0.058,0.0
27.txt,138.txt,0.1146,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.1539,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.2473,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.5415,0.0
4.txt,134.txt,0.228,0.0
4.txt,159.txt,0.1181,0.0
4.txt,145.txt,0.5089,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.5415,0.0
4.txt,140.txt,0.601,0.0
4.txt,154.txt,0.5415,0.0
4.txt,141.txt,0.601,0.0
4.txt,120.txt,0.647,0.0
4.txt,142.txt,0.7021,0.0
4.txt,152.txt,0.7021,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.1769,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.2355,0.0
4.txt,122.txt,0.9717,1.0
4.txt,138.txt,0.1355,0.0
4.txt,155.txt,0.4069,0.0
4.txt,150.txt,0.4069,0.0
4.txt,118.txt,0.4069,0.0
4.txt,156.txt,0.601,0.0
4.txt,136.txt,0.5415,0.0
4.txt,149.txt,0.601,0.0
4.txt,114.txt,0.5415,0.0
15.txt,147.txt,0.1568,0.0
15.txt,153.txt,0.2248,0.0
15.txt,116.txt,1.0,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,0.6847,1.0
15.txt,146.txt,0.2995,0.0
15.txt,158.txt,0.1663,0.0
15.txt,132.txt,1.0,1.0
15.txt,140.txt,0.2963,0.0
15.txt,154.txt,1.0,1.0
15.txt,141.txt,0.1607,0.0
15.txt,120.txt,0.3493,0.0
15.txt,142.txt,0.379,0.0
15.txt,152.txt,0.379,0.0
15.txt,124.txt,0.1663,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.1663,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.1989,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.3725,0.0
15.txt,150.txt,0.3721,0.0
15.txt,118.txt,0.5265,0.0
15.txt,156.txt,0.3307,0.0
15.txt,136.txt,1.0,1.0
15.txt,149.txt,0.4518,0.0
15.txt,114.txt,0.5859,1.0
9.txt,147.txt,0.1996,0.0
9.txt,153.txt,0.2131,0.0
