Requirement,Class,Similarity,Associated
13.txt,147.txt,0.1671,0.0
13.txt,153.txt,0.2626,0.0
13.txt,116.txt,0.1901,0.0
13.txt,134.txt,0.3895,0.0
13.txt,159.txt,0.1965,0.0
13.txt,145.txt,0.0992,0.0
13.txt,146.txt,0.2626,0.0
13.txt,158.txt,0.1058,0.0
13.txt,132.txt,0.0992,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.0992,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3701,0.0
13.txt,142.txt,0.3574,0.0
13.txt,152.txt,0.3701,0.0
13.txt,124.txt,0.2626,0.0
13.txt,148.txt,0.2942,0.0
13.txt,123.txt,0.2886,0.0
13.txt,117.txt,0.1316,0.0
13.txt,122.txt,0.2626,0.0
13.txt,138.txt,0.4715,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1008,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.0992,0.0
5.txt,147.txt,0.382,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2853,0.0
5.txt,134.txt,0.2707,0.0
5.txt,159.txt,0.3639,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,0.405,1.0
5.txt,132.txt,0.3639,0.0
5.txt,140.txt,0.0468,0.0
5.txt,154.txt,0.4007,0.0
5.txt,141.txt,0.0585,0.0
5.txt,120.txt,0.4183,0.0
5.txt,142.txt,0.404,0.0
5.txt,152.txt,0.4183,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.3639,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.3639,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.3639,0.0
5.txt,155.txt,0.0678,0.0
5.txt,150.txt,0.1354,0.0
5.txt,118.txt,0.1927,0.0
5.txt,156.txt,0.0913,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.2181,0.0
5.txt,114.txt,0.4007,0.0
27.txt,147.txt,0.2057,0.0
27.txt,153.txt,0.216,0.0
27.txt,116.txt,0.2077,0.0
27.txt,134.txt,0.6139,0.0
27.txt,159.txt,0.3369,0.0
27.txt,145.txt,0.2077,0.0
27.txt,146.txt,0.2252,0.0
27.txt,158.txt,0.1135,0.0
27.txt,132.txt,0.2077,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.2077,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.2134,0.0
27.txt,142.txt,0.1924,0.0
27.txt,152.txt,0.1924,0.0
27.txt,124.txt,0.216,0.0
27.txt,148.txt,0.5133,0.0
27.txt,123.txt,0.2774,0.0
27.txt,117.txt,0.4343,0.0
27.txt,122.txt,0.216,0.0
27.txt,138.txt,0.4531,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.5187,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.3939,0.0
4.txt,147.txt,0.6166,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.3731,0.0
4.txt,134.txt,0.5062,0.0
4.txt,159.txt,0.6805,0.0
4.txt,145.txt,0.6805,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,0.6166,1.0
4.txt,132.txt,0.6805,0.0
4.txt,140.txt,0.601,0.0
4.txt,154.txt,0.4748,0.0
4.txt,141.txt,0.601,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7124,0.0
4.txt,152.txt,0.7376,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.6805,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.6805,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.6805,0.0
4.txt,155.txt,0.4069,0.0
4.txt,150.txt,0.601,0.0
4.txt,118.txt,0.4069,0.0
4.txt,156.txt,0.601,0.0
4.txt,136.txt,0.6805,0.0
4.txt,149.txt,0.4069,0.0
4.txt,114.txt,0.6805,0.0
15.txt,147.txt,0.1709,0.0
15.txt,153.txt,0.2059,0.0
15.txt,116.txt,0.4028,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,0.7346,1.0
15.txt,146.txt,0.257,0.0
15.txt,158.txt,0.0982,0.0
15.txt,132.txt,0.7346,1.0
15.txt,140.txt,0.1552,0.0
15.txt,154.txt,0.4615,1.0
15.txt,141.txt,0.224,0.0
15.txt,120.txt,0.3291,0.0
15.txt,142.txt,0.3179,0.0
15.txt,152.txt,0.3291,0.0
15.txt,124.txt,0.0921,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.0921,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.3664,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.3405,0.0
15.txt,150.txt,0.3338,0.0
15.txt,118.txt,0.368,0.0
15.txt,156.txt,0.1918,0.0
15.txt,136.txt,0.7346,1.0
15.txt,149.txt,0.3518,0.0
15.txt,114.txt,0.7346,1.0
9.txt,147.txt,0.2169,0.0
9.txt,153.txt,0.2169,0.0
9.txt,116.txt,0.2039,0.0
9.txt,134.txt,0.6139,0.0
9.txt,159.txt,0.3369,0.0
9.txt,145.txt,0.2039,0.0
9.txt,146.txt,0.2169,0.0
9.txt,158.txt,0.2169,0.0
9.txt,132.txt,0.2039,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.1944,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.2525,0.0
9.txt,142.txt,0.2525,0.0
9.txt,152.txt,0.2525,0.0
9.txt,124.txt,0.0468,0.0
9.txt,148.txt,0.5133,0.0
9.txt,123.txt,0.2169,0.0
9.txt,117.txt,0.4343,0.0
9.txt,122.txt,0.2108,0.0
9.txt,138.txt,0.3295,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.5187,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.3939,0.0
30.txt,147.txt,0.146,0.0
30.txt,153.txt,0.2248,0.0
30.txt,116.txt,0.5483,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,1.0,1.0
30.txt,146.txt,0.2196,0.0
30.txt,158.txt,0.1337,0.0
30.txt,132.txt,1.0,1.0
30.txt,140.txt,0.6903,0.0
30.txt,154.txt,0.6283,1.0
30.txt,141.txt,0.6903,0.0
30.txt,120.txt,0.4403,0.0
30.txt,142.txt,0.4403,0.0
30.txt,152.txt,0.4403,0.0
30.txt,124.txt,0.0707,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.0613,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.4988,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.6903,0.0
30.txt,150.txt,0.6903,0.0
30.txt,118.txt,0.6903,0.0
30.txt,156.txt,0.6903,0.0
30.txt,136.txt,1.0,1.0
30.txt,149.txt,0.6903,0.0
30.txt,114.txt,1.0,1.0
11.txt,147.txt,0.2057,0.0
11.txt,153.txt,0.2148,0.0
11.txt,116.txt,0.366,0.0
11.txt,134.txt,0.6139,0.0
11.txt,159.txt,0.4328,0.0
