Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2626,0.0
13.txt,153.txt,0.2626,0.0
13.txt,116.txt,0.0992,0.0
13.txt,134.txt,0.3895,0.0
13.txt,159.txt,0.1965,0.0
13.txt,145.txt,0.0992,0.0
13.txt,146.txt,0.4224,0.0
13.txt,158.txt,0.0472,0.0
13.txt,132.txt,0.0992,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.0992,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3126,0.0
13.txt,142.txt,0.3391,0.0
13.txt,152.txt,0.3391,0.0
13.txt,124.txt,0.2626,0.0
13.txt,148.txt,0.2207,0.0
13.txt,123.txt,0.2886,0.0
13.txt,117.txt,0.4343,0.0
13.txt,122.txt,0.2626,0.0
13.txt,138.txt,0.3295,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.5187,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.3939,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2853,0.0
5.txt,134.txt,0.3639,0.0
5.txt,159.txt,0.279,0.0
5.txt,145.txt,0.3639,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.3639,0.0
5.txt,140.txt,0.0744,0.0
5.txt,154.txt,0.3639,0.0
5.txt,141.txt,0.0422,0.0
5.txt,120.txt,0.0951,0.0
5.txt,142.txt,0.0626,0.0
5.txt,152.txt,0.1215,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.3639,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.3639,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.3639,0.0
5.txt,155.txt,0.0678,0.0
5.txt,150.txt,0.1354,0.0
5.txt,118.txt,0.1987,0.0
5.txt,156.txt,0.1203,0.0
5.txt,136.txt,0.3639,0.0
5.txt,149.txt,0.0276,0.0
5.txt,114.txt,0.22,0.0
27.txt,147.txt,0.0356,0.0
27.txt,153.txt,0.0346,0.0
27.txt,116.txt,0.2077,0.0
27.txt,134.txt,0.6139,0.0
27.txt,159.txt,0.1965,0.0
27.txt,145.txt,0.2077,0.0
27.txt,146.txt,0.2687,0.0
27.txt,158.txt,0.0356,0.0
27.txt,132.txt,0.2077,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.2077,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.161,0.0
27.txt,142.txt,0.1688,0.0
27.txt,152.txt,0.161,0.0
27.txt,124.txt,0.0966,0.0
27.txt,148.txt,0.1081,0.0
27.txt,123.txt,0.2774,0.0
27.txt,117.txt,0.213,0.0
27.txt,122.txt,0.0356,0.0
27.txt,138.txt,0.1616,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.2544,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.1932,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.4748,0.0
4.txt,134.txt,0.0906,0.0
4.txt,159.txt,0.056,0.0
4.txt,145.txt,0.4748,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.4748,0.0
4.txt,140.txt,0.0299,0.0
4.txt,154.txt,0.4748,0.0
4.txt,141.txt,0.0422,0.0
4.txt,120.txt,0.2052,0.0
4.txt,142.txt,0.0887,0.0
4.txt,152.txt,0.1215,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.0,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.0,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.1198,0.0
4.txt,155.txt,0.0503,0.0
4.txt,150.txt,0.0,0.0
4.txt,118.txt,0.0,0.0
4.txt,156.txt,0.0728,0.0
4.txt,136.txt,0.4748,0.0
4.txt,149.txt,0.0199,0.0
4.txt,114.txt,0.4748,0.0
15.txt,147.txt,0.1663,0.0
15.txt,153.txt,0.0921,0.0
15.txt,116.txt,0.5483,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,1.0,1.0
15.txt,146.txt,0.257,0.0
15.txt,158.txt,0.1663,0.0
15.txt,132.txt,1.0,1.0
15.txt,140.txt,0.2963,0.0
15.txt,154.txt,1.0,1.0
15.txt,141.txt,0.1733,0.0
15.txt,120.txt,0.1879,0.0
15.txt,142.txt,0.0147,0.0
15.txt,152.txt,0.2781,0.0
15.txt,124.txt,0.1146,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.1663,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.1989,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.1733,0.0
15.txt,150.txt,0.3721,0.0
15.txt,118.txt,0.4726,0.0
15.txt,156.txt,0.3307,0.0
15.txt,136.txt,1.0,1.0
15.txt,149.txt,0.4518,0.0
15.txt,114.txt,0.5859,1.0
9.txt,147.txt,0.2169,0.0
9.txt,153.txt,0.2169,0.0
9.txt,116.txt,0.3573,0.0
9.txt,134.txt,0.6139,0.0
9.txt,159.txt,0.1965,0.0
9.txt,145.txt,0.3573,0.0
9.txt,146.txt,0.2687,0.0
9.txt,158.txt,0.2169,0.0
9.txt,132.txt,0.3573,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.2675,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.1313,0.0
9.txt,142.txt,0.1194,0.0
9.txt,152.txt,0.0708,0.0
9.txt,124.txt,0.2169,0.0
9.txt,148.txt,0.098,0.0
9.txt,123.txt,0.2169,0.0
9.txt,117.txt,0.2672,0.0
9.txt,122.txt,0.2169,0.0
9.txt,138.txt,0.2027,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.3573,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.3573,0.0
30.txt,147.txt,0.0,0.0
30.txt,153.txt,0.0848,0.0
30.txt,116.txt,0.4532,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,0.8266,1.0
30.txt,146.txt,0.257,0.0
30.txt,158.txt,0.0613,0.0
30.txt,132.txt,0.8266,1.0
30.txt,140.txt,0.5875,0.0
30.txt,154.txt,0.8266,1.0
30.txt,141.txt,0.5875,0.0
30.txt,120.txt,0.4058,0.0
30.txt,142.txt,0.4403,0.0
30.txt,152.txt,0.4403,0.0
30.txt,124.txt,0.1146,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.0769,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.2026,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.3044,0.0
30.txt,150.txt,0.5875,0.0
30.txt,118.txt,0.5875,0.0
30.txt,156.txt,0.5875,0.0
30.txt,136.txt,0.8266,1.0
30.txt,149.txt,0.4518,0.0
30.txt,114.txt,0.4843,1.0
11.txt,147.txt,0.2148,0.0
11.txt,153.txt,0.0837,0.0
11.txt,116.txt,0.4239,0.0
11.txt,134.txt,0.6139,0.0
11.txt,159.txt,0.3318,0.0
11.txt,145.txt,0.4328,0.0
11.txt,146.txt,0.4224,0.0
11.txt,158.txt,0.2148,0.0
11.txt,132.txt,0.4328,0.0
11.txt,140.txt,1.0,1.0
11.txt,154.txt,0.4328,0.0
11.txt,141.txt,1.0,1.0
11.txt,120.txt,0.406,0.0
11.txt,142.txt,0.4406,0.0
11.txt,152.txt,0.4406,0.0
11.txt,124.txt,0.0966,0.0
11.txt,148.txt,0.4328,0.0
11.txt,123.txt,0.2148,0.0
11.txt,117.txt,0.4343,0.0
11.txt,122.txt,0.2148,0.0
11.txt,138.txt,0.4328,0.0
11.txt,155.txt,1.0,1.0
11.txt,150.txt,1.0,1.0
11.txt,118.txt,1.0,1.0
11.txt,156.txt,1.0,1.0
11.txt,136.txt,0.5187,0.0
11.txt,149.txt,1.0,1.0
11.txt,114.txt,0.4239,0.0
21.txt,147.txt,0.1825,0.0
21.txt,153.txt,0.1825,0.0
21.txt,116.txt,0.3916,0.0
21.txt,134.txt,0.6139,0.0
21.txt,159.txt,0.1965,0.0
21.txt,145.txt,0.4039,0.0
21.txt,146.txt,0.3289,0.0
21.txt,158.txt,0.0491,0.0
21.txt,132.txt,0.4039,0.0
21.txt,140.txt,1.0,1.0
21.txt,154.txt,0.4039,0.0
21.txt,141.txt,1.0,1.0
21.txt,120.txt,0.1661,0.0
21.txt,142.txt,0.1756,0.0
21.txt,152.txt,0.0,0.0
21.txt,124.txt,0.1825,0.0
21.txt,148.txt,0.2038,0.0
21.txt,123.txt,0.2886,0.0
21.txt,117.txt,0.3382,0.0
21.txt,122.txt,0.1825,0.0
21.txt,138.txt,0.2566,0.0
21.txt,155.txt,1.0,1.0
21.txt,150.txt,1.0,1.0
21.txt,118.txt,1.0,1.0
21.txt,156.txt,1.0,1.0
21.txt,136.txt,0.4039,0.0
21.txt,149.txt,1.0,1.0
21.txt,114.txt,0.4039,0.0
8.txt,147.txt,0.1513,0.0
8.txt,153.txt,0.0507,0.0
8.txt,116.txt,0.242,0.0
8.txt,134.txt,0.6139,0.0
8.txt,159.txt,0.3384,0.0
8.txt,145.txt,0.4413,0.0
8.txt,146.txt,0.2687,0.0
8.txt,158.txt,0.1513,0.0
8.txt,132.txt,0.4413,0.0
8.txt,140.txt,1.0,1.0
8.txt,154.txt,0.4413,0.0
8.txt,141.txt,1.0,1.0
8.txt,120.txt,0.1267,0.0
8.txt,142.txt,0.1756,0.0
8.txt,152.txt,0.0879,0.0
8.txt,124.txt,0.0966,0.0
8.txt,148.txt,0.4413,0.0
8.txt,123.txt,0.2886,0.0
8.txt,117.txt,0.4413,0.0
8.txt,122.txt,0.1513,0.0
8.txt,138.txt,0.4413,0.0
8.txt,155.txt,1.0,1.0
8.txt,150.txt,1.0,1.0
8.txt,118.txt,1.0,1.0
8.txt,156.txt,1.0,1.0
8.txt,136.txt,0.4413,0.0
8.txt,149.txt,1.0,1.0
8.txt,114.txt,0.2586,0.0
10.txt,147.txt,0.0,0.0
10.txt,153.txt,0.0,0.0
10.txt,116.txt,0.17,0.0
10.txt,134.txt,0.6139,0.0
10.txt,159.txt,0.2377,0.0
10.txt,145.txt,0.31,0.0
10.txt,146.txt,0.4224,0.0
10.txt,158.txt,0.0009,0.0
10.txt,132.txt,0.31,0.0
10.txt,140.txt,1.0,1.0
10.txt,154.txt,0.31,0.0
10.txt,141.txt,1.0,1.0
10.txt,120.txt,0.2134,0.0
10.txt,142.txt,0.1756,0.0
10.txt,152.txt,0.0,0.0
10.txt,124.txt,0.0966,0.0
10.txt,148.txt,0.31,0.0
10.txt,123.txt,0.2886,0.0
10.txt,117.txt,0.4343,0.0
10.txt,122.txt,0.0106,0.0
10.txt,138.txt,0.3295,0.0
10.txt,155.txt,1.0,1.0
10.txt,150.txt,1.0,1.0
10.txt,118.txt,1.0,1.0
10.txt,156.txt,1.0,1.0
10.txt,136.txt,0.5187,0.0
10.txt,149.txt,1.0,1.0
10.txt,114.txt,0.3939,0.0
17.txt,147.txt,0.1585,0.0
17.txt,153.txt,0.2596,0.0
17.txt,116.txt,1.0,1.0
17.txt,134.txt,1.0,1.0
17.txt,159.txt,0.7667,1.0
17.txt,145.txt,1.0,1.0
17.txt,146.txt,0.3042,0.0
17.txt,158.txt,0.1036,0.0
17.txt,132.txt,1.0,1.0
17.txt,140.txt,0.2044,0.0
17.txt,154.txt,1.0,1.0
17.txt,141.txt,0.1314,0.0
17.txt,120.txt,0.5579,0.0
17.txt,142.txt,0.441,0.0
17.txt,152.txt,0.441,0.0
17.txt,124.txt,0.2557,0.0
17.txt,148.txt,1.0,1.0
17.txt,123.txt,0.1171,0.0
17.txt,117.txt,1.0,1.0
17.txt,122.txt,0.1588,0.0
17.txt,138.txt,1.0,1.0
17.txt,155.txt,0.2174,0.0
17.txt,150.txt,0.3721,0.0
17.txt,118.txt,0.6965,0.0
17.txt,156.txt,0.3307,0.0
17.txt,136.txt,1.0,1.0
17.txt,149.txt,0.1287,0.0
17.txt,114.txt,1.0,1.0
19.txt,147.txt,0.0,0.0
19.txt,153.txt,0.0,0.0
19.txt,116.txt,1.0,1.0
19.txt,134.txt,0.1186,0.0
19.txt,159.txt,0.1949,0.0
19.txt,145.txt,1.0,1.0
19.txt,146.txt,0.3772,0.0
19.txt,158.txt,0.0751,0.0
19.txt,132.txt,1.0,1.0
19.txt,140.txt,0.5079,0.0
19.txt,154.txt,1.0,1.0
19.txt,141.txt,0.5079,0.0
19.txt,120.txt,0.4978,0.0
19.txt,142.txt,0.5402,0.0
19.txt,152.txt,0.5402,0.0
19.txt,124.txt,0.117,0.0
19.txt,148.txt,0.5205,0.0
19.txt,123.txt,0.0722,0.0
19.txt,117.txt,0.537,0.0
19.txt,122.txt,0.1588,0.0
19.txt,138.txt,0.3889,0.0
