Requirement,Class,Similarity,Associated
13.txt,147.txt,0.1047,0.0
13.txt,153.txt,0.1047,0.0
13.txt,116.txt,0.1059,0.0
13.txt,134.txt,0.0367,0.0
13.txt,159.txt,0.3315,0.0
13.txt,145.txt,0.0992,0.0
13.txt,146.txt,0.2344,0.0
13.txt,158.txt,0.1047,0.0
13.txt,132.txt,0.0992,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.3591,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.1236,0.0
13.txt,142.txt,0.0,0.0
13.txt,152.txt,0.1275,0.0
13.txt,124.txt,0.1047,0.0
13.txt,148.txt,0.0516,0.0
13.txt,123.txt,0.1047,0.0
13.txt,117.txt,0.0367,0.0
13.txt,122.txt,0.1827,0.0
13.txt,138.txt,0.4715,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.1192,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.3939,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2515,0.0
5.txt,134.txt,0.0443,0.0
5.txt,159.txt,0.0665,0.0
5.txt,145.txt,0.2515,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.2515,0.0
5.txt,140.txt,0.2314,0.0
5.txt,154.txt,0.2515,0.0
5.txt,141.txt,0.2314,0.0
5.txt,120.txt,0.0951,0.0
5.txt,142.txt,0.1558,0.0
5.txt,152.txt,0.0266,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.1309,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.0,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.053,0.0
5.txt,155.txt,0.2314,0.0
5.txt,150.txt,0.2314,0.0
5.txt,118.txt,0.2314,0.0
5.txt,156.txt,0.2314,0.0
5.txt,136.txt,0.2515,0.0
5.txt,149.txt,0.2314,0.0
5.txt,114.txt,0.2146,0.0
27.txt,147.txt,0.0356,0.0
27.txt,153.txt,0.0487,0.0
27.txt,116.txt,0.1539,0.0
27.txt,134.txt,0.0051,0.0
27.txt,159.txt,0.3315,0.0
27.txt,145.txt,0.1041,0.0
27.txt,146.txt,0.2344,0.0
27.txt,158.txt,0.0356,0.0
27.txt,132.txt,0.1539,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.3591,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.1236,0.0
27.txt,142.txt,0.0,0.0
27.txt,152.txt,0.1275,0.0
27.txt,124.txt,0.0356,0.0
27.txt,148.txt,0.0,0.0
27.txt,123.txt,0.0898,0.0
27.txt,117.txt,0.0,0.0
27.txt,122.txt,0.1827,0.0
27.txt,138.txt,0.4715,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.1539,0.0
27.txt,149.txt,1.0,1.0
