Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2076,0.0
13.txt,153.txt,0.3133,0.0
13.txt,116.txt,0.1901,0.0
13.txt,134.txt,0.009,0.0
13.txt,159.txt,0.3369,0.0
13.txt,145.txt,0.0648,0.0
13.txt,146.txt,0.4224,0.0
13.txt,158.txt,0.2201,0.0
13.txt,132.txt,0.444,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.0762,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.024,0.0
13.txt,142.txt,0.0,0.0
13.txt,152.txt,0.0245,0.0
13.txt,124.txt,0.2201,0.0
13.txt,148.txt,0.4176,0.0
13.txt,123.txt,0.2886,0.0
13.txt,117.txt,0.0,0.0
13.txt,122.txt,0.2201,0.0
13.txt,138.txt,0.0,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.2322,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.0762,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.4007,0.0
5.txt,134.txt,0.1872,0.0
5.txt,159.txt,0.1872,0.0
5.txt,145.txt,0.4007,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.4007,0.0
5.txt,140.txt,0.0099,0.0
5.txt,154.txt,0.3,0.0
5.txt,141.txt,0.0,0.0
5.txt,120.txt,0.4183,0.0
5.txt,142.txt,0.4183,0.0
5.txt,152.txt,0.4183,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.1872,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.1872,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.1126,0.0
5.txt,155.txt,0.0637,0.0
5.txt,150.txt,0.0,0.0
5.txt,118.txt,0.0,0.0
5.txt,156.txt,0.0,0.0
5.txt,136.txt,0.4007,0.0
5.txt,149.txt,0.0,0.0
5.txt,114.txt,0.2751,0.0
27.txt,147.txt,0.216,0.0
27.txt,153.txt,0.3133,0.0
27.txt,116.txt,0.1901,0.0
27.txt,134.txt,0.3076,0.0
27.txt,159.txt,0.3369,0.0
27.txt,145.txt,0.1657,0.0
27.txt,146.txt,0.2687,0.0
27.txt,158.txt,0.0145,0.0
27.txt,132.txt,0.2177,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.1241,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.024,0.0
27.txt,142.txt,0.0307,0.0
27.txt,152.txt,0.0871,0.0
27.txt,124.txt,0.216,0.0
27.txt,148.txt,0.4176,0.0
27.txt,123.txt,0.2886,0.0
27.txt,117.txt,0.3076,0.0
27.txt,122.txt,0.216,0.0
27.txt,138.txt,0.185,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
27.txt,136.txt,0.2322,0.0
27.txt,149.txt,1.0,1.0
27.txt,114.txt,0.055,0.0
4.txt,147.txt,1.0,1.0
4.txt,153.txt,1.0,1.0
4.txt,116.txt,0.5415,0.0
4.txt,134.txt,0.343,0.0
4.txt,159.txt,0.3722,0.0
4.txt,145.txt,0.5415,0.0
4.txt,146.txt,1.0,1.0
4.txt,158.txt,1.0,1.0
4.txt,132.txt,0.5415,0.0
4.txt,140.txt,0.4069,0.0
4.txt,154.txt,0.4748,0.0
4.txt,141.txt,0.2121,0.0
4.txt,120.txt,0.7376,0.0
4.txt,142.txt,0.7376,0.0
4.txt,152.txt,0.7376,0.0
4.txt,124.txt,1.0,1.0
4.txt,148.txt,0.3722,0.0
4.txt,123.txt,1.0,1.0
4.txt,117.txt,0.3722,0.0
4.txt,122.txt,1.0,1.0
4.txt,138.txt,0.3722,0.0
4.txt,155.txt,0.4069,0.0
4.txt,150.txt,0.4069,0.0
4.txt,118.txt,0.4069,0.0
4.txt,156.txt,0.4069,0.0
4.txt,136.txt,0.5415,0.0
4.txt,149.txt,0.4069,0.0
4.txt,114.txt,0.4852,0.0
15.txt,147.txt,0.0921,0.0
15.txt,153.txt,0.1304,0.0
15.txt,116.txt,1.0,1.0
15.txt,134.txt,1.0,1.0
15.txt,159.txt,1.0,1.0
15.txt,145.txt,0.6847,1.0
15.txt,146.txt,0.1238,0.0
15.txt,158.txt,0.0471,0.0
15.txt,132.txt,0.5022,1.0
15.txt,140.txt,0.0576,0.0
15.txt,154.txt,1.0,1.0
15.txt,141.txt,0.166,0.0
15.txt,120.txt,0.0014,0.0
15.txt,142.txt,0.1873,0.0
15.txt,152.txt,0.2833,0.0
15.txt,124.txt,0.0927,0.0
15.txt,148.txt,1.0,1.0
15.txt,123.txt,0.0233,0.0
15.txt,117.txt,1.0,1.0
15.txt,122.txt,0.1212,0.0
15.txt,138.txt,1.0,1.0
15.txt,155.txt,0.3405,0.0
15.txt,150.txt,0.159,0.0
15.txt,118.txt,0.1902,0.0
15.txt,156.txt,0.0279,0.0
15.txt,136.txt,1.0,1.0
15.txt,149.txt,0.1783,0.0
15.txt,114.txt,0.5859,1.0
9.txt,147.txt,0.0145,0.0
9.txt,153.txt,0.3133,0.0
9.txt,116.txt,0.4137,0.0
9.txt,134.txt,0.4137,0.0
9.txt,159.txt,0.4137,0.0
9.txt,145.txt,0.2833,0.0
9.txt,146.txt,0.4224,0.0
9.txt,158.txt,0.0282,0.0
9.txt,132.txt,0.444,0.0
9.txt,140.txt,1.0,1.0
9.txt,154.txt,0.4137,0.0
9.txt,141.txt,1.0,1.0
9.txt,120.txt,0.1137,0.0
9.txt,142.txt,0.0,0.0
9.txt,152.txt,0.0708,0.0
9.txt,124.txt,0.0383,0.0
9.txt,148.txt,0.4176,0.0
9.txt,123.txt,0.2886,0.0
9.txt,117.txt,0.4137,0.0
9.txt,122.txt,0.0975,0.0
9.txt,138.txt,0.4137,0.0
9.txt,155.txt,1.0,1.0
9.txt,150.txt,1.0,1.0
9.txt,118.txt,1.0,1.0
9.txt,156.txt,1.0,1.0
9.txt,136.txt,0.4137,0.0
9.txt,149.txt,1.0,1.0
9.txt,114.txt,0.2424,0.0
30.txt,147.txt,0.0,0.0
30.txt,153.txt,0.1304,0.0
30.txt,116.txt,0.8266,1.0
30.txt,134.txt,1.0,1.0
30.txt,159.txt,1.0,1.0
30.txt,145.txt,0.566,1.0
30.txt,146.txt,0.0881,0.0
30.txt,158.txt,0.0471,0.0
30.txt,132.txt,0.4151,1.0
30.txt,140.txt,0.0853,0.0
30.txt,154.txt,0.8266,1.0
30.txt,141.txt,0.2085,0.0
30.txt,120.txt,0.3948,0.0
30.txt,142.txt,0.3948,0.0
30.txt,152.txt,0.3948,0.0
30.txt,124.txt,0.0766,0.0
30.txt,148.txt,1.0,1.0
30.txt,123.txt,0.0,0.0
30.txt,117.txt,1.0,1.0
30.txt,122.txt,0.0494,0.0
30.txt,138.txt,1.0,1.0
30.txt,155.txt,0.3405,0.0
30.txt,150.txt,0.2085,0.0
30.txt,118.txt,0.2085,0.0
30.txt,156.txt,0.2085,0.0
30.txt,136.txt,0.8266,1.0
30.txt,149.txt,0.2085,0.0
30.txt,114.txt,0.4843,1.0
11.txt,147.txt,0.0316,0.0
11.txt,153.txt,0.3133,0.0
11.txt,116.txt,0.2758,0.0
11.txt,134.txt,0.0,0.0
11.txt,159.txt,0.3369,0.0
11.txt,145.txt,0.2758,0.0
11.txt,146.txt,0.2687,0.0
11.txt,158.txt,0.0,0.0
11.txt,132.txt,0.2758,0.0
11.txt,140.txt,1.0,1.0
11.txt,154.txt,0.2758,0.0
11.txt,141.txt,1.0,1.0
11.txt,120.txt,0.024,0.0
11.txt,142.txt,0.0,0.0
11.txt,152.txt,0.0,0.0
11.txt,124.txt,0.0,0.0
11.txt,148.txt,0.4176,0.0
11.txt,123.txt,0.2886,0.0
11.txt,117.txt,0.0,0.0
11.txt,122.txt,0.0503,0.0
11.txt,138.txt,0.0,0.0
11.txt,155.txt,1.0,1.0
11.txt,150.txt,1.0,1.0
11.txt,118.txt,1.0,1.0
11.txt,156.txt,1.0,1.0
11.txt,136.txt,0.2322,0.0
11.txt,149.txt,1.0,1.0
11.txt,114.txt,0.2758,0.0
21.txt,147.txt,0.0,0.0
21.txt,153.txt,0.3133,0.0
21.txt,116.txt,0.4095,0.0
21.txt,134.txt,0.3349,0.0
21.txt,159.txt,0.3369,0.0
21.txt,145.txt,0.4095,0.0
21.txt,146.txt,0.3289,0.0
21.txt,158.txt,0.0525,0.0
21.txt,132.txt,0.4095,0.0
21.txt,140.txt,1.0,1.0
21.txt,154.txt,0.4095,0.0
