Requirement,Class,Similarity,Associated
13.txt,147.txt,0.2626,0.0
13.txt,153.txt,0.3133,0.0
13.txt,116.txt,0.1901,0.0
13.txt,134.txt,0.3895,0.0
13.txt,159.txt,0.2553,0.0
13.txt,145.txt,0.6773,0.0
13.txt,146.txt,0.2687,0.0
13.txt,158.txt,0.1135,0.0
13.txt,132.txt,0.444,0.0
13.txt,140.txt,1.0,1.0
13.txt,154.txt,0.1142,0.0
13.txt,141.txt,1.0,1.0
13.txt,120.txt,0.3701,0.0
13.txt,142.txt,0.3701,0.0
13.txt,152.txt,0.3701,0.0
13.txt,124.txt,0.3249,0.0
13.txt,148.txt,0.5985,0.0
13.txt,123.txt,0.2626,0.0
13.txt,117.txt,0.391,0.0
13.txt,122.txt,0.2251,0.0
13.txt,138.txt,0.2752,0.0
13.txt,155.txt,1.0,1.0
13.txt,150.txt,1.0,1.0
13.txt,118.txt,1.0,1.0
13.txt,156.txt,1.0,1.0
13.txt,136.txt,0.2322,0.0
13.txt,149.txt,1.0,1.0
13.txt,114.txt,0.2574,0.0
5.txt,147.txt,1.0,1.0
5.txt,153.txt,1.0,1.0
5.txt,116.txt,0.2584,0.0
5.txt,134.txt,0.2664,0.0
5.txt,159.txt,0.2152,0.0
5.txt,145.txt,0.2584,0.0
5.txt,146.txt,1.0,1.0
5.txt,158.txt,1.0,1.0
5.txt,132.txt,0.2584,0.0
5.txt,140.txt,0.0299,0.0
5.txt,154.txt,0.2463,0.0
5.txt,141.txt,0.0442,0.0
5.txt,120.txt,0.4183,0.0
5.txt,142.txt,0.4183,0.0
5.txt,152.txt,0.4183,0.0
5.txt,124.txt,1.0,1.0
5.txt,148.txt,0.2604,0.0
5.txt,123.txt,1.0,1.0
5.txt,117.txt,0.2664,0.0
5.txt,122.txt,1.0,1.0
5.txt,138.txt,0.1603,0.0
5.txt,155.txt,0.0503,0.0
5.txt,150.txt,0.1196,0.0
5.txt,118.txt,0.148,0.0
5.txt,156.txt,0.0773,0.0
5.txt,136.txt,0.2584,0.0
5.txt,149.txt,0.147,0.0
5.txt,114.txt,0.2584,0.0
27.txt,147.txt,0.1009,0.0
27.txt,153.txt,0.3011,0.0
27.txt,116.txt,0.2077,0.0
27.txt,134.txt,0.3744,0.0
27.txt,159.txt,0.0447,0.0
27.txt,145.txt,0.3322,0.0
27.txt,146.txt,0.2687,0.0
27.txt,158.txt,0.0556,0.0
27.txt,132.txt,0.2357,0.0
27.txt,140.txt,1.0,1.0
27.txt,154.txt,0.2077,0.0
27.txt,141.txt,1.0,1.0
27.txt,120.txt,0.161,0.0
27.txt,142.txt,0.2085,0.0
27.txt,152.txt,0.161,0.0
27.txt,124.txt,0.3123,0.0
27.txt,148.txt,0.5752,0.0
27.txt,123.txt,0.012,0.0
27.txt,117.txt,0.3757,0.0
27.txt,122.txt,0.1827,0.0
27.txt,138.txt,0.2752,0.0
27.txt,155.txt,1.0,1.0
27.txt,150.txt,1.0,1.0
27.txt,118.txt,1.0,1.0
27.txt,156.txt,1.0,1.0
