0,1,2,3,4,5,6,7,8,9,Associated
0.3496,0.32,0.3071,0.2574,0.1819,0.0652,0.0629,0.0,0.0,0.0,NO
0.2574,0.0556,0.0399,0.0273,0.0171,0.013,0.012,0.0,0.0,0.0,NO
0.5722,0.2289,0.2287,0.1782,0.1632,0.1354,0.12,0.1134,0.0937,0.0526,NO
0.4329,0.2804,0.1775,0.1374,0.1324,0.1321,0.0505,0.0447,0.0372,0.0,NO
0.3069,0.2813,0.2383,0.1755,0.1374,0.1287,0.084,0.0365,0.0296,0.0268,NO
0.4162,0.2289,0.1938,0.1782,0.1632,0.1551,0.1354,0.1181,0.0717,0.069,NO
0.4164,0.3056,0.2574,0.2173,0.1819,0.1356,0.0695,0.0545,0.0,0.0,NO
0.2574,0.1334,0.0457,0.0292,0.0237,0.021,0.0201,0.0113,0.0095,0.0,NO
0.2289,0.2141,0.1613,0.1514,0.0889,0.0789,0.0588,0.0295,0.0228,0.0,NO
1.0,1.0,0.9462,0.5328,0.0917,0.0385,0.0374,0.0335,0.0294,0.0211,YES
0.4964,0.1782,0.1632,0.1192,0.1134,0.0797,0.0752,0.0568,0.0555,0.0,NO
1.0,0.4567,0.3527,0.2258,0.0615,0.0412,0.0249,0.0221,0.0163,0.0151,YES
0.2918,0.2582,0.1876,0.1723,0.0739,0.0603,0.0398,0.0326,0.0,0.0,NO
0.3824,0.352,0.3511,0.3353,0.282,0.2635,0.07,0.0572,0.0505,0.049,NO
0.3555,0.3353,0.0793,0.0321,0.0302,0.0258,0.0215,0.0178,0.0175,0.0137,NO
0.1819,0.1596,0.1207,0.0729,0.0521,0.0437,0.0378,0.0375,0.0356,0.0238,NO
0.4327,0.3984,0.2804,0.2383,0.2383,0.0715,0.0692,0.068,0.0661,0.0466,NO
0.2574,0.1819,0.1443,0.1164,0.0503,0.0244,0.0229,0.0,0.0,0.0,NO
0.3844,0.2102,0.1542,0.1496,0.1374,0.0918,0.0818,0.0748,0.0502,0.0187,NO
0.2574,0.1819,0.1271,0.0805,0.0797,0.0329,0.0254,0.0198,0.0186,0.0149,NO
0.3438,0.3078,0.2383,0.2209,0.1856,0.0837,0.0698,0.0254,0.0,0.0,NO
1.0,1.0,0.5044,0.3465,0.0572,0.0487,0.0456,0.0308,0.0279,0.0272,YES
1.0,1.0,1.0,0.5015,0.1267,0.0616,0.0585,0.0447,0.0295,0.0,YES
1.0,0.8236,0.7677,0.7587,0.0822,0.073,0.06,0.0599,0.0585,0.0439,YES
1.0,1.0,0.3987,0.2829,0.0406,0.0274,0.0214,0.0212,0.0,0.0,YES
0.314,0.2289,0.1782,0.1632,0.1354,0.1,0.0615,0.0535,0.0513,0.0486,NO
0.7756,0.5682,0.3569,0.2069,0.1139,0.0991,0.0848,0.0783,0.0602,0.0586,YES
0.2458,0.2156,0.1782,0.1701,0.1632,0.0685,0.0662,0.0609,0.0438,0.0384,NO
1.0,0.2708,0.1807,0.0864,0.0549,0.0417,0.0,0.0,0.0,0.0,YES
1.0,0.2821,0.0353,0.0219,0.0205,0.0179,0.0,0.0,0.0,0.0,YES
0.3034,0.2287,0.2179,0.1364,0.1077,0.083,0.0783,0.0409,0.0284,0.0278,NO
0.1781,0.1542,0.1307,0.1189,0.117,0.0669,0.0554,0.0,0.0,0.0,NO
0.1652,0.1149,0.0755,0.0708,0.0399,0.0,0.0,0.0,0.0,0.0,NO
0.3034,0.2287,0.1393,0.1386,0.1046,0.0863,0.0646,0.0481,0.0304,0.0,NO
1.0,0.5234,0.2708,0.1201,0.092,0.0,0.0,0.0,0.0,0.0,YES
1.0,0.6914,0.1986,0.0411,0.0267,0.0258,0.012,0.0062,0.0,0.0,YES
0.3034,0.1922,0.1333,0.1144,0.1069,0.089,0.0369,0.0339,0.0323,0.0,NO
0.1692,0.1453,0.1092,0.0823,0.0444,0.0437,0.0212,0.0,0.0,0.0,NO
0.1581,0.1364,0.1271,0.0516,0.0492,0.0309,0.0,0.0,0.0,0.0,NO
0.0631,0.0544,0.0334,0.0329,0.0244,0.0196,0.0137,0.0,0.0,0.0,NO
0.2584,0.2318,0.0673,0.0486,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.301,0.236,0.2333,0.0928,0.0852,0.0851,0.063,0.0435,0.0,0.0,NO
0.3148,0.301,0.0693,0.0498,0.0291,0.021,0.0205,0.0142,0.0118,0.0,NO
0.6914,0.2833,0.2708,0.0634,0.058,0.0461,0.0285,0.0208,0.016,0.0,YES
0.1542,0.0981,0.0918,0.0787,0.0,0.0,0.0,0.0,0.0,0.0,NO
1.0,0.6914,0.2708,0.0446,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.1652,0.1263,0.0848,0.0684,0.0676,0.0445,0.0376,0.0279,0.0,0.0,NO
1.0,0.3484,0.2708,0.0716,0.0713,0.0557,0.0229,0.0127,0.0082,0.0,YES
0.1652,0.1215,0.0618,0.055,0.0378,0.0,0.0,0.0,0.0,0.0,NO
0.1789,0.1223,0.0646,0.0515,0.0514,0.0454,0.0336,0.0273,0.0227,0.0068,NO
0.1789,0.1582,0.1137,0.0775,0.0665,0.0355,0.0,0.0,0.0,0.0,NO
0.1789,0.1388,0.1052,0.0721,0.0646,0.0505,0.0297,0.0242,0.0,0.0,NO
0.0824,0.0765,0.0538,0.0506,0.033,0.0118,0.0,0.0,0.0,0.0,NO
0.3034,0.2287,0.1513,0.0886,0.074,0.0724,0.0465,0.0282,0.0,0.0,NO
0.1724,0.1322,0.1023,0.0751,0.0705,0.0638,0.0481,0.0247,0.0,0.0,NO
0.1506,0.1028,0.0962,0.0928,0.0877,0.0824,0.0398,0.0386,0.0272,0.0211,NO
0.3496,0.32,0.3071,0.1316,0.095,0.0,0.0,0.0,0.0,0.0,NO
0.1316,0.0551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5722,0.2287,0.2251,0.134,0.0976,0.0647,0.0,0.0,0.0,0.0,NO
0.4329,0.2978,0.2018,0.1077,0.0656,0.0617,0.0,0.0,0.0,0.0,NO
0.3765,0.3069,0.2813,0.271,0.1741,0.0684,0.0503,0.0151,0.0,0.0,NO
0.4162,0.2251,0.1922,0.144,0.1262,0.1095,0.0,0.0,0.0,0.0,NO
