0,1,2,3,4,5,6,7,8,9,Associated
0.2076,0.1503,0.1047,0.0939,0.0533,0.0093,0.0,0.0,0.0,0.0,NO
0.2201,0.1109,0.1062,0.1047,0.0321,0.0152,0.0048,0.0,0.0,0.0,NO
0.1065,0.1059,0.1056,0.0992,0.0606,0.0396,0.0213,0.0072,0.0,0.0,NO
0.3384,0.2553,0.1241,0.1101,0.1055,0.0143,0.0126,0.0098,0.0048,0.0,NO
0.3369,0.2553,0.1056,0.0795,0.0217,0.0197,0.0193,0.0059,0.0,0.0,NO
0.6773,0.166,0.1246,0.1104,0.0992,0.0969,0.039,0.0079,0.0031,0.0,NO
0.4224,0.2687,0.1963,0.1542,0.0747,0.0418,0.0417,0.0374,0.0293,0.0069,NO
0.2201,0.1135,0.1047,0.0324,0.0133,0.0081,0.0,0.0,0.0,0.0,NO
0.2186,0.0992,0.0927,0.0804,0.0781,0.0501,0.0159,0.0014,0.0,0.0,NO
1.0,1.0,0.4091,0.3186,0.0571,0.0123,0.0022,0.002,0.0003,0.0,YES
0.7077,0.1766,0.1337,0.0884,0.0557,0.0209,0.0205,0.0093,0.0043,0.0,NO
1.0,0.5213,0.2705,0.1714,0.0162,0.013,0.0068,0.0028,0.0,0.0,YES
0.3701,0.3126,0.2134,0.1236,0.0808,0.0326,0.0179,0.0076,0.0,0.0,NO
0.3574,0.3391,0.056,0.0364,0.0148,0.0143,0.0106,0.0,0.0,0.0,NO
0.3701,0.3391,0.1733,0.1275,0.0287,0.0203,0.016,0.0127,0.0,0.0,NO
0.0581,0.0439,0.0352,0.0246,0.0226,0.0161,0.0129,0.0,0.0,0.0,NO
0.2553,0.1907,0.1636,0.115,0.0276,0.0093,0.0,0.0,0.0,0.0,NO
0.2201,0.1006,0.092,0.0068,0.0019,0.0,0.0,0.0,0.0,0.0,NO
0.1949,0.1689,0.0876,0.0768,0.0367,0.005,0.0,0.0,0.0,0.0,NO
0.2201,0.1332,0.1289,0.1047,0.0126,0.0,0.0,0.0,0.0,0.0,NO
0.2553,0.1755,0.0654,0.0367,0.016,0.0022,0.0,0.0,0.0,0.0,NO
1.0,1.0,1.0,0.2599,0.0546,0.0379,0.0267,0.02,0.0146,0.0075,YES
1.0,0.5954,0.5882,0.3186,0.0765,0.0231,0.0087,0.0,0.0,0.0,YES
1.0,1.0,0.3643,0.2897,0.0567,0.0495,0.0335,0.0168,0.0,0.0,YES
1.0,1.0,0.4661,0.3186,0.0366,0.0208,0.009,0.0076,0.0,0.0,YES
0.5187,0.1766,0.1192,0.0992,0.0925,0.0645,0.0585,0.0,0.0,0.0,NO
1.0,0.3196,0.2113,0.1777,0.0961,0.0472,0.003,0.0,0.0,0.0,YES
0.2434,0.2183,0.2054,0.0708,0.0586,0.0585,0.0,0.0,0.0,0.0,NO
1.0,1.0,0.382,0.1099,0.0406,0.0313,0.0,0.0,0.0,0.0,YES
1.0,1.0,0.405,0.0451,0.0221,0.004,0.0,0.0,0.0,0.0,YES
0.2853,0.2037,0.1246,0.092,0.0221,0.0,0.0,0.0,0.0,0.0,NO
0.1289,0.1192,0.0906,0.018,0.012,0.0047,0.0,0.0,0.0,0.0,NO
0.0931,0.0702,0.056,0.0166,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2103,0.1426,0.0759,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,NO
1.0,0.2796,0.1805,0.0768,0.0559,0.0325,0.0058,0.0,0.0,0.0,YES
1.0,0.405,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.2559,0.1643,0.1175,0.0193,0.0175,0.0134,0.0131,0.0,0.0,0.0,NO
0.2082,0.0669,0.0255,0.004,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2853,0.1564,0.1426,0.0887,0.0176,0.008,0.0,0.0,0.0,0.0,NO
0.1086,0.0646,0.0422,0.024,0.0101,0.0,0.0,0.0,0.0,0.0,NO
0.4183,0.3658,0.0537,0.037,0.0257,0.0,0.0,0.0,0.0,0.0,NO
0.404,0.397,0.1013,0.0626,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4183,0.397,0.1215,0.1158,0.0354,0.0266,0.0091,0.0,0.0,0.0,NO
1.0,0.2157,0.107,0.0729,0.0412,0.0,0.0,0.0,0.0,0.0,YES
0.1915,0.13,0.1079,0.0885,0.0439,0.0233,0.0,0.0,0.0,0.0,NO
1.0,0.9606,0.405,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.1897,0.1026,0.0877,0.0473,0.0406,0.0309,0.0,0.0,0.0,0.0,NO
1.0,0.8571,0.405,0.1509,0.1505,0.0172,0.0,0.0,0.0,0.0,YES
0.0766,0.0309,0.0215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2082,0.1688,0.0639,0.056,0.0226,0.0139,0.0061,0.0,0.0,0.0,NO
0.2082,0.1001,0.0865,0.0195,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2082,0.1987,0.0595,0.056,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0971,0.0895,0.0773,0.0728,0.0533,0.0076,0.0,0.0,0.0,0.0,NO
0.2853,0.1426,0.0729,0.0638,0.0248,0.0,0.0,0.0,0.0,0.0,NO
0.0878,0.0666,0.0533,0.0285,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2751,0.2555,0.1735,0.1247,0.0428,0.0,0.0,0.0,0.0,0.0,NO
0.216,0.1606,0.1503,0.0309,0.0194,0.0,0.0,0.0,0.0,0.0,NO
0.216,0.1109,0.1062,0.0672,0.0487,0.0425,0.0214,0.0,0.0,0.0,NO
0.3063,0.2077,0.1827,0.1395,0.1363,0.1059,0.0993,0.0227,0.0,0.0,NO
0.3744,0.3063,0.2487,0.1755,0.0637,0.0459,0.0264,0.0196,0.0165,0.0051,NO
0.3369,0.3186,0.3063,0.1538,0.0877,0.0405,0.0,0.0,0.0,0.0,NO
0.6773,0.3329,0.2097,0.2077,0.1539,0.1395,0.1246,0.1005,0.0712,0.0,NO
0.4224,0.2687,0.2252,0.216,0.1443,0.0917,0.0784,0.0572,0.035,0.0309,NO
0.1135,0.0976,0.0278,0.0089,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3063,0.2357,0.2077,0.1395,0.1268,0.0927,0.0785,0.071,0.0038,0.0,NO
1.0,0.9611,0.7349,0.4091,0.0296,0.0258,0.0055,0.0,0.0,0.0,YES
0.7077,0.3063,0.1852,0.1539,0.1363,0.0931,0.0926,0.015,0.0,0.0,NO
0.7349,0.5213,0.517,0.2705,0.0338,0.0316,0.019,0.0091,0.0049,0.0,YES
0.2134,0.161,0.1236,0.0619,0.0603,0.0594,0.0257,0.023,0.008,0.0,NO
0.1688,0.1555,0.0762,0.06,0.0545,0.0299,0.0,0.0,0.0,0.0,NO
0.161,0.1275,0.1273,0.0601,0.0382,0.025,0.0043,0.0,0.0,0.0,NO
0.216,0.0439,0.0349,0.0269,0.0163,0.0158,0.0,0.0,0.0,0.0,NO
0.5752,0.2302,0.1861,0.1234,0.0738,0.0516,0.0501,0.0473,0.0,0.0,NO
0.2774,0.216,0.0274,0.0143,0.0137,0.0062,0.0,0.0,0.0,0.0,NO
0.3063,0.1949,0.1639,0.1463,0.0947,0.0907,0.044,0.0,0.0,0.0,NO
0.1851,0.058,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.1639,0.152,0.129,0.1146,0.0,0.0,0.0,0.0,0.0,0.0,NO
1.0,1.0,0.7839,0.7349,0.056,0.0365,0.0321,0.0268,0.0225,0.0087,YES
1.0,0.9611,0.5882,0.4376,0.114,0.0344,0.0333,0.0216,0.0211,0.0,YES
1.0,1.0,0.8737,0.2677,0.1612,0.1188,0.095,0.0502,0.0216,0.0128,YES
1.0,0.9611,0.7349,0.4661,0.0767,0.0575,0.0428,0.0404,0.0167,0.0085,YES
0.5187,0.3063,0.2077,0.1539,0.1395,0.1363,0.1192,0.068,0.0281,0.0138,NO
1.0,0.6372,0.3196,0.1306,0.029,0.0205,0.019,0.0,0.0,0.0,YES
0.3063,0.2054,0.1482,0.136,0.1346,0.1059,0.0829,0.0252,0.0,0.0,NO
1.0,0.9432,0.6166,0.1944,0.0612,0.0504,0.0041,0.0,0.0,0.0,YES
1.0,1.0,0.6166,0.081,0.0724,0.0432,0.0,0.0,0.0,0.0,YES
0.3542,0.3239,0.2204,0.1651,0.1256,0.0444,0.0431,0.005,0.0046,0.0,NO
0.3514,0.343,0.228,0.2034,0.0906,0.0443,0.0148,0.0095,0.0084,0.0,NO
0.3514,0.3006,0.1646,0.1371,0.0665,0.0345,0.0081,0.0,0.0,0.0,NO
0.5089,0.2611,0.256,0.0582,0.0507,0.0468,0.0084,0.0,0.0,0.0,NO
1.0,0.3193,0.1895,0.1724,0.1281,0.118,0.1093,0.0583,0.0583,0.0057,YES
1.0,0.6166,0.041,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.4526,0.2466,0.2109,0.204,0.0472,0.0377,0.0175,0.0081,0.006,0.0,NO
0.601,0.4069,0.1182,0.1061,0.0578,0.0255,0.0244,0.0099,0.0061,0.0,NO
0.5415,0.3542,0.2767,0.256,0.0547,0.0293,0.0198,0.0,0.0,0.0,NO
0.601,0.2121,0.0618,0.0593,0.0422,0.0398,0.0131,0.0126,0.0,0.0,NO
