Similarity,Associated
0.2057,NO
0.3133,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.1963,NO
0.1135,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.3249,NO
0.4176,NO
0.1308,NO
0.391,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.2452,NO
0.2455,NO
0.2152,NO
0.1567,NO
1.0,YES
1.0,YES
0.1027,NO
0.2082,NO
0.0887,NO
0.2314,NO
0.0333,NO
0.1558,NO
0.1215,NO
1.0,YES
0.2664,NO
1.0,YES
0.2664,NO
1.0,YES
0.2664,NO
0.2082,NO
0.2314,NO
0.2314,NO
0.2082,NO
0.1495,NO
0.2314,NO
0.0912,NO
0.1671,NO
0.3133,NO
0.3233,NO
0.3384,NO
0.3369,NO
0.3464,NO
0.1963,NO
0.1016,NO
0.2177,NO
1.0,YES
0.3591,NO
1.0,YES
0.0808,NO
0.1756,NO
0.0447,NO
0.3249,NO
0.4176,NO
0.1308,NO
0.391,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2544,NO
0.6631,YES
0.1932,NO
1.0,YES
1.0,YES
0.4605,NO
0.0,NO
0.1646,NO
0.4748,NO
1.0,YES
0.9202,YES
0.4748,NO
0.1717,NO
0.4748,NO
0.4197,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.0304,NO
1.0,YES
0.0739,NO
1.0,YES
0.1791,NO
0.2458,NO
0.4197,NO
0.4197,NO
0.2304,NO
0.4605,NO
0.4197,NO
0.4748,NO
0.1709,NO
0.1015,NO
1.0,YES
1.0,YES
0.9815,YES
1.0,YES
0.2995,NO
0.153,NO
0.5022,YES
0.2044,NO
0.6283,YES
0.1607,NO
0.125,NO
0.0827,NO
0.2781,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.1526,NO
0.0576,NO
0.5265,NO
0.1918,NO
1.0,YES
0.1446,NO
0.5859,YES
0.2057,NO
0.3133,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.1963,NO
0.1135,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.0808,NO
0.1756,NO
0.0445,NO
0.3249,NO
0.4176,NO
0.1308,NO
0.391,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1709,NO
0.1855,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.1098,NO
0.5022,YES
0.6903,NO
0.6283,YES
0.5875,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1194,NO
1.0,YES
0.1194,NO
1.0,YES
0.4988,NO
1.0,YES
0.6903,NO
0.6903,NO
0.6903,NO
0.6903,NO
1.0,YES
0.2206,NO
0.5859,YES
0.2148,NO
0.3133,NO
0.3398,NO
0.3384,NO
0.1965,NO
0.3491,NO
0.1963,NO
0.1977,NO
0.2724,NO
1.0,YES
0.3591,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.3249,NO
0.1902,NO
0.2148,NO
0.391,NO
0.2508,NO
0.1755,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2724,NO
0.6631,YES
0.2836,NO
0.1825,NO
0.3133,NO
0.5133,NO
0.2344,NO
0.4374,NO
0.5273,NO
0.1825,NO
0.1016,NO
0.3457,NO
1.0,YES
0.4039,NO
1.0,YES
0.0932,NO
0.1756,NO
0.1176,NO
0.3249,NO
0.3293,NO
0.1825,NO
0.4374,NO
0.1825,NO
0.4374,NO
1.0,YES
1.0,YES
1.0,YES
0.7875,YES
0.4039,NO
0.7786,YES
0.4039,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.3039,NO
0.3369,NO
0.6773,NO
0.1763,NO
0.1135,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.0726,NO
0.1756,NO
0.0678,NO
0.3249,NO
0.4176,NO
0.1175,NO
0.391,NO
0.2253,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
0.1671,NO
0.3133,NO
0.2898,NO
0.2519,NO
0.3369,NO
0.3464,NO
0.1461,NO
0.1016,NO
0.1951,NO
1.0,YES
0.3591,NO
1.0,YES
0.0602,NO
0.1756,NO
0.02,NO
0.3249,NO
0.4176,NO
0.0974,NO
0.391,NO
0.1867,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
0.6631,YES
0.1731,NO
0.1816,NO
0.3162,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.4103,NO
0.1816,NO
1.0,YES
0.1364,NO
1.0,YES
0.1361,NO
0.441,NO
0.441,NO
0.441,NO
0.1816,NO
0.6673,YES
0.1744,NO
0.6673,YES
0.4826,NO
0.4892,YES
0.2571,NO
0.1907,NO
0.6965,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.1045,NO
0.3233,NO
1.0,YES
0.1735,NO
0.1735,NO
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.2628,NO
1.0,YES
0.5079,NO
0.3385,NO
0.367,NO
0.3385,NO
0.0854,NO
0.1735,NO
0.0691,NO
0.1735,NO
0.0495,NO
0.3889,NO
0.2975,NO
0.5079,NO
0.533,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.1805,NO
0.1537,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.326,NO
0.1537,NO
0.7944,YES
0.4316,NO
0.7944,YES
0.8778,NO
0.095,NO
0.1727,NO
0.2382,NO
0.1537,NO
1.0,YES
0.1477,NO
1.0,YES
0.4988,NO
1.0,YES
0.6271,NO
0.8778,NO
0.8778,NO
0.6271,NO
1.0,YES
0.8778,NO
0.7944,YES
0.1242,NO
0.3162,NO
1.0,YES
0.5126,NO
0.6479,NO
1.0,YES
0.2984,NO
0.0685,NO
0.8576,YES
0.439,NO
1.0,YES
0.6038,NO
0.3363,NO
0.3363,NO
0.3473,NO
0.1426,NO
0.5126,NO
0.0682,NO
0.6479,NO
0.2557,NO
0.6479,NO
0.439,NO
0.6038,NO
0.6038,NO
0.3738,NO
0.658,YES
0.6038,NO
1.0,YES
0.221,NO
0.2091,NO
0.6136,YES
1.0,YES
1.0,YES
0.6136,YES
0.2091,NO
0.2091,NO
0.433,YES
0.2895,NO
0.3855,YES
0.4207,NO
0.125,NO
0.053,NO
0.2395,NO
0.221,NO
1.0,YES
0.221,NO
1.0,YES
0.3061,NO
1.0,YES
0.4207,NO
0.2505,NO
0.4207,NO
0.4207,NO
0.6136,YES
0.164,NO
0.3595,YES
1.0,YES
1.0,YES
0.2746,NO
0.1831,NO
0.1101,NO
0.3988,NO
1.0,YES
1.0,YES
0.3988,NO
0.3269,NO
0.3988,NO
0.1704,NO
0.6218,NO
0.6218,NO
0.6218,NO
1.0,YES
0.1831,NO
1.0,YES
0.1831,NO
1.0,YES
0.1831,NO
0.3269,NO
0.3269,NO
0.3269,NO
0.3269,NO
0.3988,NO
0.217,NO
0.4057,NO
0.1214,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.134,NO
1.0,YES
0.2044,NO
1.0,YES
0.4834,NO
0.1014,NO
0.367,NO
0.3473,NO
0.1393,NO
1.0,YES
0.1171,NO
1.0,YES
0.506,NO
0.4963,YES
0.2831,NO
0.4834,NO
0.6965,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.2339,NO
0.2596,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.2995,NO
0.2339,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.3659,NO
0.3659,NO
0.3659,NO
0.2339,NO
1.0,YES
0.2247,NO
1.0,YES
0.4988,NO
0.4963,YES
0.25,NO
0.1637,NO
0.6965,NO
0.2585,NO
1.0,YES
0.6789,NO
1.0,YES
0.1237,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1237,NO
1.0,YES
0.5224,NO
1.0,YES
0.5224,NO
0.0639,NO
0.2834,NO
0.3473,NO
0.1697,NO
1.0,YES
0.1188,NO
1.0,YES
0.4988,NO
0.671,YES
0.5224,NO
0.5224,NO
0.6965,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.0583,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3598,NO
0.1005,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.0487,NO
0.2754,NO
0.3473,NO
0.0669,NO
1.0,YES
0.0896,NO
1.0,YES
0.4988,NO
0.4963,YES
0.2571,NO
0.1775,NO
0.6965,NO
0.3738,NO
1.0,YES
0.6789,NO
1.0,YES
0.1709,NO
0.1304,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2995,NO
0.0447,NO
0.5022,YES
0.2044,NO
0.6283,YES
0.1607,NO
0.125,NO
0.0803,NO
0.2646,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.196,NO
0.0518,NO
0.5265,NO
0.2464,NO
1.0,YES
0.1408,NO
0.5859,YES
0.1352,NO
0.1304,NO
0.744,YES
1.0,YES
1.0,YES
0.744,YES
0.2229,NO
0.1131,NO
0.433,YES
0.1521,NO
0.4674,YES
0.1196,NO
0.113,NO
0.0,NO
0.2833,NO
0.1146,NO
1.0,YES
0.1086,NO
1.0,YES
0.3711,NO
1.0,YES
0.196,NO
0.151,NO
0.3917,NO
0.2464,NO
0.744,YES
0.1921,NO
0.4359,YES
0.2769,NO
0.4212,NO
0.3451,NO
0.3451,NO
0.2645,NO
0.3451,NO
0.2552,NO
0.2552,NO
0.3725,NO
0.2128,NO
0.4141,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.2552,NO
0.3451,NO
0.2452,NO
0.3451,NO
0.2552,NO
0.2417,NO
0.3073,NO
0.2128,NO
0.3073,NO
0.3073,NO
0.3451,NO
0.1275,NO
0.6436,NO
1.0,YES
1.0,YES
0.2452,NO
0.2269,NO
0.1739,NO
0.2269,NO
1.0,YES
0.3838,YES
0.1139,NO
0.2238,NO
0.1425,NO
0.3252,NO
0.0263,NO
0.1558,NO
0.0465,NO
1.0,YES
0.2269,NO
1.0,YES
0.2269,NO
1.0,YES
0.1126,NO
0.3252,NO
0.1936,NO
0.3252,NO
0.3252,NO
0.2269,NO
0.0578,NO
0.1329,NO
0.1709,NO
0.1304,NO
0.7752,YES
1.0,YES
1.0,YES
0.7752,YES
0.2322,NO
0.051,NO
0.433,YES
0.1584,NO
0.487,YES
0.2002,NO
0.125,NO
0.009,NO
0.2833,NO
0.1146,NO
1.0,YES
0.1052,NO
1.0,YES
0.3867,NO
1.0,YES
0.196,NO
0.2002,NO
0.4081,NO
0.2464,NO
0.7752,YES
0.2002,NO
0.4541,YES
1.0,YES
1.0,YES
0.3075,NO
0.3075,NO
0.2357,NO
0.3075,NO
1.0,YES
1.0,YES
0.245,NO
0.0628,NO
0.245,NO
0.0784,NO
0.3489,NO
0.3489,NO
0.3489,NO
1.0,YES
0.3075,NO
1.0,YES
0.3075,NO
1.0,YES
0.1526,NO
0.0342,NO
0.1001,NO
0.1706,NO
0.0593,NO
0.3075,NO
0.1664,NO
0.214,NO
0.2831,NO
0.2411,NO
0.6593,NO
0.3384,NO
0.3369,NO
0.6773,NO
0.2411,NO
0.2605,NO
0.444,NO
1.0,YES
0.2166,NO
1.0,YES
0.0808,NO
0.1059,NO
0.0517,NO
0.2831,NO
0.4176,NO
0.2831,NO
0.2359,NO
0.2831,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
0.2452,NO
0.1748,NO
0.1532,NO
0.1202,NO
1.0,YES
1.0,YES
0.1631,NO
0.153,NO
0.1631,NO
0.2223,NO
0.2636,NO
0.2636,NO
0.2636,NO
1.0,YES
0.1897,NO
1.0,YES
0.1897,NO
1.0,YES
0.1897,NO
0.2223,NO
0.1324,NO
0.2223,NO
0.2223,NO
0.1631,NO
0.1107,NO
0.0992,NO
0.418,NO
0.3133,NO
0.2598,NO
0.3384,NO
0.1992,NO
0.3464,NO
0.1963,NO
0.3846,NO
0.2215,NO
1.0,YES
0.3591,NO
1.0,YES
0.3884,NO
0.3884,NO
0.3884,NO
0.418,NO
0.2598,NO
0.418,NO
0.391,NO
0.418,NO
0.2254,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2598,NO
0.6631,YES
0.2215,NO
