NONETRACED_RFSMOTE_RAW_LSA_SUM.csv,Associated
0.21221251095478338,NO
0.039900676630584955,NO
0.164429127486045,NO
0.16359222151164166,NO
0.04135578767853336,NO
0.0593532137978951,NO
0.03507583473475607,NO
0.07354982353916482,NO
0.20616783912456477,NO
0.21063660121430322,YES
0.03714362411868274,NO
0.2804053467238289,YES
0.2705827549997236,NO
0.6345484260640943,NO
0.2707501361946043,NO
0.26691536985717323,NO
0.04403625539843829,NO
0.18543467790962997,NO
0.04717623187032694,NO
0.1805316721539275,NO
0.2672982938171597,NO
0.10489432088238314,YES
0.08312292253882533,YES
0.1887688797302952,YES
0.2606196262346337,YES
0.5209929178805751,NO
0.044802103318411134,YES
0.20068215732253247,NO
0.13522900431875062,YES
0.24819867832018755,YES
0.28692215984904107,NO
0.1424761363367204,NO
0.11736343036705431,NO
0.09881569909282549,NO
0.3238289237862889,YES
0.12642175323906296,YES
0.11811506667614106,NO
0.10242229012214088,NO
0.08878309134118131,NO
0.10257545970613548,NO
0.15917162099212834,NO
0.15420782112319098,NO
0.14822710154195978,NO
0.24472393945853765,YES
0.07231736106176523,NO
0.13146924370544066,YES
0.016082806319429637,NO
0.29765113653410386,YES
0.05310168407589,NO
0.11436951767371718,NO
0.08044245481892039,NO
0.11613096788965473,NO
0.08296975295483075,NO
0.15939426956267716,NO
0.0914564532556432,NO
0.10664155948743456,NO
0.05782151795794942,NO
0.11534380255335273,NO
0.1392737866837206,NO
0.225173500082901,NO
0.1215542765105758,NO
0.4807432672493427,NO
0.10216411252437685,NO
0.044739730137299955,NO
0.2206210473957223,NO
0.3639522489874227,YES
0.11273281382000204,NO
0.404831947701272,YES
0.3680357185153604,NO
0.1560032212984675,NO
0.15355250795455444,NO
0.3264217532390629,NO
0.10737187838019216,NO
0.09497224788207519,NO
0.13907798226706775,NO
0.14016438096591582,NO
0.15860710422637514,NO
0.34770916727855544,YES
0.3156059278208074,YES
0.7592426790465588,YES
0.13349439825670906,YES
0.1407075803153398,NO
0.13754628642712208,YES
0.11735632456161128,NO
0.21608280631942967,YES
0.17626424121840878,YES
0.30225332985938397,NO
0.13304199531016841,NO
0.136962031312916,NO
0.10032607751644204,NO
0.4662103160504354,YES
0.1246389856067963,YES
0.1462216853391443,NO
0.07866679299209677,NO
0.15759176358195753,NO
0.0736887815122733,NO
0.19685133865479204,NO
0.23672517113148106,NO
0.17256685378620995,NO
0.17671664416494942,YES
0.17149624576612427,NO
0.10021554276510576,YES
0.04536662008416432,NO
0.2890878514412941,YES
0.05264217532390629,NO
0.11735632456161128,NO
0.08334557110937413,NO
0.11191880432980411,NO
0.11008787512731234,NO
0.2927512889141539,NO
0.10922412499901307,NO
0.11535801416423884,NO
0.06910079979787931,NO
0.03234009963918299,NO
0.12117845835603243,YES
0.41217540285969184,YES
0.5386058409720741,YES
0.09948364480447193,YES
0.053226430438112385,NO
0.14993486345010543,NO
0.20629258548678714,YES
0.35734937666295585,NO
0.11512825978824699,YES
0.4241881617281318,NO
0.8189819749401928,NO
0.138082379971103,NO
0.4144192583118185,NO
0.09693660832010864,NO
0.1674909400980601,YES
0.14308328793513192,NO
0.30583860347237024,YES
0.0984880425085072,NO
0.3115840419400428,YES
0.3378628895363068,NO
0.04181529643051706,NO
0.12385892607593736,NO
0.02780027949501409,NO
0.12131031052369785,YES
0.06379513173373756,NO
0.1480881435688513,YES
0.1082143110921623,NO
0.05392279937153098,NO
0.18859439272997147,NO
0.19560466456650638,NO
0.14927086540814954,NO
0.12023812343573588,NO
0.11893618197178203,NO
0.08378376244502869,NO
0.12531403712388578,NO
0.33003229193806893,YES
0.15021830613388915,NO
0.251846325114285,YES
0.15793205270928568,NO
0.12445028699558651,NO
0.42723734179713724,NO
0.03921851930805246,NO
0.10247045169236599,NO
0.05554529161436003,NO
0.12809951285756022,NO
0.1840687841966887,NO
0.088991528300844,NO
0.28841832666177153,YES
0.2665916609425456,YES
0.22740156485626534,YES
0.2116037802884957,YES
0.16044513923430997,NO
0.12422053261959466,YES
0.1438972974253298,NO
0.19962418184545666,NO
0.0492440212542536,NO
0.45870816457045405,YES
0.37980687999873675,YES
0.246966215842788,YES
0.0919017503967408,YES
0.06564027254711544,NO
0.1546546973321648,NO
0.24308881467269866,YES
0.252097396906606,NO
0.07114727176547683,YES
0.14118130067820966,NO
0.178227022588566,NO
0.28950630442849584,NO
0.45608849096378407,NO
0.29862857954949196,NO
0.177690929044585,YES
0.21638203968197567,NO
0.19084930165723168,YES
0.09871779688449907,NO
0.5804085048595814,YES
0.2732150611494035,NO
0.28523887349297705,NO
0.30271441767924395,NO
0.06900289758955289,NO
0.11764845211871432,YES
0.07543602011732474,NO
0.11520484458024426,YES
0.09833487292451264,NO
0.04702306228633237,NO
0.8276289506304428,NO
0.17495519394901188,NO
0.20318813804211366,NO
0.14290722186693194,NO
0.11656205341986624,NO
0.34446181419108296,NO
0.15885107021325312,NO
0.16598056167444358,YES
0.14658329188280156,NO
0.2089517357903629,YES
0.1907798226706775,NO
0.145894028754826,NO
0.16145495314116076,NO
0.03078708638290817,NO
0.07038142384550398,NO
0.08022691205381462,NO
0.12257830202831267,NO
0.1943240405188817,NO
0.11308178782064945,NO
0.16545157393590565,YES
0.10063241668443117,YES
0.14345042121635598,YES
0.24378360453824105,YES
0.1741538170018238,NO
0.11686839258785538,YES
0.10769242915906739,NO
0.08633237799726819,NO
0.12409578625737226,NO
0.16151732632227195,NO
0.1406096781070134,NO
0.1473151898434354,NO
0.3307799805774651,NO
0.10830510749504567,NO
