UPPERTRACED_MAX_MULTI_LSA_MAX.csv,Associated
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.33799999999999997,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.2179,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.8809218950064022,YES
0.7560237457804679,YES
0.3362,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.13642183680595973,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3399,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.4574,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.1755,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.8809218950064022,YES
0.7560237457804679,YES
0.3356,NO
0.5155395181003376,NO
0.6783843557211034,NO
0.5030846234431382,NO
0.6846700034920266,YES
0.8064253288324992,YES
0.1731,NO
0.41683156791991616,NO
0.6232103363985566,NO
0.3826097078337796,NO
0.3519962751716913,NO
0.6328716098242346,NO
0.3795832848329648,NO
0.4533814456989873,YES
0.7500873006634851,NO
0.621813525782796,YES
0.14387149342335,NO
0.3320917238971016,YES
0.4032126644162496,NO
0.7662670236293796,NO
0.649167733674776,NO
0.2123152135956233,NO
0.8087533465254336,NO
0.43755092538703294,NO
0.5846816435804912,NO
0.18368059597252945,NO
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.4028,YES
0.6423000814806192,NO
0.2904,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.2019,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.7793039227098126,NO
0.7350715865440577,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.7710394598998953,YES
0.7631241997439181,NO
0.6921196601094168,NO
0.7308811546967757,YES
1.0,NO
0.8469328366895591,YES
0.9249214294028634,NO
0.8363403561867071,NO
0.7199394715399837,NO
0.6907228494936561,NO
0.6824583866837387,NO
0.7474100803166105,YES
0.7065533698056106,NO
0.7465952741240833,YES
0.6932836689558841,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.8302875101850774,NO
0.8647421720405075,NO
0.7802351297869864,NO
0.8913979746246071,YES
0.865789780002328,NO
0.8252822721452683,YES
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.2256,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.1309,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.3705040158305203,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.1912,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.6494005354440694,NO
0.5981841461995112,NO
0.5404493074147363,NO
0.6391572575951576,NO
0.7095797928064252,NO
0.8432080083808637,NO
0.7720870678617158,NO
0.2201140728669538,NO
0.2877429868467001,NO
0.4397,YES
0.6423000814806192,NO
0.24781748341287396,YES
0.3991386334536142,NO
0.7379816086602259,NO
0.4498894191595856,NO
0.6744267256431149,NO
0.8883715516237924,NO
0.578512396694215,NO
0.40414387149342335,NO
0.1702,NO
0.6580142009079271,NO
0.5994645559306251,YES
0.8362239553020603,YES
0.5210103596787335,YES
0.5834012338493773,YES
0.747992084739844,NO
0.8340123384937727,YES
0.28099173553719003,NO
0.8130601792573624,NO
0.756838551972995,NO
0.8177162146432313,YES
0.9044348737050404,YES
0.8288906995693167,YES
0.923408217902456,YES
0.8444884181119776,NO
0.6921196601094168,NO
0.7832615527878012,YES
0.7008497264579211,NO
0.8721918286578978,YES
0.6779187521825166,NO
0.8363403561867071,NO
0.7223838901175649,NO
0.6907228494936561,NO
0.7305319520428355,NO
0.7474100803166105,YES
0.7588173670119892,NO
0.7465952741240833,YES
0.5934117099289954,NO
0.8497264579210801,YES
0.7981608660225817,NO
0.6854848096845536,NO
0.8647421720405075,NO
0.7802351297869864,NO
