UPPERTRACED_RFNONE_MULTI_VSM_SUM.csv,Associated
0.21581747823282815,NO
0.1928410190261206,NO
0.1599484037407288,NO
0.5001612383102225,NO
0.16212512092873269,NO
0.3019993550467591,NO
0.2845049983876169,NO
0.5981135117703966,NO
0.23613350532086422,NO
0.5328119961302806,YES
0.03676233473073202,NO
0.4692034827475008,YES
0.3843115124153499,NO
0.3926959045469204,NO
0.15825540148339245,NO
0.23234440503063533,NO
0.4793614962915189,NO
0.26193163495646565,NO
0.28111899387294426,NO
0.4368752015478877,NO
0.34561431796194775,NO
0.2433892292808771,YES
0.3985811028700419,YES
0.3150596581747823,YES
0.33376330216059336,YES
0.2590293453724605,NO
0.42373427926475327,YES
0.3905998065140277,NO
0.34762979683972917,YES
0.4663011931634957,YES
0.4355046759109965,NO
0.2836988068365044,NO
0.5472428248951952,NO
0.3024830699774267,NO
0.6680909384069655,YES
0.1287487907126733,YES
0.5807803934214769,NO
0.46726862302483074,NO
0.09037407287971623,NO
0.5883585940019349,NO
0.48669783940664313,NO
0.3116736536601097,NO
0.10407932924862948,NO
0.3104643663334409,YES
0.3955175749758142,NO
0.22299258303772976,YES
0.006530151564011606,NO
0.45461141567236374,YES
0.24604966139954856,NO
0.1976781683327959,NO
0.21839729119638826,NO
0.4575137052563688,NO
0.34198645598194133,NO
0.3098194130925508,NO
0.45622379877458885,NO
0.26991293131247984,NO
0.22782973234440504,NO
0.26394711383424707,NO
0.17502418574653336,NO
0.5566752660432118,NO
0.22992583037729766,NO
0.3632699129313125,NO
0.3551273782650758,NO
0.5844082554014833,NO
0.27628184456626903,NO
0.7025153176394712,YES
0.11633344082554015,NO
0.3591583360206385,YES
0.353918090938407,NO
0.38761689777491126,NO
0.15124153498871334,NO
0.29498548855207996,NO
0.5460335375685264,NO
0.2747500806191552,NO
0.37786198000644955,NO
0.4026926797807159,NO
0.43066752660432117,NO
0.540551435020961,YES
0.6765559496936472,YES
0.4750886810706224,YES
0.2830538535956143,YES
0.2659625927120284,NO
0.5213640761044824,YES
0.3943082876491455,NO
0.36625282167042883,YES
0.4155111254434054,YES
0.43502096098032894,NO
0.2903901967107385,NO
0.5761851015801355,NO
0.3290067720090294,NO
0.6268139309900034,YES
0.1518058690744921,YES
0.6103676233473074,NO
0.45888423089326025,NO
0.12125120928732666,NO
0.5745727184779105,NO
0.5263624637213803,NO
0.3569816188326347,NO
0.1463237665269268,NO
0.23887455659464693,YES
0.40849725894872624,NO
0.19840374072879718,YES
0.004111576910673976,NO
0.4289745243469849,YES
0.245565946468881,NO
0.2008223153821348,NO
0.22976459206707514,NO
0.4530796517252499,NO
0.3622218639148662,NO
0.3338439213157046,NO
0.4749274427603999,NO
0.2957110609480813,NO
0.17445985166075462,NO
0.2566913898742341,NO
0.672686230248307,YES
0.5794904869396968,YES
0.42542728152208975,YES
0.33618187681393097,YES
0.19074492099322798,NO
0.11044824250241858,NO
0.7532247662044502,YES
0.21243147371815543,NO
0.7388745565946471,YES
0.5065301515640116,NO
0.3712512092873267,NO
0.40906159303450496,NO
0.3848758465011286,NO
0.44437278297323446,NO
0.36746210899709775,YES
0.16897774911318927,NO
0.5924701709126089,YES
0.18195743308610124,NO
0.5151564011609159,YES
0.13398903579490487,NO
0.6463237665269268,NO
0.8367462108997099,NO
0.462270235407933,NO
0.35109642050951306,YES
0.8065140277329894,NO
0.21630119316349566,YES
0.2808771364076105,NO
0.19929055143502097,NO
0.22694292163818122,NO
0.5338600451467268,NO
0.26741373750403097,NO
0.3660915833602064,NO
0.37278297323444054,NO
0.6421315704611417,NO
0.21751048049016447,NO
0.6584972589487262,YES
0.11423734279264755,NO
0.4308287649145437,YES
0.348839084166398,NO
0.35440180586907455,NO
0.11520477265398257,NO
0.1838116736536601,NO
0.5408739116414061,NO
0.21662366978394065,NO
0.3081264108352144,NO
0.42397613673008705,NO
0.357384714608191,NO
0.49475975491776847,YES
0.6249596904224445,YES
0.40559496936472106,YES
0.37358916478555304,YES
0.3116736536601096,NO
0.5073363431151242,YES
0.37237987745888423,NO
0.19550145114479203,NO
0.299419542083199,NO
0.6456788132860368,YES
0.6035956143179619,YES
0.3926959045469204,YES
0.3282005804579168,YES
0.19550145114479198,NO
0.14866172202515318,NO
0.7504030957755563,YES
0.3094163173169945,NO
0.7175104804901645,YES
0.5078200580457918,NO
0.37826507578200586,NO
0.4604159948403741,NO
0.4204288939051919,NO
0.5153982586262497,NO
0.3615769106739761,YES
0.23782650757820054,NO
0.512979683972912,YES
0.18219929055143502,NO
0.5155594969364722,YES
0.2570944856497904,NO
0.7695904546920349,NO
0.9003547242824896,NO
0.5056433408577878,NO
0.3306191551112544,YES
0.8187681393099001,NO
0.2149306675266043,YES
0.27047726539825867,NO
0.20033860045146729,NO
0.25967429861335056,NO
0.47887778136085135,NO
0.23274750080619153,NO
0.3899548532731377,NO
0.37028377942599167,NO
0.6672041277007417,NO
0.26112544340535315,NO
0.4941148016768785,YES
0.1519671073847146,NO
0.39398581102870045,YES
0.39172847468558536,NO
0.3769751693002258,NO
0.1429377620122541,NO
0.18324733956788136,NO
0.5070944856497904,NO
0.21767171880038697,NO
0.3106256046436633,NO
0.4430828764914544,NO
0.3328764914543696,NO
0.332070299903257,YES
0.4502579812963561,YES
0.3338439213157046,YES
0.3908416639793615,YES
0.3261044824250242,NO
0.4995969042244437,YES
0.40075782005804583,NO
0.2329087391164141,NO
0.2482263785875524,NO
0.24830699774266365,NO
0.4842792647533054,NO
0.22379877458884231,NO
0.3965656239922606,NO
0.34496936472105766,NO
0.621331828442438,NO
0.2771686552724928,NO
0.6101257658819735,YES
0.1760722347629797,NO
0.33666559174459854,YES
0.2959529184134151,NO
0.27208964850048367,NO
0.031199613028055462,NO
0.3047404063205418,NO
0.529425991615608,NO
0.3059496936472106,NO
0.4708158658497259,NO
0.3667365366010964,NO
0.4804095453079652,NO
0.5064495324089004,YES
0.5994840374072881,YES
0.5789261528539181,YES
0.2840212834569493,YES
0.2878103837471784,NO
0.5815059658174783,YES
0.43260238632699133,NO
0.2724121251209287,NO
0.20227346017413741,NO
0.22516930022573364,NO
0.5145114479200259,NO
0.2730570783618188,NO
0.3759271202837794,NO
0.37278297323444054,NO
0.6404385682038052,NO
0.24113189293776202,NO
0.6222992583037731,YES
0.1344727507255724,NO
0.36464043856820383,YES
0.3702031602708804,NO
0.377378265075782,NO
0.1408416639793615,NO
0.18042566913898744,NO
0.5365204772653983,NO
0.21404385682038052,NO
0.3182038052241213,NO
0.4153498871331829,NO
0.36601096420509516,NO
0.5061270557884553,YES
0.6154466301193164,YES
0.40623992260561115,YES
0.3559335698161884,YES
0.31006127055788457,NO
0.5274911318929378,YES
0.3876168977749114,NO
0.2150112866817156,NO
0.1978394066430184,NO
0.15478877781360853,NO
0.5583682683005483,NO
0.223073202192841,NO
0.29788777813608514,NO
0.28579490486939696,NO
0.5862624959690422,NO
0.21452757175104809,NO
0.688245727184779,YES
0.03603676233473073,NO
0.385923895517575,YES
0.3594001934859723,NO
0.3779425991615608,NO
0.14390519187358916,NO
0.20872299258303778,NO
0.5058851983231217,NO
0.2389551757497582,NO
0.29950016123831025,NO
0.39841986455981937,NO
0.3755240245082232,NO
0.4524346984843599,YES
0.6000483714930668,YES
0.4337310544985489,YES
0.24161560786842953,YES
0.24306675266043212,NO
0.4569493711705901,YES
0.373266688165108,NO
0.4441309255079007,NO
0.33787487907126734,NO
0.7203321509190584,YES
0.41688165108029673,YES
0.223073202192841,YES
0.41010964205095124,YES
0.5786036762334732,NO
0.42768461786520473,NO
