LOWERTRACED_RFSMOTE_RAW_LSA_SUM.csv,Associated
0.3510384971557084,NO
0.34541606032543987,NO
0.4044185738854346,NO
0.7298584468845085,NO
0.6311019976187326,NO
0.3886757507606826,NO
0.34124884243947606,NO
0.34720201084799573,NO
0.44046831591480357,NO
0.2870088636062971,YES
0.3694933192221193,NO
0.347268157163646,YES
0.16516735017859505,NO
0.15220267231115225,NO
0.15167350178595052,NO
0.3778277549940468,NO
0.6334171186664903,NO
0.3756449265775896,NO
0.6361291176081492,NO
0.4464214843233231,NO
0.6625876438682364,NO
0.17522159015742825,YES
0.17687524804868368,YES
0.2340256647704723,YES
0.2824447678264321,YES
0.4327953432993782,NO
0.1710543722714645,YES
0.40845349914009793,NO
0.06230982934250562,YES
0.1530625744146051,YES
0.6437359439079243,NO
0.39350443180314854,NO
0.3649953697579045,NO
0.4949067336949332,NO
0.2524804868368832,YES
0.054703003042730514,YES
0.5115756052387882,NO
0.06125148829210213,NO
0.48624156634475457,NO
0.06138378092340256,NO
0.11026590818891387,NO
0.09234025664770472,NO
0.09399391453896017,NO
0.17733827225823523,YES
0.33972747717952106,NO
0.06588173038761741,YES
0.31161529302817836,NO
0.21623230586056355,YES
0.31631168143934385,NO
0.07157031353353618,NO
0.042267495700489474,NO
0.0730916787934912,NO
0.044450324116946674,NO
0.5472284693742558,NO
0.06541870617806587,NO
0.4880275168673105,NO
0.17568461436697977,NO
0.21854742690832124,NO
0.3837147770869162,NO
0.30658817303876174,NO
0.2170922079640164,NO
0.4058737928297394,NO
0.21398333112845616,NO
0.15074745336684747,NO
0.44033602328350313,NO
0.4130175949199629,YES
0.40170657494377565,NO
0.24374917317105438,YES
0.1270009260484191,NO
0.13480619129514487,NO
0.1326895091943379,NO
0.24401375843365525,NO
0.218481280592671,NO
0.20095250694536312,NO
0.2458658552718614,NO
0.23316576266701944,NO
0.26273316576266703,NO
0.4058076465140892,YES
0.3917184812805926,YES
0.35209683820611193,YES
0.2276094721524011,YES
0.4054107686201879,NO
0.23792829739383517,YES
0.37842307183489876,NO
0.07758962825770604,YES
0.11139039555496759,YES
0.5375049609736737,NO
0.2865458393967456,NO
0.2762931604709618,NO
0.41083476650350575,NO
0.21861357322397143,YES
0.07362084931869294,YES
0.43001719804206906,NO
0.05437227146447943,NO
0.4057415001984389,NO
0.05007276094721524,NO
0.14280989548882128,NO
0.1295144860431274,NO
0.12865458393967455,NO
0.11860034396084136,YES
0.23792829739383517,NO
0.04570710411430083,YES
0.19718216695330074,NO
0.19519777748379413,YES
0.20346606694007144,NO
0.07415001984389469,NO
0.05159412620717026,NO
0.0694536314327292,NO
0.061053049345151475,NO
0.4611059663976716,NO
0.08076465140891652,NO
0.4033602328350311,NO
0.03929091149622966,NO
0.0075406799841248855,NO
0.7192750363804736,YES
0.38483926445296995,YES
0.3576531287207303,YES
0.7209948405873793,YES
0.046037835692551925,NO
0.0,NO
0.765511311019976,YES
0.14320677338272259,NO
0.7140494774441064,YES
0.14638179653393307,NO
0.13460775234819422,NO
0.11932795343299375,NO
0.11932795343299375,NO
0.02923667151739648,NO
0.31670855933324515,YES
0.02817833046699298,NO
0.40210345283767696,YES
0.08513030824183092,NO
0.3320545045640958,YES
0.085461039820082,NO
0.09571371874586586,NO
0.14611721127133218,NO
0.0836089429818759,NO
0.7398465405476914,YES
0.1146977113374785,NO
0.7152401111258103,YES
0.17290646910967059,NO
0.11919566080169332,NO
0.419698372800635,NO
0.33417118666490275,NO
0.2941526656965207,NO
0.40157428231247516,NO
0.18216695330070115,NO
0.15180579441725095,NO
0.3855007276094721,NO
0.3702870750099219,YES
0.39337213917184816,NO
0.29593861621907663,YES
0.136062971292499,NO
0.12078317237729856,NO
0.11635136922873394,NO
0.10649556819685142,NO
0.26055033734620986,NO
0.10695859240640296,NO
0.23495171318957536,NO
0.20432596904352426,NO
0.2489085857917714,NO
0.36162190765974334,YES
0.3427702076994311,YES
0.28846408255060196,YES
0.2952771530625744,YES
0.43630109802883976,NO
0.2198042069056754,YES
0.35381664241301763,NO
0.42697446752215906,NO
0.413017594919963,NO
0.3862283370816245,YES
0.338470697182167,YES
0.26465140891652333,YES
0.40355867178198174,YES
0.4203598359571372,NO
0.40177272125942587,NO
0.4523085064161926,YES
0.26908321206508795,NO
0.38563302024077256,YES
0.19374255853948935,NO
0.1403624818097632,NO
0.16146315650218282,NO
0.14849847863474003,NO
0.45793094324646116,NO
0.2457335626405609,YES
0.4550866516735018,NO
0.27073686995634344,YES
0.455748114830004,NO
0.26623892049212855,YES
0.23276888477311813,NO
0.24315385633020242,NO
0.2446090752745072,NO
0.16549808175684613,NO
0.4121576928165101,YES
0.1710543722714645,NO
0.40322794020373065,YES
0.3694271729064691,NO
0.3251091414208228,NO
0.777285355205715,NO
0.2890593993914539,NO
0.26570974996692687,NO
0.7518851699960312,NO
0.385169996031221,NO
0.3774308771001455,NO
0.7520174626273316,NO
0.4801561053049345,YES
0.7550601931472416,NO
0.5104511178727346,YES
0.17125281121841515,NO
0.1393041407593597,NO
0.13910570181240905,NO
0.31108612250297657,NO
0.23283503108876835,NO
0.31287207302553244,NO
0.23700224897473213,NO
0.42505622436830265,NO
0.22880010583410504,NO
0.4728800105834105,YES
0.44417250959121574,YES
0.4743352295277153,YES
0.5541738325175287,YES
0.7788728667813202,NO
0.45819552850906203,YES
0.7078317237729858,NO
0.13354941129779072,NO
0.15934647440137586,NO
0.470300304273052,NO
0.12151078184945098,NO
0.08638708823918508,NO
0.4596507474533668,NO
0.15934647440137586,NO
0.13474004497949466,NO
0.4675221590157428,NO
0.25783833840455084,YES
0.47717952110067463,NO
0.14591877232438152,YES
0.07944172509591214,NO
0.04001852096838206,NO
0.03419764519116284,NO
0.20571504167217883,NO
0.07917713983331129,NO
0.1802487101468448,NO
0.1964545574811483,NO
0.15736208493186932,NO
0.17786744278343694,NO
0.2984521762137849,YES
0.24910702473872204,YES
0.35791771398333116,YES
0.1490276491599418,YES
0.4497949464214844,NO
0.20789787008863606,YES
0.43630109802883976,NO
