NONETRACED_SUM_RAW_VSM_SUM.csv,Associated
0.26439407251215363,NO
0.057107713934282184,NO
0.2701927019270193,NO
0.3835295495812101,NO
0.20201487729163004,NO
0.32103321033210336,NO
0.2457095999531423,NO
0.08879517366602235,NO
0.349089205177766,NO
0.3698822702512739,YES
0.18854331400456859,NO
0.3159374450887365,YES
0.3395419668482399,NO
0.38809816669595265,NO
0.190944766590523,NO
0.17003455748843205,NO
0.2723598664558074,NO
0.181924676389621,NO
0.2417852749956071,NO
0.2232765184794705,NO
0.26925554969835414,NO
0.21636502079306502,YES
0.34200199144848586,YES
0.3476249048204767,YES
0.25601827446845893,YES
0.316698881274527,NO
0.26661980905523336,YES
0.24395243952439521,NO
0.27593275932759326,YES
0.17249458208867802,YES
0.4068997832835471,NO
0.3007672933872196,NO
0.19545481169097406,NO
0.32273179874655883,NO
0.4521759503309319,YES
0.10788965032507467,YES
0.321618930475019,NO
0.1969191120482633,NO
0.20728635857787148,NO
0.12417267029813153,NO
0.28723715808586653,NO
0.3207403502606455,NO
0.14162713055701984,NO
0.2883500263574064,YES
0.2374509459380308,NO
0.1864932935043636,YES
0.19434194341943417,NO
0.32074035026064546,YES
0.18555614127569847,NO
0.18040180401804012,NO
0.25449540209687804,NO
0.2717155742986001,NO
0.11854975692614067,NO
0.3317518889474609,NO
0.2644526445264453,NO
0.22485796286534288,NO
0.3472734727347273,NO
0.14713289990042758,NO
0.3929010718678615,NO
0.5652785099279565,NO
0.3546535465354653,NO
0.5106893926082117,NO
0.3956539565395653,NO
0.09810812393838222,NO
0.49821355356410707,NO
0.6879283078545071,YES
0.3558835588355883,NO
0.32284894277514203,YES
0.38997247115328293,NO
0.48275054179113214,NO
0.20142915714871434,NO
0.2752298951560944,NO
0.4433315761729045,NO
0.23048087623733376,NO
0.4353657822292509,NO
0.2187664733790195,NO
0.44544016868740116,NO
0.6160604463187489,YES
0.7703977039770398,YES
0.6685995431382885,YES
0.30562877057342,YES
0.440812979558367,NO
0.4956949569495695,YES
0.342119135477069,NO
0.30416447021613074,YES
0.1341299127276987,YES
0.4169155977274058,NO
0.32261465471797574,NO
0.22971944005154338,NO
0.3639079247935336,NO
0.4255842558425584,YES
0.13272418438470093,YES
0.37175657470860424,NO
0.21003924324957535,NO
0.24547531189597604,NO
0.12710127101271013,NO
0.3401862590054472,NO
0.37386516722310076,NO
0.18959761026181687,NO
0.22526796696538393,YES
0.26240262402624026,NO
0.17067884964563929,YES
0.20336203362033617,NO
0.3025244538159667,YES
0.1953376676623909,NO
0.19709482809113804,NO
0.28542142564282785,NO
0.286358577871493,NO
0.14648860774322028,NO
0.36677795349382064,NO
0.2936800796579394,NO
0.2655069407836935,NO
0.36941369413694136,NO
0.0735078779359222,NO
0.4515902301880161,YES
0.6525508112223979,YES
0.5231066596380249,YES
0.5605927487846307,YES
0.37163943068002103,NO
0.08844374158027293,NO
0.5803315176008903,YES
0.33497334973349735,NO
0.3951853804252329,YES
0.22257365430797166,NO
0.44731447314473144,NO
0.5092250922509225,NO
0.23440520119486907,NO
0.1836818368183682,NO
0.5645756457564575,YES
0.1959233878053066,NO
0.6749838926960698,YES
0.23024658818016752,NO
0.5614713289990043,YES
0.2455338839102677,NO
0.4213084987992736,NO
0.4696304105898202,NO
0.18450184501845018,NO
0.5060036314648861,YES
0.430972881157383,NO
0.39881684531131023,YES
0.43583435834358336,NO
0.10004100041000408,NO
0.44602588883031685,NO
0.5612370409418379,NO
0.38856674281028525,NO
0.5267966965383939,NO
