UPPERTRACED_RFSMOTE_RAW_VSM_SUM.csv,Associated
0.03933197000681663,NO
0.6061349693251534,NO
0.15569188820722565,NO
0.3820040899795502,NO
0.04846625766871166,NO
0.17355146557600548,NO
0.5132242672119973,NO
0.34212678936605323,NO
0.5745739604635312,NO
0.16421267893660535,YES
0.14696659850034083,NO
0.3558282208588957,YES
0.2772324471710975,NO
0.15480572597137016,NO
0.2769597818677574,NO
0.17600545330606682,NO
0.44621676891615547,NO
0.1601226993865031,NO
0.05364689843217451,NO
0.7647580095432859,NO
0.5376278118609408,NO
0.04901158827539196,YES
0.050715746421267895,YES
0.10961145194274027,YES
0.6025903203817315,YES
0.5734832992501705,NO
0.09243353783231084,YES
0.19393319700068168,NO
0.06216768916155419,YES
0.3261077027948194,YES
0.2864349011588276,NO
0.7443081117927745,NO
0.1014314928425358,NO
0.6852079072937971,NO
0.34676209952283576,YES
0.6132924335378324,YES
0.08207225630538514,NO
0.3746421267893661,NO
0.04914792092706204,NO
0.061213360599863674,NO
0.4660531697341514,NO
0.09993183367416497,NO
0.08800272665303341,NO
0.26250852079072945,YES
0.6479890933878665,NO
0.06584867075664622,YES
0.005521472392638033,NO
0.8615541922290388,YES
0.35800954328561696,NO
0.13987730061349696,NO
0.6959100204498978,NO
0.20279481935923657,NO
0.036946148602590316,NO
0.7732106339468303,NO
0.5698023176550785,NO
0.0987048398091343,NO
0.04948875255623721,NO
0.6662576687116566,NO
0.16843899113837765,NO
0.4297886843899114,NO
0.1057941376959782,NO
0.225357873210634,NO
0.5729379686434901,NO
0.3305385139740969,NO
0.6085207907293797,NO
0.3077027948193593,YES
0.21424676209952284,NO
0.2627811860940696,YES
0.2515337423312884,NO
0.1505112474437628,NO
0.2710293115201091,NO
0.22897068847989097,NO
0.5025903203817315,NO
0.17096114519427402,NO
0.1354464894342195,NO
0.7358554873892299,NO
0.6095432856169053,NO
0.30027266530334024,YES
0.28575323790047724,YES
0.24492160872528976,YES
0.559713701431493,YES
0.5793456032719837,NO
0.17498295841854125,YES
0.1970688479890934,NO
0.07791411042944787,YES
0.2831629175187458,YES
0.2860259032038174,NO
0.7499659168370825,NO
0.12590320381731426,NO
0.7076346284935243,NO
0.31186094069529663,YES
0.632788002726653,YES
0.10708929788684393,NO
0.36755282890252217,NO
0.07525562372188138,NO
0.04955691888207226,NO
0.49959100204498985,NO
0.13824130879345603,NO
0.12372188139059304,NO
0.20197682344921614,YES
0.6589638718473075,NO
0.04505794137695978,YES
0.003476482617586908,NO
0.8398773006134971,YES
0.35760054533060676,NO
0.1425357873210634,NO
0.7055214723926381,NO
0.1990456714383095,NO
0.05405589638718474,NO
0.7935241990456715,NO
0.5856169052488072,NO
0.1205180640763463,NO
0.052079072937968644,NO
0.3397409679618269,NO
0.22113156100886164,YES
0.2445807770961145,YES
0.8641445126107704,YES
0.4751192910702114,YES
0.04539877300613498,NO
0.5432856169052489,NO
0.7050443081117929,YES
0.10463531015678257,NO
0.42706203135651,YES
0.16244035446489433,NO
0.25937286980231766,NO
0.5640081799591004,NO
0.27089297886843905,NO
0.2189502385821404,NO
0.8219495569188822,YES
0.2655760054533061,NO
0.2896387184730743,YES
0.26291751874573965,NO
0.21063394683026587,YES
0.031492842535787324,NO
0.5873892297205181,NO
0.6802317655078393,NO
0.09093387866394001,NO
0.22188139059304707,YES
0.3002044989775052,NO
0.3942058623040218,YES
0.0943421949556919,NO
0.6115882753919565,NO
0.2123381049761418,NO
0.4104976141785958,NO
0.13749147920927063,NO
0.22774369461486027,NO
0.5878663940013634,NO
0.37934560327198374,NO
0.5588275391956374,NO
0.27048398091342885,YES
0.21247443762781187,NO
0.3233810497614179,YES
0.24723926380368097,NO
0.12242672119972733,NO
0.24055896387184736,NO
0.13496932515337426,NO
0.49822767552828917,NO
0.121813224267212,NO
0.07648261758691208,NO
0.7538513974096798,NO
0.5475800954328562,NO
0.2615541922290389,YES
0.24212678936605322,YES
0.1861622358554874,YES
0.6362644853442401,YES
0.61799591002045,NO
0.16312201772324472,YES
0.1785276073619632,NO
0.06987048398091344,NO
0.3758691206543968,NO
0.19829584185412405,YES
0.2649625085207908,YES
0.8364689843217451,YES
0.46837082481254266,YES
0.04942058623040218,NO
0.5755964553510567,NO
0.7026584867075666,YES
0.18663940013633262,NO
0.408997955010225,YES
0.16353101567825498,NO
0.265303340149966,NO
0.6074301295160192,NO
0.3009543285616906,NO
0.2790047716428085,NO
0.8169734151329244,YES
0.32379004771642816,NO
0.2224267211997273,YES
0.2631220177232448,NO
0.21097477845944107,YES
0.13558282208588956,NO
0.6916155419222905,NO
0.7340149965916838,NO
0.1276073619631902,NO
0.20456714383094754,YES
0.3105657805044309,NO
0.3930470347648263,YES
0.08554873892297205,NO
0.612474437627812,NO
0.24001363326516703,NO
0.3640081799591003,NO
0.1081799591002045,NO
0.24792092706203137,NO
0.5857532379004773,NO
0.4005453306066804,NO
0.5957055214723926,NO
0.13149284253578733,YES
0.24437627811860937,NO
0.2922290388548058,YES
0.283503749147921,NO
0.14151329243353783,NO
0.26400817995910025,NO
0.13449216087252897,NO
0.4696659850034084,NO
0.12269938650306747,NO
0.07859577368779821,NO
0.7700068166325836,NO
0.5268575323790048,NO
0.1239945466939332,YES
0.09441036128152691,YES
0.125494205862304,YES
0.6508520790729382,YES
0.6301976823449217,NO
0.15657805044308112,YES
0.2025221540558964,NO
0.05378323108384458,NO
0.6529652351738242,NO
0.23040218132242674,NO
0.36857532379004776,NO
0.10061349693251534,NO
0.2535105657805045,NO
0.5643490115882754,NO
0.361758691206544,NO
0.6092706203135652,NO
0.2295841854124063,YES
0.26475800954328566,NO
0.2437627811860941,YES
0.2025221540558964,NO
0.05282890252215406,NO
0.16952965235173825,NO
0.2372188139059305,NO
0.48854805725971384,NO
0.19734151329243355,NO
0.2140422631220177,NO
0.7054533060668031,NO
0.6516019086571235,NO
0.2714383094751194,YES
0.22058623040218137,YES
0.33271983640081804,YES
0.5605316973415134,YES
0.5978186775732789,NO
0.2258350374914792,YES
0.22944785276073623,NO
0.08718473074301297,NO
0.6141104294478528,NO
0.210838445807771,NO
0.3941376959781868,NO
0.14226312201772326,NO
0.23605998636673484,NO
0.5878663940013634,NO
0.37791411042944795,NO
0.5788002726653034,NO
0.23987730061349696,YES
0.2295841854124063,NO
0.2674164962508521,YES
0.265303340149966,NO
0.14185412406271303,NO
0.26223585548738926,NO
0.13210633946830266,NO
0.49454669393319706,NO
0.1196319018404908,NO
0.08500340831629177,NO
0.7465576005453307,NO
0.5548738922972053,NO
0.2711656441717792,YES
0.23408316291751877,YES
0.1867075664621677,YES
0.6213360599863669,YES
0.6166325835037493,NO
0.1801635991820041,YES
0.1914110429447853,NO
0.03865030674846626,NO
0.6103612815269258,NO
0.15132924335378325,NO
0.4312201772324473,NO
0.1,NO
0.17007498295841858,NO
0.514314928425358,NO
0.3321063394683027,NO
0.556305385139741,NO
0.29563735514655765,YES
0.1463531015678255,NO
0.28541240627130204,YES
0.2561690524880709,NO
0.1423312883435583,NO
0.2648261758691207,NO
0.15603271983640085,NO
0.46864349011588285,NO
0.1406952965235174,NO
0.06918882072256305,NO
0.7322426721199728,NO
0.5629175187457396,NO
0.2257668711656442,YES
0.2210633946830266,YES
0.2099522835719155,YES
0.5246762099522837,YES
0.559986366734833,NO
0.12051806407634627,YES
0.17927743694614864,NO
0.061963190184049076,NO
0.5379004771642809,NO
0.37048398091342877,YES
0.12753919563735516,YES
0.15453306066803002,YES
0.1899795501022495,YES
0.5096796182685754,NO
0.634287661895024,NO
0.21854124062713023,YES
0.17818677573278802,NO
0.8881390593047036,YES
0.21806407634628494,NO
0.679686434901159,NO
0.6568507157464214,NO
0.15773687798227679,NO
0.10511247443762783,NO
0.581663258350375,YES
0.1032719836400818,NO
0.8186094069529655,YES
0.14785276073619633,NO
0.6176550783912749,YES
0.15753237900477166,NO
0.5276073619631902,NO
0.7474437627811863,NO
0.15950920245398775,NO
0.7797546012269939,YES
0.8081799591002047,NO
0.8057941376959783,YES
0.1049079754601227,NO
0.11499659168370827,NO
0.3295841854124063,YES
0.32010906612133616,NO
0.7276755282890253,NO
0.2794137695978187,YES
0.5498977505112476,NO
0.06387184730743015,NO
0.36728016359918203,YES
0.6237218813905931,NO
0.7103612815269258,YES
0.19550102249488752,NO
0.6819359236537151,NO
0.8481935923653716,NO
0.8171779141104295,NO
0.7464212678936606,NO
0.4451261077027949,NO
0.07757327880027268,NO
0.8461486025903205,NO
0.08118609406952967,NO
0.18248125426039535,NO
0.7655760054533062,NO
0.10388548057259714,NO
0.3481254260395365,NO
0.719631901840491,NO
0.7385139740967962,YES
0.5861622358554875,NO
0.5190184049079756,YES
0.057123381049761425,NO
0.3479209270620314,NO
0.29413769597818684,YES
0.20681663258350375,YES
0.816087252897069,YES
0.5284935241990457,YES
0.07314246762099524,NO
0.5667348329925018,NO
0.7524880708929789,YES
0.16823449216087252,NO
0.514519427402863,YES
0.1387184730743013,NO
0.2730061349693252,NO
0.5726653033401501,NO
0.2786639400136333,NO
0.2110429447852761,NO
0.7862985685071576,YES
0.25780504430811185,NO
0.22767552828902524,YES
0.24976141785957742,NO
0.16721199727334696,YES
0.15930470347648262,NO
0.6851397409679618,NO
0.7822085889570554,NO
0.1359918200408998,NO
0.27062031356509886,YES
0.36802999318336743,NO
0.43762781186094074,YES
0.12788002726653036,NO
0.10129516019086574,NO
0.9284935241990458,YES
0.7567825494205863,NO
0.7354464894342196,NO
0.9500340831629176,YES
0.09686434901158827,NO
0.09338786639400137,NO
0.31888207225630544,YES
0.19972733469665988,NO
1.0,YES
0.0883435582822086,NO
0.3533742331288344,NO
0.11465576005453307,NO
0.7032719836400819,NO
0.1032719836400818,NO
0.12583503749147923,NO
0.09502385821404227,NO
0.9064076346284937,NO
0.04376278118609407,NO
0.1638036809815951,NO
0.7605998636673484,NO
0.32747102931152017,NO
0.6912747102931153,NO
0.6203135650988413,NO
0.8698023176550785,YES
0.8605316973415134,NO
0.8847307430129517,YES
0.034560327198364,NO
0.33565098841172464,NO
0.16250852079072936,YES
0.15044308111792778,YES
0.7492160872528971,YES
0.4134969325153375,YES
0.015610088616223587,NO
0.5411042944785277,NO
0.6437627811860941,YES
0.08807089297886844,NO
0.36632583503749155,YES
0.1318336741649625,NO
0.2283571915473756,NO
0.5503067484662578,NO
0.26073619631901845,NO
0.22304021813224267,NO
0.7765507839127472,YES
0.2695296523517383,NO
0.14812542603953646,YES
0.25814587593728705,NO
0.11942740286298567,YES
0.0061349693251533735,NO
0.5899113837764145,NO
0.6297205180640765,NO
0.08111792774369464,NO
0.15078391274710293,YES
0.2602590320381732,NO
0.34608043626448537,YES
0.1952283571915474,YES
0.19236537150647584,YES
0.3049761417859578,NO
0.7421949556918883,NO
0.12263122017723246,NO
0.7120654396728018,NO
0.2408997955010225,YES
0.7997955010224951,YES
0.08479890933878664,NO
0.3543285616905249,NO
0.08568507157464214,NO
0.034764826175869123,NO
0.488820722563054,NO
0.10497614178595774,NO
0.08084526244035448,NO
0.12842535787321063,YES
0.6605316973415134,NO
0.15398773006134972,YES
0.0,NO
0.8333333333333334,YES
0.35562372188139063,NO
0.12678936605316973,NO
0.7066802999318338,NO
0.20443081117927747,NO
0.06359918200408998,NO
0.7918882072256307,NO
0.5957736877982278,NO
0.09788684389911384,NO
0.04628493524199046,NO
0.5529652351738242,NO
0.23231083844580783,YES
0.10865712338104977,YES
0.12556237218813907,YES
0.21172460804362647,YES
0.4163599182004091,NO
0.6078391274710294,NO
0.36782549420586236,YES
0.17573278800272665,NO
0.9209952283571917,YES
0.19802317655078394,NO
0.7417859577368782,NO
0.6821404226312202,NO
0.1952283571915474,NO
0.10088616223585548,NO
0.5907975460122701,YES
0.09631901840490797,NO
0.8617586912065441,YES
0.05869120654396729,NO
0.6618268575323791,YES
0.16312201772324472,NO
0.5372869802317656,NO
0.7473074301295162,NO
0.15794137695978192,NO
0.7502385821404226,YES
0.8153374233128835,NO
0.9114519427402864,YES
0.06939331970006818,NO
0.5394683026584868,NO
0.31472392638036817,YES
0.18091342876618952,YES
0.20770279481935924,YES
0.16407634628493525,YES
0.5066121336059988,NO
0.6411042944785277,NO
0.20279481935923657,YES
0.24035446489434223,NO
0.8631220177232448,YES
0.22004089979550104,NO
0.6896387184730745,NO
0.6750511247443763,NO
0.17614178595773688,NO
0.10824812542603954,NO
0.6175869120654398,YES
0.10374914792092707,NO
0.8116564417177915,YES
0.1368779822767553,NO
0.6349011588275393,YES
0.21635991820040903,NO
0.5989093387866394,NO
0.7460122699386504,NO
0.16782549420586232,NO
0.7552147239263804,YES
0.796250852079073,NO
0.8096114519427404,YES
0.08057259713701434,NO
0.5820722563053853,NO
0.3817314246762101,YES
0.14062713019768236,YES
0.20695296523517384,YES
0.22065439672801637,YES
