LOWERTRACED_MAX_RAW_LSA_SUM.csv,Associated
0.46429680514711247,NO
0.4576829796117713,NO
0.5296597422970121,NO
0.6090256487211071,NO
0.4928557484356427,NO
0.5111410307980567,NO
0.4527809677444007,NO
0.45978384184064436,NO
0.5720660354353766,NO
0.718122507223451,YES
0.48857621426571596,NO
0.789007155019873,YES
0.6017872612996029,NO
0.5865365577122278,NO
0.585914080014784,NO
0.49580973858020905,NO
0.49557908836195963,NO
0.49324201807825296,NO
0.49876928656135955,NO
0.5764984101113722,NO
0.5298931714335536,NO
0.5866240936384308,YES
0.588569336442943,YES
0.6557969277668823,YES
0.7127536370829973,YES
0.5630401088224403,NO
0.5817220817710603,YES
0.5344061347400217,NO
0.23861042969718826,YES
0.3453653548088139,YES
0.8138326215828859,NO
0.7224263569284338,NO
0.6888903709786448,NO
0.6387607691767941,NO
0.46231335221608316,YES
0.22966231279643246,YES
0.6583688166462764,NO
0.18170026726246674,NO
0.6285676968811507,NO
0.18185588668682773,NO
0.34122198763520306,NO
0.3201355556342916,NO
0.32208079843880366,NO
0.373921519179052,YES
0.6591670609256994,NO
0.2428121541549344,YES
0.6260979332489932,NO
0.4196736299411772,YES
0.6316224228138076,NO
0.19383858236262247,NO
0.15936887986666753,NO
0.19562820574277362,NO
0.1619366003686235,NO
0.700308251511558,NO
0.18660227912983735,NO
0.6306685591100237,NO
0.6172679203756543,NO
0.6676886138686087,NO
0.47742927826628845,NO
0.5985262006837528,NO
0.4932496601035564,NO
0.503495531846751,NO
0.6623197437281552,NO
0.5879336588836114,NO
0.5440343918927838,NO
0.9533822561898668,YES
0.4985935199793804,NO
0.7542672027200052,YES
0.4713698469302332,NO
0.48055139296753047,NO
0.478061482177755,NO
0.6976453530580955,NO
0.4948836640593466,NO
0.6469912304285996,NO
0.5270968849020675,NO
0.6848845602604959,NO
0.5469383615080913,NO
0.944900997562194,YES
0.9283275288677506,YES
0.88171951127164,YES
0.7352816329479669,YES
0.5029508638614876,NO
0.7474199480481226,YES
0.47120450129184965,NO
0.2802921198908719,YES
0.3200528828150998,YES
0.8440207057201949,NO
0.7198530785898936,NO
0.7077925732019184,NO
0.6950151068945658,NO
0.4461824262596663,YES
0.27562353716004273,YES
0.7175799234269065,NO
0.2716517681909728,NO
0.6890237590566685,NO
0.2665941368992413,NO
0.4662587214613776,NO
0.4506189693131001,NO
0.44960744305475375,NO
0.3285341414427727,YES
0.6626629401372369,NO
0.24278783861987802,YES
0.6147321574340581,NO
0.4186377881477745,YES
0.6221240800912041,NO
0.2949168721329379,NO
0.2683837602793924,NO
0.28939238256812344,NO
0.27951054912120177,NO
0.7541504881517346,NO
0.30269784335098643,NO
0.6862226094181709,NO
0.2086668903695892,NO
0.17131822852295625,NO
0.6432445538411945,YES
0.7176521753025028,YES
0.6856723835963232,YES
0.6452676063578872,YES
0.21660348101199867,NO
0.16244792133438096,NO
0.6976335426553537,YES
0.697862108684884,NO
0.6370975865789362,YES
0.7015969748695473,NO
0.4590418706566376,NO
0.44106782714294546,NO
0.44106782714294546,NO
0.19683981411815543,NO
0.6375081717566029,YES
0.19559485872326765,NO
0.7379605101816094,YES
0.26258902091066544,NO
0.6555600249824755,YES
0.6299342299513204,NO
0.6419947353392955,NO
0.7012857360208252,NO
0.6277555580102668,NO
0.6674433743293255,YES
0.6643261227350948,NO
0.6384981613981849,YES
0.5197945823598435,NO
0.4566130960692897,NO
0.6222824784338573,NO
0.8494479331447837,NO
0.8023730572755904,NO
0.6009626172964043,NO
0.5306879420651115,NO
0.4949732841742688,NO
0.5820548572365465,NO
0.8145912662766456,YES
0.5913142129860242,NO
0.7271331497857803,YES
0.5650325932379192,NO
0.5470585497242272,NO
0.5418452990081346,NO
0.4416736313306364,NO
0.7628457234879038,NO
0.44221829931589984,NO
0.732733364874056,NO
0.556754195645574,NO
0.7491512141441385,NO
0.804398193981002,YES
0.7822224260095637,YES
0.7183406523093855,YES
0.7263550526639755,YES
0.6418127161911591,NO
0.6375741710660418,YES
0.544784005102094,NO
0.4009207945761073,NO
0.3845029453060249,NO
0.497511131304584,YES
0.6690996096314529,YES
0.5822639708380315,YES
0.5178972758958712,YES
0.39313982335805875,NO
0.37127529423534245,NO
0.5752430337728888,YES
0.6987207944371614,NO
0.49681084389495966,YES
0.6100955322635888,NO
0.46798234553208995,NO
0.4928036437176647,NO
0.4775529401302896,NO
0.43733573987657437,NO
0.5600103931544127,YES
0.4339899222528135,NO
0.5894224643586361,YES
0.4347680193746184,NO
0.5841314039303631,YES
0.656003262450075,NO
0.6682193872624111,NO
0.6699312009303817,NO
0.5768707851625215,NO
0.5280125384793343,YES
0.5834068009856823,NO
0.5175082273349687,YES
0.4617339477521678,NO
0.4096014405912427,NO
0.6815755633041062,NO
0.7652057198475207,NO
0.7377388914478096,NO
0.6516966338267999,NO
0.48025265925112326,NO
0.4711489229260065,NO
0.6518522532511608,NO
0.6626240352811467,YES
0.6554315000114631,NO
0.6982608834598089,YES
0.6037352830224072,NO
0.5661531920392329,NO
0.5659197629026914,NO
0.3931057816089799,NO
0.6990674644941083,NO
0.395206643837853,NO
0.7039694763614789,NO
0.5271719156959559,NO
0.6943210720510987,NO
0.6540649669412932,YES
0.6202955518549627,YES
0.6557767806092639,YES
0.7496931032111096,YES
0.6834429963964378,NO
0.6367912108372256,YES
0.5998753655145967,NO
0.7381029297440825,NO
0.7684487174944716,NO
0.4759932722388147,NO
0.34941284930134525,NO
0.30809589213350763,NO
0.4634659085777566,NO
0.7684487174944716,NO
0.7395035045633312,NO
0.4727252643272344,NO
0.6056860836635035,YES
0.4840854823055851,NO
0.47403205065412257,YES
0.2564184328429237,NO
0.21004384438335455,NO
0.2031965897114718,NO
0.8229933257329918,NO
0.2996146335058347,NO
0.7930365865435051,NO
0.437571253201835,NO
0.7661144261290572,NO
0.4157067240791186,NO
0.6534612469423214,YES
0.5954152016556795,YES
0.7234121781925775,YES
0.4776891071266054,YES
0.4518722614628644,NO
0.5469397509672372,YES
0.43599908017804534,NO
0.5539162253397054,NO
0.5017837181787803,NO
