UPPERTRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.09558434322329015,NO
0.08848028973394623,NO
0.18531828945535586,NO
0.21484886474439335,NO
0.09006825463156432,NO
0.10970887310210334,NO
0.08321493244184427,NO
0.2996796211171473,NO
0.11943167572085245,NO
0.6025073129962389,YES
0.08547151413845941,NO
0.3582671681292659,YES
0.3900543251149185,NO
0.2343780470817662,NO
0.1640618470539072,NO
0.12943306867251705,NO
0.0929934531271765,NO
0.08488647443933695,NO
0.12427914751358127,NO
0.1603844546594233,NO
0.12985095417189021,NO
0.0990945814180248,YES
0.10118400891489066,YES
0.17339462320657473,YES
0.24850257696057945,YES
0.17938431536425684,NO
0.09382922412592282,YES
0.134698425964619,NO
0.29073687143056137,YES
0.4193341691043321,YES
0.5657055300181084,NO
0.9460091934809861,NO
0.29708873102103356,NO
0.4473046385290431,NO
0.5310210335701351,YES
0.2811255049449784,YES
0.09226911826159631,NO
0.3451177044156568,NO
0.28313135534196965,NO
0.31742582532386127,NO
0.14238751915308537,NO
0.3426103914194178,NO
0.4004178854993731,NO
0.45000696475832286,YES
0.27909179551469565,NO
0.4345452012815155,YES
0.006769745089845378,NO
0.5827273993592422,YES
0.2634350188048475,NO
0.33029669870455497,NO
0.2654130101685472,NO
0.0814876723777685,NO
0.2681710544644101,NO
0.3741189580721549,NO
0.3085945117704416,NO
0.11823373728931605,NO
0.10803733110461064,NO
0.16219529182337372,NO
0.20094720713191247,NO
0.273436411756512,NO
0.16035659562613175,NO
0.17322746900682545,NO
0.15642847193202394,NO
0.28547151413845945,NO
0.16105307145842038,NO
0.7784371082323444,YES
0.16796211171472347,NO
0.24418442680039001,YES
0.3585457584621813,NO
0.2291126897896643,NO
0.15679063936481402,NO
0.19437247527510793,NO
0.16211171472349908,NO
0.09817523331940381,NO
0.2245716673631425,NO
0.12494776431257831,NO
0.21802479453962947,NO
0.407159771555927,YES
0.3893578492826299,YES
0.33929516645772395,YES
0.19593258113943446,YES
0.1865719459534754,NO
0.19504109207410503,YES
0.1385429725588522,NO
0.3100431815016019,YES
0.36668059618331245,YES
0.5652040674188605,NO
0.9529460927705807,NO
0.3270929098760273,NO
0.4748015043877978,NO
0.48822955843432236,YES
0.30502855550912383,YES
0.12294191391558712,NO
0.3364256860286948,NO
0.3151413845939546,NO
0.30313414124529875,NO
0.18350745229140544,NO
0.3895807215489623,NO
0.44421228583368155,NO
0.3757905000696476,YES
0.2925477085945118,NO
0.4090541858197521,YES
0.004262432093606348,NO
0.5561498815991085,YES
0.26293355620559966,NO
0.33355620559966564,NO
0.2771973812508706,NO
0.07689093188466359,NO
0.2891489065329433,NO
0.399024933834796,NO
0.3279843989413568,NO
0.14497840924919905,NO
0.09449784092491989,NO
0.15188744950550212,NO
0.15133026883967124,YES
0.31380415099596043,YES
0.27945396294748576,YES
0.15350327343641176,YES
0.11695222175790498,NO
0.0448530435993871,NO
0.20975066165204068,YES
0.15057807494079956,NO
0.14472767794957514,YES
0.154589775734782,NO
0.214932441844268,NO
0.19562613177322744,NO
0.19562613177322744,NO
0.08179412174397549,NO
0.24164925477085944,YES
0.08045688814598134,NO
0.5724195570413706,YES
0.1524167711380415,NO
0.2471096252960022,YES
0.07761526675024377,NO
0.09056971723081211,NO
0.15425546733528345,NO
0.075275107953754,NO
0.17732274690068253,YES
0.11455634489483216,NO
0.14623206574731856,YES
0.16303106282212007,NO
0.09516645772391699,NO
0.254770859451177,NO
0.2497840924919905,NO
0.1992199470678367,NO
0.17615266750243766,NO
0.17473185680456887,NO
0.3453127176486976,NO
0.10012536564981195,NO
0.732804011700794,YES
0.165789107117983,NO
0.31848446858894,YES
0.35328040117007936,NO
0.19467892464131492,NO
0.11943167572085245,NO
0.0791196545479872,NO
0.1567627803315225,NO
0.03791614430979244,NO
0.15227747597158375,NO
0.1470121186794818,NO
0.14205321075358684,NO
0.3596879788271347,YES
0.33586850536286394,YES
0.2672517063657891,YES
0.28978966429864883,YES
0.23396016158239305,NO
0.18049867669591865,YES
0.11581000139295167,NO
0.11631146399219947,NO
0.19618331243905832,NO
0.12333194038166875,YES
0.3387937038584761,YES
0.2455216603983841,YES
0.14522914054882294,YES
0.12188327065050841,NO
0.08446858893996378,NO
0.20682546315642847,YES
0.25112132608998466,NO
0.12257974648279704,YES
0.15592700933277615,NO
0.2222036495333612,NO
0.2488647443933695,NO
0.23248363281794124,NO
0.15542554673352835,NO
0.23554812648001114,YES
0.15183173143891904,NO
0.4900125365649811,YES
0.1526675024376654,NO
0.2475275107953754,YES
0.2052374982588104,NO
0.218359102939128,NO
0.22019779913636991,NO
0.12023958768630727,NO
0.15609416353252542,YES
0.12726006407577656,NO
0.14481125504944978,YES
0.15224961693829223,NO
0.0962529600222872,NO
0.28870316200027857,NO
0.19278451037748992,NO
0.16328179412174396,NO
0.2008914890653294,NO
0.17214096670845522,NO
0.3713051957097089,NO
0.1453405766819891,NO
0.5623903050564145,YES
0.20490318985931186,NO
0.2802897339462321,YES
0.3977434183033849,NO
0.21808051260621256,NO
0.14818219807772667,NO
0.07853461484886476,NO
0.12174397548405069,NO
0.03900264660816268,NO
0.1548683660676974,NO
0.16681989134977013,NO
0.11664577239169802,NO
0.19102939128012258,YES
0.15475692993453125,YES
0.19286808747736453,YES
0.3076751636718206,YES
0.24892046245995256,NO
0.17247527510795374,YES
0.14522914054882294,NO
0.11330268839671265,NO
0.14589775734782,NO
0.27691879091795507,NO
0.1983841760690904,NO
0.15400473603565956,NO
0.20774481125504943,NO
0.14589775734782,NO
0.32374982588104195,NO
0.16197241955704134,NO
0.6826577517760133,YES
0.22989274272182755,NO
0.22086641593536702,YES
0.29845382365231926,NO
0.10934670566931326,NO
0.032344337651483486,NO
0.20448530435993867,NO
