UPPERTRACED_SUM_MULTI_LSA_MAX.csv,Associated
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1689,NO
0.25528597152351074,YES
0.41630622435909337,NO
0.33799999999999997,YES
0.2427,NO
0.43100855779762015,NO
0.2223,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.2179,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.3872728285284672,YES
0.3533200913326774,YES
0.3362,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.3947,YES
0.3887207856095342,YES
0.1364,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.1797,NO
0.2347361191037517,NO
0.1788041359594572,NO
0.2811,YES
0.33085819302381697,NO
0.2792329540180809,YES
0.0849282518702779,NO
0.3399,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.1235,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.1008,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.2187,NO
0.4574,YES
0.41630622435909337,NO
0.2015,YES
0.2318773320462604,NO
0.43100855779762015,NO
0.2136,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.1755,NO
0.40087991238003307,NO
0.4465,YES
0.543615066179064,YES
0.3653,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.3872728285284672,YES
0.3533200913326774,YES
0.3356,NO
0.18782602238764406,NO
0.3320648239247062,NO
0.26516178135848073,NO
0.3435,YES
0.3887207856095342,YES
0.1731,NO
0.19547420594404946,NO
0.29011119567840504,NO
0.2089327813770443,NO
0.2289,NO
0.2347361191037517,NO
0.2075,NO
0.21611687612541536,YES
0.33085819302381697,NO
0.2792329540180809,YES
0.0849282518702779,NO
0.3081,YES
0.20657521023223,NO
0.3077836974883514,NO
0.30572314318067895,NO
0.11800000000000001,NO
0.3572370008724869,NO
0.2208505819673653,NO
0.2845050028773506,NO
0.1328,NO
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1575859956561288,NO
0.4028,YES
0.41630622435909337,NO
0.2904,YES
0.2318773320462604,NO
0.43100855779762015,NO
0.21149455159739367,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.2019,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.6098683844140415,NO
0.5202064267018136,NO
0.5041860810484694,YES
0.644953498301435,YES
0.5164565891328964,YES
0.6159386660231302,YES
0.5899496927732091,NO
0.4621396350405613,NO
0.5176075293768215,YES
0.7003285748760882,NO
0.5476990476897658,YES
0.6717778314058178,NO
0.5912862685403479,NO
0.593383949952663,NO
0.4812786574838961,NO
0.4855297109654904,NO
0.6514693051662366,YES
0.5014572388572277,NO
0.3724776773283335,YES
0.4531177486123745,NO
0.5761755369507509,YES
0.5785887987525293,NO
0.6810039169095398,NO
0.5963541183240825,NO
0.5697154207429134,NO
0.6610480981640646,YES
0.6550520707642614,NO
0.5433180493419221,YES
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1999,NO
0.25528597152351074,YES
0.41630622435909337,NO
0.2447,YES
0.2519,NO
0.43100855779762015,NO
0.21149455159739367,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.2256,NO
0.40087991238003307,NO
0.3904843230800646,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.2198,NO
0.3428,YES
0.41630622435909337,NO
0.17889695372106398,YES
0.2318773320462604,NO
0.43100855779762015,NO
0.21149455159739367,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.31,NO
0.1309,NO
0.40087991238003307,NO
0.4042,YES
0.543615066179064,YES
0.4941,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1751,NO
0.3579,YES
0.41630622435909337,NO
0.2083,YES
0.2318773320462604,NO
0.43100855779762015,NO
0.21149455159739367,NO
0.3170840372013589,NO
0.5967996435797954,NO
0.23696374538231635,NO
0.2614305073418849,NO
0.1912,NO
0.40087991238003307,NO
0.4038,YES
0.543615066179064,YES
0.2807737288607548,YES
0.3713081735320871,YES
0.3953294102359428,NO
0.5174775845105719,YES
0.17377341328036533,NO
0.4055950546696616,NO
0.4044998050827006,NO
0.2806623475468265,NO
0.3810911656054502,NO
0.4440401715272234,NO
0.495238448829568,NO
0.5021440902931185,NO
0.16619948393324546,NO
0.1575859956561288,NO
0.4397,YES
0.41630622435909337,NO
0.2347,YES
