NONETRACED_RFSMOTE_SINGLE_VSM_SUM.csv,Associated
0.04565590168619606,NO
0.03958273792512146,NO
0.08188053729637039,NO
0.1547585024292655,NO
0.0409402686481852,NO
0.05773078022292084,NO
0.03508145184338382,NO
0.04151186053158045,NO
0.1136753358102315,NO
0.20513003715347242,YES
0.17990854529865674,NO
0.8918262360674479,YES
0.16640468705344383,NO
0.18098028008002287,NO
0.1589739925693055,NO
0.08888253786796227,NO
0.5507287796513289,NO
0.08652472134895685,NO
0.04637039154044013,NO
0.27729351243212347,NO
0.08923978279508431,NO
0.11296084595598743,YES
0.12903686767647898,YES
0.44798513861103173,YES
0.8646756216061733,YES
0.10538725350100028,NO
0.044155472992283507,YES
0.07909402686481852,NO
0.0767362103458131,YES
0.5534438410974565,YES
0.29036867676478995,NO
0.2201343240925979,NO
0.08931123178050872,NO
0.16533295227207773,NO
0.3893255215775936,YES
0.06851957702200628,YES
0.11188911117462132,NO
0.06844812803658189,NO
0.07023435267219207,NO
0.06859102600743071,NO
0.12853672477850814,NO
0.10202915118605317,NO
0.10381537582166334,NO
0.8511717633609603,YES
0.12632180623035152,NO
0.18062303515290082,YES
0.26743355244355527,NO
0.7717204915690199,YES
0.022434981423263792,NO
0.07959416976278938,NO
0.047942269219777074,NO
0.08838239496999144,NO
0.0503000857387825,NO
0.3504572735067162,NO
0.14439839954272649,NO
0.07930837382109175,NO
0.0563018005144327,NO
0.10260074306944843,NO
0.0880965990282938,NO
0.7264218348099457,NO
0.12246356101743357,NO
0.2620748785367248,NO
0.1548299514146899,NO
0.19369819948556732,NO
0.16354672763646755,NO
0.48413832523578165,YES
0.4147613603886825,NO
0.20841669048299513,YES
0.13946841954844238,NO
0.1836238925407259,NO
0.1456130322949414,NO
0.1372535010002858,NO
0.20970277222063446,NO
0.08359531294655616,NO
0.1749785653043727,NO
0.13268076593312372,NO
0.486138896827665,NO
0.7478565304372679,YES
0.5111460417262076,YES
0.8613175192912261,YES
0.3981851957702201,YES
0.13296656187482137,NO
0.2592883681051729,YES
0.24671334667047723,NO
0.15754501286081737,YES
0.22263503858245215,YES
0.2327807945127179,NO
0.44041154615604455,NO
0.12210631609031151,NO
0.18883966847670763,NO
0.8528865390111461,YES
0.08180908831094598,YES
0.15954558445270076,NO
0.11103172334952845,NO
0.19762789368390968,NO
0.05637324949985711,NO
0.3494569877107745,NO
0.4208345241497571,NO
0.4199056873392398,NO
0.22327807945127182,YES
0.2449985710202915,NO
0.12310660188625323,YES
0.04379822806516147,NO
0.7061303229494141,YES
0.03629608459559874,NO
0.5325092883681052,NO
0.4938553872535009,NO
0.13446699056873393,NO
0.08252357816519006,NO
0.22885110031437553,NO
0.23956844812803654,NO
0.10931694769934268,NO
0.04472706487567877,NO
0.010431551871963419,NO
0.5934552729351243,YES
0.3250928836810517,YES
0.6101028865390111,YES
0.380965990282938,YES
0.05201486138896828,NO
0.002286367533581023,NO
0.14325521577593597,YES
0.09266933409545586,NO
0.11624749928551016,YES
0.0960988853958274,NO
0.5120748785367248,NO
0.22406401829094028,NO
0.1383252357816519,NO
0.0481566161760503,NO
0.6016004572735068,YES
0.032723635324378386,NO
0.3365961703343812,YES
0.44434124035438693,NO
0.5467276364675623,YES
0.03029436981994856,NO
0.11281794798513863,NO
0.11724778508145185,NO
0.13546727636467562,NO
0.1226779079737068,YES
0.1261789082595027,NO
0.13182337810803085,YES
0.10331523292369249,NO
0.04529865675907402,NO
0.18412403543869676,NO
0.5490140040011432,NO
0.19141183195198627,NO
0.12882252072020575,NO
0.13475278651043154,NO
0.08052300657330666,NO
0.16147470705915976,NO
0.43798228065161476,YES
0.2628608173763933,NO
0.6577593598170907,YES
0.13496713346670475,NO
0.12560731637610748,NO
0.1136753358102315,NO
0.03158045155758788,NO
0.32659331237496425,NO
0.07494998571020292,NO
0.07745070020005716,NO
0.27300657330665906,NO
0.5497999428408117,NO
0.55723063732495,YES
0.5082880823092313,YES
0.23528150900257216,YES
0.34266933409545586,YES
0.15918833952557873,NO
0.6255358673906831,YES
0.1558302372106316,NO
0.063375250071449,NO
0.06258931123178052,NO
0.06937696484709917,YES
0.4822092026293227,YES
0.39532723635324374,YES
0.42390683052300654,YES
0.7064161188911119,NO
0.04329808516719063,NO
0.6837667905115747,YES
0.5573020863103745,NO
0.18305230065733066,YES
0.19012575021434697,NO
0.16104601314661332,NO
0.34817090597313516,NO
0.21984852815090025,NO
0.09681337525007146,NO
0.3677479279794227,YES
0.09374106887682195,NO
0.23042297799371247,YES
0.09445555873106602,NO
0.2041297513575307,YES
0.39661331809088307,NO
0.19348385252929404,NO
0.4737067733638183,NO
0.22392112032009143,NO
0.2188482423549586,YES
0.17990854529865674,NO
0.3163761074592741,YES
0.09409831380394398,NO
0.046227493569591306,NO
0.29172620748785366,NO
0.16447556444698483,NO
0.10352957987996571,NO
0.43576736210345807,NO
0.14682766504715633,NO
0.10274364104029722,NO
0.14296941983423836,NO
0.24228350957416403,YES
0.14625607316376107,NO
0.832309231208917,YES
0.3230208631037439,NO
0.28851100314375533,NO
0.18112317805087166,NO
0.031080308659617032,NO
0.06801943412403544,NO
0.033009431266076014,NO
0.2725778793941126,NO
0.18276650471563302,NO
0.06366104601314662,NO
0.17726493283795372,YES
0.2677193483852529,YES
0.22170620177193484,YES
0.808088025150043,YES
0.30773078022292083,NO
0.16854815661617603,YES
0.15240068591026007,NO
0.060803086596170335,NO
0.08866819091168905,NO
0.2102029151186053,NO
0.2764361246070306,NO
0.1813375250071449,NO
0.2844384109745642,NO
0.32444984281223205,NO
0.07637896541869106,NO
0.15718776793369535,NO
0.4879965704486996,YES
0.48913975421549016,NO
0.20991711917690767,YES
0.09524149757073451,NO
0.045513003715347236,NO
0.1249642755072878,NO
0.13875392969419834,NO
0.6808373821091741,NO
0.11124607030580166,NO
0.3216633323806802,NO
0.08652472134895685,NO
0.42304944269791367,NO
0.9462703629608461,YES
0.8643898256644756,YES
0.8175907402114891,YES
0.12039154044012575,YES
0.18805372963703917,NO
0.2554301228922549,YES
0.11631894827093456,NO
0.09581308945412975,NO
0.047942269219777074,NO
0.2182766504715633,NO
0.35324378393826805,NO
0.18212346384681335,NO
0.2375678765361532,NO
0.11331809088310946,NO
0.07902257787939411,NO
0.5325092883681052,NO
0.4130465847384967,YES
0.39511288939697053,NO
0.6062446413260932,YES
0.15390111460417263,NO
0.16740497284938555,NO
0.1363961131751929,NO
0.02857959416976279,NO
0.11553300943126607,NO
0.044084024006859096,NO
0.12210631609031151,NO
0.15104315518719633,NO
0.3359531294655616,NO
0.5101457559302658,YES
0.5570162903686768,YES
0.27872249214061157,YES
0.34131180337239214,YES
0.1506144612746499,NO
0.32187767933695344,YES
0.4122606458988282,NO
0.05208631037439268,NO
0.11546156044584167,NO
0.07016290368676766,NO
0.7422120605887397,NO
0.2449985710202915,NO
0.2398542440697342,NO
0.050514432695055726,NO
0.30965990282937983,NO
0.11596170334381252,NO
0.4429122606458988,YES
0.03636753358102315,NO
0.3107316376107459,YES
0.14432695055730208,NO
0.1821949128322378,NO
0.15340097170620176,NO
0.060803086596170335,NO
0.23842526436124603,NO
0.08045155758788226,NO
0.3055873106601886,NO
0.11460417262074879,NO
0.6230351529008288,NO
0.6483280937410689,YES
0.5862389254072593,YES
0.7746498999714205,YES
0.16854815661617603,YES
0.09124035438696772,NO
0.13789654186910544,YES
0.09945698771077453,NO
0.07652186338953987,NO
0.060945984567019156,NO
0.4713489568448128,YES
0.23099456987710773,YES
0.23070877393541012,YES
0.7680051443269507,YES
0.1671191769076879,NO
0.06909116890540154,NO
0.46927693626750505,YES
0.06258931123178052,NO
0.4923549585595885,YES
0.0686624749928551,NO
0.20955987424978567,NO
0.3142326378965419,NO
0.14118319519862818,NO
0.05744498428122321,NO
0.4069019719919977,YES
0.07695055730208632,NO
0.22656473278079448,YES
0.18083738210917405,NO
0.11596170334381252,YES
0.3195913118033724,NO
0.13589597027722206,NO
0.23056587596456132,NO
0.278793941126036,NO
0.8145898828236641,YES
0.20848813946841951,NO
0.3560302943698199,YES
0.12153472420691626,NO
0.30358673906830524,NO
0.4570591597599314,YES
0.3899685624464133,NO
0.10981709059731352,NO
0.4687767933695341,YES
0.16640468705344383,NO
0.08566733352386398,NO
0.8466704772792226,YES
0.12946556158902542,NO
0.9633466704772793,YES
0.10217204915690198,NO
0.2476421834809946,NO
0.23613889682766503,NO
0.19648470991711917,NO
0.12232066304658477,NO
0.20663046584738495,NO
0.09288368105172908,NO
0.48406687625035727,NO
0.26100314375535866,NO
0.23142326378965417,NO
0.1423978279508431,NO
0.3562446413260931,NO
0.3621749071163189,NO
0.1299657044869963,NO
0.364104029722778,YES
0.3401686196056016,NO
0.734209774221206,YES
0.07859388396684767,NO
0.04044012575021434,NO
0.4056158902543584,YES
0.8285224349814233,YES
0.8669619891397543,YES
0.15111460417262074,YES
0.08109459845670193,NO
0.026864818519577022,NO
0.7931551871963418,YES
0.7737925121463276,NO
0.17933695341526149,YES
0.7142755072877967,NO
0.2262789368390969,NO
0.1473992569305516,NO
0.26793369534152617,NO
0.025578736781937696,NO
0.4570591597599314,YES
0.024578450985996005,NO
0.37167762217776507,YES
0.08759645613032295,NO
0.16540440125750214,YES
0.8644612746499001,NO
0.8368819662760789,NO
0.3884681337525007,NO
0.10410117176336096,NO
0.18090883109459846,YES
0.20441554729922834,NO
0.5560160045727351,YES
0.11703343812517863,NO
0.3749642755072878,NO
0.9204772792226351,YES
0.21177479279794229,NO
0.539511288939697,NO
0.33573878250928835,YES
0.14882823663903974,NO
0.16661903400971706,NO
0.9031151757645043,YES
0.1066018862532152,NO
0.852529294084024,YES
0.09702772220634467,NO
0.15332952272077735,NO
0.10317233495284368,NO
0.40575878822520717,NO
0.1269648470991712,NO
0.3578165190054301,NO
0.11117462132037725,NO
0.2542869391254644,NO
0.21463275221491857,NO
0.21184624178336664,NO
0.23721063160903114,NO
0.7406401829094027,NO
0.27172049156901973,NO
0.16161760503000858,NO
0.2873678193769649,YES
0.2633609602743641,NO
0.5245070020005717,YES
0.03350957416404687,NO
0.03472420691626179,NO
0.21763360960274364,YES
0.6408259502715061,YES
0.40390111460417255,YES
0.05915975993140898,YES
0.042226350385824514,NO
0.0,NO
0.09331237496427551,YES
0.20391540440125752,NO
0.15261503286653327,YES
0.1854815661617605,NO
0.11517576450414406,NO
0.5240783080880251,NO
0.5563732494998571,NO
0.038153758216633325,NO
0.689768505287225,YES
0.036867676478994,NO
0.44548442412117745,YES
0.1035295798799657,NO
0.729779937124893,YES
0.125178622463561,NO
0.0654472706487568,NO
0.18576736210345815,NO
0.09659902829379825,NO
0.3982566447556445,YES
0.39868533866819095,NO
0.04565590168619606,YES
0.2304944269791369,YES
0.02743641040297228,YES
0.25264361246070305,NO
0.21791940554444125,NO
0.2329951414689911,NO
0.10774507002000573,NO
0.19977136324664188,YES
0.778436696198914,YES
0.32909402686481853,NO
0.04715633038010861,NO
0.13711060302943698,NO
0.04086881966276079,NO
0.33102314947127753,NO
0.10731637610745928,NO
0.09631323235210061,NO
0.0818805372963704,YES
0.1751929122606459,NO
0.5087882252072021,YES
0.2116318948270935,NO
0.4491997713632467,YES
0.019934266933409543,NO
0.08731066018862534,NO
0.3021577593598171,NO
0.0829522720777365,NO
0.09967133466704772,NO
0.18426693340954559,NO
0.18591026007430694,NO
0.5571591883395256,NO
0.052943698199485564,NO
0.04815661617605029,NO
0.23363818233781078,YES
0.07545012860817377,YES
0.16461846241783365,YES
0.8050871677622179,YES
0.07645041440411547,NO
0.291440411546156,NO
0.5757359245498714,YES
0.06001714775650185,NO
0.7268505287224921,YES
0.047656473278079446,NO
0.31037439268362393,NO
0.1406830523006573,NO
0.1947699342669334,NO
0.053015147184909975,NO
0.2021291797656473,YES
0.0482280651614747,NO
0.32180623035152905,YES
0.07309231208916835,NO
0.14797084881394681,YES
0.08966847670763076,NO
0.0745927407830809,NO
0.2590025721634753,NO
0.09852815090025722,NO
0.5478708202343527,YES
0.21599028293798225,NO
0.5096456130322949,YES
0.07716490425835953,NO
0.08402400685910262,NO
0.36288939697056305,YES
0.5513003715347243,YES
0.2864389825664475,YES
0.2764361246070306,YES
0.1639039725635896,NO
0.07623606744784225,NO
0.22413546727636469,YES
0.4707059159759931,NO
0.29465561589025435,YES
0.2850814518433838,NO
0.38432409259788514,NO
0.1475421549014004,NO
0.12474992855101459,NO
0.060731637610745924,NO
0.3659617033438125,YES
0.05601600457273507,NO
0.2550014289797085,YES
0.2836524721348957,NO
0.20548728208059444,YES
0.5670191483280937,NO
0.5893112317805088,NO
0.5362960845955987,NO
0.10174335524435554,NO
0.4101886253215205,YES
0.6604029722777937,NO
0.27429265504429834,YES
0.0888825378679623,NO
0.3930408688196628,NO
0.6903400971706202,YES
0.1518290940268648,YES
0.5571591883395256,YES
0.41433266647613604,YES
0.5981709059731353,NO
