UPPERTRACED_SUM_RAW_LSA_MEDIAN.csv,Associated
0.24424205728406587,NO
0.23943750705348968,NO
0.20071176230225904,NO
0.3030708968147413,NO
0.26061399704239874,NO
0.2985446052964411,NO
0.2862262146595839,NO
0.11894211954935496,NO
0.16503490455898662,NO
0.25398334111649445,YES
0.24367918588134566,NO
0.26047160119082363,YES
0.23990700192633235,NO
0.33195939427548493,NO
0.21930675286517617,NO
0.2192524332107485,NO
0.3404680189909131,NO
0.17662408985659525,NO
0.1710257924230926,NO
0.10895,NO
0.2623487352363162,NO
0.23862699881306787,YES
0.31817559978985466,YES
0.22697986496215436,YES
0.30987994473955593,YES
0.28080788142354013,NO
0.30041774949895894,YES
0.1491045132605608,NO
0.25541736812406357,YES
0.30665118985075784,YES
0.23900459790243805,NO
0.17877877045512036,NO
0.23098395112174805,NO
0.19497695795147202,NO
0.36027102037242426,YES
0.2504067684314984,YES
0.10069469772147957,NO
0.15654953787480785,NO
0.201191342206137,NO
0.16351817757282122,NO
0.15082133850913548,NO
0.20012036464109895,NO
0.17277697643647966,NO
0.2548457212071683,YES
0.21127102718269022,NO
0.20286665304613466,YES
0.06426460121028153,NO
0.2491728513610803,YES
0.13002151654894634,NO
0.22176980911797323,NO
0.19855935341388903,NO
0.1111633442297589,NO
0.22655535384196288,NO
0.21185850115774518,NO
0.20522130153912005,NO
0.08286551086723873,NO
0.25169205728406585,NO
0.2835375070534897,NO
0.21006176230225904,NO
0.3381208968147413,NO
0.3026639970423987,NO
0.3365446052964411,NO
0.3300262146595839,NO
0.11044211954935497,NO
0.18993490455898665,NO
0.3592333411164944,YES
0.29302918588134563,NO
0.19222160119082365,YES
0.22105700192633235,NO
0.32880939427548495,NO
0.21495675286517618,NO
0.2581024332107485,NO
0.3818180189909131,NO
0.18457408985659524,NO
0.23102579242309262,NO
0.08775,NO
0.3150987352363162,NO
0.4229269988130679,YES
0.49057559978985465,YES
0.32622986496215434,YES
0.2784299447395559,YES
0.28510788142354015,NO
0.36096774949895893,YES
0.15140451326056076,NO
0.2669673681240636,YES
0.2751511898507578,YES
0.2387045979024381,NO
0.18292877045512035,NO
0.24893395112174804,NO
0.211426957951472,NO
0.33467102037242424,YES
0.2647067684314984,YES
0.11904469772147958,NO
0.15134953787480784,NO
0.220341342206137,NO
0.15496817757282122,NO
0.17542133850913547,NO
0.22822036464109896,NO
0.19897697643647966,NO
0.21044572120716826,YES
0.21932102718269023,NO
0.18761665304613465,YES
0.06276460121028153,NO
0.23327285136108028,YES
0.12972151654894634,NO
0.22371980911797323,NO
0.20560935341388903,NO
0.10841334422975892,NO
0.23910535384196288,NO
0.2267585011577452,NO
0.21682130153912005,NO
0.09886551086723872,NO
0.3442672465121709,NO
0.27443415640262286,NO
0.3242229214095305,YES
0.49341716187029355,YES
0.4071578240227268,YES
0.3826805109645282,YES
0.3391907633335279,NO
0.2390219387854377,NO
0.3660512900589574,YES
0.4240784104839179,NO
0.3425327622438853,YES
0.411884983363493,NO
0.4068120609810674,NO
0.3963419745879789,NO
0.33902872181036325,NO
0.2730885490241861,NO
0.4452444632537505,YES
0.2804316813573832,NO
0.36713884867588964,YES
0.298770144766797,NO
0.4183372735586558,YES
0.3181728503881851,NO
0.3783035247990971,NO
0.37309996205708945,NO
0.3122391590294397,NO
0.41999785476621326,YES
0.37938323507092403,NO
0.34119510341875353,YES
0.2845920572840659,NO
0.24343750705348968,NO
0.24226176230225904,NO
0.3239708968147413,NO
0.3259139970423987,NO
0.3382946052964411,NO
0.34097621465958394,NO
0.14624211954935495,NO
0.15348490455898664,NO
0.3319333411164944,YES
0.29172918588134567,NO
0.23667160119082364,YES
0.21790700192633233,NO
0.30820939427548494,NO
0.19260675286517617,NO
0.1891524332107485,NO
0.37861801899091313,NO
0.14852408985659526,NO
0.1877757924230926,NO
0.10095,NO
0.2696487352363162,NO
0.39452699881306785,YES
0.4585755997898546,YES
0.28312986496215437,YES
0.3345799447395559,YES
0.31345788142354014,NO
0.35226774949895895,YES
0.13780451326056078,NO
0.3573172465121709,NO
0.3009341564026229,NO
0.30747292140953053,YES
0.5083671618702936,YES
0.3868578240227268,YES
0.3777305109645282,YES
0.3421407633335279,NO
0.2627219387854377,NO
0.3643012900589574,YES
0.48422841048391796,NO
0.3292827622438853,YES
0.412684983363493,NO
0.41116206098106745,NO
0.42819197458797886,NO
0.36107872181036327,NO
0.3171385490241861,NO
0.4415944632537505,YES
0.32313168135738324,NO
0.31783884867588963,YES
0.298920144766797,NO
0.41858727355865577,YES
0.3945228503881851,NO
0.45475352479909714,NO
0.41254996205708944,NO
0.3391391590294397,NO
0.4072978547662133,YES
0.386983235070924,NO
0.34034510341875357,YES
0.2781420572840659,NO
0.2440875070534897,NO
0.262561762302259,NO
0.2898708968147413,NO
0.3044139970423987,NO
0.3530946052964411,NO
0.33942621465958395,NO
0.16179211954935496,NO
0.18053490455898663,NO
0.22998334111649443,YES
0.31512918588134564,NO
0.21382160119082363,YES
0.24450700192633235,NO
0.32220939427548495,NO
0.2098067528651762,NO
0.18880243321074852,NO
0.3576680189909131,NO
0.14917408985659525,NO
0.1893257924230926,NO
0.1128,NO
0.2544487352363162,NO
0.29362699881306786,YES
0.3502255997898546,YES
0.23862986496215435,YES
0.3452799447395559,YES
0.32240788142354015,NO
0.3474677494989589,YES
0.15540451326056076,NO
0.2548420572840659,NO
0.2737875070534897,NO
0.255511762302259,NO
0.2932208968147413,NO
0.29886399704239874,NO
0.3571946052964411,NO
0.32372621465958396,NO
0.13334211954935496,NO
0.19048490455898665,NO
0.3019333411164944,YES
0.33007918588134566,NO
0.17827160119082364,YES
0.18510700192633234,NO
0.25715939427548495,NO
0.14050675286517617,NO
0.2641524332107485,NO
0.37151801899091313,NO
0.20392408985659527,NO
0.2886757924230926,NO
0.06545,NO
0.3459487352363162,NO
0.4017769988130679,YES
0.44277559978985465,YES
0.39062986496215435,YES
0.2790299447395559,YES
0.2986578814235401,NO
0.39826774949895893,YES
0.17515451326056078,NO
0.27934205728406586,NO
0.24528750705348967,NO
0.24116176230225905,NO
0.31197089681474127,NO
0.3294139970423987,NO
0.3443946052964411,NO
0.34097621465958394,NO
0.14519211954935496,NO
0.16813490455898664,NO
0.30948334111649445,YES
0.30427918588134567,NO
0.19562160119082364,YES
0.23115700192633237,NO
0.322459394275485,NO
0.20850675286517617,NO
0.18705243321074852,NO
0.3759180189909131,NO
0.14692408985659525,NO
0.1940257924230926,NO
0.0956,NO
0.27499873523631624,NO
0.40157699881306785,YES
0.4526755997898546,YES
0.2835298649621544,YES
0.3236299447395559,YES
0.31245788142354014,NO
0.36476774949895896,YES
0.14725451326056077,NO
0.24374205728406587,NO
0.2425375070534897,NO
0.19751176230225903,NO
0.33917089681474133,NO
0.2984139970423987,NO
0.2959946052964411,NO
0.28702621465958394,NO
0.11159211954935497,NO
0.15163490455898665,NO
0.3503833411164944,YES
0.24322918588134565,NO
0.20882160119082363,YES
0.22445700192633233,NO
0.32280939427548494,NO
0.21040675286517618,NO
0.2046024332107485,NO
0.35691801899091313,NO
0.16237408985659524,NO
0.1824257924230926,NO
0.0851,NO
0.2808987352363162,NO
0.36827699881306786,YES
0.44312559978985466,YES
0.3005798649621544,YES
0.2527299447395559,YES
0.27090788142354016,NO
0.32101774949895895,YES
0.13835451326056078,NO
0.47819656081567524,NO
0.4541749294651022,NO
0.6743985902749401,YES
0.3547500466989667,YES
0.38763957250987485,YES
0.64235,YES
0.5721558782324441,NO
0.38812050765668477,NO
0.5431377210904209,YES
0.2855610511159107,NO
0.6565111756464889,YES
0.32235439359445833,NO
0.48080330297900487,NO
0.4713715175218415,NO
0.3988123693888272,NO
0.41330189519973537,NO
0.45752655906446393,YES
0.3880867773821337,NO
0.3646605734243963,YES
0.32176142373474986,NO
0.3970775718483061,YES
0.3992377395754285,NO
0.4003992761660148,NO
0.48685990796411954,NO
0.4699974704726324,NO
0.6394108215126574,YES
0.6214900745237677,NO
0.4740031064541863,YES
0.17953418461658202,NO
0.19257970054287543,NO
0.27159130134454107,YES
0.1595385636176133,NO
0.14711950557468917,NO
0.3371018300157609,YES
0.2091092279104158,NO
0.12678586675228143,NO
0.3962495514953398,YES
0.14205303251415563,NO
0.34557501313408434,YES
0.12539499931897338,NO
0.2505562547428638,NO
0.24808999182768077,NO
0.20474448271165333,NO
0.17484096083124157,NO
0.19954144533302198,NO
0.1323501391240052,NO
0.21968603603603604,NO
0.10746720662347012,NO
0.1921792277158368,NO
0.17822803008191776,NO
0.16861743038935262,NO
0.2549641303290331,NO
0.18109507228610902,NO
0.3077024516957562,YES
0.2814965919483198,NO
0.23863510789407116,YES
0.34796724651217087,NO
0.28043415640262287,NO
0.37777292140953056,YES
0.46571716187029355,YES
0.3719078240227268,YES
0.42183051096452817,YES
0.35954076333352786,NO
0.2562219387854377,NO
0.40085129005895737,YES
0.47072841048391795,NO
0.40668276224388533,YES
0.394484983363493,NO
0.4168120609810674,NO
0.4026919745879789,NO
0.34472872181036324,NO
0.2672885490241861,NO
0.4190944632537505,YES
0.27473168135738324,NO
0.32168884867588965,YES
0.289120144766797,NO
0.3864872735586558,YES
0.4119228503881851,NO
0.4500035247990971,NO
0.44789996205708943,NO
0.34528915902943974,NO
0.45574785476621327,YES
0.429133235070924,NO
0.3730451034187535,YES
0.19238899071858034,NO
0.1875380674410912,NO
0.30341314284046467,YES
0.13847651041970696,NO
0.15742129959332982,NO
