LOWERTRACED_SUM_RAW_VSM_SUM.csv,Associated
0.10635093565752371,NO
0.10362727505767752,NO
0.22968469623173546,NO
0.2270892078954114,NO
0.17924891053576006,NO
0.22205844655216614,NO
0.10160856190720327,NO
0.10449243783645218,NO
0.2471481671366316,NO
0.3201422712125096,YES
0.2127659574468085,NO
0.3493335042296847,YES
0.1466931556011279,NO
0.1404127146885414,NO
0.14015637016149704,NO
0.11932837733914378,NO
0.18037041784157906,NO
0.11827095616508587,NO
0.18168418354268134,NO
0.15255703665726736,NO
0.1945014098948987,NO
0.2659894898743912,YES
0.26679056652140476,YES
0.2944757754421943,YES
0.31793129966675204,YES
0.2434311714944886,NO
0.2639707767239169,YES
0.2316393232504486,NO
0.20411432965906176,YES
0.2480774160471674,YES
0.3567034093822097,NO
0.1750192258395283,NO
0.16120866444501408,NO
0.2846065111509869,NO
0.2962381440656242,YES
0.20042937708279926,YES
0.2926813637528839,NO
0.11458600358882337,NO
0.2804088695206357,NO
0.11465008972058446,NO
0.11452191745706228,NO
0.105838246603435,NO
0.10663932325044859,NO
0.2598372212253268,YES
0.14896821327864648,NO
0.20584465521661113,YES
0.13534991027941554,NO
0.27867854396308633,YES
0.1376249679569341,NO
0.11958472186618815,NO
0.1053896436811074,NO
0.12032171238144065,NO
0.10644706485516531,NO
0.3099525762624967,NO
0.11660471673929762,NO
0.2812740322994104,NO
0.07924250192258395,NO
0.10000640861317611,NO
0.3353306844398872,NO
0.3010446039477057,NO
0.2576903358113304,NO
0.3460651115098693,NO
0.09779543706741861,NO
0.06716226608561907,NO
0.3627595488336325,NO
0.644578313253012,YES
0.344046398359395,NO
0.5625801076647012,YES
0.1068636247116124,NO
0.11064470648551655,NO
0.10961932837733912,NO
0.11234298897718534,NO
0.2583632401948218,NO
0.09148295308895155,NO
0.2716290694693668,NO
0.10708792617277618,NO
0.2798000512689054,NO
0.6410856190720328,YES
0.634260446039477,YES
0.6150666495770315,YES
0.5547615995898487,YES
0.3458408100487055,NO
0.5597603178672135,YES
0.33276723916944373,NO
0.18588182517303253,YES
0.20225583183799026,YES
0.38384388618303,NO
0.18242117405793387,NO
0.1774544988464496,NO
0.3224814150217893,NO
0.2541976416303512,YES
0.1839592412201999,YES
0.3317739041271468,NO
0.13163291463727247,NO
0.32001409894898747,NO
0.12955011535503716,NO
0.15194821840553704,NO
0.14550756216354782,NO
0.14509100230710073,NO
0.2057485260189695,YES
0.15886952063573442,NO
0.1704370674186106,YES
0.13913099205331966,NO
0.24285439630863878,YES
0.14217508331197126,NO
0.14121379133555498,NO
0.13028710587028966,NO
0.13893873365803638,NO
0.13486926429120735,NO
0.3468341450910023,NO
0.14441809792360932,NO
0.31886054857728785,NO
0.08853499102794155,NO
0.07315431940528067,NO
0.4878236349653935,YES
0.6538708023583695,YES
0.6407011022814663,YES
0.4886567546782875,YES
0.09180338374775698,NO
0.06950140989489872,NO
0.5102217380158933,YES
0.14611638041527814,NO
0.48529223276083056,YES
0.1476544475775442,NO
0.14666111253524736,NO
0.13925916431684182,NO
0.13925916431684182,NO
0.08366444501409895,NO
0.6208664445014098,YES
0.08315175596001023,NO
0.6622340425531915,YES
0.11074083568315815,NO
0.6283004357856959,YES
0.11814278390156371,NO
0.12310945911304794,NO
0.14752627531402204,NO
0.11724557805690847,NO
0.49778902845424244,YES
0.1323058190207639,NO
0.4858690079466803,YES
0.15896564983337605,NO
0.13294668033837478,NO
0.3726608561907203,NO
0.2907267367341707,NO
0.2713406818764419,NO
0.3638810561394513,NO
0.16345167905665212,NO
0.1487439118174827,NO
0.35609459113047925,NO
0.6111573955396051,YES
0.35990771597026394,NO
0.5751409894898744,YES
0.12240451166367597,NO
0.11500256344527043,NO
0.112855678031274,NO
0.12679441168931044,NO
0.2550628044091259,NO
0.12701871315047422,NO
0.24266213791335553,NO
0.17418610612663418,NO
0.24942322481415022,NO
0.6069597539092539,YES
0.5978274801332991,YES
0.5715201230453729,YES
0.574820558831069,YES
0.38070366572673664,NO
0.5382594206613688,YES
0.34074596257369905,NO
0.07174442450653679,NO
0.06498333760574211,NO
0.283965649833376,YES
0.49894257882594206,YES
0.46318251730325544,YES
0.2923609330940784,YES
0.06854011791848244,NO
0.05953601640604973,NO
0.31597667264803897,YES
0.30543450397334015,NO
0.2836772622404512,YES
0.2689374519354012,NO
0.13365162778774672,NO
0.14387336580364007,NO
0.13759292489105357,NO
0.08674057933863114,NO
0.45401820046142005,YES
0.08536272750576773,NO
0.46613047936426555,YES
0.08568315816457317,NO
0.46395155088438855,YES
0.28784286080492183,NO
0.29287362214816715,NO
0.29357856959753903,NO
0.2552550628044091,NO
0.29652653165854914,YES
0.25794668033837476,NO
0.2922007177646757,YES
0.15457574980774158,NO
0.13310689566777748,NO
0.4635349910279415,NO
0.2505447321199692,NO
0.2392335298641374,NO
0.45123045372981285,NO
0.16220199948731093,NO
0.15845296077928733,NO
0.45129453986157386,NO
0.3555819020763906,YES
0.45276852089207886,NO
0.3702576262496795,YES
0.17245578056908484,NO
0.15697897974878236,NO
0.15688285055114073,NO
0.12631376570110228,NO
0.22330812612150727,NO
0.1271789284798769,NO
0.22532683927198152,NO
0.18152396821327862,NO
0.22135349910279414,NO
0.35205716482953087,YES
0.338150474237375,YES
0.35276211227890275,YES
0.3914380927967187,YES
0.4643040246090745,NO
0.34494360420405024,YES
0.42988977185337085,NO
0.060721609843629815,NO
0.07321840553704176,NO
0.4558446552166111,NO
0.2456741861061266,NO
0.22865931812355803,NO
