NONETRACED_MAX_RAW_VSM_SUM.csv,Associated
0.14686398872445383,NO
0.08893587033121915,NO
0.16744186046511628,NO
0.3668780831571529,NO
0.11120507399577169,NO
0.15250176180408737,NO
0.11740662438336859,NO
0.11543340380549684,NO
0.2701902748414376,NO
0.4854122621564482,YES
0.08611698379140241,NO
0.5881606765327696,YES
0.4021141649048626,NO
0.3670190274841438,NO
0.34742776603241715,NO
0.20281888653981678,NO
0.1372797744890768,NO
0.19816772374911906,NO
0.11656095842142354,NO
0.31754756871035944,NO
0.19802677942212826,NO
0.18421423537702608,YES
0.24031007751937983,YES
0.28837209302325584,YES
0.43044397463002115,YES
0.2412966878083157,NO
0.12811839323467233,YES
0.18562367864693446,NO
0.20859760394644117,YES
0.39718111346018325,YES
0.5047216349541932,NO
0.24326990838618745,NO
0.17392529950669483,NO
0.20112755461592668,NO
0.6913319238900635,YES
0.16546863988724453,YES
0.21945031712473573,NO
0.1706835799859056,NO
0.15052854122621567,NO
0.15771670190274845,NO
0.3024665257223397,NO
0.2549682875264271,NO
0.24439746300211412,NO
0.5475687103594081,YES
0.11331923890063426,NO
0.21494009866102887,YES
0.06483439041578574,NO
0.5544749823819592,YES
0.06201550387596899,NO
0.18421423537702608,NO
0.13417899929527832,NO
0.19097956307258634,NO
0.11458773784355179,NO
0.30599013389711066,NO
0.17096546863988726,NO
0.15151515151515155,NO
0.18675123326286114,NO
0.22311486962649751,NO
0.2505990133897111,NO
0.5509513742071882,NO
0.2755461592670895,NO
0.32769556025369984,NO
0.2741367159971811,NO
0.06610288935870332,NO
0.3681465821000705,NO
0.9190979563072587,YES
0.2776603241719521,NO
0.39450317124735734,YES
0.3320648343904158,NO
0.3819591261451727,NO
0.31839323467230446,NO
0.3350246652572234,NO
0.31430584918957016,NO
0.24002818886539817,NO
0.3468639887244539,NO
0.25609584214235376,NO
0.4101479915433404,NO
0.8651162790697676,YES
0.891754756871036,YES
0.7181113460183228,YES
0.34066243833685694,YES
0.2937279774489077,NO
0.41353065539112055,YES
0.2142353770260747,NO
0.25158562367864695,YES
0.28442565186751234,YES
0.49203664552501764,NO
0.27103594080338267,NO
0.2386187455954898,NO
0.24284707540521494,NO
0.5757575757575758,YES
0.2163495419309373,YES
0.2868217054263566,NO
0.16885130373502466,NO
0.20648343904157856,NO
0.14813248766737142,NO
0.390415785764623,NO
0.35109231853417905,NO
0.3324876673713883,NO
0.3751937984496124,YES
0.14855532064834392,NO
0.17336152219873152,YES
0.07582804792107119,NO
0.48019732205778715,YES
0.06990838618745597,NO
0.20042283298097252,NO
0.16701902748414377,NO
0.19168428470754056,NO
0.16264975334742776,NO
0.34376321353065536,NO
0.21155743481324873,NO
0.2076109936575053,NO
0.14573643410852716,NO
0.020436927413671604,NO
0.26102889358703313,YES
0.637632135306554,YES
0.5541930937279775,YES
0.2933051444679352,YES
0.15912614517265683,NO
0.036222692036645535,NO
0.3716701902748414,YES
0.2545454545454546,NO
0.23833685694150814,YES
0.21395348837209305,NO
0.3667371388301621,NO
0.3422128259337562,NO
0.31346018322762503,NO
0.09978858350951376,NO
0.44059196617336155,YES
0.1178294573643411,NO
0.6414376321353066,YES
0.2204369274136716,NO
0.49866102889358715,YES
0.11303735024665258,NO
0.19365750528541226,NO
0.26215644820295986,NO
0.0730091613812544,NO
0.3214940098661029,YES
0.1892882311486963,NO
0.23819591261451728,YES
0.2831571529245948,NO
0.09837914023960535,NO
0.35687103594080344,NO
0.5014799154334039,NO
0.3355884425651868,NO
0.3313601127554616,NO
0.2992248062015504,NO
0.20916138125440453,NO
0.26328400281888653,NO
0.8262156448202961,YES
0.2845665961945032,NO
0.5506694855532065,YES
0.3279774489076815,NO
0.31895701198026777,NO
0.26441155743481326,NO
0.11430584918957014,NO
0.2797744890768146,NO
0.1412262156448203,NO
0.20380549682875265,NO
0.30965468639887245,NO
0.24002818886539817,NO
0.7709654686398872,YES
0.7846370683579987,YES
0.5570119802677943,YES
0.5260042283298099,YES
0.37646229739252995,NO
0.3691331923890063,YES
0.16490486257928116,NO
0.15701198026779423,NO
0.08992248062015505,NO
0.19802677942212826,YES
0.6363636363636365,YES
0.4586328400281889,YES
0.25961945031712474,YES
0.14291754756871033,NO
0.08625792811839324,NO
0.3423537702607471,YES
0.47385482734319945,NO
0.186892177589852,YES
0.24651162790697673,NO
0.36546863988724454,NO
0.40873854827343203,NO
0.36448202959830867,NO
0.21494009866102887,NO
0.3973220577871741,YES
0.2160676532769556,NO
0.4552501761804087,YES
0.21099365750528537,NO
0.43410852713178294,YES
0.3775898520084567,NO
0.4272022551092318,NO
0.39210711768851303,NO
0.17533474277660321,NO
0.26765327695560254,YES
0.20451021846370687,NO
0.22212825933756164,YES
0.2630021141649049,NO
0.1014799154334038,NO
0.38618745595489784,NO
0.32868217054263565,NO
0.25736434108527134,NO
0.35701198026779424,NO
0.266384778012685,NO
0.254122621564482,NO
0.3491190979563073,NO
0.41620859760394646,YES
0.3320648343904158,NO
0.4552501761804087,YES
0.42762508809020444,NO
0.3577167019027484,NO
0.3364341085271318,NO
0.1159971811134602,NO
0.1850599013389711,NO
0.1330514446793517,NO
0.20310077519379843,NO
0.33671599718111345,NO
0.16293164200140947,NO
0.34897815362931645,YES
0.3291050035236081,YES
0.3605355884425652,YES
0.5289640591966174,YES
0.40577871740662436,NO
0.31811134601832275,YES
0.23622269203664553,NO
0.1906976744186047,NO
0.1930937279774489,NO
0.4128259337561663,NO
0.3739252995066949,NO
0.25525017618040874,NO
0.40507399577167025,NO
0.24763918252290346,NO
0.12868217054263564,NO
0.38632840028188864,NO
0.6942917547568711,YES
0.40887949260042283,NO
0.31430584918957016,YES
0.22057787174066246,NO
0.17011980267794224,NO
0.07455954897815362,NO
0.3470049330514447,NO
0.278646934460888,NO
0.28964059196617337,NO
0.5093727977448909,NO
0.17533474277660321,NO
0.4906272022551092,NO
0.7391120507399578,YES
0.7030303030303032,YES
0.8885130373502468,YES
0.2993657505285412,YES
0.3454545454545455,NO
0.5237491190979563,YES
0.2813248766737139,NO
0.26553911205073993,NO
0.09964763918252288,NO
0.34855532064834394,NO
0.458491895701198,NO
0.34023960535588443,NO
0.34277660324171955,NO
0.2938689217758985,NO
0.20676532769556027,NO
0.30035236081747707,NO
0.7479915433403806,YES
0.315292459478506,NO
0.4162085976039465,YES
0.3771670190274841,NO
0.35207892882311487,NO
0.31909795630725857,NO
0.10077519379844961,NO
0.26624383368569415,NO
0.12544045102184637,NO
0.227061310782241,NO
0.2876673713883016,NO
0.24904862579281184,NO
0.7775898520084568,YES
0.7522198731501057,YES
0.5477096546863989,YES
0.4786469344608881,YES
0.3680056377730796,NO
0.3973220577871741,YES
0.1933756166314306,NO
0.1584214235377026,NO
0.09513742071881608,NO
0.20253699788583512,NO
0.544186046511628,NO
0.25792811839323465,NO
0.18210007047216353,NO
0.14714587737843554,NO
0.08583509513742073,NO
0.23608174770965473,NO
0.8780831571529246,YES
0.12318534178999295,NO
0.4355179704016913,YES
0.3553206483439042,NO
0.3587033121916843,NO
0.3199436222692037,NO
0.15912614517265683,NO
0.21846370683579985,NO
0.15306553911205073,NO
0.18308668076109935,NO
0.24256518675123329,NO
0.2809020436927414,NO
0.6968287526427062,YES
0.7409443269908387,YES
