UPPERTRACED_SUM_RAW_VSM_SUM.csv,Associated
0.1937168922895821,NO
0.04075927015891702,NO
0.20427457327839904,NO
0.33081959976456743,NO
0.1673778693349029,NO
0.24981606827545616,NO
0.1981312536786345,NO
0.05367127722189524,NO
0.20960859329017067,NO
0.531820188346086,YES
0.14755002942907594,NO
0.3344982342554444,YES
0.2067760447321954,NO
0.2787301353737493,NO
0.07316804002354324,NO
0.131069746909947,NO
0.2306871689228958,NO
0.1255150088287228,NO
0.16027810476751028,NO
0.102302825191289,NO
0.21869482048263683,NO
0.3938346085932902,YES
0.5171056503825779,YES
0.4476898175397292,YES
0.2783254855797528,YES
0.22509564449676278,NO
0.3086374337845792,YES
0.1572248381400824,NO
0.34494555620953504,YES
0.12558858151854033,YES
0.22299882283696287,NO
0.12470570924072982,NO
0.05808563861094761,NO
0.09685844614479105,NO
0.3237198351971748,YES
0.2321586227192466,YES
0.06312536786344908,NO
0.06779723366686286,NO
0.035866686286050636,NO
0.048962625073572685,NO
0.10870364920541495,NO
0.16770894643908185,NO
0.044952913478516765,NO
0.2801648028251913,YES
0.08354178928781636,NO
0.335197174808711,YES
0.009086227192466156,NO
0.3511256621542084,YES
0.03766921718658034,NO
0.05150088287227782,NO
0.09365803413772808,NO
0.06176427310182463,NO
0.03145232489699823,NO
0.1402295467922307,NO
0.08659505591524427,NO
0.05153766921718658,NO
0.1991980576809888,NO
0.07320482636845205,NO
0.211153619776339,NO
0.356606827545615,NO
0.19831518540317833,NO
0.27777369040612127,NO
0.23035609181871686,NO
0.047417598587404367,NO
0.2279281930547381,NO
0.6092554443790466,YES
0.1838581518540318,NO
0.2842848734549735,YES
0.19290759270158914,NO
0.2764125956444968,NO
0.0699676280164803,NO
0.15965273690406118,NO
0.2611094761624485,NO
0.13136403766921717,NO
0.2044217186580341,NO
0.08670541494997058,NO
0.25750441436138904,NO
0.5294290759270159,YES
0.6439449676280165,YES
0.5207107121836374,YES
0.2551868746321365,YES
0.228259270158917,NO
0.3531856974690995,YES
0.15891701000588582,NO
0.35344320188346084,YES
0.10241318422601531,YES
0.2227781047675103,NO
0.1277589758681577,NO
0.07129193643319598,NO
0.10896115361977635,NO
0.3048852266038847,YES
0.2426795173631548,YES
0.07662595644496764,NO
0.06397145379635082,NO
0.049955856386109485,NO
0.042672160094173045,NO
0.12680253090052973,NO
0.18838287227781048,NO
0.06422895821071217,NO
0.2474985285462037,YES
0.08946439081812832,NO
0.3239773396115362,YES
0.007982636845203062,NO
0.3394276044732195,YES
0.03744849911712772,NO
0.05293555032371984,NO
0.09884490876986465,NO
0.05974102413184228,NO
0.04068569746909949,NO
0.15119187757504415,NO
0.09512948793407885,NO
0.06330929958799295,NO
0.20843143025309002,NO
0.035314891112419075,NO
0.26210270747498526,YES
0.5980356091818717,YES
0.5185035314891113,YES
0.3325853443201883,YES
0.21810623896409653,NO
0.01938640376692173,NO
0.3131253678634491,YES
0.21659799882283698,NO
0.2231091818716892,YES
0.1366244849911713,NO
0.23712477928193054,NO
0.3180179517363155,NO
0.1288625662154208,NO
0.09755738669805766,NO
0.49374632136550906,YES
0.09034726309593877,NO
0.6216524426133019,YES
0.11650235432607414,NO
0.5339537963507945,YES
0.14972042377869335,NO
0.29116391995291346,NO
0.2847998822836963,NO
0.1009417304296645,NO
0.30558416715715125,YES
0.25198646262507357,NO
0.2133608004708652,YES
0.2234034726309594,NO
0.04370217775161861,NO
0.2348440258975868,NO
0.34619629193643325,NO
0.21542083578575633,NO
0.2790612124779282,NO
0.23841230135373748,NO
0.0737566215420836,NO
0.20111094761624487,NO
0.5891701000588581,YES
0.18290170688640375,NO
0.31698793407886994,YES
0.19059005297233667,NO
0.26125662154208357,NO
0.05352413184226014,NO
0.10892436727486757,NO
0.25875515008828726,NO
0.10484108298999412,NO
0.1726015303119482,NO
0.09641701000588582,NO
0.22406562683931724,NO
0.5085344320188345,YES
0.6204017068864038,YES
0.4890008828722778,YES
0.2964979399646851,YES
0.24911712772218952,NO
0.3467848734549735,YES
0.14891112419070043,NO
0.21803266627427897,NO
0.0548116539140671,NO
0.24977928193054738,YES
0.6090347263095939,YES
0.5035682754561508,YES
0.32894349617422014,YES
0.22027663331371394,NO
0.03682313125367864,NO
0.31183784579164214,YES
0.2608519717480871,NO
0.2133608004708652,YES
0.1372130665097116,NO
0.24032519128899354,NO
0.34145085344320186,NO
0.14508534432018833,NO
0.12996615656268395,NO
0.49106091818716885,YES
0.12176280164802825,NO
0.5853811065332548,YES
0.11661271336080045,NO
0.5341377280753385,YES
0.20589317245438493,NO
0.3474102413184226,NO
0.3138243084167157,NO
0.12073278399058271,NO
0.2962404355503237,YES
0.2575779870512066,NO
0.21273543260741612,YES
0.21865803413772805,NO
0.0441804002354326,NO
