NONETRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.09195567707583825,NO
0.0797237012519787,NO
0.26564973377464385,NO
0.29730896531875095,NO
0.09684846740538208,NO
0.1162757231256296,NO
0.07065764858252986,NO
0.08360915239602822,NO
0.22895380630306517,NO
0.4707152108217009,YES
0.10332421931213126,NO
0.4866887321916822,YES
0.37832781695207945,NO
0.30695064037991077,NO
0.3057993955964887,NO
0.15023744423658078,NO
0.2745718808461649,NO
0.2750035976399482,NO
0.09339473305511585,NO
0.385810908044323,NO
0.16534753201899552,NO
0.11239027198158007,YES
0.2598935098575335,YES
0.22593178874658223,YES
0.360051806015254,YES
0.2122607569434451,NO
0.08893365951935531,YES
0.15930349690602963,NO
0.21211685134551733,YES
0.3519930925312995,YES
0.5272701108073103,NO
0.47215426680097855,NO
0.16549143761692328,NO
0.14592027629874801,NO
0.9999999999999999,YES
0.1236149086199453,YES
0.1965750467693193,NO
0.15225212260756943,NO
0.17024032234853934,NO
0.138149374010649,NO
0.24449561087926316,NO
0.20549719384084042,NO
0.20909483378903437,NO
0.4767592459346669,YES
0.12491005900129516,NO
0.19110663404806447,YES
0.03496906029644553,NO
0.5469851777234134,YES
0.1027485969204202,NO
0.20348251546985177,NO
0.09656065620952654,NO
0.20679234422219023,NO
0.11570010073391852,NO
0.33170240322348543,NO
0.19009929486257013,NO
0.21729745287091667,NO
0.1133976111670744,NO
0.2066484386242625,NO
0.19182616203770325,NO
0.4269679090516621,NO
0.20348251546985177,NO
0.2256439775507267,NO
0.28306231112390273,NO
0.05914520074830911,NO
0.3006187940710894,NO
0.7880270542524105,YES
0.2741401640523817,NO
0.39099150956972234,YES
0.28090372715498635,NO
0.4417901856382213,NO
0.3364512879551015,NO
0.2908332134120017,NO
0.5806590876385092,NO
0.24032234853935816,NO
0.2804720103612031,NO
0.35357605410850484,NO
0.5474168945171968,NO
0.9594186213843718,YES
0.6841272125485682,YES
0.6267088789753922,YES
0.29831630450424523,YES
0.25341775795078425,NO
0.5222334148798389,YES
0.1803137142034825,NO
0.187796805295726,YES
0.24694200604403513,YES
0.6271405957691755,NO
0.39775507267232696,NO
0.20276298748021296,NO
0.19326521801698085,NO
0.5521657792488128,YES
0.16477190962728447,YES
0.3501223197582386,NO
0.13728594042308245,NO
0.2397467261476471,NO
0.12793207655777808,NO
0.31529716505972083,NO
0.3007626996690172,NO
0.2845013671031803,NO
0.29140883580371274,YES
0.11929774068211253,NO
0.2047776658512016,YES
0.10260469132249246,NO
0.5156137573751619,YES
0.044322924161749884,NO
0.2522665131673622,NO
0.11685134551734062,NO
0.18448697654338755,NO
0.13742984602101022,NO
0.36019571161318176,NO
0.2810476327529141,NO
0.22017556482947184,NO
0.0900849043027774,NO
0.021010217297452873,NO
0.18794071089365375,YES
0.6547704705713052,YES
0.6531875089940998,YES
0.2636350554036552,YES
0.10476327529140884,NO
0.004604979133688304,NO
0.3029212836379335,YES
0.18664556051230394,NO
0.4499928047201036,YES
0.2367247085911642,NO
0.38379622967333427,NO
0.2786012375881422,NO
0.33616347675924596,NO
0.06821125341775795,NO
0.4777665851201612,YES
0.0659087638509138,NO
0.5052525543243632,YES
0.1898114836667146,NO
0.6838394013527126,YES
0.1329687724852497,NO
0.2560080587134839,NO
0.19297740682112532,NO
0.22967333429270398,NO
0.23269535184918694,YES
0.13901280759821555,NO
0.19355302921283637,YES
0.2512591739818679,NO
0.10562670887897539,NO
0.3132824866887322,NO
0.5157576629730897,NO
0.2703986185062599,NO
0.2306806734781983,NO
0.25701539789897826,NO
0.16218160886458483,NO
0.19571161318175279,NO
0.7526262771621816,YES
0.21283637933515615,NO
0.5620952655058281,YES
0.3150093538638653,NO
0.3249388401208807,NO
0.22895380630306517,NO
0.06360627428406966,NO
0.21168513455173407,NO
0.10778529284789179,NO
0.24233702691034684,NO
0.29083321341200175,NO
0.1863577493164484,NO
0.9064613613469563,YES
0.8366671463519931,YES
0.4738811339761117,YES
0.5750467693193265,YES
0.33501223197582386,NO
0.3388976831198734,YES
0.15556195135990789,NO
0.1995970643258023,NO
0.09728018419916534,NO
0.24046625413728592,YES
0.5251115268383941,YES
0.5947618362354297,YES
0.263778961001583,YES
0.17081594474025039,NO
0.07281623255144626,NO
0.31227514750323787,YES
0.4892790329543819,NO
0.32551446251259175,YES
0.2678083177435603,NO
0.4107065764858253,NO
0.355878543675349,NO
0.32767304648150813,NO
0.19499208519211397,NO
0.3809181177147791,YES
0.2319758238595481,NO
0.4497049935242481,YES
0.20463376025327384,NO
0.36796661390128077,YES
0.2807598215570586,NO
0.3465246798100446,NO
0.3353000431716794,NO
0.3214851057706145,NO
0.39761116707439925,YES
0.14649589869045906,NO
0.21988775363361632,YES
0.27586703122751477,NO
0.13627860123758812,NO
0.42927039861850635,NO
0.25931788746582246,NO
0.20851921139732335,NO
0.2732767304648151,NO
0.22377320477766585,NO
0.20693624982011796,NO
0.2735645416606706,NO
0.4448122031947042,YES
0.3089653187508994,NO
0.35242480932508274,YES
0.4203482515469852,NO
0.32206072816232556,NO
0.2928478917829904,NO
0.12016117426967908,NO
0.13699812922722693,NO
0.12404662541372861,NO
0.1604547416894517,NO
0.3105482803281048,NO
0.1282198877536336,NO
0.28507698949489135,YES
0.4816520362642107,YES
0.302633472442078,YES
0.49071808893365954,YES
0.3319902144193409,NO
0.2531299467549287,YES
0.20621672183047918,NO
0.12246366383652325,NO
0.17858684702834937,NO
0.45215138868901994,NO
0.4992085192113973,NO
0.19254569002734206,NO
0.31385810908044326,NO
0.2937113253705569,NO
0.12505396459922288,NO
0.5036695927471578,NO
0.7382357173694056,YES
0.3807742121168513,NO
0.29327960857677365,YES
0.1774356022449273,NO
0.17801122463663838,NO
0.0790041732623399,NO
0.32263635055403656,NO
0.23442221902432006,NO
0.28162325514462516,NO
0.47517628435746145,NO
0.23183191826162036,NO
0.5066916103036408,NO
0.7690315153259462,YES
0.7336307382357175,YES
0.8120592891063462,YES
0.2568714923010505,YES
0.2636350554036552,NO
0.48568139300618796,YES
0.2630594330119442,NO
0.2217585264066772,NO
0.09656065620952654,NO
0.28133544394876964,NO
0.4524391998848755,NO
0.3092531299467549,NO
0.2770182760109368,NO
0.25701539789897826,NO
0.1735501511008778,NO
0.2810476327529141,NO
0.6880126636926176,YES
0.2777378040005756,NO
0.3432148510577062,YES
0.3099726579363938,NO
0.29399913656641247,NO
0.27471578644409267,NO
0.08634335875665564,NO
0.2326953518491869,NO
0.18952367247085908,NO
0.1739818678946611,NO
0.27543531443373154,NO
0.28809900705137437,NO
0.797237012519787,YES
0.5894373291121024,YES
0.46064181896675777,YES
0.6730464815081307,YES
0.31774356022449274,NO
0.34609296301626136,YES
0.3410562670887898,NO
0.09051662109656067,NO
0.0886458483234998,NO
0.15570585695783565,NO
0.4731616059864729,NO
0.1912505396459922,NO
0.1664987768024176,NO
0.17369405669880558,NO
0.06245502950064757,NO
0.19038710605842568,NO
0.762555763419197,YES
0.1020290689307814,NO
0.3955964887034106,YES
0.33386098719240176,NO
0.38134983450856247,NO
0.29457475895812346,NO
0.15124478342207512,NO
0.14923010505108647,NO
0.2483810620233127,NO
0.12620520938264498,NO
0.44668297596776513,NO
0.21873650885019427,NO
0.6870053245071233,YES
0.5331702403223485,YES
0.682400345373435,YES
0.195567707583825,YES
0.1981580083465247,NO
0.3784717225500072,YES
0.1427543531443373,NO
0.21168513455173402,NO
0.05079867606849906,NO
0.834220751187221,YES
0.19182616203770325,YES
0.6085767736364944,YES
0.3955964887034106,YES
0.379766872931357,NO
0.15354727298891924,NO
0.5278457331990214,YES
0.22679522233414878,NO
0.48798388257303216,YES
0.13829327960857676,NO
0.3789034393437905,NO
0.20118002590300763,NO
0.1980141027485969,NO
0.15887178011224637,NO
0.17196718952367246,YES
0.12620520938264496,NO
0.34120017268671754,YES
0.3210533889768312,NO
0.21916822564397753,YES
0.3990502230536768,NO
0.24492732767304645,NO
0.5363361634767593,NO
0.2161462080874946,NO
0.5038134983450856,YES
0.4343070945459778,NO
0.3285364800690747,YES
0.3167362210389984,NO
0.3524248093250828,NO
0.5032378759533745,YES
0.3537199597064326,NO
0.22118290401496618,NO
0.6419628723557346,YES
0.248812778817096,NO
0.2157144912937113,NO
0.8850194272557201,YES
0.26075694344510003,NO
0.6307382357173694,YES
0.23456612462224777,NO
0.4699956828320622,NO
0.4468268815656929,NO
0.36695927471578643,NO
0.24636638365232408,NO
0.3010505108648726,NO
0.1870772773060872,NO
0.5144625125917398,NO
0.19470427399625845,NO
0.379766872931357,NO
0.2724132968772485,NO
0.2570153978989783,NO
0.5279896387969492,NO
0.26176428263059437,NO
0.5318750899409987,YES
0.46927615484242335,NO
0.5002158583968916,YES
0.10073391854943158,NO
0.038278889048784,NO
0.34206360627428406,YES
0.3879694920132393,YES
0.451000143905598,YES
0.3187508994099871,YES
0.3216290113685423,NO
0.06849906461361348,NO
0.5757662973089653,YES
0.39286228234278314,NO
0.46193696934810763,YES
0.1434738811339761,NO
0.3262339905022305,NO
0.3400489279032955,NO
0.2806159159591308,NO
0.05151820405813786,NO
0.24420779968340764,YES
0.049503525687149226,NO
0.4320046049791337,YES
0.33472442077996833,NO
0.34753201899553887,YES
0.4747445675636782,NO
0.31846308821413155,NO
0.42265074111382933,NO
0.15210821700964167,NO
0.3355878543675349,YES
0.31097999712188806,NO
0.2708303353000432,YES
0.22132680961289392,NO
0.2227658655921715,NO
0.5875665563390416,YES
0.2538494747445676,NO
0.2231975823859548,NO
0.5898690459058857,YES
0.7170815944740251,NO
0.20607281623255144,NO
0.9267520506547704,YES
0.214707152108217,NO
0.7385235285652613,YES
0.3825010792919845,NO
0.4958986904590589,NO
0.2509713627860124,NO
0.1696646999568283,NO
0.2413296877248525,NO
0.519211397323356,NO
0.2239171103755936,NO
0.6128939415743273,NO
0.13009066052669446,NO
0.3691178586847028,NO
0.3050798676068499,NO
0.2541372859404231,NO
0.547272988919269,NO
0.32551446251259175,NO
0.6075694344510002,YES
0.5016549143761693,NO
0.538350841847748,YES
0.2977406821125342,NO
0.012375881421787307,NO
0.09296301626133256,YES
0.26895956252698233,YES
0.2810476327529141,YES
0.07598215570585697,YES
0.09943876816808174,NO
0.0,NO
0.15915959130810187,YES
0.2236292991797381,NO
0.09152396028205496,YES
0.12893941574327242,NO
0.26075694344510003,NO
0.2352856526118866,NO
0.24276874370413007,NO
0.07684558929342353,NO
0.2236292991797381,YES
0.07425528853072386,NO
0.23528565261188655,YES
0.38120592891063465,NO
0.34738811339761116,YES
0.00748309109224349,NO
0.0886458483234998,NO
0.11512447834220753,NO
0.03626421067779537,NO
0.08260181321053389,YES
0.04029356741977263,NO
0.13512735645416607,YES
0.5649733774643834,YES
0.055259749604259605,YES
0.6095841128219888,NO
0.5972082314002015,NO
0.29658943732911214,NO
0.20261908188228522,NO
0.33040725284213557,YES
0.7907612606130379,YES
0.3030651892358613,NO
0.09497769463232121,NO
0.26176428263059437,NO
0.08231400201467838,NO
0.3357317599654627,NO
0.23053676788027055,NO
0.19398474600661966,NO
0.23686861418909197,YES
0.12260756943445102,NO
0.40595769175420926,YES
0.023312706864297025,NO
0.41545546121744137,YES
0.040149661821844866,NO
0.161462080874946,NO
0.11929774068211253,NO
0.18146495898690462,NO
0.15757662973089653,NO
0.2991797380918118,NO
0.3888329256008059,NO
0.12922722693912791,NO
0.10663404806446972,NO
0.28406965030939707,NO
0.42739962584544544,YES
0.1519643114117139,YES
0.13009066052669446,YES
0.4415023744423658,YES
0.11080731040437473,NO
0.31357029788458773,NO
0.958123471003022,YES
0.1352712620520938,NO
0.5285652611886602,YES
0.09598503381781552,NO
0.43804864009209965,NO
0.47042739962584545,NO
0.406677219743848,NO
0.10677795366239748,NO
0.20564109943876815,YES
0.1834796373578932,NO
0.46107353576054116,YES
0.10404374730177005,NO
0.2836379335156138,YES
0.18060152539933802,NO
0.2653619225787883,NO
0.4353144337314722,NO
0.15527414016405236,NO
0.41272125485681393,YES
0.39185494315728886,NO
0.8394013527126205,YES
0.16980860555475608,NO
0.06849906461361348,NO
0.8604115700100734,YES
0.33328536480069076,YES
0.27471578644409267,YES
0.340912361490862,YES
0.3732911210246079,NO
0.3262339905022305,NO
0.42265074111382933,YES
0.31486544826593754,NO
0.43517052813354445,YES
0.14246654194848177,NO
0.31357029788458773,NO
0.2396028205497194,NO
0.2512591739818679,NO
0.12231975823859549,NO
0.20463376025327384,YES
0.11282198877536335,NO
0.6287235573463807,YES
0.283494027917686,NO
0.2267952223341488,YES
0.42250683551590157,NO
0.30910922434882715,NO
0.4325802273708447,NO
0.34882716937688873,NO
0.6534753201899554,YES
0.3371708159447403,NO
0.33659519355302925,YES
0.1790185638221327,NO
0.14404950352568713,NO
0.9443085336019572,YES
0.233846596632609,YES
0.3019139444524392,YES
0.4747445675636782,YES
0.3125629586990934,NO
0.24809325082745717,NO
0.528709166786588,YES
0.15887178011224637,NO
0.5760541085048209,YES
0.14735933227802558,NO
0.21369981292272267,NO
0.21067779536623973,NO
0.07641387249964024,NO
0.2786012375881422,NO
0.28550870628867464,YES
0.2701108073104044,NO
0.6654194848179594,YES
0.24104187652899697,NO
0.36206648438624267,YES
0.3246510289250252,NO
0.25946179306375017,NO
0.5066916103036408,NO
0.2470859116419629,NO
0.5258310548280328,YES
0.4836667146351994,NO
0.47229817239890637,YES
0.11670743991941289,NO
0.14879838825730318,NO
0.5606562095265506,YES
0.1860699381205929,YES
0.09598503381781552,YES
0.4666858540797236,YES
0.09584112821988776,NO
0.0659087638509138,NO
0.9830191394445245,YES
0.13023456612462223,NO
0.7635631026046913,YES
0.11253417757950786,NO
0.4261044754640956,NO
0.18204058137861562,NO
0.24449561087926316,NO
0.13656641243344364,NO
0.1342639228665995,YES
0.1321053388976831,NO
0.48467405382069356,YES
0.07785292847891784,NO
0.30925312994675497,YES
0.1984458195423802,NO
0.47704705713052237,NO
0.43704130090660526,NO
0.1434738811339761,NO
0.42049215714491295,YES
0.44193409123614913,NO
0.7001007339185494,YES
0.15153259461793062,NO
0.15930349690602963,NO
0.19139444524392,YES
0.6717513311267808,YES
0.3673909915095697,YES
0.2221902432004605,YES
0.13555907324794933,NO
0.06562095265505828,NO
0.30781407396747734,YES
0.2839257447114693,NO
0.21988775363361637,YES
0.1899553892646424,NO
0.35832493884012084,NO
0.4076845589293424,NO
0.34897107497481655,NO
0.3453734350266226,NO
0.34076845589293425,YES
0.32378759533745866,NO
0.5392142754353144,YES
0.21729745287091667,NO
0.43963160166930493,YES
0.17383796229673332,NO
0.44826593754497057,NO
0.21772916966469993,NO
0.20434594905741832,NO
0.4061015973521371,YES
0.17095985033817812,NO
0.1739818678946611,YES
0.1587278745143186,NO
0.16290113685422364,NO
0.40897970931069216,YES
0.5593610591452008,YES
0.5793639372571593,YES
0.3734350266225356,YES
0.12706864297021153,NO
0.09987048496186503,NO
0.5495754784861132,YES
0.2501079291984459,NO
0.43761692329831636,YES
0.1790185638221327,NO
0.20866311699525114,NO
0.1349834508562383,NO
0.10130954094114261,NO
0.29169664699956827,NO
0.4661102316880127,YES
0.2408979709310692,NO
0.8821413152971651,YES
0.14304216434019282,NO
0.6757806878687581,YES
0.22722693912793204,NO
0.210533889768312,NO
0.41545546121744137,NO
0.17988199740969923,NO
0.4577637070082027,YES
0.3597639948193985,NO
0.3377464383364513,YES
0.24348827169376888,NO
0.042596056986616775,NO
0.1846308821413153,NO
0.3180313714203482,NO
0.08317743560224493,NO
0.1523960282054972,NO
0.12447834220751187,NO
0.0484961865016549,NO
0.5891495179162469,NO
0.4451000143905598,NO
0.12764426536192258,NO
0.13728594042308245,NO
0.85292847891783,YES
0.6288674629443085,YES
0.7252842135559073,YES
0.09612893941574328,NO
0.08821413152971651,NO
0.10059001295150381,NO
0.06231112390271982,NO
0.20909483378903437,NO
0.168657360771334,NO
0.08130666282918406,NO
