UPPERTRACED_MAX_RAW_LSA_MAX.csv,Associated
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.3704366499642091,YES
0.6423287998091148,NO
0.33799999999999997,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.2179,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.880935337628251,YES
0.7560248150799332,YES
0.3362,NO
0.5155094249582438,NO
0.6783583870198044,NO
0.5031018849916488,NO
0.6846814602720115,YES
0.806370794559771,YES
0.1364,NO
0.41684562157003097,NO
0.623240276783584,NO
0.382605583392985,NO
0.35194464328322606,NO
0.6329038415652589,NO
0.3796230016702458,NO
0.4533524218563589,YES
0.7500596516344548,NO
0.6218086375566692,YES
0.14387974230493922,NO
0.3399,YES
0.4032450489143403,NO
0.7662848962061561,NO
0.6491290861369603,NO
0.21224051539012173,NO
0.8087568599379623,NO
0.4374850870913864,NO
0.5847053209257934,NO
0.18360773085182536,NO
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.4574,YES
0.6423287998091148,NO
0.24779288952517306,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.1755,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.880935337628251,YES
0.7560248150799332,YES
0.3356,NO
0.5155094249582438,NO
0.6783583870198044,NO
0.5031018849916488,NO
0.6846814602720115,YES
0.806370794559771,YES
0.1731,NO
0.41684562157003097,NO
0.623240276783584,NO
0.382605583392985,NO
0.35194464328322606,NO
0.6329038415652589,NO
0.3796230016702458,NO
0.4533524218563589,YES
0.7500596516344548,NO
0.6218086375566692,YES
0.14387974230493922,NO
0.3320209973753281,YES
0.4032450489143403,NO
0.7662848962061561,NO
0.6491290861369603,NO
0.21224051539012173,NO
0.8087568599379623,NO
0.4374850870913864,NO
0.5847053209257934,NO
0.18360773085182536,NO
0.779288952517299,NO
0.7350274397518493,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.7710570269625389,YES
0.7630637079455977,NO
0.6920782629444047,NO
0.7308518253400145,YES
1.0,NO
0.8469339059890242,YES
0.9249582438558815,NO
0.8363159150560726,NO
0.7198759246003341,NO
0.6907659269863995,NO
0.6824146981627297,NO
0.7474349797184443,YES
0.7065139584824625,NO
0.7465998568360774,YES
0.6932712956335004,NO
0.8496778811739442,YES
0.7981388690050107,NO
0.8302314483416846,NO
0.8647100930565499,NO
0.7802433786685756,NO
0.891434025292293,YES
0.865783822476736,NO
0.8252207110474827,YES
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.4028,YES
0.6423287998091148,NO
0.2904,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.2019,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.779288952517299,NO
0.7350274397518493,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.7710570269625389,YES
0.7630637079455977,NO
0.6920782629444047,NO
0.7308518253400145,YES
1.0,NO
0.8469339059890242,YES
0.9249582438558815,NO
0.8363159150560726,NO
0.7198759246003341,NO
0.6907659269863995,NO
0.6824146981627297,NO
0.7474349797184443,YES
0.7065139584824625,NO
0.7465998568360774,YES
0.6932712956335004,NO
0.8496778811739442,YES
0.7981388690050107,NO
0.8302314483416846,NO
0.8647100930565499,NO
0.7802433786685756,NO
0.891434025292293,YES
0.865783822476736,NO
0.8252207110474827,YES
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.3704366499642091,YES
0.6423287998091148,NO
0.24779288952517306,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.2256,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.3704366499642091,YES
0.6423287998091148,NO
0.24779288952517306,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.1309,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.3704366499642091,YES
0.6423287998091148,NO
0.24779288952517306,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.1912,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.6493676926747793,NO
0.5981865903125746,NO
0.5404438081603437,NO
0.6391076115485564,NO
0.7096158434741112,NO
0.8432355046528276,NO
0.772130756382725,NO
0.22011453113815327,NO
0.2877594846098783,NO
0.4397,YES
0.6423287998091148,NO
0.24779288952517306,YES
0.3990694345025054,NO
0.7380100214745884,NO
0.4498926270579815,NO
0.6744213791457887,NO
0.8883321403006443,NO
0.5785015509424959,NO
0.4040801717967073,NO
0.1702,NO
0.6579575280362683,NO
0.5994989262705799,YES
0.836196611787163,YES
0.520997375328084,YES
0.5833929849677881,YES
0.7480314960629922,NO
0.8340491529467907,YES
0.28095919828203303,NO
0.8130517776187068,NO
0.7568599379623002,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.9234073013600574,YES
0.8444285373419232,NO
0.6920782629444047,NO
0.7832259603913148,YES
0.7007874015748032,NO
0.8722261989978526,YES
0.677881173944166,NO
0.8363159150560726,NO
0.7223812932474349,NO
0.6907659269863995,NO
0.7304939155332857,NO
0.7474349797184443,YES
0.7587687902648533,NO
0.7465998568360774,YES
0.5934144595561919,NO
0.8496778811739442,YES
0.7981388690050107,NO
0.6855165831543785,NO
0.8647100930565499,NO
0.7802433786685756,NO
0.891434025292293,YES
0.8925077547124791,NO
0.8252207110474827,YES
0.5980672870436651,NO
0.6949415413982344,NO
0.5244571701264615,YES
0.26723932235743264,NO
0.4261512765449773,NO
0.7525650202815558,YES
0.767716535433071,NO
0.4485802910999762,NO
0.7832259603913148,YES
0.3010021474588404,NO
0.7570985445001193,YES
0.2996898115008352,NO
0.4886661894535911,NO
0.5577427821522309,NO
0.4092102123598187,NO
0.5943688857074685,NO
0.5277976616559295,NO
0.4495347172512527,NO
0.3673,NO
0.16690527320448584,NO
0.3849916487711764,NO
0.4346218086375567,NO
0.5513004056311143,NO
0.3767,NO
0.4931997136721546,NO
0.6972083035075162,YES
0.6864710093056551,NO
0.5425912670007159,YES
0.779288952517299,NO
0.7350274397518493,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.7710570269625389,YES
0.7630637079455977,NO
0.6920782629444047,NO
0.7308518253400145,YES
1.0,NO
0.8469339059890242,YES
0.9249582438558815,NO
0.8363159150560726,NO
0.7198759246003341,NO
0.6907659269863995,NO
0.6824146981627297,NO
0.7474349797184443,YES
0.7065139584824625,NO
0.7465998568360774,YES
0.6932712956335004,NO
0.8496778811739442,YES
0.7981388690050107,NO
0.8302314483416846,NO
0.8647100930565499,NO
0.7802433786685756,NO
0.891434025292293,YES
0.865783822476736,NO
0.8252207110474827,YES
0.643402529229301,NO
0.6472202338344071,NO
0.6753758052970651,YES
0.2678358387019805,NO
0.41517537580529706,NO
0.9234073013600574,YES
0.675137198759246,NO
0.3963254593175853,NO
0.5811262228585063,YES
0.26282510140777865,NO
0.8722261989978526,YES
0.4213791457885946,NO
0.5072774994034838,NO
0.6548556430446194,NO
0.5087091386303986,NO
0.3833214030064425,NO
0.6448341684562158,NO
0.3869005010737294,NO
0.5007158196134575,NO
0.30994989262705797,NO
0.5126461465044143,NO
0.3872584108804582,NO
0.4529945120496303,NO
0.416010498687664,NO
0.6879026485325699,NO
0.7625864948699596,YES
0.8525411596277739,NO
0.6123836793128132,YES
0.779288952517299,NO
0.7350274397518493,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.7710570269625389,YES
0.7630637079455977,NO
0.6920782629444047,NO
0.7308518253400145,YES
1.0,NO
0.8469339059890242,YES
0.9249582438558815,NO
0.8363159150560726,NO
0.7198759246003341,NO
0.6907659269863995,NO
0.6824146981627297,NO
0.7474349797184443,YES
0.7065139584824625,NO
0.7465998568360774,YES
0.6932712956335004,NO
0.8496778811739442,YES
0.7981388690050107,NO
0.8302314483416846,NO
0.8647100930565499,NO
0.7802433786685756,NO
0.891434025292293,YES
0.865783822476736,NO
0.8252207110474827,YES
0.880935337628251,YES
0.7560248150799332,YES
0.3634,NO
0.5155094249582438,NO
0.6783583870198044,NO
0.5031018849916488,NO
0.6846814602720115,YES
0.806370794559771,YES
0.1404,NO
0.41684562157003097,NO
0.623240276783584,NO
0.382605583392985,NO
0.35194464328322606,NO
0.6329038415652589,NO
0.3796230016702458,NO
0.4533524218563589,YES
0.7500596516344548,NO
0.6218086375566692,YES
0.14387974230493922,NO
0.3320209973753281,YES
0.4032450489143403,NO
0.7662848962061561,NO
0.6491290861369603,NO
0.21224051539012173,NO
0.8087568599379623,NO
0.4374850870913864,NO
0.5847053209257934,NO
0.18360773085182536,NO
0.8130517776187068,NO
0.7568599379623002,NO
0.81770460510618,YES
0.904438081603436,YES
0.8289191123836793,YES
0.9234073013600574,YES
0.8444285373419232,NO
0.6920782629444047,NO
0.7832259603913148,YES
0.7007874015748032,NO
0.8722261989978526,YES
0.677881173944166,NO
0.8363159150560726,NO
0.7223812932474349,NO
0.6907659269863995,NO
