LOWERTRACED_SUM_RAW_LSA_MAX.csv,Associated
0.25881004103306776,NO
0.25881004103306776,NO
0.7094496741491672,NO
0.5616904014804086,NO
0.5616904014804086,NO
0.7094496741491672,NO
0.25881004103306776,NO
0.25881004103306776,NO
0.7094496741491672,NO
0.5562595542682436,YES
0.7094496741491672,NO
0.5562595542682436,YES
0.28015125915198325,NO
0.28015125915198325,NO
0.28015125915198325,NO
0.25881004103306776,NO
0.5616904014804086,NO
0.25881004103306776,NO
0.5616904014804086,NO
0.25881004103306776,NO
0.5616904014804086,NO
0.5562595542682436,YES
0.5562595542682436,YES
0.5562595542682436,YES
0.5562595542682436,YES
0.7094496741491672,NO
0.5562595542682436,YES
0.7094496741491672,NO
0.1771864188591198,YES
0.2444,YES
0.5909968621771662,NO
0.6078123742859439,NO
0.6078123742859439,NO
0.5909968621771662,NO
0.3947,YES
0.1771864188591198,YES
0.5909968621771662,NO
0.212104755008448,NO
0.5909968621771662,NO
0.212104755008448,NO
0.1797,NO
0.174189395767962,NO
0.174189395767962,NO
0.2811,YES
0.6078123742859439,NO
0.1771864188591198,YES
0.6078123742859439,NO
0.3399,YES
0.6078123742859439,NO
0.212104755008448,NO
0.212104755008448,NO
0.212104755008448,NO
0.212104755008448,NO
0.5909968621771662,NO
0.212104755008448,NO
0.5909968621771662,NO
0.4697883981012148,NO
0.4697883981012148,NO
0.6848901762008205,NO
0.5583916646552416,NO
0.5583916646552416,NO
0.6848901762008205,NO
0.4697883981012148,NO
0.4697883981012148,NO
0.6848901762008205,NO
0.5805374527315149,YES
0.6848901762008205,NO
0.5805374527315149,YES
0.22829672540027354,NO
0.22829672540027354,NO
0.22829672540027354,NO
0.4697883981012148,NO
0.5583916646552416,NO
0.4697883981012148,NO
0.5583916646552416,NO
0.4697883981012148,NO
0.5583916646552416,NO
0.5805374527315149,YES
0.5805374527315149,YES
0.5805374527315149,YES
0.5805374527315149,YES
0.6848901762008205,NO
0.5805374527315149,YES
0.6848901762008205,NO
0.19068307989379674,YES
0.19068307989379674,YES
0.7018062595542681,NO
0.6999557486523452,NO
0.6999557486523452,NO
0.7018062595542681,NO
0.3435,YES
0.19068307989379674,YES
0.7018062595542681,NO
0.23895727733526426,NO
0.7018062595542681,NO
0.23895727733526426,NO
0.2289,NO
0.21105881406388285,NO
0.21105881406388285,NO
0.1923,YES
0.6999557486523452,NO
0.19068307989379674,YES
0.6999557486523452,NO
0.3081,YES
0.6999557486523452,NO
0.23895727733526426,NO
0.23895727733526426,NO
0.23895727733526426,NO
0.23895727733526426,NO
0.7018062595542681,NO
0.23895727733526426,NO
0.7018062595542681,NO
0.21594657655483146,NO
0.21594657655483146,NO
0.9866039102099926,YES
0.4844315713251266,YES
0.4844315713251266,YES
0.9866039102099926,YES
0.21594657655483146,NO
0.21594657655483146,NO
0.9866039102099926,YES
0.4891584198246037,NO
0.9866039102099926,YES
0.4891584198246037,NO
0.2165,NO
0.2085847614450076,NO
0.2085847614450076,NO
0.21594657655483146,NO
0.4844315713251266,YES
0.21594657655483146,NO
0.4844315713251266,YES
0.21594657655483146,NO
0.4844315713251266,YES
0.4891584198246037,NO
0.4891584198246037,NO
0.4891584198246037,NO
0.4891584198246037,NO
0.9866039102099926,YES
0.4891584198246037,NO
0.9866039102099926,YES
0.3784697079411054,NO
0.3784697079411054,NO
