NONETRACED_RFSMOTE_SINGLE_LSA_SUM.csv,Associated
0.04701881100523576,NO
0.18625940912848626,NO
0.06025903203817314,NO
0.14429215797183428,NO
0.04251983350012329,NO
0.2325806030544316,NO
0.08044061552741882,NO
0.07207211127064933,NO
0.7500659908047979,NO
0.19408983451536643,YES
0.06777763274304197,NO
0.2416858837691627,YES
0.17672337524837198,NO
0.1343558282208589,NO
0.1338104976141786,NO
0.13264006729611744,NO
0.030402181322426718,NO
0.18840447287125273,NO
0.033197000681663265,NO
0.18882507360512843,NO
0.20549826683490696,NO
0.07888874385415309,YES
0.0370824812542604,YES
0.0959781867757328,YES
0.24740025236044036,YES
0.1040058594033271,NO
0.031083844580777092,YES
0.06441717791411042,NO
0.055351056578050443,YES
0.17788220278756764,YES
0.2114519427402863,NO
0.08991138377641447,NO
0.06053169734151329,NO
0.0870846567752977,NO
0.25132924335378326,YES
0.07651887627086687,YES
0.13326951804957288,NO
0.054260395364689844,NO
0.04914792092706204,NO
0.054396728016359926,NO
0.10477164280845264,NO
0.12980898925292608,NO
0.08800272665303341,NO
0.21740271795094926,YES
0.16502342310983487,NO
0.07353551175506534,YES
0.005521472392638033,NO
0.21397409679618268,YES
0.010361281526925697,NO
0.06489434219495571,NO
0.03469665985003408,NO
0.06646216768916155,NO
0.09496004293028182,NO
0.1119972733469666,NO
0.05855487389229721,NO
0.050988411724608045,NO
0.23121727653773083,NO
0.11585084627768352,NO
0.07300613496932515,NO
0.2065802259641184,NO
0.09984771352738983,NO
0.09584185412406271,NO
0.08214042263122018,NO
0.045980362296770085,NO
0.13135650988411726,NO
0.2940695296523518,YES
0.09154737559645537,NO
0.1196319018404908,YES
0.1220177232447171,NO
0.17357177043902014,NO
0.12788002726653036,NO
0.1130879345603272,NO
0.13028615353377132,NO
0.06871165644171778,NO
0.11499659168370827,NO
0.10190865712338104,NO
0.13237900477164283,NO
0.3156463473001785,YES
0.3156303934792383,YES
0.23128834355828223,YES
0.13200626550058742,YES
0.09536468984321744,NO
0.1281367387489304,YES
0.06755282890252215,NO
0.11460789859171272,YES
0.10593047034764827,YES
0.2110429447852761,NO
0.09556918882072257,NO
0.08500340831629177,NO
0.10951137797502503,NO
0.23093155810816693,YES
0.08151097187776474,YES
0.3033212954502605,NO
0.047171097477845945,NO
0.07525562372188138,NO
0.04274028629856851,NO
0.13830947511929106,NO
0.16811846437221717,NO
0.12372188139059304,NO
0.11336059986366734,YES
0.1759982015692759,NO
0.03824130879345604,YES
0.003476482617586908,NO
0.19229720518064078,YES
0.009952283571915469,NO
0.06755282890252215,NO
0.04430811179277437,NO
0.06271301976823451,NO
0.06855936996910761,NO
0.13231083844580777,NO
0.07436946148602591,NO
0.07280163599182005,NO
0.08964306951514889,NO
0.6805725971370145,NO
0.07798227675528291,YES
0.23950456134244155,YES
0.21148820142424113,YES
0.07975460122699388,YES
0.03858214042263123,NO
0.2231939549522111,NO
0.1256305385139741,YES
0.07736877982276757,NO
0.07259713701431494,YES
0.08064076346284937,NO
0.2748915865349752,NO
0.18662779735746712,NO
0.23013821810323573,NO
0.021267893660531695,NO
0.14028629856850716,YES
0.03468070602909397,NO
0.300806393131155,YES
0.10787538615498413,NO
0.19961130690800447,YES
0.04686652453262557,NO
0.08643925220090212,NO
0.08036809815950921,NO
0.3495308126296249,NO
0.09918200408997957,YES
0.047989093387866395,NO
0.0883276044612685,YES
0.36309156042872276,NO
0.04667797937606057,NO
0.1749191431347808,NO
0.1872891557528028,NO
0.21856589653221947,NO
0.14173809627405765,NO
0.12607579515293912,NO
0.18180829308619414,NO
0.1396771526780664,NO
0.2568507157464213,YES
0.10427852470666726,NO
0.18023176550783915,YES
0.16123366546287834,NO
0.1019768234492161,NO
0.09740967961826857,NO
0.033590044815733376,NO
0.3289721388272492,NO
0.034067209096578635,NO
0.07053619341832368,NO
0.11990456714383094,NO
0.0849192881695166,NO
0.2624244006439543,YES
0.2284935241990457,YES
0.18703244427040278,YES
0.3971022059783319,YES
0.17752541733745233,NO
0.1887931659632482,YES
0.09252200902116056,NO
0.07842753339424793,NO
0.1365618065526694,NO
0.11316045192823682,YES
0.27438976634904066,YES
0.1838126731352159,YES
0.1020130821331709,YES
0.08611437439266706,NO
0.12497353116071303,NO
0.16675513785551643,YES
0.15937286980231766,NO
0.054533060668029994,YES
0.08173142467620997,NO
0.1792977418091633,NO
0.15753237900477166,NO
0.24569609421456443,NO
0.2118536889585056,NO
0.13531015678254943,YES
0.13640516903798458,NO
0.19008397511203934,YES
0.10807988513248923,NO
0.2289590857010254,YES
0.2669842927381108,NO
0.20516903798459732,NO
0.1921652235710453,NO
0.06712787712657181,NO
0.13988165165557154,YES
0.08735732207863786,NO
0.10167225050399573,YES
0.16575294783100553,NO
0.06206761519383892,NO
0.26060856575149755,NO
0.1117927743694615,NO
0.24726827075084482,NO
0.11840490797546013,NO
0.19648000696166734,NO
0.11598717892935359,NO
0.13304471420905306,NO
0.11785957736877983,YES
0.15068383877938768,NO
0.149079754601227,YES
0.15398773006134972,NO
0.1645738154287952,NO
0.14986584286936724,NO
0.03311288053488811,NO
0.15537571248313975,NO
0.12197421282397136,NO
0.3627188211576673,NO
0.13605998636673483,NO
0.04969325153374234,NO
0.1103612815269257,YES
0.08077709611451941,YES
0.1263644142772194,YES
0.2811585374697241,YES
0.18972718966192403,NO
0.32728393450231336,YES
0.1020130821331709,NO
0.13398743999187807,NO
0.08805493915792834,NO
0.13496932515337423,NO
0.116359918200409,NO
0.1381774935096956,NO
0.1239945466939332,NO
0.07355146557600545,NO
0.04819359236537151,NO
0.13210633946830266,NO
0.21595092024539878,YES
0.14205862304021813,NO
0.10061349693251534,YES
0.07300613496932515,NO
0.24993110850048586,NO
0.026380368098159503,NO
0.28087426938751836,NO
0.13074736399367648,NO
0.22562328677718319,NO
0.19359236537150648,NO
0.07150647580095432,NO
0.17443762781186095,NO
0.2723085178900347,YES
0.2794703331447882,YES
0.31908657123381057,YES
0.1038173142467621,YES
0.11383776414451263,NO
0.16448534423994546,YES
0.09993183367416497,NO
0.08036809815950921,NO
0.10721402775964844,NO
0.18792295754833285,NO
0.17092923755239378,NO
0.3103583808322094,NO
0.1065439672801636,NO
0.24210358380832211,NO
0.13686637949788974,NO
0.1741533597296553,NO
0.22624403544648944,YES
0.1068847989093388,NO
0.12426721199727336,YES
0.1938012153910862,NO
0.12140422631220177,NO
0.1190865712338105,NO
0.05973400629450753,NO
0.3107876836502343,NO
0.03188588666985743,NO
0.20958824638500922,NO
0.11261077027948194,NO
0.16473045294347996,NO
0.30104279975054027,YES
0.22044989775051127,YES
0.318109037114389,YES
0.39667725420238154,YES
0.19066556440267443,NO
0.19133127384008472,YES
0.06189502385821404,NO
0.04633714774688539,NO
0.23399614207602729,NO
0.0849033343485765,NO
0.2225151923885771,NO
0.1520674701591031,NO
0.14208327894530742,NO
0.28457990688769963,NO
0.1200655557005903,NO
0.15165847220409287,NO
0.36902493147108734,YES
0.0671641358105266,NO
0.21478048992733761,YES
0.17016345414726827,NO
0.12188139059304703,NO
0.1361803651974648,NO
0.08366038666260572,NO
0.0818358496859998,NO
0.11096317568057551,NO
0.10675281729974329,NO
0.17081320976373843,NO
0.6368852340135464,NO
0.2701475003263282,YES
0.22193360309794194,YES
0.39936764855182827,YES
0.11147224760330102,YES
0.16302629479760405,NO
0.05916837082481254,YES
0.1512857329330375,NO
0.08415350476439107,NO
0.01301976823449216,NO
0.358591132576252,YES
0.07982276755282891,YES
0.06591683708248125,YES
0.2633671264267793,YES
0.25079261483125215,NO
0.05487389229720518,NO
0.2049079754601227,YES
0.06317423022813964,NO
0.22097927453625146,YES
0.06896836792411784,NO
0.12753919563735516,NO
0.08425357873210634,NO
0.08275391956373551,NO
0.11628014909570841,NO
0.0934763375828511,YES
0.0709292375523938,NO
0.1437627811860941,YES
0.1274028629856851,NO
0.07232447171097478,YES
0.06891615541922291,NO
0.03680981595092025,NO
0.18847989093387868,NO
0.07857981986685811,NO
0.25748451754195134,YES
0.18279017824769034,NO
0.1821447736732948,YES
0.1049079754601227,NO
0.1602474292593076,NO
0.22733469665985004,YES
0.15825030094707684,NO
0.11591901260351856,NO
0.29478745159465697,YES
0.13582357974734952,NO
0.05705521472392639,NO
0.35364689843217456,YES
0.11247443762781187,NO
0.4114446910034954,YES
0.08643490115882754,NO
0.32079943146383566,NO
0.27313086484212973,NO
0.17728465967599238,NO
0.18586201395234161,NO
0.16056795602546808,NO
0.09207675238219556,NO
0.2616586172388288,NO
0.25522777705260413,NO
0.19103830367372987,NO
0.1760098043481414,NO
0.10388548057259714,NO
0.297073199031168,NO
0.12745507549058002,NO
0.2554032690829454,YES
0.4723099682373929,NO
0.6568014039362429,YES
0.16720474553655604,NO
0.03609624505068964,NO
0.19449883247037666,YES
0.18723694324790785,YES
0.14892746812861682,YES
0.13312883435582823,YES
0.2983814123482575,NO
0.11611190880215813,NO
0.24559166920477457,YES
0.1554714354087804,NO
0.16005453306066802,YES
0.08592582923610204,NO
0.1579935894646768,NO
0.22429186790236266,NO
0.17989528492073853,NO
0.01336059986366735,NO
0.22066309881216553,YES
0.012406271301976825,NO
0.18082930861941435,YES
0.15273317959651336,NO
0.12718241018723986,YES
0.160174911891398,NO
0.2712106049398832,NO
0.19684839519064815,NO
0.10451928236812719,NO
0.1769278742258771,YES
0.20283542908526592,NO
0.14625302760011025,YES
0.0937968643490116,NO
0.09447852760736197,NO
0.24683026584867077,YES
0.1168892949861492,NO
0.25422123598601865,NO
0.26837082481254265,YES
0.1403747697573569,NO
0.08657123381049761,NO
0.33425575425314363,YES
0.09066121336059987,NO
1.0,YES
0.08152692569870484,NO
0.1932558847844059,NO
0.23242396553974679,NO
0.21435988919346186,NO
0.13227893080392755,NO
0.15484198465532498,NO
0.15303775254173377,NO
0.23924784986004147,NO
0.2323079377510914,NO
0.17830715456351795,NO
0.22049050747654061,NO
0.29106731062089375,NO
0.34971790743883163,NO
0.17302643983233987,NO
0.3868366473770469,YES
0.22658486707566464,NO
0.7687029543575687,YES
0.13013821810323573,NO
0.05283325356422864,NO
0.06286965728291927,YES
0.15987033894617764,YES
0.11106324964829076,YES
0.1196565577455801,YES
0.008793456032719832,NO
0.032467475960492535,NO
0.13686637949788974,YES
0.06080436264485344,NO
0.08437830860491088,YES
0.05003408316291753,NO
0.18586201395234161,NO
0.23094026019231612,NO
0.1909744883899694,NO
0.08337176753832543,NO
0.0948875255623722,YES
0.08214477367329476,NO
0.13028615353377132,YES
0.1031037433465315,NO
0.09390128935880146,YES
0.18104686072314322,NO
0.030947511929107024,NO
0.058863797879592165,NO
0.16567317872630494,NO
0.21662968280903278,YES
0.2110922565954547,NO
0.2287473349867294,YES
0.39146035475496394,YES
0.015132924335378321,YES
0.2299931833674165,NO
0.0877982276755283,NO
0.08173142467620997,NO
0.11394218915430246,NO
0.15997041291389288,YES
0.23401499659168376,YES
0.07798227675528291,NO
0.06295377742969444,NO
0.08568507157464214,NO
0.027948193592365375,NO
0.12753919563735516,NO
0.22187413885625612,NO
0.08084526244035448,NO
0.0398091342876619,YES
0.1340556063177131,NO
0.14717109747784596,YES
0.0,NO
0.18575323790047718,YES
0.007975460122699382,NO
0.051806407634628494,NO
0.04546693933197001,NO
0.06809815950920248,NO
0.06359918200408998,NO
0.1306748466257669,NO
0.08452624403544651,NO
0.050170415814587595,NO
0.03946830265848671,NO
0.028084526244035443,NO
0.1914110429447853,YES
0.08994764246036926,YES
0.06595309576643607,YES
0.22709829004046472,YES
0.08495554685347143,NO
0.05743230503705637,NO
0.44121307053039205,YES
0.046216768916155414,NO
0.23933197000681664,YES
0.03442399454669393,NO
0.2186456656369201,NO
0.2835849685999798,NO
0.19276276668262052,NO
0.039536468984321754,NO
0.16062451957243762,YES
0.03496932515337423,NO
0.2594294333492872,YES
0.12526215028499327,NO
0.14550319801592482,YES
0.19053358279307894,NO
0.1770206964568014,NO
0.2753643997737458,NO
0.23655020377380379,NO
0.18445807770961145,YES
0.16094069529652352,NO
0.389326893791063,YES
0.10608710786233302,NO
0.014587593728698021,NO
0.27382413087934565,YES
0.13319700068166326,YES
0.1190865712338105,YES
0.3534917112648481,YES
0.3492494452421355,NO
0.0761939984626318,NO
0.18916155419222905,YES
0.11083844580777097,NO
0.18145875937286982,YES
0.05644171779141104,NO
0.13749147920927063,NO
0.13146093489390712,NO
0.1301657747030414,NO
0.07590537933835154,NO
0.12939999129791585,YES
0.04239945466939332,NO
0.13680981595092026,YES
0.11642808452624404,NO
0.08957055214723927,YES
0.12774369461486026,NO
0.10811179277436947,NO
0.18704839809134288,NO
0.07239263803680984,NO
0.21844116665941496,YES
0.17086107122655875,NO
0.12794819359236537,YES
0.07375596455351058,NO
0.05719154737559646,NO
0.35533510275711044,YES
0.09291070211315611,YES
0.1183367416496251,YES
0.2940419730525461,YES
0.15151778851034822,NO
0.09284253578732107,NO
0.24114055316248242,YES
0.07189951993502444,NO
0.24819359236537156,YES
0.06644621386822144,NO
0.08336741649625085,NO
0.04103612815269257,NO
0.025153374233128835,NO
0.14993400919520225,NO
0.12593946250126906,YES
0.1314087223890122,NO
0.21554192229038857,YES
0.16114954531610323,NO
0.15364689843217452,YES
0.10184049079754603,NO
0.07096114519427402,NO
0.22897068847989097,NO
0.09918200408997957,NO
0.2175869120654397,YES
0.27694817908889185,NO
0.18715282310113274,YES
0.03060668029993184,NO
0.0321745057941377,NO
0.20768684099841914,YES
0.0856531639327619,YES
0.05661430912703593,YES
0.26977476105527276,YES
0.07104961638312376,NO
0.020177232447171095,NO
0.33871847307430136,YES
0.05064758009543286,NO
0.4455002973212085,YES
0.042263122017723254,NO
0.17716428084526245,NO
0.06837082481254261,NO
0.11332869222178713,NO
0.09715731917794312,NO
0.08156318438265966,YES
0.051533742331288344,NO
0.27829555178465243,YES
0.24338714122032226,NO
0.1576368040145615,YES
0.06932515337423314,NO
0.03769597818677573,NO
0.2539920811034243,NO
0.10042930281802492,NO
0.18813905930470348,YES
0.1437627811860941,NO
0.2728698023176551,YES
0.08974314348286414,NO
0.0874777009093678,NO
0.16837952689669178,YES
0.2688682939564026,YES
0.1919926322354204,YES
0.6385212258335872,YES
0.08986352231359412,NO
0.06355132054126963,NO
0.1356350345907845,YES
0.11663258350374914,NO
0.16055635324660258,YES
0.07893660531697344,NO
0.19538499470623216,NO
0.16843899113837765,NO
0.25578471043815004,NO
0.1125266501327068,NO
0.18025207037085383,YES
0.10911833384095493,NO
0.19840026686391393,YES
0.11407852180597253,NO
0.20663243846901333,YES
0.22402355364109705,NO
0.16474640676442007,NO
0.12109965336698139,NO
0.2547187051298787,NO
0.17291041204368446,YES
0.09212896488709046,NO
0.15157435205731773,YES
0.07864798619269314,NO
0.052488070892978876,NO
0.21343311723157699,YES
0.23521008281483416,YES
0.243814993690989,YES
0.20254245891891107,YES
0.04914792092706204,NO
0.036264485344239955,NO
0.253635295653309,YES
0.1074301295160191,NO
0.29095853456902937,YES
0.07375596455351058,NO
0.18250591016548467,NO
0.052897068847989094,NO
0.030129516019086575,NO
0.10668029993183367,NO
0.3275159900796242,YES
0.1030674846625767,NO
0.40174041682983075,YES
0.13010195941928093,NO
0.3244398033328983,YES
0.09659168370824814,NO
0.12537817807364865,NO
0.18575323790047718,NO
0.2772135926554411,NO
0.16576455060987105,YES
0.15342644563372929,NO
0.1711337365298989,YES
0.0574482588579965,NO
0.00913428766189502,NO
0.07641445126107704,NO
0.12597137014314927,NO
0.028357191547375593,NO
0.04751192910702113,NO
0.14944524213549149,NO
0.05543952776690018,NO
0.15896387184730743,NO
0.12829337626361514,NO
0.03578732106339468,NO
0.09749815080711832,NO
0.2702794819359237,YES
0.4294130444241396,YES
0.2507157464212679,YES
0.034492160872528974,NO
0.19028122235275347,NO
0.03660531697341513,NO
0.01847307430129516,NO
0.13151314739880202,NO
0.04926829975779199,NO
0.02834123772643548,NO
0.10557803593960755,NO
0.080404356843464,NO
0.019154737559645536,NO
0.09713701431492844,NO
0.019154737559645536,NO
0.12576687116564417,NO
0.08123830657442457,YES
0.1792774369461486,YES
0.16987048398091345,NO
0.09495569188820724,NO
0.03776414451261077,NO
0.05375132344196435,NO
0.20654396728016358,YES
0.06741649625085208,YES
0.048261758691206545,NO
0.1003248778082351,NO
0.018609406952965236,NO
0.10388548057259714,NO
0.1100044960768104,NO
0.09930238292070953,NO
0.08875255623721884,NO
0.2208951543894763,YES
0.211517208371405,NO
0.1059986366734833,YES
0.005180640763462845,NO
0.2368779822767553,YES
0.04205862304021814,NO
0.06155419222903886,NO
0.010770279481935919,NO
0.07457396046353101,NO
0.046898432174505796,NO
0.07818677573278801,NO
0.03824130879345604,NO
0.043217450579413764,NO
0.010633946830265847,NO
0.07822738545881738,NO
0.0932877924262861,YES
0.20801171880665423,YES
0.20753455452580893,YES
0.12849787524112025,YES
0.14675484778604478,NO
0.02075882173780621,NO
0.1185412406271302,YES
0.05787321063394684,NO
0.07695978186775734,YES
0.050170415814587595,NO
0.18955894936837372,NO
0.23046309591147085,NO
0.14882739416090152,NO
0.010686159335160771,NO
0.12699386503067484,YES
0.024780634962073417,NO
0.32483719850904297,YES
0.08210851498933996,NO
0.24750032632815563,YES
0.04032255725246197,NO
0.00865712338104976,NO
0.2545301599733137,NO
0.09472363631089648,NO
0.10392173925655196,YES
0.03735514655760055,NO
0.08756182105614296,YES
0.24700285718429568,YES
0.00027266530334014646,YES
0.21901840490797547,NO
0.08827539195637357,NO
0.04403544648943422,NO
0.0842216710902261,NO
0.15083612525199788,YES
0.2674846625766872,YES
0.05800954328561691,NO
0.08060885582096913,NO
0.04839809134287661,NO
0.054396728016359926,NO
0.10095432856169054,NO
0.10487606781824249,NO
0.07225630538513975,NO
0.08885698124700867,YES
0.20853384385560342,NO
0.2032719836400818,YES
0.002522154055896387,NO
0.214519427402863,YES
0.00865712338104976,NO
0.024608043626448535,NO
0.03408316291751875,NO
0.06857532379004772,NO
0.031765507839127474,NO
0.11315610088616224,NO
0.05916837082481254,NO
0.03769597818677573,NO
0.09567361383051243,NO
0.12872267908164006,NO
0.09334000493118103,NO
0.15906829685709728,NO
