LOWERTRACED_MAX_MULTI_LSA_MEDIAN.csv,Associated
0.38317103477523323,NO
0.37892103477523326,NO
0.423612213740458,NO
0.474612213740458,NO
0.399962213740458,NO
0.41171221374045797,NO
0.3757710347752332,NO
0.3802710347752332,NO
0.450862213740458,NO
0.5408588210347752,YES
0.39721221374045795,NO
0.5864088210347752,YES
0.4712227735368957,NO
0.46142277353689565,NO
0.4610227735368957,NO
0.4034210347752332,NO
0.40171221374045796,NO
0.40177103477523324,NO
0.40376221374045795,NO
0.45527103477523323,NO
0.42376221374045797,NO
0.4563588210347752,YES
0.45760882103477524,YES
0.5008088210347752,YES
0.5374088210347752,YES
0.44506221374045796,NO
0.4532088210347752,YES
0.426662213740458,NO
0.24952875318066162,YES
0.3181287531806616,YES
0.6012000848176421,NO
0.5403049618320611,NO
0.518754961832061,NO
0.48870008481764204,NO
0.39327875318066163,YES
0.2437787531806616,YES
0.5013000848176421,NO
0.2154908396946565,NO
0.48215008481764204,NO
0.21559083969465648,NO
0.31339749787955895,NO
0.29984749787955894,NO
0.3010974978795589,NO
0.3364787531806616,YES
0.4996549618320611,NO
0.2522287531806616,YES
0.4784049618320611,NO
0.3658787531806616,YES
0.4819549618320611,NO
0.22329083969465646,NO
0.20114083969465646,NO
0.22444083969465647,NO
0.20279083969465647,NO
0.528250084817642,NO
0.21864083969465647,NO
0.48350008481764206,NO
0.4750675996607294,NO
0.5074675996607294,NO
0.39309792196776927,NO
0.4708581424936386,NO
0.4032081424936386,NO
0.40984792196776926,NO
0.5040175996607295,NO
0.4562175996607294,NO
0.4358979219677693,NO
0.6888357082273112,YES
0.40669792196776927,NO
0.5608857082273112,YES
0.3919932145886344,NO
0.3978932145886344,NO
0.3962932145886344,NO
0.5267175996607294,NO
0.4042581424936386,NO
0.49416759966072943,NO
0.4249581424936386,NO
0.5185175996607294,NO
0.43770814249363865,NO
0.6833857082273112,YES
0.6727357082273112,YES
0.6427857082273112,YES
0.5486857082273112,YES
0.40949792196776924,NO
0.5564857082273112,YES
0.38909792196776927,NO
0.27523269720101784,YES
0.30078269720101786,YES
0.6191888888888889,NO
0.5390478371501272,NO
0.5312978371501272,NO
0.5234388888888889,NO
0.38183269720101787,YES
0.27223269720101784,YES
0.5379388888888889,NO
0.2688680237489398,NO
0.5195888888888889,NO
0.26561802374893984,NO
0.3897892705682782,NO
0.3797392705682782,NO
0.37908927056827824,NO
0.30623269720101787,YES
0.5022978371501272,NO
0.25113269720101783,YES
0.4714978371501272,NO
0.3641326972010178,YES
0.4762478371501272,NO
0.28381802374893983,NO
0.2667680237489398,NO
0.28026802374893983,NO
0.2739180237489398,NO
0.5614388888888889,NO
0.28881802374893983,NO
0.5177888888888889,NO
0.23043240033927062,NO
0.2064324003392706,NO
0.4923798134011874,YES
0.5436722646310432,YES
0.5231222646310433,YES
0.49367981340118744,YES
0.23553240033927061,NO
0.20073240033927062,NO
0.5273298134011875,YES
0.5250086938083122,NO
0.4884298134011874,YES
0.5274086938083122,NO
0.3850735793044953,NO
0.3735235793044953,NO
0.3735235793044953,NO
0.2228324003392706,NO
0.49217226463104324,YES
0.2220324003392706,NO
0.5567222646310432,YES
0.2650824003392706,NO
0.5037722646310432,YES
0.4813586938083122,NO
0.4891086938083122,NO
0.5272086938083121,NO
0.4799586938083122,NO
0.5079298134011875,YES
0.5034586938083122,NO
0.4893298134011874,YES
0.41917413061916875,NO
0.3785741306191688,NO
0.48186068702290075,NO
0.6197170483460559,NO
0.5894670483460559,NO
0.46816068702290076,NO
0.42617413061916876,NO
0.40322413061916873,NO
0.45601068702290076,NO
0.6039657336726039,YES
0.4619606870229007,NO
0.5477657336726038,YES
0.4477384648006785,NO
0.4361884648006785,NO
0.43283846480067856,NO
0.3689741306191688,NO
0.5640670483460559,NO
0.36932413061916874,NO
0.5447170483460559,NO
0.44292413061916874,NO
0.5552670483460559,NO
0.5974157336726039,YES
0.5831657336726039,YES
0.5421157336726039,YES
0.5472657336726039,YES
0.49441068702290075,NO
0.4902157336726039,YES
0.43206068702290074,NO
0.3461647582697201,NO
0.3356147582697201,NO
0.4041709499575912,YES
0.5157363443596268,YES
0.45993634435962677,YES
0.4172709499575912,YES
0.3411647582697201,NO
0.3271147582697201,NO
0.45412094995759117,YES
0.529762171331637,NO
0.40372094995759117,YES
0.47281217133163705,NO
0.3906958439355386,NO
0.4066458439355386,NO
0.39684584393553857,NO
0.3695647582697201,NO
0.4456363443596268,YES
0.3674147582697201,NO
0.46453634435962676,YES
0.3679147582697201,NO
0.4611363443596268,YES
0.5023121713316371,NO
0.510162171331637,NO
0.511262171331637,NO
0.451462171331637,NO
0.4237709499575912,YES
0.45566217133163706,NO
0.4170209499575912,YES
0.3839921543681086,NO
0.3504921543681086,NO
0.5187531382527566,NO
0.5670101781170483,NO
0.5493601781170484,NO
0.49955313825275655,NO
0.3958921543681086,NO
0.3900421543681086,NO
0.49965313825275653,NO
0.5060445716709074,YES
0.5019531382527566,NO
0.5289445716709075,YES
0.47274813401187443,NO
0.4485981340118744,NO
0.44844813401187444,NO
0.3398921543681086,NO
0.5245101781170484,NO
0.34124215436810856,NO
0.5276601781170484,NO
0.4260421543681086,NO
0.5214601781170484,NO
0.5005445716709075,YES
0.47884457167090744,YES
0.5016445716709075,YES
0.5619945716709075,YES
0.5199531382527566,NO
0.48944457167090744,YES
0.46625313825275655,NO
0.54745,NO
0.56695,NO
0.39544995759117896,NO
0.31887586938083123,NO
0.2923258693808312,NO
0.38739995759117896,NO
0.56695,NO
0.54835,NO
0.39334995759117897,NO
0.47711458863443595,YES
0.40064995759117894,NO
0.39251458863443595,YES
0.2611004664970314,NO
0.2313004664970314,NO
0.22690046649703138,NO
0.602,NO
0.2868758693808312,NO
0.58275,NO
0.3755258693808312,NO
0.56545,NO
0.3614758693808312,NO
0.507814588634436,YES
0.47051458863443596,YES
0.5527645886344359,YES
0.39486458863443596,YES
0.379949957591179,NO
0.43936458863443595,YES
0.36974995759117896,NO
0.4391573791348601,NO
0.40565737913486005,NO
0.4754065733672604,NO
0.5937751484308736,NO
0.5790251484308736,NO
0.4689065733672604,NO
0.45140737913486007,NO
0.42740737913486004,NO
0.4653065733672604,NO
0.5973130195080576,YES
0.46915657336726035,NO
0.5225130195080576,YES
0.45308982188295166,NO
0.4425398218829517,NO
0.4408398218829517,NO
0.39210737913486005,NO
0.5474251484308736,NO
0.39295737913486006,NO
0.5370251484308736,NO
0.4628073791348601,NO
0.5466751484308736,NO
0.6202630195080576,YES
0.5930630195080576,YES
0.5583130195080577,YES
0.5521130195080577,YES
0.4880565733672604,NO
0.5185130195080576,YES
0.4361565733672604,NO
0.40578384223918573,NO
0.40513384223918575,NO
0.4101810856658185,NO
0.5004810856658185,NO
0.42753108566581854,NO
0.39893108566581853,NO
0.39968384223918574,NO
0.39603384223918575,NO
0.4272310856658185,NO
0.6658317642069551,YES
0.3865310856658185,NO
0.5633317642069551,YES
0.436370737913486,NO
0.432870737913486,NO
0.43272073791348603,NO
0.4118838422391857,NO
0.40793108566581854,NO
0.41063384223918575,NO
0.40493108566581854,NO
0.45453384223918575,NO
0.4320810856658185,NO
0.6145817642069551,YES
0.611131764206955,YES
0.602981764206955,YES
0.5088317642069551,YES
0.4249310856658185,NO
0.502381764206955,YES
0.4056810856658185,NO
0.3208906276505513,NO
0.28999062765055134,NO
0.7184904580152671,YES
0.5352904580152672,YES
0.5250904580152672,YES
0.6060904580152672,YES
0.3792906276505513,NO
0.32069062765055134,NO
0.6270404580152672,YES
0.26217540288379987,NO
0.6281904580152672,YES
0.26642540288379984,NO
0.40452497879558946,NO
0.3727749787955895,NO
0.3716749787955895,NO
0.31254062765055135,NO
0.5133904580152672,YES
0.31119062765055133,NO
0.5821904580152673,YES
0.3738906276505513,NO
0.5297904580152673,YES
0.27702540288379984,NO
0.2534754028837998,NO
0.36472540288379984,NO
0.27347540288379985,NO
0.6336904580152671,YES
0.33927540288379987,NO
0.5677904580152672,YES
0.4775666242578457,NO
0.46496662425784563,NO
0.5815735793044953,YES
0.4135675996607295,NO
0.38251759966072946,NO
0.6097735793044953,YES
0.47896662425784564,NO
0.44246662425784566,NO
0.6742235793044953,YES
0.295881679389313,NO
0.6208735793044953,YES
0.276781679389313,NO
0.4786686174724343,NO
0.4756186174724343,NO
0.4478686174724342,NO
0.4731166242578457,NO
0.41526759966072946,NO
0.45751662425784567,NO
0.4894175996607295,NO
0.46016662425784566,NO
0.43761759966072944,NO
0.299931679389313,NO
0.289581679389313,NO
0.38873167938931297,NO
0.296231679389313,NO
0.5915235793044953,YES
0.368331679389313,NO
0.5455235793044952,YES
0.3744525869380831,NO
0.3527525869380831,NO
0.5683534775233249,YES
0.5602364715860899,YES
0.5321364715860899,YES
0.5552534775233249,YES
0.3962025869380831,NO
0.3582525869380831,NO
0.5845534775233249,YES
0.506879219677693,NO
0.5750034775233248,YES
0.44522921967769297,NO
0.43165118744698894,NO
0.41645118744698895,NO
0.41580118744698896,NO
0.3573525869380831,NO
0.5102864715860899,YES
0.3566525869380831,NO
0.5555364715860899,YES
0.3957525869380831,NO
0.5161864715860899,YES
0.510329219677693,NO
0.496029219677693,NO
0.5372292196776929,NO
0.44822921967769297,NO
0.5661034775233249,YES
0.4884292196776929,NO
0.5436034775233248,YES
0.4607758269720102,NO
0.4612758269720102,NO
0.5348048770144189,YES
0.3185919423240034,NO
0.3129419423240034,NO
0.550604877014419,YES
0.4630258269720102,NO
0.4554758269720102,NO
0.577654877014419,YES
0.21769974554707383,NO
0.587254877014419,YES
0.21099974554707382,NO
0.33251382527565726,NO
0.2974138252756573,NO
0.28416382527565726,NO
0.4677258269720102,NO
0.33579194232400345,NO
0.4616758269720102,NO
0.40834194232400345,NO
0.4240758269720102,NO
0.3636419423240034,NO
0.24909974554707381,NO
0.22639974554707382,NO
0.3332497455470738,NO
0.24619974554707383,NO
0.5417548770144189,YES
0.31739974554707384,NO
0.502704877014419,YES
0.17914940627650555,NO
0.16499940627650556,NO
0.29702612383375737,YES
0.3486680661577608,YES
0.3128680661577608,YES
0.29612612383375736,YES
0.17524940627650554,NO
0.16069940627650553,NO
0.33002612383375735,YES
0.3715843087362171,NO
0.29152612383375737,YES
0.36368430873621715,NO
0.2303791348600509,NO
0.23152913486005092,NO
0.2341291348600509,NO
0.18739940627650553,NO
0.3329180661577608,YES
0.18649940627650555,NO
0.3269680661577608,YES
0.22314940627650554,NO
0.3109180661577608,YES
0.32148430873621714,NO
0.34968430873621714,NO
0.3488843087362171,NO
0.33148430873621715,NO
0.3034261238337574,YES
0.3328843087362171,NO
0.30167612383375736,YES
0.2846287531806616,YES
0.15752875318066162,YES
0.6185638676844784,NO
0.5142638676844784,NO
0.5098138676844783,NO
0.5121638676844784,NO
0.25312875318066164,YES
0.3180787531806616,YES
0.5070638676844784,NO
0.21983384223918573,NO
0.5127138676844784,NO
0.21543384223918574,NO
0.21527561492790503,NO
0.18872561492790502,NO
0.18102561492790503,NO
0.17562875318066162,YES
0.48436386768447837,NO
0.2543787531806616,YES
0.4498638676844784,NO
0.2826787531806616,YES
0.45571386768447836,NO
0.23293384223918573,NO
0.22828384223918574,NO
0.24488384223918575,NO
0.24158384223918575,NO
0.5457138676844784,NO
0.25693384223918575,NO
0.4866638676844784,NO
0.44186518235793043,NO
0.43351518235793046,NO
0.5399564037319763,YES
0.3680795589482613,YES
0.3504795589482612,YES
0.5448564037319763,YES
0.44331518235793044,NO
0.43376518235793043,NO
0.6593564037319762,YES
0.20937879558948264,NO
0.5751064037319762,YES
0.20072879558948264,NO
0.47313477523324854,NO
0.4143847752332485,NO
0.42223477523324854,NO
0.4419151823579304,NO
0.36672955894826126,YES
0.43856518235793046,NO
0.46047955894826126,YES
0.4409651823579305,NO
0.40882955894826123,YES
0.23012879558948263,NO
0.20957879558948264,NO
0.31362879558948265,NO
0.22132879558948265,NO
0.5348564037319763,YES
0.29352879558948264,NO
0.5681064037319763,YES
0.37521679389312973,NO
0.3400167938931297,NO
0.6819373621713316,YES
0.5787873621713316,YES
0.5684373621713317,YES
0.5914373621713316,YES
0.42591679389312975,NO
0.37456679389312975,NO
0.6198373621713316,YES
0.3222474130619169,NO
0.6141873621713316,YES
0.2823474130619169,NO
0.4305908821034775,NO
0.4048908821034775,NO
0.4039408821034775,NO
0.3637167938931297,NO
0.5440873621713316,YES
0.36041679389312975,NO
0.5814373621713316,YES
0.4147167938931297,NO
0.5467873621713316,YES
0.3346474130619169,NO
0.3202474130619169,NO
0.3781474130619169,NO
0.2940474130619169,NO
0.6200373621713317,YES
0.3449974130619169,NO
0.5749373621713316,YES
0.4244473282442748,NO
0.4122973282442748,NO
0.6220436810856658,YES
0.42821318914334183,YES
0.44686318914334183,YES
0.5238936810856658,YES
0.4708473282442748,NO
0.4384473282442748,NO
0.5276436810856658,YES
0.17114113655640373,NO
0.5540936810856658,YES
0.16714113655640372,NO
0.25125983884648007,NO
0.2202098388464801,NO
0.2085598388464801,NO
0.4590473282442748,NO
0.43116318914334184,YES
0.4560973282442748,NO
0.5181631891433418,YES
0.4459973282442748,NO
0.4727631891433418,YES
0.20374113655640375,NO
0.18109113655640374,NO
0.29699113655640375,NO
0.20179113655640374,NO
0.5316436810856658,YES
0.27899113655640373,NO
0.4880436810856658,YES
0.4219533927056828,NO
0.4231033927056828,NO
0.5043607294317218,YES
0.3038078456318915,YES
0.28250784563189146,YES
0.4967107294317218,YES
0.4197033927056828,NO
0.4143033927056828,NO
0.6111107294317218,YES
0.17244643765903306,NO
0.5298607294317218,YES
0.16629643765903304,NO
0.40254499575911784,NO
0.32274499575911786,NO
0.3344449957591179,NO
0.4388533927056828,NO
0.3008078456318915,YES
0.4373033927056828,NO
0.40255784563189145,YES
0.41845339270568277,NO
0.3566078456318915,YES
0.18614643765903305,NO
0.16294643765903305,NO
0.27904643765903303,NO
0.17704643765903305,NO
0.5006607294317218,YES
0.24074643765903303,NO
0.5628107294317218,YES
0.3301857082273113,NO
0.3178857082273113,NO
0.4338745547073791,YES
0.5263173876166243,YES
0.48056738761662426,YES
0.4595745547073791,YES
0.3196357082273113,NO
0.3003357082273113,NO
0.4843245547073791,YES
0.5144215012722646,NO
0.43877455470737914,YES
0.48677150127226465,NO
0.38044325699745546,NO
0.39259325699745545,NO
0.38219325699745543,NO
0.3575357082273113,NO
0.4613173876166243,YES
0.35503570822731134,NO
0.48526738761662425,YES
0.34803570822731134,NO
0.48066738761662425,YES
0.47617150127226465,NO
0.49652150127226463,NO
0.49642150127226464,NO
0.46677150127226463,NO
0.45847455470737913,YES
0.47517150127226465,NO
0.44282455470737914,YES
0.3942845207803223,NO
0.3857345207803223,NO
0.48546055979643765,YES
0.40613931297709926,YES
0.4230893129770993,YES
0.48811055979643764,YES
0.38328452078032227,NO
0.3738345207803223,NO
0.5043105597964377,YES
0.3896159457167091,NO
0.5104105597964377,YES
0.3649159457167091,NO
0.21669601357082274,NO
0.19609601357082274,NO
0.17939601357082274,NO
0.4254845207803223,NO
0.3887393129770993,YES
0.4228345207803223,NO
0.5282893129770992,YES
0.3788345207803223,NO
0.4715893129770993,YES
0.3816659457167091,NO
0.3708659457167091,NO
0.4470659457167091,NO
0.3652159457167091,NO
0.48241055979643765,YES
0.4127159457167091,NO
0.4757105597964376,YES
0.30001314673452073,NO
0.27521314673452074,NO
0.41091810856658184,NO
0.44726810856658183,NO
0.37566810856658184,NO
0.38971810856658184,NO
0.3036631467345208,NO
0.27726314673452074,NO
0.47146810856658183,NO
0.35314202714164544,NO
0.38111810856658185,NO
0.3411920271416454,NO
0.5488772264631043,YES
0.5060272264631043,YES
0.5345272264631044,YES
0.29381314673452075,NO
0.37741810856658187,NO
0.29536314673452074,NO
0.36841810856658186,NO
0.33306314673452075,NO
0.3803681085665818,NO
0.31174202714164545,NO
0.32584202714164545,NO
0.33929202714164547,NO
0.31564202714164546,NO
0.42611810856658183,NO
0.31564202714164546,NO
0.44711810856658185,NO
0.2429826547921968,YES
0.3255326547921968,YES
0.5371441051738761,NO
0.4821941051738762,NO
0.4402441051738762,NO
0.4306941051738762,NO
0.34553265479219675,YES
0.2434826547921968,YES
0.4479441051738762,NO
0.3157718829516539,NO
0.4261941051738762,NO
0.3290218829516539,NO
0.24648299406276503,NO
0.23863299406276506,NO
0.24153299406276504,NO
0.3347826547921968,YES
0.42939410517387616,NO
0.27178265479219677,YES
0.41634410517387616,NO
0.3677826547921968,YES
0.4433941051738762,NO
0.29797188295165394,NO
0.26072188295165394,NO
0.30752188295165395,NO
0.28722188295165396,NO
0.4698941051738762,NO
0.28087188295165394,NO
0.4442441051738762,NO
0.21047345207803225,NO
0.19622345207803224,NO
0.5016788379983037,YES
0.5009051738761663,YES
0.5005551738761662,YES
0.5062288379983036,YES
0.21457345207803225,NO
0.19662345207803225,NO
0.5414788379983037,YES
0.4714275233248516,NO
0.5109788379983037,YES
0.4657775233248516,NO
0.3880251484308736,NO
0.3754751484308736,NO
0.3794251484308736,NO
0.19987345207803225,NO
0.46275517387616627,YES
0.19957345207803223,NO
0.5334051738761663,YES
0.24162345207803224,NO
0.4979551738761663,YES
0.4372775233248516,NO
0.4353275233248516,NO
0.4773775233248516,NO
0.4346275233248516,NO
0.5094788379983036,YES
0.4563775233248516,NO
0.49747883799830367,YES
0.31740805767599667,YES
0.15770805767599663,YES
0.61115,NO
0.51525,NO
0.4828,NO
0.491,NO
0.25750805767599666,YES
0.35370805767599667,YES
0.49305,NO
0.23198867684478375,NO
0.486,NO
0.23403867684478374,NO
0.13592616624257847,NO
0.11752616624257847,NO
0.11487616624257846,NO
0.20140805767599665,YES
0.4758,NO
0.30660805767599664,YES
0.45235,NO
0.3148580576759966,YES
0.45685,NO
0.21218867684478374,NO
0.21913867684478375,NO
0.24443867684478374,NO
0.21743867684478374,NO
0.5335,NO
0.23753867684478375,NO
0.47815,NO
0.34105606446140807,NO
0.31210606446140804,NO
0.4322896098388465,NO
0.449154877014419,NO
0.38780487701441896,NO
0.44403960983884655,NO
0.31900606446140806,NO
0.32260606446140805,NO
0.47878960983884655,NO
0.5152481340118744,YES
0.42498960983884654,NO
0.5074481340118744,YES
0.40151145038167935,NO
0.41251145038167936,NO
0.4062114503816794,NO
0.34985606446140805,NO
0.389904877014419,NO
0.36205606446140803,NO
0.40740487701441896,NO
0.3827560644614081,NO
0.416704877014419,NO
0.47064813401187444,YES
0.4754981340118744,YES
0.48834813401187444,YES
0.5056481340118745,YES
0.45163960983884655,NO
0.4577981340118744,YES
0.4422396098388465,NO
0.39259109414758275,YES
0.23639109414758272,YES
0.5469494062765055,NO
0.4849994062765055,NO
0.43829940627650554,NO
0.4396994062765055,NO
0.2945910941475827,YES
0.43694109414758275,YES
0.4531494062765055,NO
0.24500173876166245,NO
0.4380494062765055,NO
0.24580173876166245,NO
0.08325,NO
0.0736,NO
0.07315,NO
0.2750410941475827,YES
0.4321994062765055,NO
0.4015410941475827,YES
0.42224940627650553,NO
0.3908410941475827,YES
0.4367994062765055,NO
0.21490173876166246,NO
0.21390173876166246,NO
0.25475173876166246,NO
0.22510173876166245,NO
0.4771494062765055,NO
0.23125173876166244,NO
0.4442494062765055,NO
0.3709833757421544,NO
0.3305333757421544,NO
0.47167667514843087,NO
0.5366311280746395,NO
0.4989811280746395,NO
0.47472667514843087,NO
0.3763333757421544,NO
0.3547833757421544,NO
0.4851266751484309,NO
0.4606850296861747,YES
0.4644766751484309,NO
0.5112350296861747,YES
0.4826400339270568,NO
0.47999003392705675,NO
0.4695400339270568,NO
0.3402333757421544,NO
0.49633112807463947,NO
0.34298337574215443,NO
0.4884811280746395,NO
0.4141833757421544,NO
0.4879311280746395,NO
0.4189350296861747,YES
0.4228350296861747,YES
0.4321850296861747,YES
0.5068850296861747,YES
0.49432667514843087,NO
0.4278850296861747,YES
0.45007667514843086,NO
