NONETRACED_RFSMOTE_MULTI_LSA_SUM.csv,Associated
0.05634423772154132,NO
0.08833094030771985,NO
0.09223172559739001,NO
0.18217088440172824,NO
0.05052464509302532,NO
0.15020918684945783,NO
0.35914730202264405,NO
0.05123005026011816,NO
0.16660854092995037,NO
0.2090644563971431,YES
0.04567498456926197,NO
0.3157135581242013,YES
0.20536107926990566,NO
0.18807865267613086,NO
0.20053379167121801,NO
0.09205537430561679,NO
0.15889514599649665,NO
0.08914557799135879,NO
0.05722599418040737,NO
0.18349351909002734,NO
0.09249625253504982,NO
0.06004761484877877,YES
0.062252005995943924,YES
0.1384357640419716,YES
0.20298033683096728,YES
0.13005907768274402,NO
0.4098272415367831,YES
0.09761043999647298,NO
0.13852525574227442,YES
0.246341697736518,YES
0.2878053081738824,NO
0.1437486757202437,NO
0.09258442818093643,NO
0.12889173741555865,NO
0.39203023766626705,YES
0.07574287981659465,YES
0.13795145601680336,NO
0.09763281292154868,NO
0.07785909531787322,NO
0.0978091642133219,NO
0.1498104223613438,NO
0.12591482232607354,NO
0.16760084595977873,NO
0.26554161561472245,YES
0.11154350810097298,NO
0.0906445639714311,YES
0.021426681950445288,NO
0.3305494395582269,YES
0.027687152808394323,NO
0.20351202281511935,NO
0.07232640255209273,NO
0.10025570937307117,NO
0.08839674302853075,NO
0.15915704082532403,NO
0.09002733445022486,NO
0.08023983775681158,NO
0.06948240895864563,NO
0.1266202274931664,NO
0.10872057137818535,NO
0.2439820121682391,NO
0.12468036328366107,NO
0.2172226777232785,NO
0.21265991706225068,NO
0.04940073462157514,NO
0.1841989242571202,NO
0.407834735150629,YES
0.1327043470593422,NO
0.19535380148898399,YES
0.17211886077065514,NO
0.24832630779617473,NO
0.3113074079387035,NO
0.4237787344031101,NO
0.17917422849599984,NO
0.1163260498495092,NO
0.16303676924433472,NO
0.14610704523410634,NO
0.2908059122428594,NO
0.41138413391116896,YES
0.3926027213373219,YES
0.3134644211268848,YES
0.1738389438926521,YES
0.13764218322899213,NO
0.1612732563266026,YES
0.20695087300469697,NO
0.11941219745554042,YES
0.17763049666577616,YES
0.2872762542985628,NO
0.13790671016665196,NO
0.12423948505422804,NO
0.13158043658789204,NO
0.32056321864796467,YES
0.10096111454016402,YES
0.17031191805718784,NO
0.08846254574934166,NO
0.12479091185462339,NO
0.08273112876671225,NO
0.193192840137554,NO
0.2544328002874263,NO
0.22696542856654034,NO
0.2004021862295962,YES
0.23102414038615665,NO
0.06375099197601623,YES
0.018781412573847106,NO
0.31567012832846614,YES
0.04031864309525471,NO
0.1411481521937969,NO
0.1900435219195443,NO
0.10856659301148786,NO
0.08420774182170886,NO
0.2117544716238927,NO
0.12364462845809747,NO
0.10845604444052553,NO
0.06835849848719545,NO
0.026034188461624523,NO
0.16779957017662764,YES
0.2865708491314699,YES
0.2503306586720748,YES
0.1437710486453194,YES
0.24843948847596944,NO
0.002821620668371397,NO
0.17679217000264524,YES
0.11436381271492815,NO
0.1608336941515858,YES
0.1712384203662053,NO
0.2085801483719749,NO
0.17505103000998887,NO
0.16189048584780882,NO
0.04179525615025131,NO
0.19574993386826559,YES
0.053544989978245625,NO
0.30958469270787414,YES
0.11630367692443347,NO
0.2162066837139582,YES
0.037386473855921004,NO
0.05105369896834495,NO
0.11824354113393883,NO
0.048078099933276046,NO
0.32682763766916234,YES
0.155323374310881,NO
0.13609976745318467,YES
0.3380706905469128,NO
0.9244992741959894,NO
0.16550568732915968,NO
0.2190283043823296,NO
0.1656820386209329,NO
0.5888040618703503,NO
0.4556996342684778,NO
0.15201612956292518,NO
0.21204268754104447,NO
0.3596908324965421,YES
0.3541410310233508,NO
0.24742086235781677,YES
0.33765086918813925,NO
0.14619522087999295,NO
0.15344799676777032,NO
0.03897363548187992,NO
0.120888810510537,NO
0.03959086500308615,NO
0.08676483555242043,NO
0.18254595991035039,NO
0.18433316180757442,NO
0.4139425436962968,YES
0.8889131627814546,YES
0.2769386468591704,YES
0.31234182670985083,YES
0.24027995109541786,NO
0.5144259304833736,YES
0.30141199478316033,NO
0.1176934303879597,NO
0.059606736619345735,NO
0.08561855215589455,YES
0.3392564555759252,YES
0.2671735230908328,YES
0.10872057137818535,YES
0.06939423331275901,NO
0.044616876818622704,NO
0.17370602239661406,YES
0.3783656446626755,NO
0.36119639874869547,YES
0.14632814237603095,NO
0.24257251788846965,NO
0.4549481671968173,NO
0.34554193146778234,NO
0.11947800017635131,NO
0.3209185533403435,YES
0.11568644740322723,NO
0.22264350586368042,YES
0.11656820386209328,NO
0.21664756194339124,YES
0.17203068512476855,NO
0.1858742615289657,NO
0.18781412573847103,NO
0.08235605325809012,NO
0.1596650378299842,YES
0.08976280751256505,NO
0.10827969314875231,YES
0.12928786979484028,NO
0.057049642888634164,NO
0.2013049995591218,NO
0.15889251388766423,NO
0.1672481433762323,NO
0.28589044899828514,NO
0.1371131293536725,NO
0.1531176671092996,NO
0.16762190283043824,NO
0.17990069053375218,YES
0.1716779825412221,NO
0.20712459218763776,YES
0.33191813615109356,NO
0.1972054900526027,NO
0.17061987479058285,NO
0.03835640596067367,NO
0.49192008391162956,NO
0.05389769256179204,NO
0.08949828057490522,NO
0.21660413214765603,NO
0.10488558880932611,NO
0.17020136948622552,YES
0.19773585998233856,YES
0.18530177785791085,YES
0.33121141492958456,YES
0.30870556835784047,NO
0.20326855274811897,YES
0.20084438051344547,NO
0.0750374746495018,NO
0.10942597654527819,NO
0.18887223348911028,NO
0.21744245881078691,NO
0.21010282333153912,NO
0.17467595450136672,NO
0.10942597654527819,NO
0.07662463627546072,NO
0.2114899446862329,NO
0.2936249008023984,YES
0.2243635889856774,NO
0.14443170796226082,YES
0.10872057137818535,NO
0.056167886429768096,NO
0.04840842959174676,NO
0.17123710431178907,NO
0.10836786879463894,NO
0.13728948064544574,NO
0.2647032889515916,NO
0.13310179549304002,NO
0.26624702078181534,NO
0.3477647473767746,YES
0.3083068038697264,YES
0.4270346530288335,YES
0.17489705164329133,YES
0.503711931480943,NO
0.2796944648067308,YES
0.14354995150339475,NO
1.0,NO
0.21709238833607292,NO
0.17672636728183438,NO
0.19786614936954414,NO
0.1718543338329953,NO
0.23106625412747567,NO
0.4162180017819377,NO
0.09752226435058636,NO
0.21155706346145997,NO
0.30693942333127594,YES
0.1788649557081886,NO
0.18818920124709318,YES
0.18993034123974958,NO
0.2897701774172959,NO
0.18148785215971108,NO
0.035270258354642446,NO
0.9320810636878212,NO
0.036769244334714755,NO
0.09778679128824619,NO
0.18627170996266354,NO
0.15428632343090123,NO
0.5184991189015684,YES
0.3784077584039945,YES
0.2381624195397231,YES
0.2535497277741441,YES
0.7912592929892466,NO
0.16797460541398465,YES
0.10750848526084858,NO
0.05546248126267525,NO
0.13327946283922948,NO
0.08658848426064723,NO
0.25899424489403794,NO
0.11718543338329952,NO
0.07990950809834087,NO
0.13682886159976942,NO
0.03826823031478706,NO
0.1166563795079799,NO
0.39222764582869973,YES
0.044881403756282516,NO
0.4088757341938574,YES
0.17811480469094434,NO
0.17194250947888193,NO
0.18483852670340215,NO
0.0662199100608412,NO
0.38531309592589036,NO
0.06401551891367604,NO
0.07733004144255358,NO
0.1414337360021162,NO
0.1383699613211607,NO
0.3018476087949285,YES
0.4668505633370929,YES
0.26823031478705583,YES
0.1021955735825765,YES
0.11260029979719603,NO
0.13030254774974434,YES
0.10497376445521271,NO
0.08561855215589455,NO
0.031126002997971962,NO
0.45377424665755084,YES
0.13069868012902597,YES
0.09955030420597832,YES
0.25555539470446026,YES
0.1886077065514505,NO
0.08526584957234812,NO
0.5820329618989086,YES
0.09040240995884699,NO
0.2813684860241602,YES
0.11105788402138853,NO
0.17926108808747024,NO
0.12326955294947538,NO
0.16081132122651007,NO
0.08405376345501135,NO
0.10523829139287252,YES
0.09483356517825299,NO
0.2134074359706625,YES
0.2580480017687772,NO
0.10783881491931929,YES
0.10343003262498898,NO
0.08822039173675754,NO
0.25809011551009614,NO
0.09716956176703995,NO
0.29106780707168683,YES
