UPPERTRACED_RFSMOTE_MULTI_VSM_SUM.csv,Associated
0.7578401143114988,NO
0.06708280063172142,NO
0.07400165450853574,NO
0.18831315334285925,NO
0.42197488155222984,NO
0.08618485372640444,NO
0.6564638640294802,NO
0.715875761449951,NO
0.43084906369857856,NO
0.16612769797698726,YES
0.2674287433255621,NO
0.2572008723772279,YES
0.7871700383545159,NO
0.7874708580882904,NO
0.15514777769421673,NO
0.07385124464164847,NO
0.7855907347521996,NO
0.06384898849364518,NO
0.7736331503346618,NO
0.6256298413175904,NO
0.5480183500037602,NO
0.039031360457245985,YES
0.04091148379333683,YES
0.10588854628863653,YES
0.40911483793336845,YES
0.3995638113860269,NO
0.03429344965029705,YES
0.7027901030307586,NO
0.061066405956230724,YES
0.9012559223885085,YES
0.6995562908926823,NO
0.12175678724524328,NO
0.7511468752350152,NO
0.39497631044596526,NO
0.2923215762954049,YES
0.05241783861021282,YES
0.46657140708430467,NO
0.5411747010603895,NO
0.24975558396630818,NO
0.14273896367601713,NO
0.7924343836955704,NO
0.7795743400767089,NO
0.09708956907573134,NO
0.19936827855907346,YES
0.3990373768519214,NO
0.06512747236218695,YES
0.00609159960893434,NO
0.23606828607956679,YES
0.5754681507106866,NO
0.6130706174325035,NO
0.09092276453335338,NO
0.6749642776566142,NO
0.0934045273369933,NO
0.15364367902534404,NO
0.74896593216515,NO
0.34955253064601033,NO
0.7690456493946002,NO
0.13341355192900653,NO
0.08806497706249529,NO
0.2410318116868466,NO
0.4852222305783258,NO
0.1433406031435662,NO
0.7223433857261035,NO
0.7030909227645333,NO
0.46830112055350825,NO
0.32443408287583664,YES
0.3416560126344288,NO
0.15454613822666766,YES
0.7588177784462659,NO
0.7827329472813415,NO
0.14860494848462058,NO
0.132285477927352,NO
0.8477852147100848,NO
0.07580657291118295,NO
0.8638790704670225,NO
0.5937429495374895,NO
0.627359554786794,NO
0.3162367451304805,YES
0.30021809430698654,YES
0.2551703391742498,YES
0.3618109347973226,YES
0.4060314356621795,NO
0.1253666240505377,YES
0.7062495299691658,NO
0.07843874558171014,YES
0.8538768143190192,YES
0.6991050612920207,NO
0.12799879672106487,NO
0.7781454463412798,NO
0.41971873354892075,NO
0.2538166503722644,YES
0.0739264495750921,YES
0.49417161765811835,NO
0.5333533879822516,NO
0.2785590734752199,NO
0.12987892005715573,NO
0.8294352109498382,NO
0.8218395126720311,NO
0.1364969542001955,NO
0.13258629766112656,YES
0.4111453711363465,NO
0.042189967661878616,YES
0.0038354516056253243,NO
0.2121531172444912,YES
0.5750169211100247,NO
0.6160036098368051,NO
0.10152666014890575,NO
0.6708280063172143,NO
0.1122809656313454,NO
0.17605474919154693,NO
0.7664134767240731,NO
0.37361810934797324,NO
0.5387681431901932,NO
0.7433255621568773,NO
0.777919831540949,YES
0.23223283447394147,YES
0.20132360682860795,YES
0.08798977212905167,YES
0.6968489132887116,NO
0.3286455591486801,NO
0.8906520267729561,YES
0.6493946002857786,NO
0.8321425885538091,YES
0.17921335639617955,NO
0.7599458524479205,NO
0.7425735128224409,NO
0.2086184853726404,NO
0.12123035271113783,NO
0.15477175302699855,YES
0.12002707377603969,NO
0.25186132210272993,YES
0.11709408137173796,NO
0.1722192975859216,YES
0.3054824396480409,NO
0.7834097916823343,NO
0.8407159509663832,NO
0.1003233812138076,NO
0.14702564488230427,YES
0.8049936075806572,NO
0.5251560502368954,YES
0.8185304956005113,NO
0.07309919530721215,NO
0.13649695420019553,NO
0.21974881552229822,NO
0.5201925246296156,NO
0.1459727758140934,NO
0.7388132661502593,NO
0.7569376551101751,NO
0.4134767240730991,NO
0.28337218921561247,YES
0.3397006843648943,NO
0.22140332405805818,YES
0.754079867639317,NO
0.7517485147025644,NO
0.11498834323531623,NO
0.028577874708580878,NO
0.8429720989696923,NO
0.021583815898322922,NO
0.7988268030382792,NO
0.6135970519666089,NO
0.5589982702865307,NO
0.27352034293449645,YES
0.25208693690306083,YES
0.1903436865458374,YES
0.4462660750545234,YES
0.4486726329247198,NO
0.1122809656313454,YES
0.6857937880724974,NO
0.5583966308189817,NO
0.7831841768820033,NO
0.7527261788373315,YES
0.254719109573588,YES
0.17079040385049257,YES
0.08054448371813189,YES
0.701286004361886,NO
0.3642926976009625,NO
0.888019854102429,YES
0.7398661352184702,NO
0.812213281191246,YES
0.18041663533127772,NO
0.7664886816575165,NO
0.7904790554260358,NO
0.24178386102128294,NO
0.18748589907497928,NO
0.14928179288561327,YES
0.18425208693690304,NO
0.17770925772730686,YES
0.11731969617206886,NO
0.17259532225313978,YES
0.42032037301646985,NO
0.8983981349176504,NO
0.9000526434534103,NO
0.14078363540648264,NO
0.12792359178762125,YES
0.8164247574640895,NO
0.5238775663683536,YES
0.8088290591862825,NO
0.07407685944197938,NO
0.16703015717831088,NO
0.16845905091373992,NO
0.4878544032488531,NO
0.168233436113409,NO
0.7364819132135068,NO
0.7803263894111453,NO
0.45416259306610507,NO
0.13002932992404298,YES
0.3748965932165149,NO
0.1870346694743175,YES
0.7940888922313303,NO
0.7728058960667817,NO
0.1408588403399263,NO
0.028051440174475438,NO
0.8114612318568096,NO
0.022561480033090157,NO
0.8011581559750318,NO
0.6314206211927501,NO
0.536135970519666,NO
0.12175678724524328,YES
0.08911784613070615,YES
0.12341129578100321,YES
0.4623599308114612,YES
0.4621343160111303,NO
0.10506129202075654,YES
0.7122659246446565,NO
0.773783560201549,NO
0.11874858990749793,NO
0.1564262615627585,NO
0.17349778145446343,NO
0.47950665563660966,NO
0.17440024065578702,NO
0.7128675641122056,NO
0.7375347822817175,NO
0.46912837482138814,NO
0.23824922914943217,YES
0.39738286831616154,NO
0.1335639617958938,YES
0.7047454313002931,NO
0.6749642776566142,NO
0.03662480258704969,NO
0.1413852748740317,NO
0.8322929984206963,NO
0.10491088215386929,NO
0.9505903587275324,NO
0.5602015492216289,NO
0.673760998721516,NO
0.28442505828382336,YES
0.2283221779348725,YES
0.3520342934496502,YES
0.3627133939986462,YES
0.4264119726254042,NO
0.18146950439948856,YES
0.7419718733548919,NO
0.8106339775889296,NO
0.0758817778446266,NO
0.13484244566443557,NO
0.20169963149582612,NO
0.52545686997067,NO
0.15514777769421673,NO
0.7388132661502593,NO
0.7553583515078588,NO
0.4355117695720838,NO
0.24960517409942087,YES
0.35857712265924646,NO
0.15966007370083476,YES
0.7740091750018799,NO
0.773181920734,NO
0.13890351207039178,NO
0.025419267503948254,NO
0.838911032563736,NO
0.019177258028126636,NO
0.8082274197187335,NO
0.6055501240881401,NO
0.5670451981649995,NO
0.28412423855004887,YES
0.24321275475671197,YES
0.19094532601338643,YES
0.42979619463036767,YES
0.4471685342558471,NO
0.13108219899225387,YES
0.7000075204933442,NO
0.7570880649770624,NO
0.07174550650522674,NO
0.06918853876814318,NO
0.24261111528916293,NO
0.4788298112356171,NO
0.08234940212077911,NO
0.6576671429645783,NO
0.7048206362337368,NO
0.41069414153568473,NO
0.31112280965631345,YES
0.2667518989245694,NO
0.1795141761299541,YES
0.7639317139204329,NO
0.7737083552681054,NO
0.14176129954124989,NO
0.05181619914266375,NO
0.8103331578551551,NO
0.042415582462209514,NO
0.7907798751598103,NO
0.589757088064977,NO
0.5759193803113484,NO
0.23403775287658865,YES
0.22884861246897792,YES
0.2165902083176656,YES
0.32315559900729485,YES
0.38467323456418745,NO
0.06527788222907421,YES
0.6866210423403774,NO
0.7677671655260583,NO
0.09708956907573137,NO
0.3636158531999698,YES
0.09558547040685869,YES
0.07272317063999398,YES
0.19455516281868088,YES
0.9007294878544031,NO
0.2560727983755734,NO
0.22606602993156347,YES
0.6628562833721892,NO
0.22779574340076708,YES
0.15033466195382414,NO
0.892757764909378,NO
0.8450026321726704,NO
0.19658569602165898,NO
0.33406031435662176,NO
0.6191622170414378,YES
0.3320297811536437,NO
0.15860720463262387,YES
0.4639392344137775,NO
0.7942393020982176,YES
0.7077536286380385,NO
0.5219222380988192,NO
0.2079416409716477,NO
0.10829510415883278,NO
0.23606828607956679,YES
0.16966232984883806,NO
0.13694818380085733,YES
0.8452282469730013,NO
0.833797097089569,NO
0.6042716402195982,YES
0.16515003384222005,NO
0.1034067834849966,NO
0.2932240354967285,YES
0.8698954651425133,NO
0.2659998495901331,NO
0.3901631947055726,YES
0.12408814018199593,NO
0.33248101075430536,YES
0.7346017898774158,NO
0.9779649545010152,NO
0.9733774535609535,NO
0.841392795367376,NO
0.6053997142212528,NO
0.8971948559825522,NO
0.8225915620064674,NO
0.3995638113860269,NO
0.08956907573136796,NO
0.43445890050387304,NO
0.13017973979093025,NO
0.8666616530044369,NO
0.6172068887719033,NO
0.12461457471610135,NO
0.2657742347898022,YES
0.24810107543054818,NO
0.19658569602165898,YES
0.5443333082650221,NO
0.7523501541701134,NO
0.8584643152590808,YES
0.19056930134616826,YES
0.14830412875084603,YES
0.146875235015417,YES
0.7274573212002706,NO
0.3545160562532902,NO
0.9429946604497254,YES
0.7195608031886891,NO
0.9286305181619912,YES
0.15304203955779497,NO
0.7749868391366472,NO
0.7521245393697825,NO
0.2171918477852147,NO
0.1125065804316763,NO
0.11543957283597803,YES
0.11145371136346544,NO
0.18350003760246672,YES
0.10257952921711662,NO
0.12431375498232683,YES
0.44649168985485443,NO
0.8912536662405053,NO
0.9532225313980595,NO
0.15003384222004962,NO
0.20079717229450247,YES
0.8798225163570729,NO
0.5730615928404903,YES
0.6675189892456944,NO
0.7961194254343084,NO
0.27231706399939837,YES
0.8650071444686769,NO
0.10445965255320747,NO
0.29608182296758667,YES
0.6934646912837481,NO
0.4113709859366773,NO
0.33676769196059253,YES
0.5963751222080168,NO
0.3512070391817703,YES
0.841994434834925,NO
0.9012559223885085,NO
0.7506956456343535,NO
0.8285327517485145,NO
0.12145596751146873,NO
0.657742347898022,NO
0.10483567722042564,NO
1.0,NO
0.10844551402572009,NO
0.6244265623824922,NO
0.14725125968263517,NO
0.11310821989922537,NO
0.8152966834624351,NO
0.1428893735429044,NO
0.29781153643679026,YES
0.7914567195608031,NO
0.2240354967285854,YES
0.5194404752951792,NO
0.7388132661502593,NO
0.7132435887794238,YES
0.12837482138828307,YES
0.07452808904264117,YES
0.02000451229600661,YES
0.6639843573738436,NO
0.3262390012784838,NO
0.8230427916071293,YES
0.6311198014589756,NO
0.7651349928555312,YES
0.14544634127998793,NO
0.725727607731067,NO
0.7274573212002706,NO
0.19741295028953895,NO
0.12574264871775587,NO
0.10468526735353839,YES
0.12438895991577045,NO
0.09573588027374594,YES
0.11182973603068358,NO
0.07159509663833946,YES
0.2775062044070091,NO
0.7861923742197486,NO
0.7849890952846506,NO
0.08949387079792434,NO
0.06858689930059411,YES
0.7609235165826878,NO
0.4720613672256899,YES
0.20786643603820407,YES
0.7537038429720988,YES
0.7200120327893509,NO
0.11942543430849062,NO
0.7745356095359854,NO
0.424607054222757,NO
0.1755283146574415,YES
0.2581785365119952,YES
0.46957960442205005,NO
0.5187636308941865,NO
0.2900654282920959,NO
0.11355944949988717,NO
0.817552831465744,NO
0.7851395051515379,NO
0.08919305106414979,NO
0.05144017447544558,YES
0.41287508460555,NO
0.16236745130480557,YES
0.0,NO
0.20493344363390234,YES
0.5728359780401593,NO
0.5986312702113257,NO
0.10280514401744753,NO
0.6767691960592614,NO
0.12280965631345417,NO
0.17424983078889972,NO
0.7776190118071744,NO
0.34865007144468674,NO
0.7504700308340226,NO
0.11370985936677444,NO
0.211175453109724,YES
0.0747537038429721,YES
0.040761073926449565,YES
0.21854553658720008,YES
0.7977739339700682,NO
0.22689328419944343,NO
0.3907648341731217,YES
0.6601489057682183,NO
0.26404452132059864,YES
0.1282244115213958,NO
0.9612694592765284,NO
0.8729036624802586,NO
0.23794840941565767,NO
0.3293976084831165,NO
0.6292396781228847,YES
0.32435887794239293,NO
0.20621192750244416,YES
0.3655711814695044,NO
0.8429720989696923,YES
0.7139204331804164,NO
0.5326013386478151,NO
0.20779123110476044,NO
0.10656539068962922,NO
0.2035045498984733,YES
0.17755884786041962,NO
0.2535158306384898,YES
0.7759645032714143,NO
0.09881928254493492,NO
0.3020982176430773,YES
0.15447093329322403,YES
0.1313830187260284,YES
0.1659772881101,YES
0.8973452658494396,NO
0.26359329171993684,NO
0.20869369030608403,YES
0.7314431826727832,NO
0.20019553282695343,YES
0.15251560502368952,NO
0.9037376851921485,NO
0.8650823494021206,NO
0.21689102805144014,NO
0.33751974129502893,NO
0.6587952169662329,YES
0.33255621568774907,NO
0.15093630142137324,YES
0.4518312401293524,NO
0.8132661502594568,YES
0.7726554861998945,NO
0.6005865984808603,NO
0.2063623373693314,NO
0.11747010603895616,NO
0.20899451003985858,YES
0.15650146649620214,NO
0.14115966007370082,YES
0.7882981123561704,NO
0.1458223659472061,NO
0.3760246672181695,YES
0.1100248176280364,YES
0.13055576445814843,YES
0.22839738286831612,YES
0.9032112506580429,NO
0.29796194630367745,NO
0.23403775287658865,YES
0.6724825148529743,NO
0.27382116266827106,YES
0.1475520794164097,NO
0.8440249680379031,NO
0.7973227043694066,NO
0.13303752726178839,NO
0.41919229901481536,NO
0.6709784161841016,YES
0.4147552079416409,NO
0.23779799954877037,YES
0.4371662781078438,NO
0.8839587876964727,YES
0.7440776114913138,NO
0.5595999097540798,NO
0.2526133714371662,NO
0.14702564488230427,NO
0.2400541475520794,YES
0.22553959539745805,NO
0.17447544558923064,YES
0.7406933894863501,NO
0.11822215537339248,NO
0.21313078137925845,YES
0.07001579303602315,YES
0.030457998044671725,YES
0.20162442656238244,YES
0.782432127547567,NO
0.21779348725276373,NO
0.37369331428141683,YES
0.6650372264420545,NO
0.25148529743551173,YES
0.1368729788674137,NO
0.9475069564563434,NO
0.8274798826803037,NO
0.19831540949086257,NO
0.34496502970594867,NO
0.6220200045122959,YES
0.342633676769196,NO
0.2110250432428367,YES
0.351883883582763,NO
0.856358577122659,YES
0.7082048582387004,NO
0.5228999022335865,NO
0.21621418365044745,NO
0.10039858614725125,NO
0.20756561630442955,YES
0.15860720463262387,NO
0.3010453485748664,YES
0.5708806497706249,NO
0.7930360231631194,NO
0.7496427765661428,YES
0.24862750996465363,YES
0.17981499586372865,YES
0.09641272467473865,YES
0.7054222757012859,NO
0.36053245092878083,NO
0.8856885011656763,YES
0.6927126419493118,NO
0.8171768067985259,YES
0.17733323306008875,NO
0.7842370459502142,NO
0.8025118447770172,NO
0.2529141911709408,NO
0.2059111077686696,NO
0.15086109648792959,YES
0.20215086109648792,NO
0.18688425960743024,YES
0.12393773031510866,NO
0.1799654057306159,YES
0.35692261412348647,NO
0.8538016093855756,NO
