UPPERTRACED_RFUNDER_RAW_LSA_SUM.csv,Associated
0.6675423005078777,NO
0.6615144592747277,NO
0.7039492544790104,NO
0.7687391174455834,NO
0.6628618590797848,NO
0.6719828353637375,NO
0.6495025333530489,NO
0.20323104360867772,NO
0.10133864849613282,NO
0.8507222847555216,YES
0.6589614912230407,NO
0.3570534041082869,YES
0.825111126534874,NO
0.7734904746528899,NO
0.14675190642738375,NO
0.696263191089357,NO
0.6577996795210317,NO
0.15828251035823032,NO
0.668251458300013,NO
0.136087380310762,NO
0.6966177699854246,NO
0.6705207632348459,YES
0.6647494258839576,YES
0.7411091227868996,YES
0.8005637050024293,YES
0.7343721237616142,NO
0.658508837313167,YES
0.12736926600659668,NO
0.5781356090760126,YES
0.6754320581569744,YES
0.6726346569939555,NO
0.7498860820993486,NO
0.5910694401274673,NO
0.7695780360252158,NO
0.7895627061461348,YES
0.5699802944664568,YES
0.07829102025173591,NO
0.5845451884398227,NO
0.579226504998808,NO
0.5846870199982498,NO
0.1316302481448734,NO
0.6178756046701812,NO
0.6196484991505194,NO
0.7090023809595659,YES
0.5564353806366727,NO
0.6045977566472227,YES
0.00574417811629584,NO
0.7733335546308002,YES
0.53887542662631,NO
0.5880638181659066,NO
0.5641923598055398,NO
0.06914288473319069,NO
0.5589883486883598,NO
0.6446108534336817,NO
0.6041013461927279,NO
0.08322193017662556,NO
0.6781087516106935,NO
0.7240621765410602,NO
0.7172105051919402,NO
0.8184510786742671,NO
0.7225020293983626,NO
0.7258788275660195,NO
0.7116247559441002,NO
0.1911753611423778,NO
0.13665470654447023,NO
1.0,YES
0.7289553653067938,NO
0.26025336548181993,YES
0.7983758777713736,NO
0.7690227805624374,NO
0.14058223363580674,NO
0.7513647515382689,NO
0.7164470289306202,NO
0.1695581192531814,NO
0.7533503933562478,NO
0.10601908992422572,NO
0.7714339170556975,NO
0.9319163254159135,YES
0.9092670326122053,YES
0.8818769445257544,YES
0.7559576798771195,YES
0.7404708807739777,NO
0.7443878459407506,YES
0.13063139185041903,NO
0.5945171540743378,YES
0.630755117252451,YES
0.6722091623186743,NO
0.7557720917740715,NO
0.6165282048651242,NO
0.7929093273864668,NO
0.753253827188808,YES
0.590262207321526,YES
0.10431711122310104,NO
0.5771699474016158,NO
0.6063872484375895,NO
0.5725604217527362,NO
0.1665208115179296,NO
0.6577302725881845,NO
0.6568083674584086,NO
0.6460291690179523,YES
0.5678528210900509,NO
0.5829684439870964,YES
0.003616704739889974,NO
0.7507823368408981,YES
0.5384499319510289,NO
0.5908295335552343,NO
0.5741914846746474,NO
0.06524251687644661,NO
0.5767882092709556,NO
0.6657437556393132,NO
0.6205538069702667,NO
0.10591497952495481,NO
0.6590761635468753,NO
0.6552135168492874,NO
0.707298893412075,YES
0.8451591682031752,YES
0.8160127829464148,YES
0.7091427036716267,YES
0.6663095730266552,NO
0.6244964225252656,NO
0.7644132549135582,YES
0.7066606513991531,NO
0.7016965468542062,YES
0.7100646088014027,NO
0.7612658013935704,NO
0.7524284882264718,NO
0.7524284882264718,NO
0.6558411969376454,NO
0.7796601474444669,YES
0.6547065444702289,NO
0.780681636434415,YES
0.7157650303730773,NO
0.788568376390779,YES
0.6447511761457424,NO
0.6557431219238394,NO
0.7097809456845484,NO
0.6427655343277636,NO
0.7293537007474824,YES
0.6760959505581222,NO
0.7029730308800497,YES
0.7247713343331956,NO
0.6671877216118101,NO
0.7628802670054529,NO
0.7983819131568385,NO
0.7554778667326535,NO
0.728360879838493,NO
0.7271553115918631,NO
0.24195105905926448,NO
0.08495710349780765,NO
0.9612799845494133,YES
0.7271115550472419,NO
0.3232974932026471,YES
0.7939081836809212,NO
0.7398054795264636,NO
0.10888288032735928,NO
0.6535718920028125,NO
0.7119084190609544,NO
0.11842784244022704,NO
0.6920082443365452,NO
0.12474085563659736,NO
0.7069714737505998,NO
0.891636162822629,YES
0.8638809339155468,YES
0.8207475428436923,YES
0.8355960999339125,YES
0.7806801275880485,NO
0.7320485003575965,YES
0.11134229990433912,NO
0.6775851819216063,NO
0.6927988798324578,NO
0.6835421073755428,YES
0.8663629861880203,YES
0.787220976585722,YES
0.7021220415294873,YES
0.6704936040002535,NO
0.6581105018724783,NO
0.7619312026410847,YES
0.7919723337930284,NO
0.6829038653626209,YES
0.7111992612688189,NO
0.7674354741851475,NO
0.7976018395854898,NO
0.783702346859638,NO
0.7183179984247644,NO
0.7744832955618792,YES
0.7152686199185826,NO
0.7107586781298755,YES
0.7159777777107179,NO
0.7889229552868467,YES
0.7530395710048011,NO
0.7641733483413251,NO
0.7657334954840227,NO
0.6809182235446422,NO
0.7113410928272461,YES
0.6868751489985786,NO
0.7017674626334197,YES
0.7156231988146502,NO
0.6681096267415859,NO
0.7916720733661455,NO
0.7500173517332117,NO
0.7249840816708362,NO
0.7493519504856976,NO
