NONETRACED_SUM_MULTI_LSA_SUM.csv,Associated
0.5785402102330026,NO
0.5483693669059397,NO
0.43347347364108907,NO
0.5347406020465668,NO
0.4789400221660588,NO
0.663955968496087,NO
0.6184075289595325,NO
0.3472488521448868,NO
0.41143431363677796,NO
0.5147540182019493,YES
0.5721913185074601,NO
0.5928010419231695,YES
0.5512572264297121,NO
0.6855695231280305,NO
0.49470027183803034,NO
0.4470406592340377,NO
0.6619277664305856,NO
0.4011196131177312,NO
0.20986256602586656,NO
0.279439824857271,NO
0.4876023968949187,NO
0.47294734395569893,YES
0.5955494092985337,YES
0.4139567004620253,YES
0.681910847737684,YES
0.6555913391808535,NO
0.6537390120580182,YES
0.3563043334538579,NO
0.39599630237064565,YES
0.5058382767455957,YES
0.48163770430612207,NO
0.34240524403682454,NO
0.34183692636132845,NO
0.4567545779639214,NO
0.6677903652524895,YES
0.2461585151876492,YES
0.2793694520914174,NO
0.2916270651626299,NO
0.41021285445636335,NO
0.2951217455041871,NO
0.3631535728198728,NO
0.4139745648895979,NO
0.3025357851459266,NO
0.43121723012644975,YES
0.4220927235625235,NO
0.2622369111919226,YES
0.08583686037292708,NO
0.3295679238505738,YES
0.26674117444145357,NO
0.35967781212581945,NO
0.38447200770280815,NO
0.2731411625912842,NO
0.3720438502835135,NO
0.49747337000164804,NO
0.46383371160655973,NO
0.242264887400726,NO
0.6559494748807,NO
0.6788875584145354,NO
0.46657769957150386,NO
0.6190571679269319,NO
0.6067285776915955,NO
0.7670371834485732,NO
0.7385704856322765,NO
0.40670682926202156,NO
0.45144392356928087,NO
0.725016423408335,YES
0.702581868037019,NO
0.5056931072167109,YES
0.523531501076857,NO
0.7077908646241753,NO
0.5040163825619108,NO
0.53983728954524,NO
0.7814137821779843,NO
0.45843050501116767,NO
0.31824009329927666,NO
0.2570782381919217,NO
0.6006540282859877,NO
0.8460493420344555,YES
0.9450587407000384,YES
0.5993751661321169,YES
0.6920037885863399,YES
0.6915322390372369,NO
0.8028479147429854,YES
0.3613006363446825,NO
0.5074994455760535,YES
0.5352288270430375,YES
0.5482590295429627,NO
0.41386632805831525,NO
0.4414031839056864,NO
0.58123388451896,NO
0.7174402762238811,YES
0.33781998151086234,YES
0.38221360916154823,NO
0.3516530874806305,NO
0.5296497851376532,NO
0.3491663601533496,NO
0.4799205642325375,NO
0.5512489382468698,NO
0.41607580501824454,NO
0.4239257297570361,YES
0.5294171462983912,NO
0.3036251387174535,YES
0.12473033495479678,NO
0.34670496305850884,YES
0.3369888893020044,NO
0.437543991957936,NO
0.4863660605996952,NO
0.3297322359607508,NO
0.47486813156789254,NO
0.6115396027879703,NO
0.5791748185089836,NO
0.33511552218363344,NO
0.5882244985853735,NO
0.525578320590727,NO
0.4986386052806424,YES
0.602607037261723,YES
0.6484889064802913,YES
0.73321638391933,YES
0.6553429958947238,NO
0.3156708111131304,NO
0.4632277676616755,YES
0.39560176406020486,NO
0.6615296215468577,YES
0.414139630020571,NO
0.5264311513209904,NO
0.6508712215292807,NO
0.45801863236016205,NO
0.4203035164262941,NO
0.7831625491250084,YES
0.3744816461212951,NO
0.4534025405683141,YES
0.21212009264830994,NO
0.5953731528913856,YES
0.44597880082973973,NO
0.5723058916124159,NO
0.4213585827811738,NO
0.5311008859363978,NO
0.6898755536529669,YES
0.7033558297470512,NO
0.3876417199381402,YES
0.8048058629406537,NO
0.6899895917168307,NO
0.6136610308096724,NO
0.6894642110889693,NO
0.7110752391379784,NO
0.875852379289342,NO
0.8603658179981927,NO
0.5202653972255296,NO
0.47986350804497446,NO
0.7830484565662187,YES
0.7862742738049504,NO
0.6866089444850528,YES
0.6193804417363659,NO
0.7777658967829936,NO
0.5463241178367565,NO
0.5133777587529936,NO
0.8797758950661556,NO
0.4801207389581328,NO
0.3038556373923474,NO
0.3538545289160109,NO
0.6163254660907675,NO
0.8711290167126277,YES
0.9927741016133693,YES
0.6258724123672668,YES
0.8658919502844772,YES
0.8514741979777377,NO
0.8991106353759112,YES
0.4309436457813953,NO
0.561792116174463,NO
0.526136695419263,NO
0.3938059977165139,YES
0.6024554076070606,YES
0.5964064113676811,YES
0.6559921543159574,YES
0.6005295866453348,NO
0.3267635901861673,NO
0.39794906364217175,YES
0.4719368742666561,NO
0.5771845795905949,YES
0.37405768055079314,NO
0.4818122366919737,NO
0.6594732901913517,NO
0.4610494766616934,NO
0.4364977587351588,NO
0.7384786369114792,YES
0.3954264142504627,NO
0.33135817134448214,YES
0.17360764163522324,NO
0.5546879099117625,YES
0.5532326873149757,NO
0.6720563915476289,NO
0.4287095668394015,NO
0.5344912927140208,NO
0.5962058204990144,YES
0.6486699931195201,NO
0.3218612959968447,YES
0.759024165304314,NO
0.6669094597271473,NO
0.6355731532332173,NO
0.6022120184051162,NO
0.640102979557145,NO
0.8770773855940335,NO
0.8267973547469328,NO
0.5232471465527835,NO
0.5395626351180016,NO
0.5833217139417168,YES
0.8066398995846767,NO
0.6240235085166033,YES
0.6619069146902492,NO
0.7782412907014241,NO
0.5690297161079397,NO
0.49303158766186317,NO
0.8029864358908935,NO
0.4561785963201904,NO
0.2974446412674568,NO
0.36556379917916276,NO
0.5673646087805545,NO
0.6719811439629367,YES
0.7674917355348357,YES
0.5326601789796671,YES
0.8533645476966962,YES
0.8471569761766264,NO
0.8587354833877049,YES
0.4664092607092003,NO
0.4624753512637657,NO
0.46349455500322745,NO
0.36657784076290323,NO
0.36970381338896235,NO
0.42092202392867245,NO
0.5550023357268412,NO
0.5045143720583113,NO
0.3124494624583339,NO
0.26978645989838523,NO
0.4680965177469786,YES
0.5417122865573081,NO
0.32128597820039473,YES
0.27737131636283724,NO
0.37585171296501907,NO
0.21709206107761586,NO
0.3879428242208445,NO
0.5308577939795045,NO
0.3507366859420999,NO
0.2897301859607149,NO
0.12090373097281785,NO
0.4709373729199997,NO
0.6320870979522267,YES
0.65350151326217,YES
0.5448931999769833,YES
0.4980636986731798,YES
0.48292366566263056,NO
0.6277478998336691,YES
0.23169101892160432,NO
0.8164368883981814,NO
0.7117883498319612,NO
0.6220752752780225,NO
0.6775462698458445,NO
0.7322761928685414,NO
0.9042009073355644,NO
0.8763179690751696,NO
0.5408503749907326,NO
0.5216024153736528,NO
0.757131447533115,YES
0.8274102988127711,NO
0.6285052306830906,YES
0.6545215195632696,NO
0.8162863535961238,NO
0.58650583265386,NO
0.5189278489903985,NO
0.8917143561259764,NO
0.4896889382557873,NO
0.3231883316653344,NO
0.3517161034314686,NO
0.6383495854954918,NO
0.9024372781359841,YES
1.0,YES
0.6346592535072004,YES
0.8668489158643176,YES
0.8646117356656235,NO
0.9369041051052556,YES
0.46087435473982385,NO
0.6108553545884517,NO
0.5709690765817443,NO
