NONETRACED_MAX_RAW_LSA_MEDIAN.csv,Associated
0.2629183760683761,NO
0.2196940170940171,NO
0.282157264957265,NO
0.3728153846153847,NO
0.2636354700854702,NO
0.2635051282051282,NO
0.2226123931623932,NO
0.20138589743589747,NO
0.26966367521367524,NO
0.42208247863247866,YES
0.2690905982905983,NO
0.42677777777777787,YES
0.3547688034188034,NO
0.36026794871794876,NO
0.2779876068376068,NO
0.22017692307692316,NO
0.36341965811965815,NO
0.2295525641025641,NO
0.22974316239316245,NO
0.26997564102564103,NO
0.29692264957264963,NO
0.254932905982906,YES
0.3407982905982906,YES
0.3298102564102564,YES
0.32777777777777783,YES
0.33728247863247873,NO
0.26357777777777786,YES
0.2886260683760685,NO
0.2829162393162394,YES
0.3878410256410256,YES
0.47912564102564104,NO
0.4752747863247863,NO
0.3745794871794872,NO
0.34098461538461544,NO
0.41606794871794883,YES
0.289901282051282,YES
0.3315333333333333,NO
0.4815179487179488,NO
0.37614401709401707,NO
0.46358376068376067,NO
0.4111320512820512,NO
0.28219743589743596,NO
0.31883205128205133,NO
0.3773021367521368,YES
0.324282905982906,NO
0.30621452991453,YES
0.28901581196581194,NO
0.3861893162393163,YES
0.3492324786324787,NO
0.36085641025641024,NO
0.3482790598290598,NO
0.39858760683760674,NO
0.3305273504273505,NO
0.4466884615384616,NO
0.3703944444444444,NO
0.36561367521367516,NO
0.29028290598290607,NO
0.3496059829059829,NO
0.23996880341880344,NO
0.38444658119658115,NO
0.3581641025641026,NO
0.3599666666666667,NO
0.31769444444444445,NO
0.32579188034188034,NO
0.24781153846153844,NO
0.4298965811965812,YES
0.30134658119658125,NO
0.28664743589743596,YES
0.283440170940171,NO
0.3332717948717948,NO
0.22910769230769235,NO
0.214924358974359,NO
0.4334876068376069,NO
0.19211794871794874,NO
0.24213632478632485,NO
0.1780064102564103,NO
0.29633931623931625,NO
0.50316452991453,YES
0.5314888888888889,YES
0.3749576923076923,YES
0.39171239316239315,YES
0.286026923076923,NO
0.37660641025641034,YES
0.2389602564102564,NO
0.3143807692307693,YES
0.3778794871794873,YES
0.5025008547008547,NO
0.47181794871794874,NO
0.41646111111111106,NO
0.3799132478632479,NO
0.4078183760683761,YES
0.32462863247863244,YES
0.37133632478632483,NO
0.46836923076923076,NO
0.41973846153846156,NO
0.4472559829059829,NO
0.4598346153846154,NO
0.3444,NO
0.3654594017094017,NO
0.35307307692307704,YES
0.3406235042735043,NO
0.3118192307692309,YES
0.309396153846154,NO
0.38003290598290596,YES
0.37337692307692305,NO
0.38596880341880346,NO
0.34883333333333333,NO
0.4207094017094017,NO
0.3658123931623931,NO
0.4871440170940171,NO
0.40584059829059826,NO
0.40545982905982914,NO
0.3143196581196581,NO
0.2157042735042735,NO
0.3207128205128205,YES
0.44594700854700864,YES
0.38984145299145306,YES
0.42594444444444446,YES
0.35147094017094016,NO
0.18496153846153846,NO
0.3019021367521368,YES
0.2523141025641026,NO
0.36727564102564103,YES
0.24394487179487184,NO
0.3546602564102564,NO
0.3025119658119658,NO
0.2745632478632479,NO
0.2851811965811966,NO
0.4580367521367522,YES
0.24523589743589747,NO
0.3846380341880342,YES
0.2029012820512821,NO
0.38023504273504277,YES
0.2545615384615385,NO
0.31752521367521375,NO
0.3317790598290599,NO
0.2523068376068377,NO
0.3849807692307693,YES
0.39734529914529926,NO
0.3083465811965812,YES
0.3599350427350428,NO
0.2930957264957265,NO
0.3322542735042736,NO
0.5334589743589744,NO
0.35799529914529915,NO
0.368041452991453,NO
0.4033452991452992,NO
0.2361217948717949,NO
0.31247264957264964,NO
0.7014,YES
0.32602948717948715,NO
0.5879350427350427,YES
0.40276880341880344,NO
0.4116461538461538,NO
0.34180042735042737,NO
0.25947863247863245,NO
0.3943901709401709,NO
0.2257260683760684,NO
0.25444188034188037,NO
0.40804401709401705,NO
0.37302606837606833,NO
0.5081833333333333,YES
0.5738478632478633,YES
0.4191226495726496,YES
0.42529829059829066,YES
0.42941965811965815,NO
0.43260726495726504,YES
0.33903547008547014,NO
0.25189957264957263,NO
0.2168196581196581,NO
0.23567222222222226,YES
0.400298717948718,YES
0.34022521367521363,YES
0.2751824786324787,YES
0.24929273504273508,NO
0.16883247863247866,NO
0.24989572649572656,YES
0.2640025641025641,NO
0.24727350427350428,YES
0.1976508547008547,NO
0.30251452991453,NO
0.3253876068376068,NO
0.24875000000000005,NO
0.23931666666666673,NO
0.3896858974358975,YES
0.24947435897435893,NO
0.28414145299145305,YES
0.16091452991452992,NO
0.3231346153846154,YES
0.27663803418803423,NO
0.3551717948717949,NO
0.31302393162393166,NO
0.21843760683760685,NO
0.2856995726495727,YES
0.2675094017094017,NO
0.2516846153846154,YES
0.33357051282051287,NO
0.2634893162393163,NO
0.3869132478632479,NO
0.46457264957264954,NO
0.35085427350427356,NO
0.34429444444444446,NO
0.3805132478632478,NO
0.28150085470085473,NO
0.3241380341880342,NO
0.5707320512820512,YES
0.3848995726495727,NO
