UPPERTRACED_MAX_MULTI_LSA_MEDIAN.csv,Associated
0.3615502677220347,NO
0.3316920730997556,NO
0.3274246537073682,NO
0.42777862879757883,NO
0.38833989640321265,NO
0.4669040041904319,NO
0.41549353393085786,NO
0.1440070364334769,NO
0.22832149342335004,NO
0.30870200791526015,YES
0.3519500407403096,NO
0.292908741706437,YES
0.3209193167268071,NO
0.4805408043301129,NO
0.3360947095797928,NO
0.39431336282155743,NO
0.4794857758118962,NO
0.3447061983471075,NO
0.23942193574671167,NO
0.10895,NO
0.38635710045396354,NO
0.33868227796531253,YES
0.45831197765103016,YES
0.34390517983936675,YES
0.4117006169246886,YES
0.452646042369922,NO
0.4528061692468863,YES
0.20074586776859502,NO
0.49406094750320106,YES
0.5002118728902339,YES
0.2925325456873472,NO
0.3367197590501688,NO
0.39659217786055173,NO
0.3071423117215691,NO
0.5396850017460133,YES
0.4510626644162496,YES
0.13641091840297986,NO
0.2612157839599581,NO
0.3606551681992783,NO
0.2442048539168898,NO
0.26584813758584563,NO
0.39273580491211735,NO
0.2673416424164824,NO
0.36724072284949366,YES
0.41334365033174253,NO
0.36720676289139803,YES
0.088985746711675,NO
0.3359958619485508,YES
0.2222063322081248,NO
0.4437335118146898,NO
0.363033866837388,NO
0.16790760679781164,NO
0.4444766732627168,NO
0.31392546269351645,NO
0.3482908217902456,NO
0.14224029798626472,NO
0.3690002677220347,NO
0.3757920730997556,NO
0.33677465370736814,NO
0.4628286287975788,NO
0.4303898964032126,NO
0.5049040041904319,NO
0.45929353393085787,NO
0.1355070364334769,NO
0.25322149342335004,NO
0.4139520079152601,YES
0.4013000407403096,NO
0.224658741706437,YES
0.3020693167268071,NO
0.47739080433011294,NO
0.3317447095797928,NO
0.43316336282155743,NO
0.5208357758118962,NO
0.3526561983471075,NO
0.29942193574671166,NO
0.08775,NO
0.4391071004539635,NO
0.5229822779653126,YES
0.6307119776510302,YES
0.4431551798393668,YES
0.38025061692468864,YES
0.456946042369922,NO
0.5133561692468863,YES
0.203045867768595,NO
0.5056109475032011,YES
0.46871187289023397,YES
0.29223254568734724,NO
0.3408697590501688,NO
0.4145421778605517,NO
0.3235923117215691,NO
0.5140850017460132,YES
0.46536266441624957,YES
0.15476091840297987,NO
0.25601578395995805,NO
0.3798051681992783,NO
0.2356548539168898,NO
0.29044813758584564,NO
0.4208358049121173,NO
0.2935416424164824,NO
0.32284072284949367,YES
0.42139365033174253,NO
0.351956762891398,YES
0.087485746711675,NO
0.3200958619485508,YES
0.22190633220812478,NO
0.4456835118146898,NO
0.370083866837388,NO
0.16515760679781166,NO
0.45702667326271684,NO
0.3288254626935165,NO
0.3598908217902456,NO
0.1582402979862647,NO
0.4258519613549063,NO
0.37973579327202883,NO
0.47905810732161563,YES
0.6196174368525202,YES
0.5612953497846583,YES
0.45701972994994766,YES
0.42286209987195905,NO
0.3525598300547084,NO
0.47059057734838783,YES
0.56975,NO
0.4897164183447795,YES
0.5346107147014317,NO
0.5264201780933535,NO
0.45666973576999187,NO
0.4420614247468281,NO
0.36982919334186937,NO
0.48960504015830525,YES
0.3810766849028053,NO
0.5537476370620417,YES
0.417491834477942,NO
0.55236322896054,YES
0.4251804330112909,NO
0.4489937550925387,NO
0.5043210860202537,NO
0.4148175648934932,NO
0.5314489873123036,YES
0.481094890001164,NO
0.47979113607263413,YES
0.4019002677220347,NO
0.33569207309975563,NO
0.36897465370736815,NO
0.4486786287975788,NO
0.4536398964032126,NO
0.5066540041904318,NO
0.4702435339308579,NO
0.1713070364334769,NO
0.21677149342335006,NO
0.3866520079152601,YES
0.4000000407403096,NO
0.26910874170643695,YES
0.2989193167268071,NO
0.45679080433011293,NO
0.30939470957979276,NO
0.3642133628215575,NO
0.5176357758118962,NO
0.31660619834710746,NO
0.25617193574671165,NO
0.10095,NO
0.3936571004539635,NO
0.4945822779653125,YES
0.5987119776510301,YES
0.4000551798393668,YES
0.4364006169246886,YES
0.485296042369922,NO
0.5046561692468863,YES
0.189445867768595,NO
0.43890196135490633,NO
0.40623579327202886,NO
0.46230810732161565,YES
0.6345674368525203,YES
0.5409953497846584,YES
0.45206972994994765,YES
0.42581209987195906,NO
0.3762598300547084,NO
0.46884057734838785,YES
0.6299,NO
0.47646641834477954,YES
0.5354107147014316,NO
0.5307701780933536,NO
0.48851973576999186,NO
0.4641114247468281,NO
0.41387919334186934,NO
0.48595504015830526,YES
0.4237766849028053,NO
0.5044476370620417,YES
0.41764183447794206,NO
0.5526132289605401,YES
0.5015304330112909,NO
0.5254437550925387,NO
0.5437710860202538,NO
0.4417175648934932,NO
0.5187489873123036,YES
0.488694890001164,NO
0.4789411360726341,YES
0.3954502677220347,NO
0.3363420730997556,NO
0.38927465370736813,NO
0.4145786287975788,NO
0.4321398964032126,NO
0.5214540041904319,NO
0.4686935339308579,NO
0.1868570364334769,NO
0.24382149342335002,NO
0.2847020079152601,YES
0.4234000407403096,NO
0.24625874170643697,YES
0.3255193167268071,NO
0.47079080433011294,NO
0.3265947095797928,NO
0.36386336282155746,NO
0.4966857758118962,NO
0.3172561983471075,NO
0.25772193574671165,NO
0.1128,NO
0.3784571004539635,NO
0.3936822779653125,YES
0.4903619776510301,YES
0.3555551798393668,YES
0.4471006169246886,YES
0.494246042369922,NO
0.4998561692468863,YES
0.20704586776859502,NO
0.3721502677220347,NO
0.3660420730997556,NO
0.38222465370736813,NO
0.4179286287975788,NO
0.42658989640321265,NO
0.5255540041904319,NO
0.4529935339308579,NO
0.1584070364334769,NO
0.25377149342335004,NO
0.35665200791526014,YES
0.4383500407403096,NO
0.210708741706437,YES
0.2661193167268071,NO
0.40574080433011295,NO
0.2572947095797928,NO
0.43921336282155743,NO
0.5105357758118962,NO
0.37200619834710746,NO
0.3570719357467117,NO
0.06545,NO
0.46995710045396355,NO
0.5018322779653126,YES
0.5829119776510301,YES
0.5075551798393667,YES
0.38085061692468863,YES
0.47049604236992204,NO
0.5506561692468863,YES
0.226795867768595,NO
0.3966502677220347,NO
0.3375420730997556,NO
0.36787465370736816,NO
0.4366786287975788,NO
0.4571398964032126,NO
0.5127540041904318,NO
0.4702435339308579,NO
0.1702570364334769,NO
0.23142149342335006,NO
0.36420200791526014,YES
0.4125500407403096,NO
0.22805874170643697,YES
0.31216931672680714,NO
0.47104080433011297,NO
0.3252947095797928,NO
0.3621133628215574,NO
0.5149357758118962,NO
0.31500619834710747,NO
0.2624219357467117,NO
0.0956,NO
0.39900710045396354,NO
0.5016322779653125,YES
0.5928119776510301,YES
0.40045517983936674,YES
0.42545061692468866,YES
0.484296042369922,NO
0.5171561692468863,YES
0.19889586776859502,NO
0.3610502677220347,NO
0.3347920730997556,NO
0.32422465370736814,NO
0.4638786287975788,NO
0.4261398964032126,NO
0.4643540041904319,NO
0.4162935339308579,NO
0.1366570364334769,NO
0.21492149342335004,NO
0.40510200791526013,YES
0.3515000407403096,NO
0.24125874170643696,YES
0.3054693167268071,NO
0.47139080433011293,NO
0.3271947095797928,NO
0.37966336282155744,NO
0.49593577581189624,NO
0.3304561983471075,NO
0.2508219357467117,NO
0.0851,NO
0.4049071004539635,NO
0.4683322779653125,YES
0.5832619776510302,YES
0.41750517983936675,YES
0.35455061692468864,YES
0.442746042369922,NO
0.47340616924688633,YES
0.189995867768595,NO
0.4599800896286812,NO
0.4009692759864975,NO
0.6636081073216156,YES
0.5237674368525203,YES
0.4757953497846584,YES
0.604054108951228,YES
0.5340942090559888,NO
0.39930983005470844,NO
0.5549307763939006,YES
0.39912486322896057,NO
0.6005459143289489,YES
0.3919093760912583,NO
0.5247201780933536,NO
0.43599194505878247,NO
