UPPERTRACED_SUM_MULTI_LSA_MEDIAN.csv,Associated
0.2396475273348308,NO
0.2348499025413503,NO
0.19753117377341325,NO
0.2987455828027251,NO
0.25557008576361173,NO
0.292919224414784,NO
0.2805220451465592,NO
0.11704974196662274,NO
0.1632429978280644,NO
0.25109298576175537,YES
0.23895311217954668,NO
0.25844847686053196,YES
0.2372886660231302,NO
0.32705427889881006,NO
0.21689727579869683,NO
0.21564201860067944,NO
0.3336998217898977,NO
0.17393187269115817,NO
0.16806525367094244,NO
0.10895,NO
0.25778995619001654,NO
0.2341921615400323,YES
0.312007533089532,YES
0.2237868644303774,YES
0.30565408676604355,YES
0.2763147051179714,NO
0.29453879225528595,YES
0.14713670664018266,NO
0.2472364142642336,YES
0.2988600456663387,YES
0.2337221574560508,NO
0.17286301119382202,NO
0.2234324119623531,NO
0.18818089067924038,NO
0.3529589773339026,YES
0.2422103928047671,YES
0.09626809110991479,NO
0.15053710297202472,NO
0.19410559783920253,NO
0.15736639068852215,NO
0.14576341959197311,NO
0.19366805955187585,NO
0.1669520679797286,NO
0.2486084380627077,YES
0.2037290965119085,NO
0.19591647700904047,YES
0.05951412593513895,NO
0.2437215569251332,YES
0.12388760511611499,NO
0.2144918487441757,NO
0.19131157159033946,NO
0.10636749800441814,NO
0.21871850043624344,NO
0.20557529098368266,NO
0.1982025014386753,NO
0.07844024578143273,NO
0.2470975273348308,NO
0.2789499025413503,NO
0.20688117377341325,NO
0.3337955828027251,NO
0.2976200857636117,NO
0.330919224414784,NO
0.3243220451465592,NO
0.10854974196662273,NO
0.1881429978280644,NO
0.3563429857617554,YES
0.2883031121795467,NO
0.19019847686053198,YES
0.2184386660231302,NO
0.32390427889881007,NO
0.21254727579869684,NO
0.25449201860067944,NO
0.3750498217898977,NO
0.1818818726911582,NO
0.22806525367094244,NO
0.08775,NO
0.3105399561900165,NO
0.4184921615400323,YES
0.484407533089532,YES
0.3230368644303774,YES
0.2742040867660436,YES
0.2806147051179714,NO
0.35508879225528595,YES
0.14943670664018266,NO
0.2587864142642336,YES
0.2673600456663387,YES
0.2334221574560508,NO
0.177013011193822,NO
0.2413824119623531,NO
0.20463089067924037,NO
0.3273589773339026,YES
0.2565103928047671,YES
0.11461809110991479,NO
0.14533710297202473,NO
0.2132555978392025,NO
0.14881639068852215,NO
0.1703634195919731,NO
0.22176805955187584,NO
0.19315206797972861,NO
0.20420843806270766,YES
0.2117790965119085,NO
0.18066647700904045,YES
0.05801412593513895,NO
0.2278215569251332,YES
0.123587605116115,NO
0.21644184874417569,NO
0.19836157159033946,NO
0.10361749800441813,NO
0.23126850043624345,NO
0.22047529098368263,NO
0.2098025014386753,NO
0.09444024578143273,NO
0.34113419220702074,NO
0.2723032133509068,NO
0.3222930405242347,YES
0.4898767491507175,YES
0.40507829456644817,YES
0.3794693330115651,YES
0.33627484638660454,NO
0.23756981752028067,NO
0.3639537646884108,YES
0.41991428743804415,NO
0.34009952384488296,YES
0.4080389157029089,NO
0.403893134270174,NO
0.3933919749763315,NO
0.33733932874194805,NO
0.2713648554827452,NO
0.4416346525831183,YES
0.27852861942861384,NO
0.36668883866416674,YES
0.29740887430618723,NO
0.41558776847537543,YES
0.3153943993762647,NO
0.3743519584547699,NO
0.37012705916204125,NO
0.3095577103714567,NO
0.4162740490820323,YES
0.37572603538213073,NO
0.338809024670961,YES
0.2799975273348308,NO
0.2388499025413503,NO
0.23908117377341326,NO
0.3196455828027251,NO
0.3208700857636117,NO
0.332669224414784,NO
0.3352720451465592,NO
0.14434974196662273,NO
0.1516929978280644,NO
0.3290429857617554,YES
0.28700311217954666,NO
0.23464847686053197,YES
0.21528866602313018,NO
0.30330427889881006,NO
0.19019727579869683,NO
0.18554201860067945,NO
0.3718498217898977,NO
0.14583187269115816,NO
0.18481525367094245,NO
0.10095,NO
0.2650899561900165,NO
0.3900921615400323,YES
0.45240753308953197,YES
0.2799368644303774,YES
0.33035408676604355,YES
0.3089647051179714,NO
0.34638879225528596,YES
0.13583670664018266,NO
0.35418419220702074,NO
0.2988032133509068,NO
0.3055430405242347,YES
0.5048267491507175,YES
0.3847782945664482,YES
0.3745193330115651,YES
0.33922484638660455,NO
0.26126981752028067,NO
0.36220376468841076,YES
0.4800642874380441,NO
0.3268495238448829,YES
0.4088389157029089,NO
0.408243134270174,NO
0.4252419749763315,NO
0.35938932874194807,NO
0.3154148554827452,NO
0.4379846525831183,YES
0.32122861942861386,NO
0.31738883866416673,YES
0.29755887430618727,NO
0.41583776847537546,YES
0.39174439937626465,NO
0.4508019584547699,NO
0.40957705916204123,NO
0.33645771037145666,NO
0.4035740490820323,YES
0.3833260353821307,NO
0.33795902467096106,YES
0.2735475273348308,NO
0.2394999025413503,NO
0.25938117377341324,NO
0.28554558280272513,NO
0.2993700857636117,NO
0.347469224414784,NO
0.33372204514655923,NO
0.1598997419666227,NO
0.1787429978280644,NO
0.22709298576175535,YES
0.3104031121795467,NO
0.211798476860532,YES
0.2418886660231302,NO
0.3173042788988101,NO
0.20739727579869682,NO
0.18519201860067946,NO
0.3508998217898977,NO
0.14648187269115817,NO
0.18636525367094245,NO
0.1128,NO
0.24988995619001653,NO
0.2891921615400323,YES
0.34405753308953196,YES
0.2354368644303774,YES
0.34105408676604354,YES
0.3179147051179714,NO
0.34158879225528593,YES
0.15343670664018266,NO
0.2502475273348308,NO
0.2691999025413503,NO
0.25233117377341324,NO
0.2888955828027251,NO
0.29382008576361174,NO
0.351569224414784,NO
0.31802204514655924,NO
0.13144974196662274,NO
0.1886929978280644,NO
0.29904298576175536,YES
0.32535311217954666,NO
0.176248476860532,YES
0.18248866602313019,NO
0.2522542788988101,NO
0.13809727579869682,NO
0.26054201860067944,NO
0.36474982178989773,NO
0.20123187269115816,NO
0.2857152536709424,NO
0.06545,NO
0.34138995619001655,NO
0.3973421615400323,YES
0.436607533089532,YES
0.3874368644303774,YES
0.27480408676604356,YES
0.29416470511797144,NO
0.39238879225528595,YES
0.17318670664018265,NO
0.2747475273348308,NO
0.24069990254135032,NO
0.23798117377341327,NO
0.3076455828027251,NO
0.3243700857636117,NO
0.338769224414784,NO
0.3352720451465592,NO
0.14329974196662273,NO
0.1663429978280644,NO
0.30659298576175537,YES
0.29955311217954667,NO
0.193598476860532,YES
0.22853866602313022,NO
0.31755427889881005,NO
0.20609727579869683,NO
0.18344201860067946,NO
0.3691498217898977,NO
0.14423187269115817,NO
0.19106525367094246,NO
0.0956,NO
0.27043995619001654,NO
0.3971421615400323,YES
0.44650753308953195,YES
0.2803368644303774,YES
0.3194040867660436,YES
0.3079647051179714,NO
0.35888879225528597,YES
0.14528670664018267,NO
0.2391475273348308,NO
0.23794990254135032,NO
0.19433117377341325,NO
0.33484558280272514,NO
0.2933700857636117,NO
0.290369224414784,NO
0.28132204514655923,NO
0.10969974196662273,NO
0.1498429978280644,NO
0.34749298576175536,YES
0.23850311217954667,NO
0.206798476860532,YES
0.22183866602313018,NO
0.31790427889881007,NO
0.2079972757986968,NO
0.20099201860067945,NO
0.35014982178989773,NO
0.1596818726911582,NO
0.17946525367094246,NO
0.0851,NO
0.2763399561900165,NO
0.3638421615400323,YES
0.436957533089532,YES
0.29738686443037743,YES
0.24850408676604357,YES
0.2664147051179714,NO
0.31513879225528596,YES
0.13638670664018265,NO
0.4798733603742412,NO
0.45569336631457796,NO
0.676179764799792,YES
0.3595542324899293,YES
0.3914842144832835,YES
0.64235,YES
0.5730336120960107,NO
0.3917842219087045,NO
0.5458205591341959,YES
0.2913998830496204,NO
0.6566811533535056,YES
0.32746781172845235,NO
0.4835943111993911,NO
0.47367504872932487,NO
0.4026832742393584,NO
0.41622253800887343,NO
0.4595703623605413,YES
0.3915381527409085,NO
0.3703017143440569,YES
0.3280802511648629,NO
0.40083438433978724,YES
0.4028917364346841,NO
0.4034836362286287,NO
0.49051748222539865,NO
0.4719901984443743,NO
0.6400812443149121,YES
0.6215953553992092,NO
0.476898948374761,YES
0.17014454602832796,NO
0.18261462343834114,NO
0.2621536087545713,YES
0.15098810447567246,NO
0.13814894930293858,NO
0.32683098906606767,YES
0.19909285767324436,NO
0.1177897241456125,NO
0.3861017579684048,YES
0.13362025469193783,NO
0.3353599370695576,YES
0.11690567116523418,NO
0.24121332863056674,NO
0.23873879875252926,NO
0.19573884052052198,NO
0.16545321984815015,NO
0.1901400712840409,NO
0.1235579479849264,NO
0.21148604670589766,NO
0.09929079711893668,NO
0.18343811190109338,NO
0.16907978521969963,NO
0.15944448198407246,NO
0.24608264771946758,NO
0.17179349254673376,NO
0.2976841838534222,YES
0.2715810308340604,NO
0.2291294677829549,YES
0.3448341922070207,NO
0.2783032133509068,NO
0.3758430405242347,YES
0.4621767491507175,YES
0.36982829456644817,YES
0.41861933301156506,YES
0.3566248463866045,NO
0.25476981752028066,NO
0.39875376468841073,YES
0.4665642874380441,NO
0.4042495238448829,YES
0.39063891570290893,NO
0.41389313427017393,NO
0.39974197497633146,NO
0.34303932874194804,NO
0.2655648554827452,NO
0.4154846525831183,YES
0.27282861942861386,NO
0.32123883866416675,YES
0.28775887430618724,NO
0.38373776847537544,YES
0.4091443993762647,NO
0.44605195845476986,NO
0.4449270591620412,NO
0.3426077103714567,NO
0.4520240490820323,YES
0.4254760353821307,NO
0.370659024670961,YES
0.18253511667192635,NO
0.1778001949172994,NO
0.2935784857710371,YES
0.12995152870853366,NO
0.14835061074087136,NO
0.34850117228832905,YES
0.1892960598860198,NO
0.1373698880617795,NO
0.32819555031650854,YES
0.11836279678479272,NO
0.3784218845718317,YES
0.140278512688188,NO
0.19335985074903933,NO
0.17333345523399357,NO
0.1334818847574672,NO
0.15015823107909929,NO
0.20428086097755666,NO
0.141750659934285,NO
0.24914332269022998,NO
0.0841205869795244,NO
0.21222145111288496,NO
0.17105519129740668,NO
0.1574142048302363,NO
0.2611733733687278,NO
0.21492606137110398,NO
0.3226005494811487,YES
0.30723282036050414,NO
0.2468782518702779,YES
0.3282841922070207,NO
0.2693032133509068,NO
0.2792930405242347,YES
0.4208267491507175,YES
0.3207782945664482,YES
0.3342693330115651,YES
0.31442484638660456,NO
0.23596981752028065,NO
0.31900376468841074,YES
0.4077642874380441,NO
0.2955495238448829,YES
0.38558891570290893,NO
0.381143134270174,NO
0.3833419749763315,NO
0.32988932874194804,NO
0.2743648554827452,NO
0.4083346525831183,YES
0.28142861942861386,NO
0.26288883866416674,YES
0.2939088743061873,NO
0.3486877684753754,YES
0.2967943993762647,NO
0.3762019584547699,NO
0.3330770591620412,NO
0.3023577103714567,NO
0.36412404908203233,YES
0.3464260353821307,NO
0.303509024670961,YES
0.3448364142642336,YES
0.2007600456663387,YES
0.2473221574560508,NO
0.17131301119382203,NO
0.2389824119623531,NO
0.20788089067924037,NO
0.2753089773339026,YES
0.3790103928047671,YES
0.09826809110991479,NO
0.13563710297202475,NO
0.22090559783920252,NO
0.13796639068852215,NO
0.16246341959197313,NO
0.19736805955187586,NO
0.1617020679797286,NO
0.15025843806270767,YES
0.2129290965119085,NO
0.26056647700904045,YES
0.055464125935138955,NO
0.2230215569251332,YES
0.12213760511611499,NO
0.20489184874417568,NO
0.19921157159033948,NO
0.10756749800441814,NO
0.23826850043624345,NO
0.21927529098368265,NO
0.2172525014386753,NO
0.07784024578143273,NO
0.4683733603742412,NO
0.46674336631457797,NO
0.5748297647997921,YES
0.3457042324899293,YES
0.37023421448328353,YES
0.6583,YES
0.5045836120960108,NO
0.37238422190870446,NO
0.655320559134196,YES
0.28959988304962037,NO
0.6807811533535055,YES
0.31276781172845236,NO
0.5291443111993911,NO
0.4922250487293248,NO
0.4301832742393584,NO
0.4131225380088734,NO
0.46627036236054126,YES
0.3864381527409085,NO
0.4019517143440569,YES
0.26268025116486293,NO
0.4332343843397872,YES
0.4069917364346841,NO
0.4105836362286287,NO
0.49041748222539866,NO
0.4708401984443743,NO
0.618431244314912,YES
0.6268453553992093,NO
0.5543989483747609,YES
0.48532336037424123,NO
0.45684336631457795,NO
0.6352797647997921,YES
0.3987042324899293,YES
0.4304842144832835,YES
0.62335,YES
0.5707836120960107,NO
0.3967842219087045,NO
0.5342705591341959,YES
0.33699988304962036,NO
0.6383311533535057,YES
0.32891781172845236,NO
0.4908943111993911,NO
0.48702504872932484,NO
0.4161832742393584,NO
0.4185225380088734,NO
0.48592036236054126,YES
0.3918881527409085,NO
0.3652017143440569,YES
0.3200302511648629,NO
0.41348438433978724,YES
0.44604173643468414,NO
0.4557836362286287,NO
0.48946748222539865,NO
0.4780901984443743,NO
0.6220812443149121,YES
0.6128453553992093,NO
0.47969894837476096,YES
0.4935233603742412,NO
0.48809336631457795,NO
0.6844297647997921,YES
0.3691542324899293,YES
0.4299342144832835,YES
0.6648499999999999,YES
0.5746836120960107,NO
0.4196342219087045,NO
0.5511205591341959,YES
0.2977998830496204,NO
0.6872811533535056,YES
0.32561781172845233,NO
0.4511943111993911,NO
0.4419750487293248,NO
0.3604332742393584,NO
0.4728225380088734,NO
0.49402036236054125,YES
0.44653815274090847,NO
0.4229517143440569,YES
0.3102802511648629,NO
0.4604843843397872,YES
0.4270417364346841,NO
0.4285336362286287,NO
0.5202174822253987,NO
0.4977401984443743,NO
0.6427312443149121,YES
0.6587453553992092,NO
0.501848948374761,YES
0.4618733603742412,NO
0.46974336631457797,NO
0.576129764799792,YES
0.3425542324899293,YES
0.3633842144832835,YES
0.64705,YES
0.4943836120960107,NO
0.36633422190870446,NO
0.643970559134196,YES
0.2928498830496204,NO
0.6724311533535056,YES
0.31851781172845234,NO
0.5199943111993911,NO
0.4620250487293248,NO
0.40383327423935844,NO
0.4234725380088734,NO
0.46147036236054123,YES
0.3985881527409085,NO
0.4051517143440569,YES
0.2535802511648629,NO
0.44213438433978725,YES
0.40319173643468414,NO
0.40413363622862875,NO
0.49601748222539865,NO
0.4667401984443743,NO
0.6211312443149121,YES
0.6142453553992092,NO
0.585998948374761,YES
0.3624841922070207,NO
0.3053532133509068,NO
0.3034930405242347,YES
0.5007767491507175,YES
0.3907782945664482,YES
0.3850693330115651,YES
0.3419748463866045,NO
0.25876981752028066,NO
