LOWERTRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.05693664795509223,NO
0.04936291544150405,NO
0.09320146128486145,NO
0.18408625144791946,NO
0.05105586741512965,NO
0.07199501024681458,NO
0.043749443107903414,NO
0.051768689298761474,NO
0.1417624521072797,NO
0.23799340639757643,YES
0.04615521696516083,NO
0.3191659983961508,YES
0.20752027087231578,NO
0.19005613472333602,NO
0.18934331283970418,NO
0.0930232558139535,NO
0.05417446315601889,NO
0.09008286554397221,NO
0.057827675309632016,NO
0.18542279247972915,NO
0.09346876949122339,NO
0.08740978348035286,YES
0.08963735186670231,YES
0.1666221152989397,YES
0.2318453176512519,YES
0.1314265347946182,NO
0.08179631114675222,YES
0.09863672814755414,NO
0.43428673260269096,YES
0.5565356856455494,YES
0.2908313285217856,NO
0.1319611512073421,NO
0.09355787222667737,NO
0.09035017375033413,NO
0.6904570970328789,YES
0.4240399180254834,YES
0.11280406308473671,NO
0.08536042056491136,NO
0.07867771540586298,NO
0.08553862603581931,NO
0.15138554753630937,NO
0.12723870622828123,NO
0.12946627461463067,NO
0.5892363895571595,YES
0.0595206272832576,NO
0.4390982803172058,YES
0.02165196471531676,NO
0.6416287980040988,YES
0.02797825893254923,NO
0.099260447295732,NO
0.05978793548961953,NO
0.1013098102111735,NO
0.06272832575960083,NO
0.16083043749443107,NO
0.090973892898512,NO
0.0810834892631204,NO
0.07021295553773502,NO
0.12795152811191304,NO
0.10986367281475543,NO
0.2465472690011583,NO
0.1259912679319255,NO
0.1397130891918382,NO
0.12180343936558853,NO
0.03662122427158514,NO
0.18613561436336096,NO
0.3988238438920075,YES
0.13409961685823754,NO
0.17080994386527668,YES
0.1739285396061659,NO
0.18444266238973536,NO
0.18159137485520807,NO
0.16225608126169472,NO
0.12786242537645906,NO
0.10425020048115478,NO
0.16475095785440613,NO
0.14764323264724227,NO
0.18747215539517065,NO
0.3891116457275239,YES
0.3701327630758265,YES
0.31676022453889335,YES
0.14906887641450595,YES
0.13908937004366034,NO
0.16296890314532658,YES
0.10273545397843714,NO
0.10736879622204402,YES
0.152900294039027,YES
0.29029671210906177,NO
0.13935667825002226,NO
0.1255457542546556,NO
0.11966497371469305,NO
0.2973358282099261,YES
0.10202263209480532,YES
0.1455047669963468,NO
0.07609373607769761,NO
0.11280406308473671,NO
0.070302058273189,NO
0.19522409337966676,NO
0.1773144435534171,NO
0.17615610799251535,NO
0.16261249220351065,YES
0.07386616769134814,NO
0.06442127773322642,YES
0.018978882651697407,NO
0.26579345985921765,YES
0.027443642519825354,NO
0.10273545397843714,NO
0.0723514211886305,NO
0.09640915976120469,NO
0.08509311235854942,NO
0.18738305265971664,NO
0.11164572752383499,NO
0.10959636460839349,NO
0.0557783123941905,NO
0.013008999376280856,NO
0.11636817250289584,YES
0.2895838902254299,YES
0.2529626659538448,YES
0.11868484362469932,YES
0.06486679141049632,NO
0.0028512875345273105,NO
0.17865098458522677,YES
0.11556624788381006,NO
0.10932905640203155,YES
0.11984317918560101,NO
0.18417535418337344,NO
0.1635926222935044,NO
0.1635926222935044,NO
0.04223469660518578,NO
0.19780807270783213,YES
0.04080905283792212,NO
0.3128397041789183,YES
0.11752650806379757,NO
0.21847990733315514,YES
0.03777955983248686,NO
0.051590483827853514,NO
0.11948676824378511,NO
0.03528468323977546,NO
0.14407912322908314,YES
0.07716296890314533,NO
0.11093290564020317,YES
0.12884255546645282,NO
0.056491134277822326,NO
0.16724583444711755,NO
0.22133119486768243,NO
0.16742403991802549,NO
0.14283168493272744,NO
0.1413169384300098,NO
0.1004187828566337,NO
0.1211797202174107,NO
0.3501737503341353,YES
0.13178294573643412,NO
0.2500222756838635,YES
0.16831506727256526,NO
0.14773233538269626,NO
0.1417624521072797,NO
0.03938340907065847,NO
0.12215985030740446,NO
0.04000712821883632,NO
0.0876770916867148,NO
0.17116635480709258,NO
0.10647776886750425,NO
0.3385012919896641,YES
0.31310701238528027,YES
0.23995366657756395,YES
0.2491312483293237,YES
0.1896106210460661,NO
0.14746502717633433,YES
0.07849950993495501,NO
0.07903412634767888,NO
0.06023344916688942,NO
0.08651875612581307,YES
0.3162256081261695,YES
0.21678695535952955,YES
0.10986367281475543,YES
0.07012385280228103,NO
0.04508598413971309,NO
0.17553238884433753,YES
0.22275683863494608,NO
0.08571683150672726,YES
0.12126882295286466,NO
0.19192729216786958,NO
0.22035106477768868,NO
0.20288692862870888,NO
0.12073420654014082,NO
0.19130357301969173,YES
0.11690278891561971,NO
0.22498440702129555,YES
0.11779381627015949,NO
0.21892542101042503,YES
0.17383943687071193,NO
0.18782856633698655,NO
0.18978882651697407,NO
0.08322195491401588,NO
0.12144702842377263,YES
0.09070658469215007,NO
0.10941815913748552,YES
0.1173483025928896,NO
0.05764946983872405,NO
0.20342154504143278,NO
0.16056312928806915,NO
0.12910986367281477,NO
0.16920609462710504,NO
0.13855475363093647,NO
0.12812973358282098,NO
0.169384300098013,NO
0.16849327274347323,YES
0.173483025928896,NO
0.20930232558139536,YES
0.2157177225340818,NO
0.1726811013098102,NO
0.1724137931034483,NO
0.03875968992248062,NO
0.08482580415218748,NO
0.04116546377973804,NO
0.09043927648578812,NO
0.19228370310968546,NO
0.0793905372894948,NO
0.15869197184353562,YES
0.12002138465650895,YES
0.1606522320235231,YES
0.26819923371647514,YES
0.20556001069232827,NO
0.13891116457275238,YES
0.10986367281475543,NO
0.07582642787133566,NO
0.11057649469838725,NO
0.1908580593424218,NO
0.1665330125634857,NO
0.11921946003742316,NO
0.1765125189343313,NO
0.11057649469838725,NO
0.07743027710950727,NO
0.18711574445335472,NO
0.2967121090617482,YES
0.20012474382963558,NO
0.14595028067361668,YES
0.10986367281475543,NO
0.05675844248418426,NO
0.04891740176423416,NO
0.1730375122516261,NO
0.10950726187293952,NO
0.13873295910184444,NO
0.2674864118328433,NO
0.1079034126347679,NO
0.2424485431702753,NO
0.351421188630491,YES
0.28495054798182307,YES
0.4315245478036176,YES
0.15013810923995366,YES
0.1632362113516885,NO
0.22943954379399448,YES
0.1450592533190769,NO
0.11948676824378511,NO
0.05978793548961953,NO
0.16528557426713,NO
0.1999465383587276,NO
0.17366123139980397,NO
0.1537022186581128,NO
0.1413169384300098,NO
0.09854762541210016,NO
0.14728682170542637,NO
0.7913213935667825,YES
0.1541477323353827,NO
0.6580237013276309,YES
0.19192729216786958,NO
0.1731266149870801,NO
0.17009712198164484,NO
0.03564109418159137,NO
0.1173483025928896,NO
0.03715584068430901,NO
0.0988149336184621,NO
0.1616323621135169,NO
0.11601176156107995,NO
0.8322195491401586,YES
0.7837476610531944,YES
0.7218212599126794,YES
0.7107725207163861,YES
0.18782856633698655,NO
0.6508954824913126,YES
0.09533992693575694,NO
0.05604562060055244,NO
0.05488728503965073,NO
0.08749888621580684,NO
0.2484184264456919,NO
0.11841753541833734,NO
0.0674507707386617,NO
0.04517508687516707,NO
0.038670587187026643,NO
0.1178829190056135,NO
0.3830526597166533,YES
0.045353292346075026,NO
0.2003920520359975,YES
0.17998752561703643,NO
0.17375033413525798,NO
0.173483025928896,NO
0.06691615432593782,NO
0.0834892631203778,NO
0.06468858593958836,NO
0.0781430989931391,NO
0.1429207876681814,NO
0.12652588434464937,NO
0.2917223558763254,YES
0.2855742671300009,YES
0.27105052125100243,YES
0.10327007039116103,YES
0.11378419317473049,NO
0.0917758175175978,YES
0.07947964002494878,NO
0.08651875612581307,NO
0.03145326561525439,NO
0.4452463690635302,YES
0.11877394636015327,YES
0.10059698832754167,YES
0.24494341976298672,YES
0.1905907511360599,NO
0.08616234518399715,NO
0.2822774659182037,YES
