NONETRACED_SUM_MULTI_LSA_MEDIAN.csv,Associated
0.38156179745017055,NO
0.3633356198000838,NO
0.2939271203687077,NO
0.35510249595977733,NO
0.3213934189261986,NO
0.43316137547135936,NO
0.4056456066319507,NO
0.24183890884060574,NO
0.28061328485066134,NO
0.3430286197402287,YES
0.37772643801999156,NO
0.39017675225953197,YES
0.36508017298138506,NO
0.44621810319027955,NO
0.33091417070688933,NO
0.3021230442329563,NO
0.4319361405398935,NO
0.27438218411444304,NO
0.15884398455737114,NO
0.20087554019273363,NO
0.32662635123002337,NO
0.31777324774046806,YES
0.39183703836715156,YES
0.2821370563236967,YES
0.4440079008798707,YES
0.4281083108876519,NO
0.4269893218411446,YES
0.2473093164541809,NO
0.2712871969833004,YES
0.33764262883821156,YES
0.3230230861315616,NO
0.23891288980666786,NO
0.23856956964146767,NO
0.30799121326390133,NO
0.4354777308912432,YES
0.180770332794637,YES
0.2008330280720656,NO
0.20823784042616872,NO
0.27987540252588733,NO
0.2103489734841683,NO
0.25144693541629254,NO
0.2821478482073383,NO
0.2148277877536362,NO
0.29256412581552643,YES
0.2870520201113306,NO
0.19048327647094032,YES
0.08392017417848806,NO
0.2311578769378105,YES
0.19320429759980845,NO
0.24934723169928769,NO
0.26432538157658464,NO
0.19707052433111868,NO
0.256817543544622,NO
0.33258939666008264,NO
0.31226771113904356,NO
0.17841819596576286,NO
0.42832466032202066,NO
0.4421815346860597,NO
0.31392535164900937,NO
0.40603805291195305,NO
0.3985903633207638,NO
0.4954326390135872,NO
0.4782359340396241,NO
0.2777574160531514,NO
0.3047830520141258,NO
0.47004793799006406,YES
0.4564952445082899,NO
0.3375549320644041,YES
0.3483310887651883,NO
0.4596419943736158,NO
0.33654202430119107,NO
0.358181400011971,NO
0.5041175285808344,NO
0.3090036391931526,NO
0.2243147453163345,NO
0.18736692703657148,NO
0.3949207338241456,NO
0.5431638085832285,YES
0.6029752917938589,YES
0.3941481744179087,YES
0.4501050368109176,YES
0.44982017417848796,NO
0.5170658676004071,YES
0.25032757826060936,NO
0.3386461393427904,YES
0.35539743221404196,YES
0.3632689651044473,NO
0.282082462440893,NO
0.29871745076913864,NO
0.38318904351469446,NO
0.4654711947088047,YES
0.23614293709223677,YES
0.2629610851738792,NO
0.2444995032022506,NO
0.35202713832525284,NO
0.24299727359789308,NO
0.321985763452445,NO
0.3650751660980427,NO
0.2834172053630215,NO
0.2881593374034836,YES
0.3518866014245526,NO
0.21548586520620103,YES
0.10741568504219787,NO
0.2415103459627701,YES
0.2356408750823008,NO
0.2963861165978332,NO
0.32587948165439634,NO
0.23125713772670137,NO
0.31893359370323815,NO
0.4014966989884479,NO
0.3819451637038367,NO
0.23450917579457714,NO
0.38741206679834794,NO
0.34956757047943976,NO
0.3332933141796851,YES
0.3961005446818699,YES
0.42381773807386125,YES
0.47500152630633863,YES
0.4279582869455917,NO
0.22276264440055066,NO
0.3119016609804274,YES
0.27104885676662477,NO
0.43169562159573827,YES
0.2822475638953732,NO
0.35008276470940325,NO
0.4252568923205842,NO
0.3087548273178907,NO
0.28597116178847193,NO
0.5051739570240019,YES
0.2582902136828874,NO
0.3059662506733704,YES
0.1602077542347519,NO
0.39173056203986356,YES
0.3014815765846651,NO
0.37779565152331357,NO
0.2866085263661938,NO
0.35290374693242355,NO
0.44881937211947087,YES
0.4569627940384271,NO
0.26624020171185725,YES
0.5182486622373855,NO
0.44888826240498,NO
0.40277825163105285,NO
0.44857088046926435,NO
0.46162608188184595,NO
0.5611677949362542,NO
0.5518123780451307,NO
0.346358038546717,NO
0.3219512958640091,NO
0.5051050338181601,YES
0.5070537469324236,NO
0.4468460166397319,YES
0.4062333423116059,NO
0.5019138444963189,NO
0.3621000867899683,NO
0.34219722272101516,NO
0.5635379870712874,NO
0.32210668881307236,NO
0.21562510923564973,NO
0.24582939187167052,NO
0.4043878344406536,NO
0.5583144161130065,YES
0.6318000957682408,YES
0.41015513557191596,YES
0.5551507092835339,YES
0.5464409588795115,NO
0.5752180852337343,YES
0.2923988537738672,NO
0.37144428981863886,NO
0.34990488418028376,NO
0.2699640360328006,YES
0.39600894535224757,YES
0.3923547524989525,YES
0.42835044292811403,YES
0.39484555874783034,NO
0.22946378164841086,NO
0.27246685820314837,YES
0.31716282396600226,NO
0.3807428622732986,YES
0.2580340964865027,NO
0.3231285209792303,NO
0.4304533937870354,NO
0.31058575746693007,NO
0.29575408810678155,NO
0.4781804483150775,YES
0.2709429281139642,NO
0.2322393637397498,YES
0.13694241934518464,NO
0.3671526455976537,YES
0.3662735470162207,NO
0.4380548333034058,NO
0.29104924881786076,NO
0.35495188842999936,NO
0.392233575746693,YES
0.42392713233973783,NO
0.22650231040881064,YES
0.4905919824025857,NO
0.4349455767043754,NO
0.4160153438678398,NO
0.3958619141677141,NO
0.4187518076255462,NO
0.5619078200754175,NO
0.5315337014425091,NO
0.34815931046866583,NO
0.35801548153468604,NO
0.3844502992757527,YES
0.5193566020231041,NO
0.40903821452085953,YES
0.4319235440234632,NO
0.5022010295085891,NO
0.3758165170287904,NO
0.3299061201891423,NO
0.5171495480936136,NO
0.3076432633028072,NO
0.21175223259711498,NO
0.25290295085892145,NO
0.37481062728197767,NO
0.43800937630933134,YES
0.4957072334949422,YES
0.3538457143712216,YES
0.5475829173400371,YES
0.5438329293110672,NO
0.5508274944633986,YES
0.31382359789309866,NO
0.31144712695277427,NO
0.3120628269587598,NO
0.25351553241156405,NO
0.2554039294906327,NO
0.286344801580176,NO
0.3673425899323637,NO
0.33684285928054114,NO
0.22081663075357633,NO
0.19504395163703836,NO
0.3148428682588137,YES
0.3593140839169211,NO
0.22615476147722513,YES
0.19962595618602985,NO
0.2591178697551924,NO
0.1632113156162088,NO
0.2664220985215778,NO
0.3527568953133417,NO
0.24394590590770332,NO
0.20709193751122285,NO
0.10510403722990362,NO
0.31655902615670073,NO
0.4139094212006943,YES
0.42684584904531037,YES
0.3612356706769617,YES
0.3329460136469743,YES
0.3237999341593344,NO
0.41128811575986113,YES
0.17203053211228825,NO
0.5252749536122584,NO
0.4620568713712815,NO
0.40786128868139104,NO
0.44137126354222783,NO
0.4744335577901479,NO
0.5782931136649309,NO
0.561449057281379,NO
0.35879340396241094,NO
0.3471657299335608,NO
0.4894485934039624,YES
0.5319039803675106,NO
0.41174561860298076,YES
0.4274620338780152,NO
0.5251840156820494,NO
0.38637382234991324,NO
0.34555002693481773,NO
0.57075,NO
0.3278868288741246,NO
0.22730397138923802,NO
0.24453757107799123,NO
0.41769258394684866,NO
0.5772277069491829,YES
0.636165254085114,YES
0.4154632579158436,YES
0.5557288112767104,YES
0.5543773328544921,NO
0.5980490842161968,YES
0.31047996648111575,NO
0.4010833453043635,NO
0.3769880828395284,NO
0.29151122284072545,NO
0.4039815705991501,NO
0.3771439785718561,NO
0.43985301071407196,NO
0.41753078051116294,NO
0.25312181720237026,NO
0.2601922756928233,NO
0.45755275932243966,YES
0.3858237535164901,NO
0.35243110372897585,YES
0.34821759142874253,NO
0.4459745495899922,NO
0.3241629706111211,NO
0.291154135990902,NO
0.4678630065242115,NO
