LOWERTRACED_RFUNDER_RAW_LSA_SUM.csv,Associated
0.059180477619731185,NO
0.053634346861542476,NO
0.5098525381704294,NO
0.7069033015790162,NO
0.6094871460263606,NO
0.4943233720475011,NO
0.049523685240767334,NO
0.05539605898473183,NO
0.5454130236199922,NO
0.6289312279785986,YES
0.47540127887250433,NO
0.6883726999869504,YES
0.38477097742398547,NO
0.37198225238157384,NO
0.3714602636043326,NO
0.08560615946757144,NO
0.6117708469267912,NO
0.08345295576145112,NO
0.6144460394101527,NO
0.1532689547174736,NO
0.6405454782722172,NO
0.5186610987863761,YES
0.5202923137152552,YES
0.5766671016573145,YES
0.6244290747748924,YES
0.5378441863499935,NO
0.514550437165601,YES
0.5138327025968942,NO
0.06146417852016182,YES
0.15098525381704295,YES
0.42620383661751277,NO
0.675257731958763,NO
0.6471355865848885,NO
0.2793944930184002,NO
0.2490538953412502,YES
0.05396058984731828,YES
0.2958371395015008,NO
0.060420200965679245,NO
0.2708469267910741,NO
0.06055069815998957,NO
0.10876941145765368,NO
0.09108704162860501,NO
0.092718256557484,NO
0.1749314889729871,YES
0.622210622471617,NO
0.06498760276654053,YES
0.5944799686806734,NO
0.21329766410022186,YES
0.5991126190786898,NO
0.0705989821218844,NO
0.041693853582147986,NO
0.07209969985645309,NO
0.0438470572882683,NO
0.3310061333681326,NO
0.06453086258645441,NO
0.2726086389142634,NO
0.4016703640871722,NO
0.44395145504371664,NO
0.5090043064074123,NO
0.5112227587106878,NO
0.4229414067597547,NO
0.5308625864543913,NO
0.4394493018400105,NO
0.37707164295967643,NO
0.5648571055722303,NO
0.7597546652746967,YES
0.5267519248336162,NO
0.5927835051546393,YES
0.12527730653790942,NO
0.13297664100221845,NO
0.1308886858932533,NO
0.46907216494845366,NO
0.4243116273000131,NO
0.42659532820044377,NO
0.45132454652224985,NO
0.45837139501500723,NO
0.4679629387968159,NO
0.7526425681847841,YES
0.7387446169907348,YES
0.6996607072947932,YES
0.5768628474487799,YES
0.5304058462743052,NO
0.587041628604985,YES
0.5037844186349995,NO
0.08306146417852017,YES
0.11640349732480754,YES
0.6476575753621299,NO
0.7132976641002219,NO
0.703184131541172,NO
0.5227065118099962,NO
0.2221714733133238,YES
0.0791465483492105,YES
0.541628604984993,NO
0.05363434686154248,NO
0.5176823698290487,NO
0.049393188046457,NO
0.14087172125799297,NO
0.12775675322980556,NO
0.12690852146678847,NO
0.1235155944147201,YES
0.6653399451911785,NO
0.051611640349732486,YES
0.6251468093435991,NO
0.1990734699203967,YES
0.6313454260733394,NO
0.07314367741093566,NO
0.05089390578102571,NO
0.06851102701291922,NO
0.06022445517421376,NO
0.5722954456479187,NO
0.07966853712645178,NO
0.515333420331463,NO
0.038757666710165735,NO
0.007438340075688374,NO
0.7356126843272871,YES
0.4252903562573406,YES
0.3984731828265693,YES
0.7373091478533212,YES
0.04541302361999218,NO
0.0,NO
0.7812214537387446,YES
0.3761581625995042,NO
0.7304580451520294,YES
0.37929009526295193,NO
0.13278089521075298,NO
0.11770846926791073,NO
0.11770846926791073,NO
0.028839879942581234,NO
0.35808430118752455,YES
0.027795902388098655,NO
0.4423202401148376,YES
0.08397494453869242,NO
0.3732219757275219,YES
0.31919613728304846,NO
0.3293096698420985,NO
0.3790291008743312,NO
0.31736917656270397,NO
0.7559049980425422,YES
0.3480360172256297,NO
0.7316325199008222,YES
0.1444603941015268,NO
0.09147853321153596,NO
0.7598199138718519,NO
0.7733263734829702,NO
0.7338509722040977,NO
0.7419417982513377,NO
0.1535951977032494,NO
0.12364609160903042,NO
0.7260863891426335,NO
0.7502283700900432,YES
0.7338509722040977,NO
0.676888946887642,YES
0.12116664491713428,NO
