UPPERTRACED_RFUNDER_RAW_LSA_MAX.csv,Associated
0.8936170212765957,NO
0.8936170212765957,NO
0.904255319148936,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.2446808510638298,NO
0.1689,NO
0.9787234042553192,YES
0.8936170212765957,NO
0.33799999999999997,YES
0.946808510638298,NO
0.8936170212765957,NO
0.2223,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.13829787234042554,NO
0.8936170212765957,NO
0.2179,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,YES
0.904255319148936,YES
0.9148936170212766,YES
0.904255319148936,NO
0.8829787234042552,YES
0.1205,NO
0.7340425531914893,YES
0.7340425531914893,YES
0.6382978723404255,NO
0.9255319148936171,NO
0.7446808510638298,NO
1.0,NO
0.7446808510638298,YES
0.7340425531914893,YES
0.1364,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.1797,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.7446808510638298,YES
0.7340425531914893,NO
0.7659574468085106,YES
0.0341,NO
0.7765957446808509,YES
0.7446808510638298,NO
0.7340425531914893,NO
0.7446808510638298,NO
0.1235,NO
0.7340425531914893,NO
0.7446808510638298,NO
0.7659574468085106,NO
0.1008,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.904255319148936,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.2446808510638298,NO
0.2187,NO
0.9787234042553192,YES
0.8936170212765957,NO
0.2015,YES
0.946808510638298,NO
0.8936170212765957,NO
0.2136,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.13829787234042554,NO
0.8936170212765957,NO
0.1755,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,YES
0.904255319148936,YES
0.9148936170212766,YES
0.904255319148936,NO
0.8829787234042552,YES
0.1251,NO
0.7340425531914893,YES
0.7340425531914893,YES
0.6382978723404255,NO
0.9255319148936171,NO
0.7446808510638298,NO
1.0,NO
0.7446808510638298,YES
0.7340425531914893,YES
0.1731,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.2289,NO
0.7446808510638298,NO
0.7446808510638298,NO
0.7446808510638298,YES
0.7340425531914893,NO
0.7659574468085106,YES
0.0311,NO
0.7765957446808509,YES
0.7446808510638298,NO
0.7340425531914893,NO
0.7446808510638298,NO
0.11800000000000001,NO
0.7340425531914893,NO
0.7446808510638298,NO
0.7659574468085106,NO
0.1328,NO
0.8829787234042552,NO
0.9255319148936171,NO
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8936170212765957,NO
0.7659574468085106,YES
0.8936170212765957,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,YES
0.8936170212765957,NO
0.8936170212765957,NO
0.904255319148936,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.2446808510638298,NO
0.1458,NO
0.9787234042553192,YES
0.8936170212765957,NO
0.2904,YES
0.946808510638298,NO
0.8936170212765957,NO
0.1689,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.13829787234042554,NO
0.8936170212765957,NO
0.2019,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,YES
0.904255319148936,YES
0.9148936170212766,YES
0.904255319148936,NO
0.8829787234042552,YES
0.0979,NO
0.8829787234042552,NO
0.9255319148936171,NO
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,YES
0.8829787234042552,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8936170212765957,NO
0.7659574468085106,YES
0.8936170212765957,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.8829787234042552,YES
0.8829787234042552,NO
0.8829787234042552,YES
0.8936170212765957,NO
0.8936170212765957,NO
0.904255319148936,NO
0.8936170212765957,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.8829787234042552,NO
0.2446808510638298,NO
0.1999,NO
0.9787234042553192,YES
0.8936170212765957,NO
0.2447,YES
0.946808510638298,NO
0.8936170212765957,NO
0.2033,NO
0.8936170212765957,NO
0.8829787234042552,NO
0.13829787234042554,NO
0.8936170212765957,NO
0.2256,NO
0.8936170212765957,NO
0.8936170212765957,YES
0.8829787234042552,YES
0.904255319148936,YES
0.9148936170212766,YES
0.904255319148936,NO
0.8829787234042552,YES
0.1331,NO
0.8936170212765957,NO
0.8936170212765957,NO
