UPPERTRACED_MAX_SINGLE_VSM_SUM.csv,Associated
0.13744581527175725,NO
0.20353451150383461,NO
0.4670890296765589,NO
0.5048349449816606,NO
0.22054018006001996,NO
0.4632210736912304,NO
0.2720906968989663,NO
0.07209069689896631,NO
0.3598532844281427,NO
0.7826608869623208,YES
0.46415471823941307,NO
0.8434144714904969,YES
0.2552850950316772,NO
0.2593531177059019,NO
0.21493831277092362,NO
0.24394798266088696,NO
0.39733244414804936,NO
0.2175391797265755,NO
0.2905635211737246,NO
0.2636878959653218,NO
0.3420473491163721,NO
0.6699566522174059,YES
0.671623874624875,YES
0.7292430810270091,YES
0.7780593531177059,YES
0.4019339779926642,NO
0.6657552517505836,YES
0.2941647215738579,NO
0.6894964988329443,YES
0.7809936645548516,YES
0.33884628209403134,NO
0.11683894631543847,NO
0.0650216738912971,NO
0.07589196398799598,NO
0.8812270756918974,YES
0.6818272757585861,YES
0.05375125041680558,NO
0.041480493497832616,NO
0.07569189729909971,NO
0.06475491830610203,NO
0.09563187729243079,NO
0.15678559519839946,NO
0.13557852617539173,NO
0.8054684894964987,YES
0.06122040680226741,NO
0.6930976992330777,YES
0.0054018006002000615,NO
0.8446815605201735,YES
0.01393797932644214,NO
0.14451483827942652,NO
0.08216072024008002,NO
0.07315771923974657,NO
0.05615205068356116,NO
0.17772590863621207,NO
0.08429476492164052,NO
0.07649216405468488,NO
0.1473824608202734,NO
0.26235411803934644,NO
0.47955985328442813,NO
0.5515838612870957,NO
0.2766255418472824,NO
0.5139046348782927,NO
0.3305101700566855,NO
0.060753584528176044,NO
0.39306435478492835,NO
0.9230410136712238,YES
0.5299766588862954,NO
0.752384128042681,YES
0.2301433811270423,NO
0.25515171723907965,NO
0.20913637879293095,NO
0.2957652550850283,NO
0.45248416138712905,NO
0.2281427142380793,NO
0.3705901967322441,NO
0.2354118039346449,NO
0.4124041347115705,NO
0.9157719239746581,YES
0.901567189063021,YES
0.86162054018006,YES
0.736112037345782,YES
0.40766922307435816,NO
0.7465155051683895,YES
0.29723241080360113,NO
0.7049016338779593,YES
0.738979659886629,YES
0.3384461487162387,NO
0.12237412470823604,NO
0.08896298766255419,NO
0.09783261087029009,NO
0.8470823607869291,YES
0.7009003001000335,YES
0.07822607535845282,NO
0.03454484828276093,NO
0.10123374458152716,NO
0.05335111703901299,NO
0.12844281427142384,NO
0.19426475491830614,NO
0.17052350783594528,NO
0.7462487495831943,YES
0.07195731910636878,NO
0.672757585861954,YES
0.00340113371123707,NO
0.8234744914971658,YES
0.013537845948649534,NO
0.14711570523507833,NO
0.09156385461820606,NO
0.06948982994331443,NO
0.0728909636545515,NO
0.1975991997332444,NO
0.0997665888629543,NO
0.09783261087029009,NO
0.11337112370790263,NO
0.11730576858952983,NO
0.4104034678226075,YES
0.8412804268089363,YES
0.8138712904301434,YES
0.5031010336778926,YES
0.20593531177059016,NO
0.048949649883294435,NO
0.4262754251417138,YES
0.24548182727575857,NO
0.4584861620540179,YES
0.19673224408136042,NO
0.23027675891963983,NO
0.29029676558852946,NO
0.26902300766922305,NO
0.06568856285428476,NO
0.7725908636212071,YES
0.05835278426142046,NO
0.8586862287429143,YES
0.3782594198066022,NO
0.7880626875625207,YES
0.23434478159386463,NO
0.3010336778926309,NO
0.3981993997999333,NO
0.20460153384461482,NO
0.5368456152050683,YES
0.32344114704901633,NO
0.43141047015671885,YES
0.1912637545848616,NO
0.2088696232077359,NO
0.5225075025008337,NO
0.5327109036345449,NO
0.30763587862620867,NO
0.5162387462487497,NO
0.34511503834611534,NO
0.1085028342780927,NO
0.3444481493831277,NO
0.8866288762920974,YES
0.5282427475825275,NO
0.8116705568522841,YES
0.2259419806602201,NO
0.22767589196398796,NO
0.17932644214738247,NO
0.20380126708902968,NO
0.44821607202400804,NO
0.18006002000666893,NO
0.3129043014338112,NO
0.25301767255751917,NO
0.35178392797599195,NO
0.877892630876959,YES
0.8588862954318106,YES
0.8041347115705236,YES
0.8110036678892966,YES
0.4454818272757586,NO
0.7349116372124042,YES
0.2790930310103367,NO
0.1307769256418806,NO
0.152650883627876,NO
0.3880626875625208,YES
0.8612204068022674,YES
0.7867955985328442,YES
0.4964988329443147,YES
0.20986995665221742,NO
0.08056018672890965,NO
0.42394131377125704,YES
0.32570856952317434,NO
0.44081360453484486,YES
0.19779926642214068,NO
0.2360786928976325,NO
0.3327775925308436,NO
0.29843281093697893,NO
0.12444148049349783,NO
0.7677225741913971,YES
0.11530510170056683,NO
0.7929309769923307,YES
0.3784594864954985,NO
0.7883961320440147,YES
0.33617872624208067,NO
0.40300100033344444,NO
0.45081693897965985,NO
0.2404801600533511,NO
0.5199066355451818,YES
0.3335778592864288,NO
0.4302767589196398,YES
0.18266088696232075,NO
0.20973657885961988,NO
0.5495831943981327,NO
0.48722907635878626,NO
0.2789596532177392,NO
0.5359786595531845,NO
0.3430476825608536,NO
0.129243081027009,NO
0.3805268422807602,NO
0.7506502167389131,YES
0.5594531510503501,NO
0.7811937312437479,YES
0.2614204734911637,NO
0.2463487829276425,NO
0.20226742247415808,NO
0.2033344448149383,NO
0.4202734244748249,NO
0.18092697565855287,NO
0.314971657219073,NO
0.2688229409803268,NO
0.33151050350116706,NO
0.7433144381460487,YES
0.7143714571523841,YES
0.7447815938646215,YES
0.8252750916972325,YES
0.45741913971323783,NO
0.7285095031677226,YES
0.3025675225075024,NO
0.15158386128709567,NO
0.24934978326108703,NO
0.5401800600200066,NO
0.4916972324108036,NO
0.2715571857285762,NO
0.5414471490496833,NO
0.322107369123041,NO
0.09129709903301099,NO
0.3937979326442147,NO
0.8466155385128377,YES
0.5793931310436812,NO
0.7337779259753251,YES
0.1821940646882294,NO
0.1595865288429476,NO
0.109836612204068,NO
0.30383461153717906,NO
0.43874624874958323,NO
0.2539513171057019,NO
0.4474824941647215,NO
0.20566855618539515,NO
0.4535511837279092,NO
0.8875625208402801,YES
0.8378126042014006,YES
0.9475158386128709,YES
0.7369123041013671,YES
0.42574191397132377,NO
0.7962654218072691,YES
0.32890963654551514,NO
0.18426142047349114,NO
0.21133711237079023,NO
0.5210403467822607,NO
0.516705568522841,NO
0.31230410136712233,NO
0.5243747915971991,NO
0.34511503834611534,NO
0.1071023674558186,NO
0.36398799599866616,NO
0.8566855618539513,YES
0.5449816605535178,NO
0.756918972990997,YES
0.2436145381793931,NO
0.24668222740913637,NO
0.20053351117039014,NO
0.20100033344448148,NO
0.4446148716238746,NO
0.17792597532510834,NO
0.32124041347115706,NO
0.24588196065355122,NO
0.3589196398799599,NO
0.887295765255085,YES
0.8510170056685562,YES
0.8046682227409137,YES
0.7963987995998667,YES
0.4441480493497833,NO
0.7515838612870956,YES
0.29169723241080353,NO
0.1367789263087696,NO
0.20766922307435814,NO
0.46282094031343773,NO
0.5529843281093698,NO
0.27095698566188725,NO
0.4598199399799933,NO
0.2731577192397466,NO
0.06228742914304769,NO
0.3419806602200734,NO
0.9112370790263421,YES
0.46355451817272414,NO
0.7745248416138713,YES
0.23467822607535843,NO
0.2471490496832277,NO
0.20306768922974322,NO
0.22440813604534848,NO
0.41927309103034344,NO
0.19853284428142715,NO
0.3057685895298433,NO
0.2318772924308103,NO
0.36678892964321436,NO
0.8428809603201067,YES
0.8382794264754919,YES
0.827409136378793,YES
0.701833944648216,YES
0.38872957652550855,NO
0.6932310770256752,YES
0.2798266088696232,NO
0.17019006335445147,NO
0.19679893297765916,NO
0.9577859286428809,YES
0.5425808602867623,YES
0.5442480826942315,YES
0.8078692897632545,YES
0.37392464154718236,NO
0.11423807935978657,NO
0.8358119373124375,YES
0.15238412804268087,NO
0.8373457819273091,YES
0.130376792264088,NO
0.4652884294764921,NO
0.3340446815605202,NO
0.281027009003001,NO
0.1817939313104368,NO
0.5186395465155051,YES
0.1616538846282094,NO
0.5995998666222074,YES
0.4305435145048349,NO
0.3701900633544515,YES
0.2842947649216405,NO
0.25261753917972657,NO
0.6173391130376793,NO
0.2804268089363121,NO
0.8446815605201735,YES
0.5716572190730242,NO
0.7567855951983995,YES
0.21887295765255083,NO
0.269889963321107,NO
0.5553184394798266,YES
0.17952650883627874,NO
0.18346115371790594,NO
0.8953651217072357,YES
0.3465821940646882,NO
0.1136378792930977,NO
0.9813271090363453,YES
0.1613204401467156,NO
0.8378126042014004,YES
0.1616538846282094,NO
0.45701900633544507,NO
0.44788262754251407,NO
0.3259086362120707,NO
0.15165055018339446,NO
0.4501500500166722,NO
0.09363121040346782,NO
0.5541847282427477,NO
0.153784594864955,NO
0.38632877625875295,NO
0.263621207069023,NO
0.23474491497165723,NO
0.583727909303101,NO
0.32524174724908306,NO
0.7993997999333111,YES
0.6043347782594197,NO
0.7933311103701235,YES
0.1183061020340113,NO
0.12530843614538179,NO
0.48182727575858625,YES
0.8043347782594198,YES
0.7668556185395132,YES
0.5553184394798266,YES
0.23307769256418803,NO
0.07189063021007003,NO
0.4726908969656552,YES
0.30770256752250746,NO
0.5440480160053351,YES
0.17352450816938975,NO
0.2436145381793931,NO
0.2987662554184728,NO
0.2766255418472824,NO
0.057952650883627874,NO
0.7377125708569523,YES
0.05075025008336112,NO
0.7980660220073358,YES
0.3653884628209403,NO
0.7455818606202068,YES
0.3593864621540513,NO
0.3966655551850617,NO
0.4979659886628876,NO
0.2486828942980993,NO
0.5845281760586862,YES
0.3897965988662887,NO
0.47389129709903305,YES
0.1659219739913304,NO
