NONETRACED_MAX_RAW_LSA_SUM.csv,Associated
0.3323970402989892,NO
0.2665865059287714,NO
0.36168889305308316,NO
0.4997189168930948,NO
0.33348883995960754,NO
0.33329039008088945,NO
0.2710298312460311,NO
0.23871178050532502,NO
0.3426669841864727,NO
0.5747297177717396,YES
0.34179445537545416,NO
0.5818784679929626,YES
0.4722423925377639,NO
0.4806150254536369,NO
0.35534044890013217,NO
0.26732174646303763,NO
0.48541360858656835,NO
0.2815964739685811,NO
0.2818866662502473,NO
0.3431419625847153,NO
0.3841696857074446,NO
0.32023889461465593,YES
0.4509718188159113,YES
0.434242168712327,YES
0.4311476519150088,YES
0.4456188773332501,NO
0.33340100148869956,YES
0.3715378629355489,NO
0.36284445693702705,YES
0.5225959586495518,YES
0.6615798432180892,NO
0.6557167879488219,NO
0.5024048221368562,NO
0.45125550454417696,NO
0.5655723945157564,YES
0.3734794184702832,YES
0.4368656110434428,NO
0.6652222118117368,NO
0.5047868713368103,NO
0.6379168098108414,NO
0.5580573253380804,NO
0.3617500546550486,NO
0.4175274836815641,NO
0.506550147308369,YES
0.42582659254401034,NO
0.39831688476633675,YES
0.372131260605682,NO
0.5200811757602257,YES
0.46381315260730616,NO
0.48151097785689734,NO
0.46236154054363543,NO
0.5389579884860028,NO
0.43533396837294525,NO
0.6121931509416284,NO
0.4960329543916632,NO
0.4887540731024286,NO
0.3740604536889556,NO
0.4643818253745171,NO
0.29745554722716727,NO
0.5174278032834669,NO
0.47741184921452884,NO
0.48015631343889564,NO
0.41579543916632833,NO
0.4281240565497568,NO
0.30939637402792086,NO
0.5866269506647094,YES
0.3909052697877302,NO
0.3685253287110779,YES
0.3636421603839387,NO
0.43951247696680085,NO
0.2809191417595803,NO
0.2593245416783785,NO
0.5920944074872212,NO
0.22460101814547614,NO
0.300755671111944,NO
0.20311572816140425,NO
0.38328154116826463,NO
0.6981798567517203,YES
0.7413046420354581,YES
0.502980652112808,YES
0.5284902453751418,YES
0.36758057715731274,NO
0.5054908804147538,YES
0.2959200006246291,NO
0.4107502576595148,YES
0.5074291826727881,YES
0.6971693890086094,NO
0.6504536369030888,NO
0.56617099742861,NO
0.5105256514361265,NO
0.5530121438312668,YES
0.42635297271411754,YES
0.4974669987611522,NO
0.6452028483088166,NO
0.5711608732315188,NO
0.613057221233226,NO
0.6322086105125081,NO
0.4564555420219244,NO
0.48851918652466764,NO
0.46966059214841205,YES
0.4507057007818275,NO
0.4068502295512042,YES
0.40316101377307245,NO
0.5107078349313428,YES
0.5005738780099315,NO
0.5197454376047556,NO
0.46320544051969137,NO
0.5726391621641316,NO
0.4890566278355558,NO
0.673788089363607,NO
0.5500009109174759,NO
0.549421177009484,NO
0.4106572139458863,NO
0.2605119876739852,NO
0.4203910178331616,YES
0.6110642639266269,YES
0.5256416762963657,YES
0.5806096900798484,YES
0.46722128527853246,NO
0.21370514382085634,NO
0.3917511217298063,YES
0.3162516786907773,NO
0.4912844717199163,YES
0.30350924451107164,NO
0.4720771260813891,NO
0.39267960690006976,NO
0.35012674766024343,NO
0.36629293023933707,NO
0.6294713034968821,YES
0.3054748742933884,NO
0.5177192968758133,YES
0.2410190043411725,NO
0.5110155949071905,YES
0.3196734751241451,NO
0.4155377796516653,NO
0.43723973786397663,NO
0.31624061754999644,NO
0.5182411224585403,YES
0.5370665334124531,NO
0.4015630042578885,YES
0.4801081649437313,NO
0.37834306713722066,NO
0.4379632666021218,NO
0.7443041631531278,NO
0.4771548403552057,NO
0.4924504460893011,NO
0.5462017343868745,NO
0.2915983478559606,NO
0.4078450815661535,NO
0.9999999999999999,YES
0.42848582091882936,NO
0.8272458019717458,YES
0.5453240003331356,NO
0.5588400637121708,NO
0.4524976055883485,NO
0.3271599154668582,NO
0.5325672517359483,NO
0.27577050605369735,NO
0.31949129162892864,NO
0.5533556898508176,NO
0.5000396899757434,NO
0.7058211530653673,YES
0.8057975993420573,YES
0.5702232788864945,YES
0.57962589920568,YES
0.5859008193052042,NO
0.5907540574867006,YES
0.44828786553817,NO
0.3156205430109206,NO
0.2622101981115379,NO
0.29091385843821904,YES
0.5415632124675974,YES
0.4500992900048928,YES
0.3510695472479882,YES
0.3116515454365637,NO
0.18914810997636824,NO
0.31256962012138634,YES
0.3340477528967176,NO
0.3085771989547873,YES
0.2330250528332136,NO
0.39268351083211017,NO
0.42750853659806154,NO
0.3108252131546895,NO
0.296462647178238,NO
0.5254048377525844,YES
0.31192807395608846,NO
0.3647098857969747,YES
0.1770927678357642,NO
0.42407828164527317,YES
0.35328567933622745,NO
0.47285596052343914,NO
0.408684426954829,NO
0.2646735792289995,NO
0.36708217516682806,YES
0.33938703061723763,NO
0.3152932633748712,YES
0.4399672850495019,NO
0.33326631583330746,NO
0.5211833859062848,NO
0.6394224262677367,NO
0.4662823896228281,NO
0.45629483015293004,NO
0.5114391715335684,NO
0.36068948645075327,NO
0.4256060203837305,NO
0.8010536712576906,YES
0.5181174979439291,NO
0.752245411578542,YES
0.5543316728609056,NO
0.5473625035135388,NO
0.450056346752449,NO
0.2995597665969165,NO
0.488567985675172,NO
0.2974509926397868,NO
0.3702599758476739,NO
0.539645731180445,NO
0.4398098264572077,NO
0.5200551495466234,YES
0.6037437406956286,YES
0.5206888878478404,YES
0.5478986435137471,YES
0.5796174406862591,NO
0.48038209084189587,YES
0.44710627544062376,NO
0.5009193759955025,NO
0.5788874053947135,NO
0.21414108289869557,NO
0.20676200068709208,NO
0.4880227365002029,NO
0.386020149494571,NO
0.40321046357891666,NO
0.5998879571504419,NO
0.10787995669238057,NO
0.40647219879863006,YES
0.5243527280677097,NO
0.24422218058028047,YES
0.11826506657505437,NO
0.19352506844894182,NO
0.11538396472927528,NO
0.2611183984509198,NO
0.3934480308566788,NO
0.32511360442237425,NO
0.18240211541064164,NO
0.04631950300342505,NO
0.3037643014043744,NO
0.7840071520034979,YES
0.6235021914071852,YES
0.3666657557491906,YES
0.6249199693931726,YES
0.27512700792237943,NO
0.4977363700719365,YES
0.1072136856241607,NO
0.5630764806312918,NO
0.33548374923222657,NO
0.4455277855856419,NO
0.682439853420365,NO
0.4607518192323308,NO
0.4977038373049335,NO
0.5218672246686862,NO
0.33047044983707596,NO
0.40945935746483864,NO
0.9330260938817575,YES
0.45709318425518186,NO
0.7346855252610428,YES
0.5419438458415317,NO
0.5559413941722102,NO
0.4552342619486347,NO
0.3036621485159854,NO
0.5413393870306172,NO
0.2558968893469502,NO
0.3374656453980449,NO
0.521396150202484,NO
0.47187867620267143,NO
0.6924807666281478,YES
0.7689666031627056,YES
0.5437650301383553,YES
0.5149357933310431,YES
0.5524961741466003,NO
0.5732188960721237,YES
0.4137465255004842,NO
0.3803047929874971,NO
0.25295787917590595,NO
0.33664647032491124,NO
0.5325600945272078,NO
0.4463463100034354,NO
0.39421320153658757,NO
0.3276836930156054,NO
0.2462600331053437,NO
0.3039165547539482,NO
0.7065368739394318,YES
0.32028834442050036,NO
0.48944571972891093,YES
0.42815854128277986,NO
0.4635606983353634,NO
0.3243523376745058,NO
0.23981138803002391,NO
0.5258147506168211,NO
0.2420724153367271,NO
0.28063480537597474,NO
0.2958985289984072,NO
