UPPERTRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.5377002491990032,NO
0.23260946956212175,NO
0.46699893200427195,NO
0.43282306870772513,NO
0.5330010679957281,NO
0.3290138839444642,NO
0.662442150231399,NO
0.46237095051619787,NO
0.6766820932716269,NO
0.6040583837664649,YES
0.5290850836596653,NO
0.5407618369526521,YES
0.7790672837308651,NO
0.651192595229619,NO
0.3943040227839088,NO
0.708935564257743,NO
0.40021359914560334,NO
0.6852260590957637,NO
0.5526521893912425,NO
0.5834104663581345,NO
0.6665717337130651,NO
0.4837308650765397,YES
0.4855108579565682,YES
0.5470274118903524,YES
0.6133855464578142,YES
0.6684229263082948,NO
0.4863652545389818,YES
0.6707013171947311,NO
0.49747241011035953,YES
0.28899964400142397,YES
0.7388394446422215,NO
0.5762904948380206,NO
0.5456034175863297,NO
0.5430402278390886,NO
0.4600925596297614,YES
0.6744037023851905,YES
0.5182627269490923,NO
0.6458526165895336,NO
0.04243503025987895,NO
0.4252758988964043,NO
0.6701317194731221,NO
0.600996796012816,NO
0.07589889640441437,NO
0.33648985404058385,YES
0.568244927020292,NO
0.5013171947312212,YES
0.04670701317194731,NO
0.883873264506942,YES
0.6,NO
0.3080811676753293,NO
0.5186187255250979,NO
0.5589177643289427,NO
0.2361694553221787,NO
0.7061587753648986,NO
0.6360982556069775,NO
0.5142755428978284,NO
0.548309006763973,NO
0.29540761836952656,NO
0.48031327874688495,NO
0.4827340690637237,NO
0.5928800284798861,NO
0.38312566749733,NO
0.724813100747597,NO
0.45026699893200434,NO
0.7121395514417942,NO
0.7539337842648629,YES
0.5993592025631898,NO
0.4435742257030972,YES
0.7522249911000356,NO
0.6467070131719473,NO
0.38810964756140964,NO
0.764257742969028,NO
0.45909576361694543,NO
0.6965468138127447,NO
0.6380918476326095,NO
0.5532217871128515,NO
0.7416874332502671,NO
0.7461730153079388,YES
0.7310074759700961,YES
0.6883588465646138,YES
0.5686009255962976,YES
0.6745461018155927,NO
0.5725881096475613,YES
0.6739765040939837,NO
0.5139195443218227,YES
0.24414382342470625,YES
0.7384122463510147,NO
0.5822000711997152,NO
0.5711641153435386,NO
0.5664649341402634,NO
0.42363830544677816,YES
0.6947668209327162,YES
0.5443930224279103,NO
0.6384478462086152,NO
0.06970452118191527,NO
0.41310074759700954,NO
0.7051619793520826,NO
0.6410110359558562,NO
0.11320754716981131,NO
0.27326450694197224,YES
0.5797080811676754,NO
0.47960128159487353,YES
0.04457102171591314,NO
0.8612317550729797,YES
0.5995728017087931,NO
0.3108579565681737,NO
0.5286578853684585,NO
0.55500177999288,NO
0.25404058383766465,NO
0.7273762904948381,NO
0.6526165895336419,NO
0.5370594517621929,NO
0.5438946244215024,NO
0.2747597009611961,NO
0.3787112851548593,YES
0.6808828764684941,YES
0.8367390530437878,YES
0.6938412246351015,YES
0.5511569953720186,NO
0.05304378782484871,NO
0.7203987184051264,YES
0.6415094339622642,NO
0.3730865076539694,YES
0.6805268778924884,NO
0.7604129583481667,NO
0.7154859380562477,NO
0.7653257386970452,NO
0.6612317550729796,NO
0.7997864008543966,YES
0.610252758988964,NO
0.6994660021359914,YES
0.7071555713777146,NO
0.624065503737985,YES
0.5295122819508722,NO
0.59750800996796,NO
0.5164827340690638,NO
0.6200783196867212,NO
0.4079743681025275,YES
0.40434318262726954,NO
0.7090067639729442,YES
0.5951584193663225,NO
0.23830544677821286,NO
0.5261658953364187,NO
0.46258454966180124,NO
0.6259878960484158,NO
0.38561765752936983,NO
0.7404058383766464,NO
0.50124599501602,NO
0.6602349590601638,NO
0.715058739765041,YES
0.59750800996796,NO
0.5068707725169099,YES
0.7477394090423638,NO
0.6173727305090779,NO
0.35628337486650047,NO
0.6660733357066572,NO
0.45453898184407254,NO
0.6452118191527234,NO
0.576504093983624,NO
0.5720185119259523,NO
0.6769668921324316,NO
0.7057315770736917,YES
0.6854396582413671,YES
0.6269846920612318,YES
0.6485582057671769,YES
0.7149163403346387,NO
0.5601993592025631,YES
0.6546101815592738,NO
0.5624777500889997,NO
0.3124955500177999,NO
0.3548593805624777,YES
0.7021715913136347,YES
0.8078319686721251,YES
0.6867924528301886,YES
0.5553577785688858,NO
0.0867924528301887,NO
0.7179067283730864,YES
0.7271626913492345,NO
0.35421858312566745,YES
0.6816660733357067,NO
0.7666073335706657,NO
0.7608401566393734,NO
0.7967248131007476,NO
0.7239587041651833,NO
0.7945888216447133,YES
0.6710573157707368,NO
0.6292630829476682,YES
