UPPERTRACED_MAX_RAW_LSA_SUM.csv,Associated
0.4797497559037143,NO
0.43139859685786436,NO
0.42447758832773114,NO
0.5870470967373651,NO
0.5232132672857857,NO
0.6505051138870175,NO
0.5672169617327736,NO
0.12728769045469043,NO
0.2639168518616569,NO
0.3940908411075988,YES
0.46424421702654933,NO
0.3685353919365074,YES
0.4138852719137612,NO
0.6726017985753154,NO
0.43853288336377855,NO
0.5328586395393629,NO
0.6708373693865708,NO
0.4524748412501836,NO
0.2818381170869991,NO
0.07048379923446102,NO
0.5199253880840495,NO
0.4427508115069431,YES
0.6365388763724442,YES
0.45117520456118326,YES
0.5610291554453126,YES
0.6274123458545657,NO
0.6276696983146013,YES
0.21919586451433953,NO
0.6944965911962648,YES
0.7044530171893775,YES
0.3679469975717085,NO
0.43951868266160626,NO
0.5365343355407111,NO
0.3916322001300158,NO
0.768420423257711,YES
0.6247706604509273,YES
0.11493204671408197,NO
0.317214057262923,NO
0.47835027504314614,NO
0.28963622718471277,NO
0.3246667239248344,NO
0.5303329396206049,NO
0.32716068248256336,NO
0.4889731922942105,YES
0.5636756735774877,NO
0.48893772006675124,YES
0.03814205867392523,NO
0.43831282023713186,YES
0.25402122159353585,NO
0.6129537692875888,NO
0.4821489543202961,NO
0.1659533076073662,NO
0.6141462933813018,NO
0.40255573242697634,NO
0.45831103754022934,NO
0.12436561014135325,NO
0.4918211192208806,NO
0.5028545864265936,NO
0.4396275543700808,NO
0.643839215430879,NO
0.5913476065457646,NO
0.7120771683906846,NO
0.6381868561343689,NO
0.11351499405255436,NO
0.30426275073379666,NO
0.5646292289105188,YES
0.5442068720201276,NO
0.2579487414134738,YES
0.38334229224549465,NO
0.6674977993204061,NO
0.43148450344033257,NO
0.5958079636832436,NO
0.7378374865899033,NO
0.4653563631792403,NO
0.3790571505138418,NO
0.036133074090309886,NO
0.6053971216384821,NO
0.7413752758497285,YES
0.9158815657522392,YES
0.611991689021419,YES
0.5100701787574093,YES
0.6343797099168229,NO
0.7257799062145234,YES
0.2229225941290352,NO
0.713211255130932,YES
0.653413024640285,YES
0.36746090240457435,NO
0.44624299914029625,NO
0.5656190297075749,NO
0.41828641846120856,NO
0.7269403023289249,YES
0.6479411967509914,YES
0.144664867770458,NO
0.30878840769926336,NO
0.5093793498785468,NO
0.27578251492138767,NO
0.36452652762983995,NO
0.575863853608843,NO
0.369612993745618,NO
0.41703110755834677,YES
0.5767192272289225,NO
0.46422788240409546,YES
0.03571158283825418,NO
0.41254977637901863,YES
0.2535351264264016,NO
0.6161133878739611,NO
0.49357219074795006,NO
0.16149743524196924,NO
0.6344812745397499,NO
0.42669845906130904,NO
0.4771067173360856,NO
