NONETRACED_RFUNDER_RAW_VSM_SUM.csv,Associated
0.07466697826595001,NO
0.06473475111007244,NO
0.21570460387941112,NO
0.2414115447534471,NO
0.0669548960037392,NO
0.09441458284645947,NO
0.05737321804159852,NO
0.06788969385370415,NO
0.18590792241177848,NO
0.5341201215237206,YES
0.06052816078523021,NO
0.3835008179481187,YES
0.2721430240710446,NO
0.2609254498714653,NO
0.24830567889693858,NO
0.12199111942042534,NO
0.187894367842954,NO
0.27003972890862354,NO
0.09920542182752982,NO
0.25484926384669315,NO
0.12257536807665342,NO
0.07957466697826596,YES
0.40967515774713725,YES
0.21850899742930593,YES
0.2689880813274129,YES
0.17235335358728676,NO
0.07221313390979202,YES
0.1293526524888993,NO
0.16055153073147935,YES
0.28581444262678196,YES
0.40476746903482125,NO
0.39506894134143494,NO
0.12269221780789905,NO
0.13017060060761862,NO
0.6834540780556206,YES
0.10037391913998599,YES
0.14793175975695258,NO
0.1353119887824258,NO
0.22002804393549896,NO
0.11217574199579343,NO
0.19852769338630524,NO
0.17854638934330455,NO
0.16978265949988317,NO
0.3520682402430475,YES
0.07805562047207293,NO
0.1551764430941809,YES
0.028394484692685212,NO
0.4090909090909091,YES
0.15354054685674223,NO
0.16522551998130405,NO
0.07840616966580978,NO
0.1795980369245151,NO
0.08226221079691518,NO
0.2810236036457116,NO
0.13098854872633794,NO
0.23486795980369246,NO
0.10376256134610891,NO
0.16779621406870768,NO
0.16744566487497078,NO
0.4985978032250526,NO
0.1769104931058659,NO
0.22996027109137654,NO
0.2648983407338163,NO
0.04802523954194906,NO
0.2674690348212199,NO
0.5931292358027577,YES
0.21091376489834077,NO
0.5044402897873336,YES
0.22809067539144662,NO
0.4522084599205422,NO
0.23813975227856982,NO
0.23615330684739425,NO
0.6233933161953729,NO
0.24187894367842958,NO
0.2627950455713952,NO
0.2870997896704838,NO
0.6080860014021969,NO
0.7556672119654125,YES
0.5788735685907923,YES
0.47382566020098155,YES
0.207174573498481,YES
0.2291423229726572,NO
0.6811170834307082,YES
0.14641271325075955,NO
0.14080392615096987,YES
0.20051413881748076,YES
0.5209161018929658,NO
0.41645244215938304,NO
0.1996961906987614,NO
0.15692918906286518,NO
0.38992755316662775,YES
0.13379294227623278,YES
0.2375555036223417,NO
0.0997896704837579,NO
0.182986679130638,NO
0.12724935732647816,NO
0.26770273428371116,NO
0.27927085767702736,NO
0.23101191867258708,NO
0.21325075952325312,YES
0.09686842720261746,NO
0.11953727506426737,YES
0.07162888525356392,NO
0.4303575601776116,YES
0.03598971722365039,NO
0.14641271325075955,NO
0.09488198177144194,NO
0.13811638233232065,NO
0.11159149333956533,NO
0.304159850432344,NO
0.2048375788735686,NO
0.22551998130404305,NO
0.08483290488431879,NO
0.01706006076186025,NO
0.18766066838046275,YES
0.5900911427903716,YES
0.6004907688712318,YES
0.2374386538910961,YES
0.08506660434681003,NO
0.003739191399859782,NO
0.3628184155176443,YES
0.15155410142556675,NO
0.3887590558541716,YES
0.15716288852535643,NO
0.32332320635662537,NO
0.22622107969151672,NO
0.23790605281607852,NO
0.06707174573498481,NO
0.41131105398457585,YES
0.05351717691049311,NO
0.4102594064033653,YES
0.15412479551297034,NO
0.6721196541247956,YES
0.061229259172703915,NO
0.28967048375788734,NO
0.19175040897405937,NO
0.20986211731713023,NO
0.18894601542416456,YES
0.11287684038326713,NO
0.18053283477448004,YES
0.25075952325309653,NO
0.07408272960972191,NO
0.2310119186725871,NO
0.5005842486562282,NO
0.2546155643842019,NO
0.19899509231128773,NO
0.25543351250292123,NO
0.13168964711381165,NO
0.1589156344940407,NO
0.7162888525356393,YES
0.18450572563683107,NO
0.5966347277401263,YES
0.2674690348212199,NO
0.38069642439822393,NO
0.18590792241177848,NO
0.05164758121056323,NO
0.19525590091142794,NO
0.08752044870296799,NO
0.22014489366674458,NO
0.2478382799719561,NO
0.2214302407104464,NO
0.7710913764898342,YES
0.7261042299602712,YES
0.5016358962374388,YES
0.5604113110539847,YES
0.26034120121523724,NO
0.49719560645010524,YES
0.12631455947651324,NO
0.1620705772376724,NO
0.07899041832203786,NO
0.253680766534237,YES
0.42638466931526064,YES
0.7049544286048143,YES
0.16744566487497078,YES
0.11533068473942512,NO
0.05912596401028279,NO
0.23019397055386778,YES
0.5842486562280909,NO
0.27599906520215006,YES
0.2641972423463426,NO
0.38022902547324144,NO
0.28896938537041367,NO
0.2660668380462725,NO
0.15833138583781262,NO
0.3560411311053985,YES
0.2117317130170601,NO
0.33010049076887127,YES
0.166160317831269,NO
0.333839682168731,YES
0.2513437719093246,NO
0.4332788034587521,NO
0.33068473942509935,NO
0.31946716522552,NO
0.3929656461790138,YES
0.11895302640803929,NO
0.1668614162187427,YES
0.21231596167328817,NO
0.07560177611591494,NO
0.3251928020565553,NO
0.2573031082028511,NO
0.1693152605749007,NO
0.23358261275999068,NO
0.18170133208693623,NO
0.1680299135311989,NO
0.2221313390979201,NO
0.5014021967749475,YES
0.2625613461089039,NO
0.274480018695957,YES
0.3880579574666978,NO
0.2615096985276934,NO
0.22610422996027113,NO
0.0625146062164057,NO
0.11124094414582847,NO
0.08903949520916102,NO
0.11860247721430242,NO
0.25216172002804393,NO
0.10411311053984577,NO
0.21979434447300777,YES
0.6364804860948821,YES
0.22236503856041134,YES
0.3517176910493106,YES
0.26957232998364106,NO
0.27564851600841317,YES
0.2375555036223417,NO
0.09943912129002104,NO
0.14501051647581212,NO
0.42556672119654126,NO
0.48714652956298204,NO
0.1563449404066371,NO
0.2431642907221314,NO
0.22680532834774483,NO
0.10154241645244216,NO
0.31549427436316896,NO
0.6461790137882684,YES
0.3559242813741529,NO
0.22645477915400797,YES
0.14407571862584717,NO
0.17959803692451506,NO
0.06415050245384436,NO
0.2853470437017995,NO
0.20203318532367381,NO
0.3104697359196074,NO
0.38583781257303107,NO
0.1648749707875672,NO
0.3880579574666978,NO
0.6478149100257071,YES
0.7125496611357794,YES
0.7061229259172704,YES
0.19689179714886657,YES
0.21406870764197244,NO
0.4177377892030848,YES
0.23697125496611363,NO
0.22680532834774483,NO
0.07840616966580978,NO
0.21675625146062166,NO
0.3907455012853471,NO
0.274480018695957,NO
0.21325075952325312,NO
0.2437485393783594,NO
0.12923580275765367,NO
0.25157747137181585,NO
0.6287684038326714,YES
0.225519981304043,NO
0.4072213133909792,YES
0.2750642673521851,NO
0.2971488665576069,NO
0.22306613694788505,NO
0.0817948118719327,NO
0.2473708810469736,NO
0.13052114980135546,NO
0.12958635195139054,NO
0.21196541247955134,NO
0.2573031082028511,NO
0.68240243047441,YES
0.6772610422996027,YES
0.43246085534003276,YES
0.6166160317831271,YES
0.24631923346576304,NO
0.3277634961439589,YES
0.25356391680299134,NO
0.07349848095349382,NO
0.07197943444730079,NO
0.11474643608319704,NO
0.45431175508296334,NO
0.19034821219911197,NO
0.1351951390511802,NO
0.09429773311521385,NO
0.06239775648516009,NO
0.16627716756251465,NO
0.6892965646179015,YES
0.05947651320401964,NO
0.461439588688946,YES
0.25940640336527226,NO
0.33302173405001173,NO
0.23919139985978036,NO
0.12280906753914467,NO
0.16791306379995327,NO
0.13157279738256605,NO
0.10247721430240712,NO
0.3276466464127133,NO
0.17761159149333958,NO
0.499415751343772,YES
0.4329282542650152,YES
0.577471371815845,YES
0.18216873101191872,YES
0.1609020799252162,NO
0.5059593362935266,YES
0.1042299602710914,NO
0.17188595466230427,NO
0.04124795512970321,NO
0.642322972657163,YES
0.19081561112409445,YES
0.47078756718859543,YES
0.3212199111942043,YES
0.32005141388174807,NO
0.13636363636363638,NO
0.39354989483524194,YES
0.1023603645711615,NO
0.3728674924047675,YES
0.12397756485160086,NO
0.33103528861883624,NO
0.1633559242813742,NO
0.1724702033185324,NO
0.1056321570460388,NO
0.13963542883851368,YES
0.11416218742696893,NO
0.2887356859079224,YES
0.2490067772844123,NO
0.21301706006076188,YES
0.40581911661603176,NO
0.2105632157046039,NO
0.4354989483524188,NO
0.18719326945548026,NO
0.39740593596634727,YES
0.35265248889927553,NO
0.24339799018462263,YES
0.23381631222248192,NO
0.20437017994858614,NO
0.40862351016592663,YES
0.28721663940172937,NO
0.16791306379995327,NO
0.5913764898340735,YES
0.2020331853236738,NO
0.18684272026174345,NO
0.7303108202851134,YES
0.2117317130170601,NO
0.5004673989249826,YES
0.20215003505491938,NO
0.47511100724468336,NO
0.3745033886422061,NO
0.34470670717457347,NO
0.18836176676793648,NO
0.24444963776583314,NO
0.1519046506193036,NO
0.41773778920308485,NO
0.15809768637532137,NO
0.34342136013087166,NO
0.22119654124795515,NO
0.19700864688011221,NO
0.4287216639401729,NO
0.21254966113577942,NO
0.4318766066838047,YES
0.3810469735919607,NO
0.32437485393783594,YES
0.09347978499649451,NO
0.05445197476045807,NO
0.2777518111708343,YES
0.31502687543818647,YES
0.43631689647113814,YES
0.24713718158448236,YES
0.27284412245851836,NO
0.04393549894835242,NO
0.45583080158915634,YES
0.4007945781724702,NO
0.34003271792474876,YES
0.11649918205188128,NO
0.27658331385837814,NO
0.36959569992989016,NO
0.2979668146763263,NO
0.041832203785931305,NO
0.198293993923814,YES
0.04019630754849265,NO
0.3040430007010984,YES
0.33021734050011686,NO
0.23545220845992057,YES
0.5373919139985979,NO
0.23521850899742935,NO
0.34318766066838047,NO
0.1235101659266184,NO
0.27249357326478146,YES
0.21745734984809537,NO
0.21991119420425337,YES
0.1797148866557607,NO
0.1808833839682169,NO
0.4770974526758589,YES
0.2061229259172704,NO
0.18123393316195374,NO
0.4789670483757888,YES
0.593947183921477,NO
0.1673288151437252,NO
0.68240243047441,YES
0.1860247721430241,NO
0.5879878476279505,YES
0.32227155877541486,NO
0.6129936901145129,NO
0.21547090441691988,NO
0.13776583313858382,NO
0.19595699929890162,NO
0.374853937835943,NO
0.18181818181818182,NO
0.4275531666277168,NO
0.1056321570460388,NO
0.2997195606450105,NO
0.27109137648983406,NO
0.2647814910025707,NO
0.4443795279270858,NO
0.26431409207758827,NO
0.4699696190698762,YES
0.4073381631222248,NO
0.4137648983407338,YES
0.1249123627015658,NO
0.010049076887123162,NO
0.1339097920074784,YES
0.23007712082262216,YES
0.2048375788735686,YES
0.05001168497312457,YES
0.1391680299135312,NO
0.0,NO
0.12923580275765367,YES
0.20495442860481425,NO
0.06263145594765132,YES
0.10469735919607387,NO
0.18836176676793648,NO
0.1910493105865857,NO
0.1971254966113578,NO
0.062397756485160105,NO
0.18158448235569064,YES
0.06029446132273897,NO
0.16767936433746203,YES
0.25111007244683337,NO
0.16522551998130405,YES
0.006076186024772142,NO
0.07197943444730079,NO
0.0701098387473709,NO
0.02944613227389578,NO
0.06707174573498481,YES
