LOWERTRACED_RFNONE_RAW_VSM_SUM.csv,Associated
0.055454308773756844,NO
0.048077757528421416,NO
0.09077497179553937,NO
0.1792935867395644,NO
0.049726633689143464,NO
0.07012062830860019,NO
0.04261043131129046,NO
0.050420897335763264,NO
0.13807168272151352,NO
0.20576238826694443,YES
0.0449535711186323,NO
0.28482166102577455,YES
0.20211750412219043,NO
0.18510804478000523,NO
0.18441378113338544,NO
0.0906014058838844,NO
0.0527640371431051,NO
0.08773756834157773,NO
0.05632213833203159,NO
0.18059533107697653,NO
0.0910353206630218,NO
0.059099192918510804,YES
0.0612687668141977,YES
0.13624924064913654,YES
0.1997743643148486,YES
0.12800485984552637,NO
0.05363186670137985,YES
0.09606873210101537,NO
0.11056148572420377,YES
0.22962770111950015,YES
0.28325956782088,NO
0.12852555758049122,NO
0.09112210361884926,NO
0.08799791720906014,NO
0.36006248372819577,YES
0.10058144580404407,YES
0.10986722207758397,NO
0.08313807168272153,NO
0.07662934999566086,NO
0.08331163759437647,NO
0.14744424195088088,NO
0.12392606092163501,NO
0.1260956348173219,NO
0.26147704590818366,YES
0.05797101449275363,NO
0.11524776533888746,YES
0.02108825826607654,NO
0.31250542393473923,YES
0.027249848129827302,NO
0.0966762127918077,NO
0.05823136336023606,NO
0.09867222077583963,NO
0.06109520090254274,NO
0.15664323526859328,NO
0.08860539789985247,NO
0.0789724898030027,NO
0.06838496919205068,NO
0.12462032456825482,NO
0.10700338453527727,NO
0.2401284387746247,NO
0.12271109954005034,NO
0.13607567473748158,NO
0.118632300616159,NO
0.03566779484509243,NO
0.18128959472359632,NO
0.3884405102837803,YES
0.13060834852035064,NO
0.16636292632127053,YES
0.16940032977523217,NO
0.17964071856287428,NO
0.17686366397639508,NO
0.15803176256183288,NO
0.12453354161242731,NO
0.10153605831814633,NO
0.1604616853250022,NO
0.1437993578061269,NO
0.18259133906100847,NO
0.37898116809858545,YES
0.3604963985073332,YES
0.30851340796667537,YES
0.14518788509936653,YES
0.13546819404668925,NO
0.1587260262084527,YES
0.10006074806907923,NO
0.10457346177210797,YES
0.14891955219994796,YES
0.28273887008591514,NO
0.13572854291417166,NO
0.12227718476091297,NO
0.11654950967629958,NO
0.28959472359628574,YES
0.09936648442245943,YES
0.1417165668662675,NO
0.07411264427666407,NO
0.10986722207758397,NO
0.06847175214787816,NO
0.1901414562179988,NO
0.17269808209667625,NO
0.17156990367091907,NO
0.1583788943851428,YES
0.07194307038097719,NO
0.06274407706326479,YES
0.01848476959125228,NO
0.25887355723335936,YES
0.02672915039486245,NO
0.10006074806907923,NO
0.0704677601319101,NO
0.09389915820532849,NO
0.0828777228152391,NO
0.18250455610518096,NO
0.1087390436518268,NO
0.10674303566779486,NO
0.05432613034799966,NO
0.012670311550811423,NO
0.113338540310683,YES
0.28204460643929535,YES
0.24637681159420297,YES
0.11559489716219737,YES
0.06317799184240216,NO
0.002777054586479217,NO
0.17399982643408837,YES
0.11255749370823573,NO
0.10648268680031243,YES
0.11672307558795454,NO
0.17938036969539187,NO
0.159333506899245,NO
0.159333506899245,NO
0.04113512106222338,NO
0.19265816193699561,YES
0.03974659376898377,NO
0.30469495791026646,YES
0.11446671873644017,NO
0.21279180768896994,YES
0.03679597327084961,NO
0.0502473314241083,NO
0.11637594376464463,NO
0.034366050507680296,NO
0.1403280395730279,YES
0.07515403974659378,NO
0.108044780005207,YES
0.12548815412652958,NO
0.05502039399461946,NO
0.16289160808817152,NO
0.21556886227544914,NO
0.16306517399982645,NO
0.13911307819144322,NO
0.13763776794237614,NO
0.09780439121756487,NO
0.11802481992536669,NO
0.34105701640197866,YES
0.12835199166883626,NO
0.24351297405189623,YES
0.1639330035581012,NO
0.14388614076195438,NO
0.13807168272151352,NO
0.03835806647574417,NO
0.11897943243946892,NO
0.038965547166536496,NO
0.08539442853423589,NO
0.16671005814458043,NO
0.10370563221383321,NO
0.32968844918857937,YES
0.3049553067777489,YES
0.23370650004339152,YES
0.24264514449362148,YES
0.18467413000086785,NO
0.14362579189447197,YES
0.07645578408400591,NO
0.07697648181897077,NO
0.05866527813937343,NO
0.0842662501084787,YES
0.30799271023171054,YES
0.21114293152824787,YES
0.10700338453527727,YES
0.0682981862362232,NO
0.0439121756487026,NO
0.17096242298012673,YES
0.21695738956868874,NO
0.08348520350603142,YES
0.11811160288119414,NO
0.18693048685238223,NO
0.2146142497613469,NO
0.1976047904191617,NO
0.11759090514622932,NO
0.1863230061615899,YES
0.11385923804564783,NO
0.2191269634643756,YES
0.1147270676039226,NO
0.2132257224681073,YES
0.1693135468194047,NO
0.18293847088431833,NO
0.1848476959125228,NO
0.08105528074286211,NO
0.1182851687928491,YES
0.08834504903237006,NO
0.1065694697561399,YES
0.11429315282478521,NO
0.056148572420376644,NO
0.19812548815412656,NO
0.15638288640111087,NO
0.125748502994012,NO
0.16480083311637597,NO
0.1349474963117244,NO
0.12479389047990976,NO
0.16497439902803093,NO
0.16410656946975616,YES
0.1689664149960948,NO
0.20385316323873995,YES
0.2101015360583182,NO
