NONETRACED_MEDIAN_RAW_LSA_MEDIAN.csv,Associated
0.38263228086710654,NO
0.3978214891611687,NO
0.3095562676720075,NO
0.2967014137606032,NO
0.2863775212064091,NO
0.41959311969839774,NO
0.41729165881244107,NO
0.23317243166823756,NO
0.3137148444863337,NO
0.3239683788878417,YES
0.3828263901979265,NO
0.3738774740810556,YES
0.3628674363807729,NO
0.46510796418473144,NO
0.3238031573986805,NO
0.3121659754948162,NO
0.42926795475966073,NO
0.2665715834118756,NO
0.14326423185673892,NO
0.2083844957587182,NO
0.32407950047125356,NO
0.2881253063147974,YES
0.3505204524033931,YES
0.31007295004712543,YES
0.4458718190386428,YES
0.3954501885014138,NO
0.4226991517436381,YES
0.25758741753063147,NO
0.2535293119698398,YES
0.3226005655042413,YES
0.3193723845428841,NO
0.1866314326107446,NO
0.20054326107445805,NO
0.2522305372290293,NO
0.38726517436380775,YES
0.18734104618284642,YES
0.19649877474081057,NO
0.1583607917059378,NO
0.23543077285579647,NO
0.1713024505183789,NO
0.24135801131008483,NO
0.2546694627709708,NO
0.1928893025447691,NO
0.28428232799245995,YES
0.23010018850141375,NO
0.19696918001885017,YES
0.06358628652214891,NO
0.2380461357210179,YES
0.13994495758718192,NO
0.20598171536286525,NO
0.22235669180018852,NO
0.17320146088595664,NO
0.20668812441093304,NO
0.28082389255419415,NO
0.24527610744580586,NO
0.16703524976437326,NO
0.40127455230914233,NO
0.4216575871819039,NO
0.3255038171536287,NO
0.40055442978322336,NO
0.366834684260132,NO
0.47173072573044295,NO
0.45873539114043355,NO
0.2221983506126296,NO
0.3409711121583412,NO
0.4417065975494816,YES
0.4166250235626768,NO
0.3109290763430726,YES
0.35685909519321396,NO
0.4433434495758718,NO
0.3619837888784166,NO
0.40061540999057493,NO
0.4661410461828464,NO
0.32930480678605095,NO
0.2527458529688973,NO
0.21864066918001884,NO
0.3894355325164939,NO
0.5257947690857682,YES
0.5997347785108389,YES
0.40896950989632425,YES
0.3991060791705938,YES
0.4362723374175307,NO
0.47900786993402455,YES
0.26271493873704055,NO
0.3172706409048068,YES
0.3310393025447691,YES
0.3758584354382658,NO
0.2221197926484449,NO
0.27221616399623,NO
0.3472620640904807,NO
0.45850777568331763,YES
0.23863444863336475,YES
0.26162068803016025,NO
0.1839100848256362,NO
0.31042431668237513,NO
0.18666856738925544,NO
0.3354679076343073,NO
0.3685376060320453,NO
0.29319392082940626,NO
0.2868898680490104,YES
0.30294754948162117,NO
0.2169453817153629,YES
0.08176112158341187,NO
0.25430918944392084,YES
0.1858278039585297,NO
0.27508534401508006,NO
0.26404382657869935,NO
0.22429217719132893,NO
0.28780551366635254,NO
0.3621706409048068,NO
0.3632615928369463,NO
0.23322375117813388,NO
0.30151573986804897,NO
0.31827917059377947,NO
0.32090688030160225,YES
0.4062077285579643,YES
0.4211195570216777,YES
0.45698539114043357,YES
0.3916770028275212,NO
0.2385923656927427,NO
0.32463633364750233,YES
0.2768659283694628,NO
0.3815186145146089,YES
0.27443557964184734,NO
0.3667325636192272,NO
0.4052532516493874,NO
0.31748228086710645,NO
0.26952836946277103,NO
0.4738170593779454,YES
0.20605164938737042,NO
0.3336073986804901,YES
0.2009159754948162,NO
0.3853934967012253,YES
0.3050820923656928,NO
0.3756266258246937,NO
0.3099330348727615,NO
0.3199403393025448,NO
0.42528817153628656,YES
0.41365711592836957,NO
0.25918581526861445,YES
0.4835383600377003,NO
0.4435274269557022,NO
0.3954040999057493,NO
0.4396560791705938,NO
0.46230428840716303,NO
0.5568926013195099,NO
0.5256467483506126,NO
0.3628522620169652,NO
0.3221931196983977,NO
0.45493440150801134,YES
0.4711685673892555,NO
0.39048746465598494,YES
0.39011343072573046,NO
0.5076868991517437,NO
0.3836959943449576,NO
0.31693873704052783,NO
0.57345,NO
0.3184668708765315,NO
0.2033695570216777,NO
0.26565311027332705,NO
0.37803360037700284,NO
0.5575974081055608,YES
0.6132107445805844,YES
0.3950872290292177,YES
0.5311278982092367,YES
0.5121011310084825,NO
0.5520703581526862,YES
0.30295565504241284,NO
0.3527372761545712,NO
0.3411269557021678,NO
0.28695612629594724,YES
0.36920202639019795,YES
0.3551079641847314,YES
0.4136282280867107,YES
0.3727137134778511,NO
0.2139888784165881,NO
0.30050179076343075,YES
0.33018275212064085,NO
0.37533741753063143,YES
0.2655748821866164,NO
0.3353851083883129,NO
0.4355716776625825,NO
0.3120817624882186,NO
0.29390353440150807,NO
0.4213923185673893,YES
0.2612398680490104,NO
0.2639256833176249,YES
0.18881338360037703,NO
0.3530091894439209,YES
0.3475018378887842,NO
0.4126091423185674,NO
0.31215400565504237,NO
0.33717964184731386,NO
0.3722959943449576,YES
0.3933353440150802,NO
0.25550829406220554,YES
0.4753211592836946,NO
0.41802285579641846,NO
0.4339651743638077,NO
0.36714891611687084,NO
