UPPERTRACED_RFUNDER_MULTI_LSA_SUM.csv,Associated
0.6704827058704763,NO
0.6642818877898782,NO
0.05172211787228305,NO
0.40614511019623767,NO
0.7467243985059085,NO
0.6680738556856307,NO
0.6449484517850471,NO
0.054643834294097846,NO
0.11358660770669946,NO
0.3031260523521475,YES
0.6616556589557425,NO
0.7159163173256679,YES
0.1600555310339339,NO
0.7721024347145596,NO
0.1378047998679517,NO
0.05157621627038661,NO
0.6534836954959881,NO
0.24812556969785846,NO
0.02276064989584247,NO
0.12722619685368355,NO
0.6193360887612291,NO
0.6735466395103012,YES
0.6606328739889129,YES
0.09731710534169347,YES
0.6960059068042465,YES
0.7241008076906355,NO
0.6542132035054702,YES
0.05617211673012404,NO
0.5843897075999259,YES
0.6844782065008743,YES
0.6777593640458662,NO
0.09082448405730251,NO
0.7004654850601919,NO
0.6241515785005883,NO
0.808860795871132,YES
0.5760003654908815,YES
0.0677712940808899,NO
0.04530244738884029,NO
0.03983113731772432,NO
0.05281711676328349,NO
0.09935899089146616,NO
0.09432685937959398,NO
0.08141309385820573,NO
0.18069987082550096,YES
0.5694355302823196,NO
0.6325416574864102,YES
0.5236939043342355,NO
0.2899138517359712,YES
0.10148488039384593,NO
0.05668277233676153,NO
0.5180730082773368,NO
0.06572940853111721,NO
0.5646929913439084,NO
0.10709177579197673,NO
0.5362370208366647,NO
0.5944583918843339,NO
0.6813523752117601,NO
0.7286244942262021,NO
0.06536391764959888,NO
0.45728362166093495,NO
0.8080760221033557,NO
0.7235164644062726,NO
0.7088533534156818,NO
0.04224219813290163,NO
0.14991610657890955,NO
0.4566874883481359,YES
0.7336580994916289,NO
0.6163384740313571,YES
0.13255307907645758,NO
0.7675065342548223,NO
0.13145808018545715,NO
0.10825898860714814,NO
0.7138140078801603,NO
0.25972474704862436,NO
0.11030161103369812,NO
0.0962950572516412,NO
0.6962991837615938,NO
0.9424432918054145,YES
0.9121672356583514,YES
0.24212444522389634,YES
0.6501198530078205,YES
0.7303745765721819,NO
0.7425566234537563,YES
0.059527853573741824,NO
0.6012413426189631,YES
0.6385192019035,YES
0.677321659240177,NO
0.09687940053600416,NO
0.7266548226006003,NO
0.6481523920125505,NO
0.7715099857856469,YES
0.5968642945620704,YES
0.09454423802888409,NO
0.03771556409022614,NO
0.0677712940808899,NO
0.04034252980113906,NO
0.13525078495798695,NO
0.1353252095124897,NO
0.11963931355506938,NO
0.11591955958348776,YES
0.5811806092349819,NO
0.6102916631972052,YES
0.5215053803057891,NO
0.2667154970344394,YES
0.10104717558815662,NO
0.059527853573741824,NO
0.5283590712110349,NO
0.06171711447896548,NO
0.5830036423819099,NO
0.1288311144745442,NO
0.55316160665665,NO
0.6178026481877621,NO
0.6547968099130559,NO
0.6345179610030073,NO
0.7559847289656683,YES
0.8462197116011669,YES
0.7204429513683432,YES
0.7063000753824943,YES
0.6622377916097736,NO
0.28723825215775944,NO
0.7627647321931884,YES
0.7037467973493068,NO
0.7207465446005723,YES
0.7072484357948211,NO
0.7599189140794308,NO
0.8167549567858612,NO
0.669379601334926,NO
0.665814591486568,NO
0.7710803866245075,YES
0.7235975208517705,NO
0.5852466952918731,YES
0.624295269472153,NO
0.7658986691268526,YES
0.6400607481215169,NO
0.6513681222684898,NO
0.7069566325910281,NO
0.6380181256949669,NO
0.727091053652735,YES
0.672305002140627,NO
0.6999533556999998,YES
0.7293540022356843,NO
0.6701179518657353,NO
0.11234423346024808,NO
0.4366385449925907,NO
0.8419981445442748,NO
0.72606974243946,NO
0.7248295788233403,NO
0.09447497161182214,NO
0.09673497268766226,NO
0.41685635103041163,YES
0.7317613786669752,NO
0.6811917360743185,YES
0.12795717861672015,NO
0.7374508042641585,NO
0.09884907216160593,NO
0.0076598340995623765,NO
0.7091451566194746,NO
0.20712721956496272,NO
0.04719916821349383,NO
0.11555406870196944,NO
0.6299869056996682,NO
0.9010072368668295,YES
0.8654787230514951,YES
0.1792408548065367,YES
0.7320436024726635,YES
0.7717376807098186,NO
0.7298631840887672,YES
0.039685235715827896,NO
0.6738369689605396,NO
0.6731818855055602,NO
0.7315462106480168,YES
0.8680320010846826,YES
0.6908249261833688,YES
0.6990779460886212,YES
0.6665418888657182,NO
0.3218169318072124,NO
0.7602114541600009,YES
0.7915066108900072,NO
0.7014145823492959,YES
0.7084156486099924,NO
0.7662656337619255,NO
0.863224616989873,NO
0.701550904553088,NO
0.7300842471219436,NO
0.7657549781552878,YES
0.7858975048615444,NO
0.513317205556935,YES
0.6245141218749977,NO
0.7662634231315936,YES
0.7514566211694382,NO
0.7629098969183076,NO
0.7645148145391684,NO
0.6772656566051055,NO
0.7085615502118888,YES
0.6833935238847554,NO
0.6987131920838802,YES
0.7199433489133648,NO
0.671066312278062,NO
0.14196225864522258,NO
0.3868860987459095,NO
0.8106293001365432,NO
0.7476631795201311,NO
0.7225681039939458,NO
0.1171626707067164,NO
0.1362013560006455,NO
0.2681096678970053,YES
0.7659023535107389,NO
0.6478532200409851,YES
0.16676700472116954,NO
0.7578770285296581,NO
0.12394414768779122,NO
0.0071491784929248806,NO
0.6785787710221733,NO
0.2080755799772895,NO
0.04946064304288844,NO
0.13284340852669593,NO
0.6078098622114114,NO
0.7537925205533356,YES
0.7073943373967175,YES
0.11431464196262708,YES
0.7476550738755813,YES
0.7847958740795488,NO
0.7228599071977386,YES
0.06536391764959888,NO
0.6859482756714974,NO
0.7143990880413005,NO
0.1316761957115245,NO
0.3917738024094398,NO
0.8025317612312916,NO
0.7536451451978845,NO
0.6996615524962069,NO
0.07565366496718319,NO
0.15071856538933992,NO
0.3730858704614838,YES
0.7877146429942546,NO
0.5959852005668056,YES
0.08010145319469242,NO
0.662968036496033,NO
0.022834337573567925,NO
