UPPERTRACED_MAX_MULTI_LSA_SUM.csv,Associated
0.47978972370577566,NO
0.4314086294960777,NO
0.424493863808894,NO
0.5871036660617861,NO
0.5231986292160836,NO
0.6505009510221764,NO
0.5671973609538942,NO
0.12729086365077144,NO
0.26391083476660093,NO
0.3941563935973865,YES
0.4642338774159014,NO
0.36856557975234006,YES
0.4139528607340627,NO
0.6725975084538318,NO
0.4385424958602817,NO
0.5328778092603038,NO
0.670887979971635,NO
0.45249622797998357,NO
0.2818975735031469,NO
0.0704857619405932,NO
0.5199857813251516,NO
0.4427352942333104,YES
0.6365787547637045,YES
0.45119828775362447,YES
0.5610514610652212,YES
0.6273978865937047,NO
0.6276573501553138,YES
0.21922832935823364,NO
0.6945050393297174,YES
0.7044717672043094,YES
0.3679560058892467,NO
0.43955530248487973,NO
0.5365703153372049,NO
0.3916291206178887,NO
0.7684325387808341,YES
0.6248322405821061,YES
0.114982400037662,NO
0.31721150446701607,NO
0.4783393381454505,NO
0.28964763399796334,NO
0.3247175958440035,NO
0.5303215938292166,NO
0.32713761483134585,NO
0.48901032291146995,YES
0.5637137705270613,NO
0.48895529547418626,YES
0.03813643769685571,NO
0.43838232688087675,YES
0.2540020578092511,NO
0.6129563576970526,NO
0.48219369184508754,NO
0.1660184478564012,NO
0.6141605485225482,NO
0.40262028302284925,NO
0.4583046168227354,NO
0.12442810720016248,NO
0.49186142316456694,NO
0.502866608842748,NO
0.4396442517202628,NO
0.643897366200126,NO
0.591334865758657,NO
0.7120747200737292,NO
0.6381692315975259,NO
0.11351778373134519,NO
0.3042578571188025,NO
0.5646995302467527,YES
0.5441987590657468,NO
0.2579758498110645,YES
0.3834090305598056,NO
0.6674933670719267,NO
0.4314939196662223,NO
0.5958288863037992,NO
0.737889962873785,NO
0.46537810861050577,NO
0.37911931411086164,NO
0.036134080259200646,NO
0.6054598949427674,NO
0.7413680741333409,YES
0.9159292227765382,YES
0.6120192503422194,YES
0.5100910653633441,YES
0.6343654446705908,NO
0.7257702900519325,YES
0.22295516274819602,NO
0.7132202243967026,YES
0.6534303533852592,YES
0.36746989718620815,NO
0.44627980621024665,NO
0.5656558194023462,NO
0.4182840811678371,NO
0.726951262788209,YES
0.6480034220936114,YES
0.14471604904018806,NO
0.3087856202810141,NO
0.5093692770227461,NO
0.275793535961364,NO
0.3645785094931666,NO
0.5758537756804963,NO
0.3695911082300479,NO
0.4170662348617611,YES
0.5767576873919297,NO
0.46424476973639206,YES
0.03570589418166284,NO
0.41261856561983223,YES
0.25351594910621256,NO
0.6161160642668034,NO
0.49361724636649407,NO
0.161562451411881,NO
0.6344960959329953,NO
0.4267636819404318,NO
0.4771008200068936,NO
0.15035390469555301,NO
0.5839817666893055,NO
0.5092568645030506,NO
0.6701950020544991,YES
0.8979520466486309,YES
0.8034491329717605,YES
0.6344848452504452,YES
0.5791371077301706,NO
0.46522195705839864,NO
0.6564745353437458,YES
0.8171487298078423,NO
0.687465327881339,YES
0.7602103551338775,NO
0.7469387180414012,NO
0.633917727860814,NO
0.6102469707772998,NO
0.4932045830244779,NO
0.6872848548620929,YES
0.511429594808224,NO
0.791219103496764,YES
0.5704353319113087,NO
0.7889758607411071,YES
0.5828936474487436,NO
0.6214798578219277,NO
0.7111301814214527,NO
0.5661020461804023,NO
0.7550872111322421,YES
0.6734953280102548,NO
0.6713827742393245,YES
0.5451713442644638,NO
0.43789007886992537,NO
0.49181991917973633,NO
0.62096923904014,NO
0.6290082902441465,NO
0.7149103541747874,NO
0.6559121992584339,NO
0.17152675562728162,NO
0.24519564969961585,NO
0.5204636382702424,YES
0.5420922880192462,NO
0.33000095597794643,YES
0.3783048891779006,NO
0.6341139027966114,NO
0.3952788212898486,NO
0.4841049027221004,NO
0.732704803374707,NO
0.40696404612870385,NO
0.3090386427561339,NO
0.0575228631928979,NO
0.5318144264324235,NO
0.6953497835790224,YES
0.8640776277857569,YES
0.5421816333390109,YES
0.6010744109487305,YES
0.680302717107736,NO
0.7116731376638138,YES
0.200918234877114,NO
0.6051274952714835,NO
0.5521964666047914,NO
0.6430539328015121,YES
0.9221764636833866,YES
0.7705557773994837,YES
0.6264640516503087,YES
0.5839171766433832,NO
0.503624544598446,NO
0.6536389012426874,YES
0.9146135247670762,NO
0.6659955268304686,YES
0.7615066450086468,NO
0.7539872942354607,NO
0.6855262685000759,NO
0.6459759604506351,NO
0.5645815442539751,NO
0.681370532308457,YES
0.5806190668740477,NO
0.7113352399640918,YES
0.5706783862628281,NO
0.7893809513269728,YES
0.7066083123720606,NO
0.7453565589795909,NO
0.7750534758710252,NO
0.6096897932195277,NO
0.7345086093702757,YES
0.6858100818205654,NO
0.6700054662473818,YES
0.5347200071491345,NO
0.4389433143931756,NO
0.5247132747520131,NO
0.5657148831280887,NO
0.5941704998597154,NO
0.7388917168580238,NO
0.6534006376260679,NO
0.19672339006811437,NO
0.2890264510902605,NO
0.35526769735430064,YES
0.580008766856255,NO
0.2929756764298418,YES
0.42140652751398744,NO
0.6567989756050782,NO
0.4231490535973935,NO
0.4835377759018886,NO
0.6987582122791799,NO
0.40801728165195417,NO
0.3115502043884999,NO
0.07672415696292154,NO
0.5071849188118025,NO
0.5318552231237155,YES
0.6885113678716588,YES
0.4700755090549559,YES
0.6184122880237729,YES
0.6948049600817201,NO
0.7038953984151967,YES
0.22943661212204366,NO
0.496965564546472,NO
0.4870680759939944,NO
0.5132897202306067,NO
0.5711430969786861,NO
0.5851774888535018,NO
0.7455352024662175,NO
0.6279609488337159,NO
0.15062408139662295,NO
0.3051490564077065,NO
0.4718527679663852,YES
0.6042331838910106,NO
0.23537179511977083,YES
0.32515700431234984,NO
0.5513944051628807,NO
0.310857943195483,NO
0.6056320784817437,NO
0.7212002307361274,NO
0.4967321199564938,NO
0.4725332032114409,NO
0.0,NO
0.6554480732385675,NO
0.7070974105691215,YES
0.8384759027590587,YES
0.7163705852611664,YES
0.5110632827694213,YES
0.6563213544244998,NO
0.7862098054630619,YES
0.26143876840541636,NO
0.5366644419612888,NO
0.4408877492053298,NO
0.4900375206019283,NO
0.6015248909185971,NO
0.6346795584462631,NO
0.7247945644699051,NO
0.6559121992584339,NO
0.1698253751666466,NO
0.2689339580313328,NO
0.48408650365952266,YES
0.5624278354296932,NO
0.263485081778835,YES
0.399774690228771,NO
0.6572040661909437,NO
0.421042582550893,NO
0.48070214180083026,NO
0.7283298250473598,NO
0.40437146637916477,NO
0.31916590740277095,NO
0.04885392465537666,NO
0.5404833649699448,NO
0.7067733381004289,YES
0.8545174899593316,YES
0.5428297782763956,YES
0.5833314432878226,YES
0.6786823547642742,NO
0.7319276669570879,YES
0.2162306590228291,NO
0.47897954253404473,NO
0.4364317527608096,NO
0.4193087043098158,NO
0.645598746660761,NO
0.5844483257989438,NO
0.6463690270463486,NO
0.5684936508286638,NO
0.11538120042632641,NO
0.24219797936421125,NO
0.5503593235071148,YES
0.46350471436134344,NO
0.2848738647125322,YES
0.3889182625275761,NO
0.6577711930111553,NO
0.42412127100347063,NO
0.5091395009285868,NO
0.6975429405215835,NO
0.42940606458565134,NO
0.30036970421861275,NO
0.03184012004902659,NO
0.5500435027963699,NO
0.6528152720631473,YES
0.8390430295792705,YES
0.5704569562324212,YES
0.468447753136373,YES
0.6113562993934316,NO
0.6610368144306291,YES
0.20180943416601801,NO
0.6392817005969681,NO
0.5436628003141252,NO
0.9692328725403948,YES
0.7426403160278067,YES
0.6649081526057671,YES
0.8727338161784268,YES
0.7593734288358163,NO
0.5409738966152431,NO
0.793136217917177,YES
0.5406741833360116,NO
0.8670492697189501,YES
0.528982479688345,NO
0.7441841020575162,NO
0.6004122144463838,NO
0.5729786368776759,NO
0.5588888592035172,NO
0.5799358496077412,YES
0.5796176806824488,NO
0.6907566382021255,YES
0.5472058505510821,NO
0.6894045947353727,YES
0.6435762172113922,NO
0.5141286646728973,NO
0.8396249152579824,NO
0.6233008369046078,NO
0.8915217204517351,YES
0.8209257810390276,NO
0.7311741447130691,YES
0.5242421040885046,NO
0.5822879684154016,NO
0.6101493736995878,YES
0.2851484737864426,NO
0.36356364700201715,NO
0.8405886640027603,YES
0.6640084752249833,NO
0.34627873206712645,NO
0.9699177495888717,YES
0.2925667004448056,NO
0.8622526124146179,YES
0.2605804158284334,NO
0.5542861889403038,NO
0.6053617320302245,NO
0.44006246967420015,NO
0.5140137058964639,NO
0.4989594816145694,NO
0.3714196317771371,NO
0.4157860335573439,NO
0.14673909717148506,NO
0.4195556629216669,NO
0.40739223220624154,NO
0.4851158986752402,NO
0.49083038722784034,NO
0.4488327115075744,NO
0.7662217938056195,YES
0.7223027787648715,NO
0.5664470168155077,YES
0.5899771073601145,NO
0.5189790385638221,NO
0.7569654055468846,YES
0.8530680097347358,YES
0.746331360364728,YES
0.6979220309969791,YES
0.6121114814196204,NO
0.49309218936594357,NO
0.7128631448962204,YES
0.8927386331303405,NO
0.7914115722144206,YES
0.7320160503576401,NO
0.7631423414760203,NO
0.6442070287417972,NO
0.6194830361350327,NO
0.4838064814323987,NO
0.6449123795805639,YES
0.5021935294504912,NO
0.7175736349864201,YES
0.5547988352969012,NO
0.7373673201018454,YES
0.7348026171482979,NO
0.7376598378481467,NO
0.8323332847124039,NO
0.6196550216318185,NO
0.8130151649110053,YES
0.7541083545974848,NO
0.7229913148785864,YES
0.5478154149835949,NO
0.5516433819189611,NO
0.7555408786383215,YES
0.2536988646458108,NO
0.36393496667907144,NO
0.982108274362106,YES
0.577112409247284,NO
0.3390162703070694,NO
0.7486800087187603,YES
0.2357085988721536,NO
0.9999999999999999,YES
0.35329667773568496,NO
0.4867366382419225,NO
0.549441680870457,NO
0.4095237885969023,NO
0.3483034588417545,NO
0.5870255997163131,NO
0.34142374662233144,NO
0.5878323010038354,NO
0.21816198532807266,NO
0.5250212963726753,NO
0.38740088212329826,NO
0.4039014368158981,NO
0.5470479071886779,NO
0.626293725935693,NO
0.8374374449554699,YES
0.8750119332208146,NO
0.6525078068467354,YES
0.5631601105758198,NO
0.504395777472665,NO
0.600519421285637,YES
0.7860660268325858,YES
0.6668525874179213,YES
0.5612444673259668,YES
0.5437321905255278,NO
0.46262937730885956,NO
0.5836392480051328,YES
0.79746132733478,NO
0.6152781854801107,YES
0.7238332205231575,NO
0.7100754747276429,NO
0.6176330863090218,NO
0.5981752713185087,NO
0.4980656700548636,NO
0.6333267888248112,YES
0.5161286456042636,NO
0.6230254922454176,YES
0.5647640637091921,NO
0.6805736199635053,YES
0.5527549078603521,NO
0.6244775281573323,NO
0.6510957565961889,NO
0.5544354373074766,NO
0.6705853149207034,YES
0.6260187113468207,NO
0.6141839835151189,YES
0.8526524040516001,YES
0.5455142213106959,YES
0.3899929337603286,NO
0.43704374085251374,NO
0.5617669497780376,NO
0.42355025878408825,NO
0.6426114028110166,YES
0.8464978091676956,YES
0.11822312472458582,NO
0.29306810554943363,NO
0.5217650489502297,NO
0.2582126045348022,NO
0.3517776469798175,NO
0.5363169345000257,NO
0.31863071252817077,NO
0.32964768643199094,YES
0.5786211040869109,NO
0.5937117209789988,YES
0.03157397020583497,NO
0.4048408263712151,YES
0.25116642370819275,NO
0.5974008791998183,NO
0.49499455435843664,NO
0.16796288266855555,NO
0.6458386323372286,NO
0.42481924712827746,NO
0.48917251946568485,NO
0.12345588979408528,NO
0.6206475336471561,NO
0.5615678042093792,NO
0.8050091490305302,YES
0.7201982975708591,YES
0.6304754528072013,YES
0.8985785955566444,YES
0.6484596264258483,NO
0.509538867152082,NO
0.9705658945262562,YES
0.53775753111778,NO
0.9061000021963822,YES
0.5051631532394549,NO
0.8179916068022062,NO
0.6304699359176023,NO
0.6175386013228785,NO
0.5538657359387852,NO
0.590792277308936,YES
0.5713538327307931,NO
0.742041106372695,YES
0.441234153288673,NO
0.7419043346635388,YES
0.6502197028195861,NO
0.525633237311477,NO
0.8394628790236363,NO
0.6214374202096266,NO
0.8564408757157845,YES
0.8294326833422027,NO
0.8567522263313673,YES
0.6481126753688355,NO
0.5455262170091063,NO
0.9029600526928029,YES
