NONETRACED_MAX_RAW_LSA_MAX.csv,Associated
0.4521367521367522,NO
0.3741880341880342,NO
0.44991452991453,NO
0.5292307692307694,NO
0.4601709401709404,NO
0.4364102564102565,NO
0.3863247863247864,NO
0.3348717948717949,NO
0.3704273504273505,NO
0.5972649572649573,YES
0.4765811965811966,NO
0.5155555555555558,YES
0.4668376068376068,NO
0.4974358974358975,NO
0.3336752136752137,NO
0.3261538461538463,NO
0.6562393162393163,NO
0.3482051282051282,NO
0.3847863247863249,NO
0.3220512820512821,NO
0.4791452991452993,NO
0.431965811965812,YES
0.6011965811965811,YES
0.4928205128205128,YES
0.4155555555555556,YES
0.5172649572649575,NO
0.4555555555555557,YES
0.456752136752137,NO
0.4586324786324788,YES
0.5312820512820513,YES
0.622051282051282,NO
0.7926495726495726,NO
0.6343589743589744,NO
0.5707692307692309,NO
0.4374358974358976,YES
0.4841025641025641,YES
0.5266666666666666,NO
0.8574358974358975,NO
0.6541880341880342,NO
0.8213675213675213,NO
0.6425641025641025,NO
0.4117948717948719,NO
0.4825641025641027,NO
0.4735042735042736,YES
0.571965811965812,NO
0.49982905982906,YES
0.5439316239316239,NO
0.43247863247863255,YES
0.6572649572649574,NO
0.6005128205128205,NO
0.6196581196581197,NO
0.6736752136752135,NO
0.5808547008547009,NO
0.7030769230769232,NO
0.6288888888888888,NO
0.6304273504273503,NO
0.4919658119658121,NO
0.5458119658119658,NO
0.3468376068376069,NO
0.4823931623931624,NO
0.5651282051282052,NO
0.5533333333333335,NO
0.4888888888888889,NO
0.6006837606837607,NO
0.2769230769230769,NO
0.4574,YES
0.4423931623931625,NO
0.3717948717948719,YES
0.361880341880342,NO
0.4497435897435897,NO
0.24461538461538465,NO
0.237948717948718,NO
0.7136752136752138,NO
0.2574358974358975,NO
0.2895726495726497,NO
0.18051282051282064,NO
0.3724786324786325,NO
0.5598290598290598,YES
0.6377777777777778,YES
0.38461538461538464,YES
0.6063247863247863,YES
0.4061538461538461,NO
0.5605128205128207,YES
0.3528205128205128,NO
0.4984615384615386,YES
0.5743589743589745,YES
0.6694017094017095,NO
0.7774358974358975,NO
0.6822222222222221,NO
0.6157264957264958,NO
0.4721367521367522,YES
0.5249572649572649,YES
0.5695726495726496,NO
0.8415384615384616,NO
0.7030769230769232,NO
0.8058119658119658,NO
0.6907692307692308,NO
0.48,NO
0.5234188034188034,NO
0.5138461538461541,YES
0.5885470085470086,NO
0.5415384615384617,YES
0.587692307692308,NO
0.451965811965812,YES
0.7061538461538461,NO
0.6468376068376069,NO
0.6066666666666667,NO
0.7234188034188034,NO
0.6263247863247863,NO
0.7541880341880343,NO
0.6765811965811965,NO
0.6781196581196582,NO
0.5562393162393162,NO
0.40700854700854705,NO
0.5010256410256411,YES
0.5570940170940173,YES
0.4859829059829061,YES
0.7088888888888889,YES
0.6203418803418803,NO
0.3569230769230769,NO
0.3935042735042736,YES
0.3651282051282052,NO
0.602051282051282,YES
0.34358974358974365,NO
0.4928205128205128,NO
0.4116239316239317,NO
0.3557264957264958,NO
0.5131623931623932,NO
0.6842735042735044,YES
0.43487179487179495,NO
0.4083760683760684,YES
0.2641025641025642,NO
0.5054700854700855,YES
0.456923076923077,NO
0.5673504273504275,NO
0.5196581196581198,NO
0.4552136752136754,NO
0.5984615384615386,YES
0.6982905982905985,NO
0.4823931623931624,YES
0.5654700854700856,NO
0.512991452991453,NO
0.4670085470085472,NO
0.8087179487179488,NO
0.5182905982905983,NO
0.565982905982906,NO
0.6382905982905984,NO
0.3497435897435898,NO
0.4791452991452993,NO
1.0,YES
