UPPERTRACED_RFNONE_RAW_LSA_MEDIAN.csv,Associated
0.07018333333333335,NO
0.06593333333333334,NO
0.12386666666666667,NO
0.14153333333333334,NO
0.06688333333333335,NO
0.07863333333333333,NO
0.06278333333333334,NO
0.19228333333333336,NO
0.08445,NO
0.37345,YES
0.06413333333333335,NO
0.22733333333333333,YES
0.24635,NO
0.15321666666666667,NO
0.11115,NO
0.09043333333333334,NO
0.06863333333333334,NO
0.06378333333333333,NO
0.08735000000000001,NO
0.10895,NO
0.09068333333333334,NO
0.07228333333333334,YES
0.07353333333333334,YES
0.11673333333333334,YES
0.16166666666666668,YES
0.12031666666666667,NO
0.06913333333333334,YES
0.09358333333333334,NO
0.18693333333333334,YES
0.2638666666666667,YES
0.3514333333333334,NO
0.57895,NO
0.19073333333333334,NO
0.28060000000000007,NO
0.33068333333333333,YES
0.18118333333333334,YES
0.0682,NO
0.2194666666666667,NO
0.18238333333333334,NO
0.2029,NO
0.09818333333333333,NO
0.2179666666666667,NO
0.25255,NO
0.28221666666666667,YES
0.1799666666666667,NO
0.2729666666666667,YES
0.01705,NO
0.3616166666666667,YES
0.1706,NO
0.2106,NO
0.17178333333333334,NO
0.06175,NO
0.17343333333333333,NO
0.23681666666666668,NO
0.1976166666666667,NO
0.08373333333333334,NO
0.07763333333333333,NO
0.11003333333333334,NO
0.13321666666666665,NO
0.17658333333333331,NO
0.10893333333333334,NO
0.11663333333333334,NO
0.10658333333333334,NO
0.18378333333333335,NO
0.10935,NO
0.4787,YES
0.11348333333333334,NO
0.15908333333333335,YES
0.22749999999999998,NO
0.15006666666666668,NO
0.1068,NO
0.12928333333333333,NO
0.10998333333333334,NO
0.07173333333333333,NO
0.14735,NO
0.08775,NO
0.14343333333333336,NO
0.25658333333333333,YES
0.24593333333333334,YES
0.21598333333333336,YES
0.13021666666666668,YES
0.12461666666666667,NO
0.12968333333333334,YES
0.09588333333333333,NO
0.19848333333333334,YES
0.2323666666666667,YES
0.35113333333333335,NO
0.5831,NO
0.20868333333333333,NO
0.29705000000000004,NO
0.3050833333333334,YES
0.19548333333333334,YES
0.08655,NO
0.2142666666666667,NO
0.20153333333333334,NO
0.19435,NO
0.12278333333333333,NO
0.2460666666666667,NO
0.27875,NO
0.23781666666666668,YES
0.1880166666666667,NO
0.2577166666666667,YES
0.01555,NO
0.34571666666666667,YES
0.1703,NO
0.21255,NO
0.17883333333333334,NO
0.059000000000000004,NO
0.18598333333333333,NO
0.2517166666666667,NO
0.2092166666666667,NO
0.09973333333333334,NO
0.06953333333333334,NO
0.10386666666666666,NO
0.10353333333333334,YES
0.20073333333333332,YES
0.18018333333333336,YES
0.10483333333333335,YES
0.08296666666666667,NO
0.03983333333333334,NO
0.13848333333333335,YES
0.10308333333333335,NO
0.09958333333333334,YES
0.10548333333333335,NO
0.14158333333333334,NO
0.13003333333333333,NO
0.13003333333333333,NO
0.06193333333333334,NO
0.1575666666666667,YES
0.06113333333333334,NO
0.35545,YES
0.10418333333333334,NO
0.16083333333333333,YES
0.05943333333333334,NO
0.06718333333333334,NO
0.10528333333333334,NO
0.05803333333333334,NO
0.11908333333333335,YES
0.08153333333333335,NO
0.10048333333333334,YES
0.11053333333333334,NO
0.06993333333333335,NO
0.16541666666666666,NO
0.16243333333333332,NO
0.13218333333333332,NO
0.11838333333333334,NO
0.11753333333333334,NO
0.21958333333333335,NO
0.0729,NO
0.4514,YES
0.11218333333333334,NO
0.20353333333333334,YES
0.22435,NO
0.12946666666666667,NO
0.08445,NO
0.06033333333333334,NO
0.10678333333333334,NO
0.03568333333333333,NO
0.1041,NO
0.10095,NO
0.09798333333333334,NO
0.22818333333333335,YES
0.21393333333333336,YES
0.17288333333333333,YES
0.18636666666666668,YES
0.15296666666666667,NO
0.12098333333333335,YES
0.08228333333333335,NO
0.08258333333333334,NO
0.13036666666666666,NO
0.08678333333333334,YES
0.21568333333333334,YES
0.15988333333333332,YES
0.09988333333333334,YES
0.08591666666666667,NO
0.06353333333333334,NO
0.13673333333333335,YES
0.16323333333333334,NO
0.08633333333333335,YES
0.10628333333333334,NO
0.14593333333333336,NO
0.16188333333333332,NO
0.15208333333333335,NO
0.10598333333333335,NO
0.15391666666666667,YES
0.10383333333333333,NO
0.30615,YES
0.10433333333333333,NO
0.16108333333333336,YES
0.13578333333333334,NO
0.14363333333333334,NO
0.14473333333333332,NO
0.08493333333333333,NO
0.10638333333333334,YES
0.08913333333333334,NO
0.09963333333333334,YES
0.10408333333333333,NO
0.07058333333333333,NO
0.18571666666666667,NO
0.12833333333333335,NO
0.11068333333333334,NO
0.13318333333333332,NO
0.11598333333333334,NO
0.23513333333333336,NO
0.09995,NO
0.34945,YES
0.13558333333333333,NO
0.18068333333333333,YES
0.25095,NO
0.1434666666666667,NO
0.10165,NO
0.05998333333333334,NO
0.08583333333333334,NO
0.03633333333333333,NO
0.10565,NO
0.1128,NO
0.08278333333333335,NO
0.12728333333333336,YES
0.10558333333333333,YES
0.12838333333333335,YES
0.19706666666666667,YES
0.16191666666666665,NO
0.11618333333333333,YES
0.09988333333333334,NO
0.08078333333333335,NO
0.10028333333333334,NO
0.17866666666666664,NO
0.13168333333333335,NO
0.10513333333333334,NO
0.13728333333333334,NO
0.10028333333333334,NO
0.20668333333333336,NO
0.1099,NO
0.4214,YES
0.15053333333333335,NO
0.14513333333333334,YES
0.19155,NO
0.07841666666666666,NO
0.03235,NO
0.13533333333333333,NO
0.09968333333333335,NO
0.09108333333333334,NO
0.20500000000000002,NO
0.06545,NO
0.17428333333333335,NO
0.23543333333333333,YES
0.19813333333333333,YES
0.2803833333333333,YES
0.13081666666666666,YES
0.13816666666666666,NO
0.16698333333333332,YES
0.11963333333333334,NO
0.10528333333333334,NO
0.07178333333333334,NO
0.16431666666666667,NO
0.15043333333333334,NO
0.13568333333333332,NO
0.12448333333333333,NO
0.11753333333333334,NO
0.21853333333333336,NO
0.08755,NO
0.42895,YES
0.12473333333333333,NO
0.16248333333333334,YES
0.2376,NO
0.14371666666666666,NO
0.10035,NO
0.05823333333333334,NO
0.10408333333333333,NO
0.034083333333333334,NO
0.11035,NO
0.0956,NO
0.10333333333333335,NO
0.23523333333333335,YES
0.20803333333333335,YES
0.17328333333333334,YES
0.17541666666666667,YES
0.15196666666666667,NO
0.13348333333333334,YES
0.09173333333333333,NO
0.06968333333333335,NO
0.06903333333333334,NO
0.12066666666666667,NO
0.17763333333333337,NO
0.10468333333333334,NO
0.07608333333333334,NO
0.06358333333333334,NO
0.18493333333333334,NO
0.07105,NO
0.46985,YES
0.06368333333333334,NO
0.17568333333333333,YES
0.2309,NO
0.14406666666666668,NO
0.10225,NO
0.07578333333333334,NO
0.08508333333333334,NO
0.04953333333333333,NO
0.09875,NO
0.0851,NO
0.10923333333333334,NO
0.20193333333333335,YES
0.19848333333333334,YES
0.19033333333333335,YES
0.10451666666666667,YES
0.11041666666666668,NO
0.08973333333333333,YES
0.08283333333333334,NO
0.08678333333333334,NO
0.06421666666666667,NO
0.2880833333333333,YES
0.13821666666666665,YES
0.11968333333333334,YES
0.17568333333333336,YES
0.14518333333333333,NO
0.08658333333333335,NO
0.19663333333333333,YES
0.08203333333333335,NO
0.19778333333333337,YES
0.08628333333333334,NO
0.13988333333333336,NO
0.10813333333333335,NO
0.10703333333333334,NO
0.07843333333333334,NO
0.09131666666666667,YES
0.08541666666666667,NO
0.18511666666666665,YES
0.13978333333333334,NO
0.09938333333333334,YES
0.09688333333333334,NO
0.07333333333333333,NO
0.18458333333333332,NO
0.09333333333333334,NO
0.20328333333333332,YES
0.15913333333333335,NO
0.13738333333333336,YES
0.08995,NO
0.07735,NO
0.42974999999999997,YES
0.26613333333333333,NO
0.07675,NO
0.21628333333333333,YES
0.09135,NO
0.05485,NO
0.2724,YES
0.13716666666666666,NO
0.22738333333333333,YES
0.16806666666666664,NO
0.4798666666666667,NO
0.16015,NO
0.14073333333333332,NO
0.0855,NO
0.25116666666666665,NO
0.08656666666666667,NO
0.18365,NO
0.07255,NO
0.19851666666666667,NO
0.13288333333333335,NO
0.15586666666666665,NO
0.18835,NO
0.10418333333333334,NO
0.1897,YES
0.16795,NO
0.5603666666666667,YES
0.07323333333333334,NO
0.10986666666666667,NO
0.15708333333333335,YES
0.17303333333333332,YES
0.14493333333333336,YES
0.14398333333333335,YES
0.10331666666666667,NO
0.05703333333333334,NO
0.17328333333333334,YES
0.14973333333333333,NO
0.16373333333333334,YES
0.08808333333333335,NO
0.15158333333333335,NO
0.13638333333333336,NO
0.13573333333333334,NO
0.05613333333333334,NO
0.13141666666666668,YES
0.05543333333333334,NO
0.31,YES
0.09453333333333333,NO
0.12898333333333334,YES
0.15318333333333334,NO
0.13888333333333336,NO
0.18008333333333332,NO
0.09108333333333335,NO
0.15483333333333332,YES
0.13128333333333334,NO
0.13233333333333336,YES
0.0818,NO
0.0823,NO
0.20238333333333333,YES
0.12143333333333334,NO
0.09078333333333333,NO
0.20985,YES
0.08405,NO
0.1515,NO
0.24523333333333333,YES
0.17116666666666666,NO
0.2465,YES
0.08946666666666667,NO
0.18719999999999998,NO
0.0771,NO
0.06385,NO
0.08875,NO
0.1053,NO
0.09936666666666666,NO
0.21118333333333333,NO
0.0451,NO
0.14981666666666665,NO
0.12756666666666666,NO
0.0882,NO
0.20338333333333333,NO
0.10800000000000001,NO
0.20933333333333334,YES
0.1792,NO
0.17028333333333334,YES
0.056683333333333336,NO
0.10086666666666666,NO
0.06053333333333334,YES
0.13168333333333335,YES
0.09588333333333333,YES
0.059633333333333344,YES
0.061116666666666666,NO
0.03823333333333334,NO
0.09353333333333333,YES
0.09093333333333334,NO
0.05503333333333334,YES
0.08303333333333335,NO
0.11883333333333335,NO
0.11998333333333334,NO
0.12258333333333334,NO
0.06493333333333334,NO
0.12426666666666668,YES
0.06403333333333334,NO
0.25165,YES
0.10068333333333333,NO
0.09393333333333334,YES
0.04083333333333334,NO
0.06903333333333334,NO
0.06823333333333334,NO
0.05083333333333334,NO
0.06693333333333334,YES
0.05223333333333334,NO
0.06518333333333334,YES
0.2845333333333333,YES
0.1657666666666667,YES
0.3650333333333333,NO
0.5774,NO
0.20628333333333332,NO
0.30030000000000007,NO
0.25303333333333333,YES
0.31798333333333334,YES
0.0702,NO
0.20456666666666667,NO
0.20918333333333333,NO
0.1835,NO
0.11488333333333334,NO
0.22166666666666668,NO
0.2473,NO
0.18386666666666668,YES
0.1891666666666667,NO
0.3376166666666667,YES
0.013000000000000001,NO
0.34091666666666665,YES
0.16885,NO
0.20099999999999998,NO
0.17968333333333333,NO
0.06295,NO
0.19298333333333334,NO
0.2505166666666667,NO
0.21666666666666667,NO
0.08313333333333334,NO
0.07528333333333334,NO
0.07526666666666668,NO
0.18673333333333336,YES
0.12436666666666667,YES
0.09843333333333333,YES
0.19163333333333332,YES
0.07673333333333335,NO
0.06718333333333334,NO
0.3061333333333333,YES
0.08023333333333334,NO
0.22188333333333332,YES
0.07158333333333333,NO
0.18543333333333334,NO
0.12668333333333334,NO
0.13453333333333334,NO
0.07533333333333334,NO
0.09801666666666667,YES
0.08031666666666668,NO
0.21676666666666666,YES
0.07438333333333334,NO
0.13178333333333334,YES
0.10098333333333334,NO
0.08043333333333334,NO
0.18448333333333333,NO
0.09218333333333334,NO
0.1816333333333333,YES
0.16438333333333333,NO
0.21488333333333332,YES
0.09223333333333333,NO
0.06536666666666667,NO
0.24718333333333337,YES
0.17736666666666667,YES
0.15868333333333334,YES
0.15668333333333334,YES
0.14293333333333336,NO
0.09158333333333335,NO
0.18508333333333332,YES
0.12763333333333332,NO
0.17943333333333333,YES
0.08773333333333333,NO
0.14718333333333333,NO
0.12148333333333335,NO
0.12053333333333334,NO
0.08073333333333334,NO
0.11766666666666667,YES
0.08576666666666667,NO
0.18001666666666666,YES
0.13173333333333334,NO
0.11203333333333335,YES
0.14003333333333334,NO
0.12563333333333332,NO
0.18353333333333333,NO
0.09943333333333335,NO
0.18528333333333336,YES
0.15038333333333334,NO
0.14018333333333333,YES
0.10043333333333335,NO
0.09661666666666667,NO
0.29633333333333334,YES
0.14781666666666665,YES
0.15813333333333335,YES
0.19818333333333332,YES
0.14683333333333332,NO
0.11443333333333335,NO
0.20193333333333335,YES
0.08843333333333334,NO
0.22838333333333333,YES
0.08443333333333333,NO
0.10748333333333333,NO
0.07643333333333334,NO
0.06478333333333333,NO
0.13503333333333334,NO
0.12576666666666667,YES
0.1404166666666667,NO
0.23776666666666668,YES
0.12198333333333335,NO
0.15903333333333336,YES
0.12103333333333334,NO
0.09838333333333334,NO
0.21428333333333333,NO
0.11908333333333335,NO
0.20593333333333336,YES
0.19628333333333337,NO
0.16233333333333333,YES
0.06878333333333334,NO
0.07826666666666668,NO
0.18803333333333333,YES
0.12121666666666667,YES
0.09158333333333334,YES
0.18038333333333334,YES
0.06653333333333333,NO
0.06113333333333334,NO
0.29478333333333334,YES
0.08348333333333334,NO
0.21353333333333335,YES
0.07733333333333334,NO
0.17628333333333335,NO
0.09648333333333334,NO
0.10818333333333334,NO
0.08568333333333333,NO
0.09321666666666667,YES
0.09246666666666667,NO
0.21996666666666664,YES
0.06528333333333333,NO
0.14068333333333333,YES
0.09718333333333334,NO
0.07398333333333335,NO
0.19008333333333333,NO
0.08808333333333335,NO
0.18433333333333335,YES
0.15178333333333333,NO
0.24648333333333333,YES
0.09088333333333334,NO
0.13691666666666666,NO
0.08473333333333334,YES
0.21163333333333334,YES
0.16588333333333333,YES
0.11043333333333334,YES
0.08866666666666667,NO
0.06103333333333334,NO
0.13518333333333332,YES
0.13188333333333335,NO
0.08963333333333334,YES
0.10423333333333334,NO
0.15773333333333334,NO
0.16988333333333333,NO
0.15948333333333337,NO
0.11823333333333334,NO
0.15496666666666667,YES
0.11573333333333334,NO
0.31225,YES
0.10873333333333333,NO
0.16598333333333332,YES
0.09363333333333335,NO
0.11398333333333334,NO
0.11388333333333334,NO
0.08423333333333334,NO
0.10933333333333334,YES
0.09263333333333335,NO
0.09368333333333334,YES
0.09338333333333335,NO
0.14316666666666666,NO
0.16033333333333333,YES
0.19758333333333333,YES
0.21453333333333335,YES
0.1629833333333333,YES
0.09071666666666667,NO
0.07293333333333335,NO
0.17918333333333336,YES
