NONETRACED_RFUNDER_SINGLE_LSA_SUM.csv,Associated
0.20723732544643525,NO
0.03848367732916701,NO
0.1463425812965662,NO
0.31109930832370614,NO
0.04004604884466739,NO
0.2885359136503281,NO
0.03330318230408684,NO
0.48555514066061756,NO
0.12375627004358195,NO
0.2957384598171257,YES
0.291649872408573,NO
0.4515321081500793,YES
0.19792240985359003,NO
0.16832497327522408,NO
0.1676671326371187,NO
0.10573709830269029,NO
0.05640444258116176,NO
0.12998418756007177,NO
0.23502030813363337,NO
0.2718917366858043,NO
0.21399097625977156,NO
0.18373030690692232,YES
0.05098264945316998,YES
0.2163918249820375,YES
0.19570219769998426,YES
0.19509962645975243,NO
0.04374640243401036,YES
0.16483895710690316,NO
0.5583125848418958,YES
0.45544679916044445,YES
0.34220923915607676,NO
0.26299471166224736,NO
0.2545142291738843,NO
0.184152241578494,NO
0.34987281298318595,YES
0.14444589732563518,YES
0.19139388073403152,NO
0.21998837994610562,NO
0.14641941923995144,NO
0.13927079443693294,NO
0.2135191643267042,NO
0.1912348127108831,NO
0.19329056470496256,NO
0.41822353370961457,YES
0.15570063398043463,NO
0.15834278080561218,YES
0.2690366004736992,NO
0.3452517521073143,YES
0.2209535723577521,NO
0.16541456766524543,NO
0.12898664233015786,NO
0.30210926894763024,NO
0.34738569007887354,NO
0.3300782803398664,NO
0.1577671702472699,NO
0.25648235895182264,NO
0.1116468797728832,NO
0.24581401712812126,NO
0.09431790148836446,NO
0.31482123045856075,NO
0.21704427348376495,NO
0.14882566009859524,NO
0.11881707312141337,NO
0.32329227670826255,NO
0.1647068497656443,NO
0.36099005016034863,YES
0.1166844831839487,NO
0.1505632760463778,YES
0.15344132883808898,NO
0.5271136837592897,NO
0.16051311569772225,NO
0.14266918838911274,NO
0.4074958783857562,NO
0.08913740646328427,NO
0.14497163062248172,NO
0.12918345530795167,NO
0.20638132379644147,NO
0.5811927675274764,YES
0.4693153739244373,YES
0.28525614669846233,YES
0.4001059554798261,YES
0.12128936765068662,NO
0.19724839280635087,YES
0.08773949510731026,NO
0.1459368230341282,YES
0.2823187804065941,YES
0.368676540567064,NO
0.2563394673378079,NO
0.2570741459192986,NO
0.19772559687579622,NO
0.3616923759235719,YES
0.18144404108268708,YES
0.14069027433841857,NO
0.2249167925955184,NO
0.19139388073403152,NO
0.09824876890786323,NO
0.22701568168062106,NO
0.22396777659300562,NO
0.2094184446113011,NO
0.22388015437686454,YES
0.2363413815462221,NO
0.14674294742262625,YES
0.10480560674340578,NO
0.3191025867426239,YES
0.07217644148655808,NO
0.14166085888644295,NO
0.14058108357676585,NO
0.13582252322325739,NO
0.3545450991546478,NO
0.30066148033016055,NO
0.13640352591797753,NO
0.2019139388073403,NO
0.13876662968559805,NO
0.04537482762014018,NO
0.11380103825585958,YES
0.3814990408737417,YES
0.3477024780910759,YES
0.10245867938491902,YES
0.05279171120795989,NO
0.15732366703018658,NO
0.15779952306553738,YES
0.09958062659320782,NO
0.0938245210097854,YES
0.13048835231140668,NO
0.3246618793482525,NO
0.1439026395855604,NO
0.2382650261990427,NO
0.27455140795421,NO
0.29680205871766907,YES
0.07103061250625152,NO
0.4434021145262806,YES
0.2092324159062631,NO
0.5585255742288234,YES
0.13563649451821935,NO
0.040539429323246445,NO
0.19756113671626988,NO
0.21421609795354948,NO
0.15285493400699093,YES
0.06413946221527836,NO
0.7154003459055487,YES
0.11183290847792124,NO
0.09898344748935392,NO
0.16075441380063385,NO
0.45331420922297966,NO
0.4170453519110406,NO
0.24606609950378863,NO
0.13682546058954922,NO
0.1260425358678172,NO
0.2530448720109029,NO
0.4239351541679192,YES
0.2223892286683715,NO
0.5337136586858555,YES
0.3639462889295396,NO
0.16970670822206438,NO
0.3394417251601128,NO
0.04275424934047434,NO
0.40223315328091286,NO
0.02984951895403339,NO
0.19516568013038185,NO
0.2587349239236959,NO
0.27991793168432816,NO
0.413163013718943,YES
0.28188471342817206,YES
0.2682951817217361,YES
0.27676487993734333,YES
0.16791382287640821,NO
0.15597967703799165,YES
0.24061734569390733,NO
0.16022868050378733,NO
0.075476428949841,NO
0.18061634814867739,YES
0.6622123126738122,YES
0.2738760428728763,YES
0.09431790148836446,YES
0.12504499063790322,NO
0.19630072483793262,NO
0.518890675782972,YES
0.19850341254831017,NO
0.07203354987254339,YES
0.15876471547718385,NO
0.264414191563733,NO
0.1962832003947044,NO
0.4093319008224357,NO
0.18523201688817117,NO
0.34472062667408987,YES
0.20865680534792083,NO
0.28144121021108864,YES
0.1959987652007695,NO
0.46457433801415704,YES
0.19380012159267537,NO
0.27411194883941,NO
0.26244066964941676,NO
0.0832114485839576,NO
0.19937019847105977,YES
0.10359911622884768,NO
0.16130845581346445,YES
0.16862693291238723,NO
0.059611415691925684,NO
0.32894323563231564,NO
0.22198886254231145,NO
0.34124539477852484,NO
0.14908313461064057,NO
0.30952076039907206,NO
0.1920571135085149,NO
0.14924759477016694,NO
0.3910714309786323,YES
0.2743532469423216,NO
0.4152524665653845,YES
0.32681064569485097,NO
0.35449522189315213,NO
0.2598861450403803,NO
0.10958034350604798,NO
0.25993602230187607,NO
0.07135953282530422,NO
0.25163617638217306,NO
0.23778242999321944,NO
0.1740379417676232,NO
0.2202620308672847,YES
0.10369213058136667,YES
0.2625121154564241,YES
0.3752441626753624,YES
0.29047573471228233,NO
0.12112490749116026,YES
0.20216062904662985,NO
0.2651111251905783,NO
0.22977915157430162,NO
0.16906504399309266,NO
0.14661623221774528,NO
0.6017246748204755,NO
0.15582600115122114,NO
0.10845608307125304,NO
0.18570922095761644,NO
0.16561138064303924,NO
0.2667543787517474,YES
0.23153833606759586,NO
0.1276210837924513,YES
0.09431790148836446,NO
0.139671160562993,NO
0.038072526930351125,NO
0.4626668697704703,NO
0.14791034494844446,NO
0.3096852205585984,NO
0.23978291258942522,NO
0.13294986256792407,NO
0.21667626017597238,NO
0.6407718304011346,YES
0.2963410310573575,YES
0.39116848943343474,YES
0.38761237549220096,YES
0.14357371926650772,NO
0.23163135042011482,YES
0.12679878299481953,NO
0.1706004548267035,NO
0.06158493760624194,NO
0.22634705676975986,NO
0.3931379672454676,NO
0.3553997527705471,NO
0.13477510073184773,NO
0.24466818814781463,NO
0.20519774986148948,NO
0.2501776034919475,NO
0.33309248457511986,YES
0.16214693302022998,NO
0.2909583309181056,YES
0.25093385061894985,NO
0.1527012581202204,NO
0.33863020863523685,NO
0.37630910961000025,NO
0.19558761480195358,NO
0.027218156401611713,NO
0.2324051219903454,NO
0.330818351057735,NO
0.23479518643985547,NO
0.4921591596894669,YES
0.5283080419669975,YES
0.40375643180767334,YES
0.4070402428618225,YES
0.31455297167375956,NO
0.19001753792356918,YES
0.1752767851004488,NO
0.08509195614575486,NO
0.05706228321926719,NO
0.23544224280520507,NO
0.24914635740967164,NO
0.142653011979979,NO
0.23042081580327334,NO
0.048099204525080846,NO
0.13645879531585112,NO
0.11519894961183358,NO
0.7373652134409784,YES
0.1156653694085231,NO
0.5957542318160312,YES
0.23991501993068412,NO
0.15327686867856263,NO
0.15303017843927308,NO
0.09512402587686249,NO
0.17782052543672933,NO
0.09306827388278305,NO
0.1863670615957219,NO
0.27310901147311817,NO
0.3119000405758262,NO
0.26214949428500944,YES
0.3777986872843988,YES
0.4587575708964831,YES
0.08823287558588934,YES
0.12489670688751062,NO
0.15850724096513852,YES
0.20108085373695278,NO
0.08625396153519514,NO
0.07587679507590106,NO
0.4173122626617472,YES
0.1564622732438149,YES
0.12620699602734353,YES
0.5964282488632703,YES
0.236220058477719,NO
0.07244470027135927,NO
0.36127583338837804,YES
0.1458438086816092,NO
0.2822850795542321,YES
0.15283336546147927,NO
0.17358230624368953,NO
0.12136620559407191,NO
0.1599981666736315,NO
0.12644290199387725,NO
0.14740618019710955,YES
0.3399081449568022,NO
0.2605547699512416,YES
0.2542998917528622,NO
0.16089730541464856,YES
0.0893840967025738,NO
0.05065372913411727,NO
0.31449770227588597,NO
0.20486882954243676,NO
0.26436970643861524,YES
0.21872122789729598,NO
0.16947080225553066,YES
0.21368362448623052,NO
0.13904028060677712,NO
0.30744748396176436,YES
0.24303976296168486,NO
0.1919748834287517,NO
0.32686456705863004,YES
0.3103484533330817,NO
0.08855640376856413,NO
0.43285913987336566,YES
0.14192911767124416,NO
0.39904100854518815,YES
0.1105172272017104,NO
0.2532686456705863,NO
0.3830560202528642,NO
0.20261491653646904,NO
0.15244378360817507,NO
0.24583558567363287,NO
0.2346307262803291,NO
0.3812631349072081,NO
0.198547897673428,NO
0.2825924313277731,NO
0.2699128226351101,NO
0.14504846856586698,NO
0.38899276240494673,NO
0.1425047282295864,NO
0.2968505879450703,YES
0.2745608441928713,NO
0.288600619286863,YES
0.32009608787025445,NO
0.1361244828604205,NO
0.20186945368222256,YES
0.28202221290580876,YES
0.23580890807890317,YES
0.2342465365634028,YES
0.08625935367157307,NO
0.15865013257915322,NO
0.40375643180767334,YES
0.2437029957361682,NO
0.22628639523550828,YES
0.15579364833295367,NO
0.2737061905769721,NO
0.22174756443939986,NO
0.3285213009607439,NO
0.15716999114341604,NO
0.19987436322239463,YES
0.16949911097151474,NO
0.34169429013198604,YES
0.15292098767762036,NO
0.2634988764135822,YES
0.2628572121846106,NO
0.4415445235440895,NO
0.3205773360419832,NO
0.1607274531187443,NO
0.27905114576157863,YES
0.30772248291703796,NO
0.17464590514423292,YES
0.17331943959526624,NO
0.14718105850333169,NO
0.3174849458292499,YES
0.17020008870064343,NO
0.2552704763008866,NO
0.3973910148135467,YES
0.3657445664115737,NO
0.13764236925080311,NO
0.37447578324150976,YES
0.1156154921470274,NO
0.40374429950082297,YES
0.10459666145876163,NO
0.18287430525692855,NO
0.3273539034349257,NO
0.14379884096028558,NO
0.31955283013017965,NO
0.23892825897352601,NO
0.215240603865353,NO
0.34476376376511314,NO
0.08600187915952771,NO
0.25776973151204935,NO
0.3425004145204841,NO
0.12992352602582027,NO
0.34609022931407984,NO
0.27032936517030387,NO
0.3154345859715484,YES
0.29306261213958623,NO
0.33209493934520595,YES
0.15807452202081096,NO
0.0,NO
0.056563510604310197,YES
0.5240657786716743,YES
0.28994460927905785,YES
0.16292609672683844,YES
0.016857166351451357,NO
0.1142512816434153,NO
0.29956013647497176,YES
0.0795987172107557,NO
0.020557519940794345,YES
0.09356704649774003,NO
0.4624916253381881,NO
0.14085473449794494,NO
0.4956195632099928,NO
0.11772112140260255,NO
0.16115477992669394,YES
