LOWERTRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.039626583104843974,NO
0.03407755581668624,NO
0.42013883973024896,NO
0.41593872552489636,NO
0.3184716932752554,NO
0.4046015633234073,NO
0.029964747356051705,NO
0.03584018801410106,NO
0.45571789704843674,NO
0.47517685312342206,YES
0.38566958786969274,NO
0.5346493691176771,YES
0.22860812619848767,NO
0.21581272209873573,NO
0.2152904607069091,NO
0.06606606606606606,NO
0.3207565868644968,NO
0.0639117378247813,NO
0.3234331764976082,NO
0.13376419898159028,NO
0.34954624608893864,NO
0.3648491341000509,YES
0.366481200949509,YES
0.4228854312667828,YES
0.4706723486189175,YES
0.44814510686695086,NO
0.3607363256394163,YES
0.4241210828429269,NO
0.06149627888758323,YES
0.15106410758584674,YES
0.2817820439611954,NO
0.4249406556897391,NO
0.3968038232050805,NO
0.1348960275099615,NO
0.24918396657527095,YES
0.053988771380075726,YES
0.15134726135249968,NO
0.06045175610393001,NO
0.1263439972188008,NO
0.060582321451886675,NO
0.10882621752186969,NO
0.09113461287374332,NO
0.09276667972320145,NO
0.17502284893589243,YES
0.3718658417453599,NO
0.06502154328241284,YES
0.3441207053045713,NO
0.2134090612351482,YES
0.34875577515703243,NO
0.0706358532445489,NO
0.04171562867215041,NO
0.0721373547460504,NO
0.043869956913435176,NO
0.1865346226268175,NO
0.06456456456456457,NO
0.1281066294162156,NO
0.30104593855248657,NO
0.3433491112904419,NO
0.3694236405079779,NO
0.272932702215049,NO
0.18460524432237374,NO
0.39129333629071716,NO
0.33884460678593736,NO
0.27643437046265756,NO
0.4253056094334251,NO
0.4946161457423899,YES
0.3871805278300826,NO
0.32755778303185334,YES
0.4006311182843399,NO
0.4083344738137824,NO
0.40624542824647597,NO
0.3684829407720974,NO
0.18597618047591857,NO
0.32598392001220716,NO
0.2130032075029456,NO
0.357776582239652,NO
0.22965028936741874,NO
0.48750033427875233,YES
0.47359512472136894,YES
0.4344908030083516,YES
0.3116288105811417,YES
0.39083635757286883,NO
0.32181290772176063,YES
0.3642010265897118,NO
0.07657657657657657,YES
0.10993602297950124,YES
0.4465633784648976,NO
0.5168783241072399,NO
0.5067595096405992,NO
0.321547057796403,NO
0.21575923749836795,YES
0.072659616137877,YES
0.34047903325011764,NO
0.0536623580101841,NO
0.3165202919000719,NO
0.049418984201592894,NO
0.14094529311920617,NO
0.12782347564956262,NO
0.12697480088784435,NO
0.1170518344431388,YES
0.4688955587331701,NO
0.045110327719023374,YES
0.42868143156252125,NO
0.19264917091004047,YES
0.4348832855904622,NO
0.0731818775297036,NO
0.050920485703094404,NO
0.06854680767724246,NO
0.06025590808199505,NO
0.37116189001993094,NO
0.07971014492753623,NO
0.31417011563685215,NO
0.038777908343125736,NO
0.0074422248335291805,NO
0.6258815127332676,YES
0.2336757920833353,YES
0.20684461307824328,YES
0.6275788622567041,YES
0.045436741088915,NO
0.0,NO
0.6715141018441176,YES
0.0983133473966371,NO
0.6207241814889799,YES
0.10144691574759673,NO
0.14858100635994823,NO
0.13350070867095487,NO
0.13350070867095487,NO
0.028854941898420163,NO
0.16643463788565938,YES
0.02781041911476694,NO
0.25071456999167846,YES
0.08401880141010576,NO
0.18158021824863105,YES
0.04132157301355836,NO
0.0514403874801989,NO
0.10118578505168342,NO
0.039493658142165225,NO
0.6461844243405271,YES
0.07017651491197852,NO
0.6218992696205897,YES
0.13950199544751665,NO
0.08649246417711583,NO
0.3721387705148837,NO
0.5533422369462182,NO
0.5138462191893308,NO
0.3542513178448224,NO
0.14864156980448234,NO
0.11867682244843061,NO
0.33838762806808914,NO
0.687067895554014,YES
