NONETRACED_RFNONE_RAW_LSA_SUM.csv,Associated
0.04782934131736526,NO
0.041467065868263465,NO
0.19805389221556882,NO
0.18458083832335329,NO
0.04288922155688623,NO
0.06047904191616765,NO
0.03675149700598802,NO
0.3728293413173652,NO
0.17896706586826347,NO
0.28226047904191615,YES
0.03877245508982036,NO
0.3654191616766467,YES
0.7431886227544909,NO
0.4889970059880239,NO
0.20396706586826344,NO
0.07814371257485028,NO
0.04550898203592813,NO
0.09064371257485028,NO
0.06354790419161677,NO
0.4551646706586826,NO
0.30306886227544905,NO
0.05097305389221556,YES
0.052844311377245504,YES
0.19236526946107785,YES
0.17230538922155686,YES
0.3050149700598802,NO
0.046257485029940114,YES
0.5319610778443113,NO
0.6267964071856287,YES
0.2803892215568862,YES
0.33413173652694605,NO
0.21564371257485032,NO
0.19835329341317362,NO
0.15074850299401196,NO
0.7521706586826347,YES
0.07926646706586825,YES
0.2145209580838323,NO
0.1615269461077844,NO
0.12597305389221555,NO
0.1616766467065868,NO
0.2169910179640718,NO
0.5709580838323353,NO
0.42312874251496996,NO
0.4575598802395209,YES
0.1398203592814371,NO
0.42125748502994004,YES
0.033158682634730534,NO
0.5913922155688623,YES
0.11332335329341317,NO
0.17320359281437123,NO
0.14004491017964069,NO
0.17492514970059878,NO
0.1425149700598802,NO
0.2249251497005988,NO
0.16624251497005985,NO
0.18787425149700598,NO
0.08892215568862273,NO
0.10748502994011976,NO
0.12223053892215568,NO
0.20711077844311374,NO
0.1058383233532934,NO
0.14730538922155686,NO
0.10232035928143711,NO
0.13555389221556885,NO
0.17133233532934128,NO
0.3499999999999999,YES
0.11264970059880237,NO
0.33809880239520956,YES
0.1610778443113772,NO
0.15494011976047903,NO
0.18248502994011973,NO
0.3608532934131736,NO
0.10741017964071854,NO
0.1025449101796407,NO
0.13839820359281435,NO
0.1839071856287425,NO
0.15748502994011976,NO
0.32687125748502993,YES
0.3109281437125748,YES
0.2660928143712575,YES
0.12522455089820358,YES
0.11684131736526944,NO
0.13690119760479041,YES
0.10127245508982033,NO
0.5243263473053892,YES
0.20329341317365265,YES
0.36362275449101794,NO
0.20688622754491015,NO
0.19528443113772453,NO
0.10052395209580837,NO
0.5791167664670659,YES
0.08570359281437125,YES
0.3018712574850299,NO
0.1836826347305389,NO
0.09476047904191615,NO
0.14887724550898201,NO
0.22387724550898203,NO
0.2836826347305389,NO
0.23779940119760476,NO
0.22642215568862273,YES
0.3464820359281437,NO
0.1589071856287425,YES
0.03091317365269461,NO
0.5975299401197605,YES
0.11287425149700597,NO
0.1611526946107784,NO
0.1655688622754491,NO
0.1708083832335329,NO
0.13136227544910178,NO
0.23226047904191613,NO
0.09378742514970058,NO
0.1519461077844311,NO
0.0468562874251497,NO
0.010928143712574851,NO
0.1276946107784431,YES
0.2881736526946107,YES
0.3771706586826347,YES
0.09970059880239521,YES
0.05449101796407185,NO
0.3467065868263473,NO
0.3147455089820359,YES
0.1120508982035928,NO
0.09184131736526946,YES
0.250374251497006,NO
0.24453592814371256,NO
0.13742514970059877,NO
0.13742514970059877,NO
0.15523952095808383,NO
0.16616766467065866,YES
0.09416167664670658,NO
0.3675898203592814,YES
0.11369760479041914,NO
0.4380239520958083,YES
0.12155688622754487,NO
0.043338323353293406,NO
0.14528443113772452,NO
0.029640718562874244,NO
0.12103293413173652,YES
0.06482035928143712,NO
0.1830089820359281,YES
0.10823353293413172,NO
0.0624251497005988,NO
0.574625748502994,NO
0.18592814371257482,NO
0.14064371257485028,NO
0.11998502994011975,NO
0.11871257485029937,NO
0.08435628742514968,NO
0.11676646706586825,NO
0.3839820359281436,YES
0.4250748502994011,NO
0.23997005988023948,YES
0.14139221556886225,NO
0.1241017964071856,NO
0.7927395209580838,NO
0.03308383233532934,NO
0.10261976047904191,NO
0.04857784431137724,NO
0.4628742514970059,NO
0.2635479041916167,NO
0.08944610778443113,NO
0.2843562874251497,YES
0.26302395209580837,YES
0.20157185628742513,YES
0.20928143712574848,YES
0.15928143712574847,NO
0.12387724550898202,YES
0.1707335329341317,NO
