UPPERTRACED_RFNONE_SINGLE_VSM_SUM.csv,Associated
0.18906720160481444,NO
0.1543201031666428,NO
0.11792520418398052,NO
0.4847399340879783,NO
0.4494196876343316,NO
0.20833930362516118,NO
0.32891531738071356,NO
0.04162487462387161,NO
0.2787648660266514,NO
0.6642069064335864,YES
0.2950279409657544,NO
0.43054780103858376,YES
0.20984381716578304,NO
0.19580169078664567,NO
0.15224244161054593,NO
0.12494626737354923,NO
0.20833930362516118,NO
0.09392463103596504,NO
0.3760567416535321,NO
0.14909012752543344,NO
0.3975497922338444,NO
0.44282848545636916,YES
0.18670296604098005,YES
0.3847256053875913,YES
0.3531728189494593,YES
0.29194727038257634,NO
0.4884653961885657,YES
0.3802120647657258,NO
0.2990399770740794,YES
0.32979846315687256,YES
0.24817309070067348,NO
0.10610402636480873,NO
0.07522567703109329,NO
0.0726465109614558,NO
0.5984632933999344,YES
0.0687061183550652,YES
0.09070067344891819,NO
0.1554425180302813,NO
0.06326121220805274,NO
0.06877776185699958,NO
0.12172230978650238,NO
0.10230692076228688,NO
0.11842670869752113,NO
0.5393376753928176,YES
0.0478578592921622,NO
0.35305917753259786,YES
0.0532311219372403,NO
0.8024788651669295,YES
0.02249605960739361,NO
0.07981086115489326,NO
0.048072789797965323,NO
0.08145866169938387,NO
0.05043702536179968,NO
0.12931652099154606,NO
0.07314801547499643,NO
0.0723599369537183,NO
0.19974208339303626,NO
0.21750967187276116,NO
0.13132253904570854,NO
0.5349620289439747,NO
0.5096718727611405,NO
0.26278836509528586,NO
0.3916750250752257,NO
0.02944547929502794,NO
0.31444332998996993,NO
0.8150164780054449,YES
0.3657400773749821,NO
0.3327544208981625,YES
0.18283421693652385,NO
0.19128815016478004,NO
0.14600945694225534,NO
0.18061326837655825,NO
0.267588479724889,NO
0.1053159478435306,NO
0.46202894397478156,NO
0.11871328270525862,NO
0.4731336867746096,NO
0.7069064335864738,YES
0.43372976071070357,YES
0.5269379567273249,YES
0.30810905623273765,YES
0.29810861154893253,NO
0.5752256770310933,YES
0.38350766585470697,NO
0.31558962602091994,YES
0.2846630569382166,YES
0.24774322968906723,NO
0.1120504370253618,NO
0.10094569422553375,NO
0.09621722309786504,NO
0.5617818204095347,YES
0.08919615990829632,YES
0.11699383865883366,NO
0.14799159382910637,NO
0.09070067344891819,NO
0.05652672302622152,NO
0.15697091273821462,NO
0.14257056884940536,NO
0.1559679037111334,NO
0.4757182456750931,YES
0.059392463103596506,NO
0.3312079094426136,YES
0.051081816879209055,NO
0.7796962315517982,YES
0.022066198595787363,NO
0.08260495773033386,NO
0.05817452357071213,NO
0.07751826909299328,NO
0.06841954434732771,NO
0.15066628456798967,NO
0.08976930792377132,NO
0.09528585757271817,NO
0.044848832210918475,NO
0.010459951282418688,NO
0.3729760710703539,YES
0.5552371399914027,YES
0.7765439174666858,YES
0.36767445192721027,YES
0.13096432153603668,NO
0.0022925920618999873,NO
0.27976787505373263,YES
0.10008597220232127,NO
0.23119358074222668,YES
0.11785356068204615,NO
0.28420977217366383,NO
0.2676601232268233,NO
0.48975497922338446,NO
0.03395901991689353,NO
0.7751826909299327,YES
0.04714142427281846,NO
0.7530448488322109,YES
0.2879352342742514,NO
0.562544777188709,YES
0.23097865023642358,NO
0.2850694941968764,NO
0.22503223957587043,NO
0.07135692792663706,NO
0.3809284997850695,YES
0.2196589769307924,NO
0.39726321822610694,YES
0.24688350766585473,NO
0.16005158332139274,NO
0.17746095429144576,NO
0.5146869178965467,NO
0.5429861011606246,NO
0.265295887662989,NO
0.40736495199885375,NO
0.08074222668004012,NO
0.2622152170798109,NO
0.7758991259492763,YES
0.36387734632468843,NO
0.3964454941178215,YES
0.17832067631465826,NO
0.16177102736781773,NO
0.11398481157758991,NO
0.08181687920905575,NO
0.26300329560108904,NO
0.05366098294884654,NO
0.40005731480154755,NO
0.13762716721593352,NO
0.4080097435162631,NO
0.6662129244877489,YES
0.3878779194727039,YES
0.465181258059894,YES
0.38856470890504025,YES
0.3387304771457229,NO
0.5627597076945121,YES
0.36402063332855716,NO
0.06354778621579024,NO
0.04843100730763719,NO
0.34897549792233845,YES
0.5766585470697807,YES
0.7474566556813298,YES
0.36058174523570713,YES
0.1351912881501648,NO
0.03625161197879352,NO
0.2772603524860296,YES
0.18627310502937383,NO
0.2122080527296174,YES
0.11899985671299614,NO
0.2904427568419545,NO
0.3132970339590199,NO
0.5213497635764436,NO
0.09707694512107753,NO
0.7699527152887233,YES
0.10832497492477432,NO
0.6824043559249175,YES
0.2881501647800545,NO
0.5629029946983809,YES
0.3403782776902135,NO
0.39461240865453506,NO
0.281558962602092,NO
0.10990113196733058,NO
0.36273105029373837,YES
0.2305487892248173,NO
0.39604527869322254,YES
0.23764149591632042,NO
0.1609829488465396,NO
0.20654821607680185,NO
0.46582604957730334,NO
0.5121793953288436,NO
0.2865023642355638,NO
0.40514400343888807,NO
0.1030233557816306,NO
0.30097435162630753,NO
0.6298180255050866,YES
0.39740650522997567,NO
0.36370441373381235,YES
0.21643501934374554,NO
0.1818312079094426,NO
0.13863017624301477,NO
0.08131537469551513,NO
0.23298466829058606,NO
0.0545923484739934,NO
0.4022782633615132,NO
0.15460667717438029,NO
0.3862301189282133,NO
0.521636337584181,YES
0.23262645078091418,YES
0.4014185413383007,YES
0.4038964183189965,YES
0.35155466399197594,NO
0.555881931508812,YES
0.3892391460094569,NO
0.20425562401490183,NO
0.2035391889955581,NO
0.196446482304055,NO
0.47062616420690645,NO
0.5042269666141281,NO
0.2923771313941826,NO
0.3826479438314945,NO
0.06225820318097148,NO
0.31523140851124803,NO
0.7329130247886516,YES
0.4188279123083537,NO
0.312765883858472,YES
0.13132253904570854,NO
0.08862301189282133,NO
0.039332282561971625,NO
0.1892821321106176,NO
0.25282991832640783,NO
0.13304198309213355,NO
0.5446339017051154,NO
0.08676028084252758,NO
0.5173377274681186,NO
0.6766012322682333,YES
0.3652385728614415,YES
0.6192147872187992,YES
0.30896877825595015,YES
0.31752400057314806,NO
0.6286717294741366,YES
0.4175383292735349,NO
0.23936093996274535,NO
0.1627023928929646,NO
0.1758847972488895,NO
0.4974924774322969,NO
0.5480011462960309,NO
0.2740363948989827,NO
0.40736495199885375,NO
0.07923771313941826,NO
0.28320676314658266,NO
0.7437311935807421,YES
0.3818598653102164,NO
0.3376261790297,YES
0.19730620432726753,NO
0.18218942541911448,NO
0.136767445192721,NO
0.07880785212781202,NO
0.25913454649663276,NO
0.051368390886946544,NO
0.40901275254334435,NO
0.12996131250895543,NO
0.41567559822324124,NO
0.6763146582604957,YES
0.3794239862444477,YES
0.46575440607536894,YES
0.3728747819814123,YES
0.33729760710703544,NO
0.5806705831781057,YES
0.3775612551941539,NO
0.1883507665854707,NO
0.158762000286574,NO
0.11334002006018055,NO
0.5364665424845966,NO
0.5035821750967187,NO
0.20468548502650807,NO
0.33006161341166357,NO
0.031093279839518557,NO
0.259564407508239,NO
0.8023355781630606,YES
0.29438314944834504,NO
0.3565400635403749,YES
0.1877059750680613,NO
0.18269092993265512,NO
0.13948989826622724,NO
0.10395472130677749,NO
0.23191001576157044,NO
0.0735062329846683,NO
0.39239146009456943,NO
0.11491617710273679,NO
0.4241295314514974,NO
0.6286000859722023,YES
0.3657400773749821,YES
0.4901848402349907,YES
0.27128429623846917,YES
0.2777618569995702,NO
0.5179825189855279,YES
0.36480871184983527,NO
0.10538759134546496,NO
0.36201461527439466,NO
0.8953288436738788,YES
0.2961025934947701,YES
0.23850121793953288,YES
0.7486029517122796,YES
0.4469838085685628,NO
0.0692792663705402,NO
0.8431007307637196,YES
0.41381286717294746,NO
0.8017624301475856,YES
0.08317810574580885,NO
0.34625304484883224,NO
0.4512107751826909,NO
0.44247026794669725,NO
0.05760137555523714,NO
0.14292878635907721,YES
0.06283135119644648,NO
0.5710703539188995,YES
0.30312365668433877,NO
0.3240435592491761,YES
0.4637483880212065,NO
0.444332998996991,NO
0.38164493480441325,NO
0.45149734919042844,NO
0.5588909585900559,YES
0.2663705401920046,NO
0.7582031809714859,YES
0.12186559679037114,NO
0.2041123370110331,NO
0.27919472703825765,YES
0.14744232698094284,NO
0.21041696518125805,NO
0.5345321679323686,YES
0.2313368677460954,NO
0.07157185843244018,NO
0.6412093423126521,YES
0.12981802550508667,NO
0.7008883794239862,YES
0.10245020776615561,NO
0.5563834360223527,NO
0.45887662988966904,NO
0.1826909299326551,NO
0.12265367531164927,NO
0.25017910875483595,NO
0.09313655251468693,NO
0.2561255194153891,NO
0.18290586043845822,NO
0.19623155179825189,NO
0.135621149161771,NO
0.12079094426135552,NO
0.527940965754406,NO
0.25927783350050154,NO
0.8164493480441324,YES
0.28377991116205764,NO
0.7577016764579453,YES
0.05015045135406218,NO
0.019057171514543635,NO
0.44970626164206906,YES
0.5155466399197592,YES
0.7260352486029518,YES
0.4237713139418255,YES
0.16012322682332714,NO
0.026937956727324835,NO
0.3296317524000573,YES
0.1669293595070927,NO
0.3231121937240293,YES
0.0929216220088838,NO
0.2985384725605388,NO
0.27675884797248895,NO
0.49792233844390316,NO
0.025648373692506093,NO
0.7377131394182547,YES
0.03897406505229976,NO
0.6879209055738644,YES
0.2741080384009171,NO
0.5169078664565124,YES
0.3653102163633759,NO
0.3878062759707695,NO
0.3322109184696948,NO
0.11871328270525862,NO
0.4321536036681473,YES
0.29094426135549506,NO
0.4429001289583035,YES
0.11018770597506806,NO
0.11090414099441182,NO
0.3140134689783637,YES
0.11921478721879926,NO
0.11111907150021492,NO
0.3151597650093137,YES
0.11341166356211492,NO
0.10975784496346183,NO
0.9342312652242442,YES
0.10689210488608684,NO
0.5611119071500215,YES
0.09729187562688066,NO
0.18956870611835505,NO
0.20375411950136124,NO
0.0844676887806276,NO
0.12014615274394612,NO
0.158188852271099,NO
0.1114772890098868,NO
0.28363662415818885,NO
0.0647657257486746,NO
0.1837655824616707,NO
0.15188422410087404,NO
0.11935807422266802,NO
0.2867889382433014,NO
0.3841524573721164,NO
0.3383006161341167,YES
0.2712422983235421,NO
0.23219658976930793,YES
0.026436452213784208,NO
0.006161341166356212,NO
0.31136265940679186,YES
0.4562974638200316,YES
0.6557529732053303,YES
0.30290872617853565,YES
0.09965611119071502,NO
0.0,NO
0.2153603668147299,YES
0.08267660123226825,NO
0.16735922051869895,YES
0.08568562831351198,NO
0.2516119787935234,NO
0.2532597793380141,NO
0.47908009743516267,NO
0.038257630032956014,NO
0.7274681186416391,YES
0.05129674738501218,NO
0.6043129388164493,YES
0.28292018913884515,NO
0.4666857716005159,YES
0.20432726751683625,NO
0.28772030376844826,NO
0.1719444046424989,NO
0.061040263648087116,NO
0.30620432726751684,YES
0.1776758847972489,NO
0.3466829058604385,YES
0.4388880928499786,YES
0.18923391236162967,YES
0.26766012322682337,NO
0.1038830778048431,NO
0.09750680613268377,NO
0.10087405072359938,NO
0.48720093489585087,YES
0.264722739647514,YES
0.09356641352629316,NO
0.1340927544538377,NO
0.1016621292448775,NO
0.04098008310646224,NO
0.14565123943258346,NO
0.10760853990543058,NO
0.11090414099441182,NO
