LOWERTRACED_RFNONE_MULTI_LSA_SUM.csv,Associated
0.06452179234446401,NO
0.057273561765458295,NO
0.10926017887328889,NO
0.24639971107399217,NO
0.11908667278628006,NO
0.08896513325207289,NO
0.05190134380690111,NO
0.05957594089055422,NO
0.1557341278798549,NO
0.20218299650379468,YES
0.06423587598252399,NO
0.27986697365055,YES
0.27885874226897206,NO
0.26214517528679415,NO
0.26146298887935837,NO
0.09905747922090298,NO
0.1220712383188118,NO
0.09624346029023019,NO
0.12556744365692046,NO
0.1874858922847727,NO
0.159676764028712,NO
0.05807111793297519,YES
0.060202950456212156,YES
0.13387908245928198,YES
0.1962991387396606,YES
0.14584242497203537,NO
0.052698899974418005,YES
0.1144618502299871,NO
0.08305619510531252,YES
0.20005116398055767,YES
0.41878219694119656,NO
0.27677205443446246,NO
0.24001926173385701,NO
0.22691726984986887,NO
0.3282169352775646,YES
0.07324976549842244,YES
0.24840614168409758,NO
0.10175612839149474,NO
0.2157464674281071,NO
0.1019266749933537,NO
0.1448793382791848,NO
0.121770273727296,NO
0.12390210625053295,NO
0.23134646542167647,YES
0.2074448607787961,NO
0.08766095335550439,YES
0.1712037078837675,NO
0.2814871663682101,YES
0.17725811224976046,NO
0.11505876333649347,NO
0.07728269102473427,NO
0.11702004925787148,NO
0.08009670995540707,NO
0.29436845088508673,NO
0.10712834635005192,NO
0.21804884655320306,NO
0.07722751418295637,NO
0.13248461318525873,NO
0.10514198004604758,NO
0.23595122367186833,NO
0.12057644751428327,NO
0.13370853585742304,NO
0.1266007554211247,NO
0.0450794797325428,NO
0.17813592564168157,NO
0.48200482546561724,YES
0.12833631789886585,NO
0.26379044838708066,YES
0.16645348341434296,NO
0.1765157329240215,NO
0.17378698729427816,NO
0.16531483404310815,NO
0.12236718683380234,NO
0.10980191513801733,NO
0.15767033341860665,NO
0.1513300126906736,NO
0.1794150251556238,NO
0.47271003566430414,YES
0.4545468225663251,YES
0.4034681153095672,YES
0.24298376296028773,YES
0.1331116227509167,NO
0.25628639790528646,YES
0.09832011597168926,NO
0.10275432762002217,YES
0.14632898439498593,YES
0.6490100772977392,NO
0.3641069628158248,NO
0.3508896011717555,NO
0.48571170601778696,NO
0.2845570052016714,YES
0.09763792956425342,YES
0.5104409632873359,NO
0.27346646000431385,NO
0.4791456618462171,NO
0.26792369544389777,NO
0.18683380233648844,NO
0.1696938688496632,NO
0.16858531593757992,NO
0.15562377419629914,YES
0.3014310866326577,NO
0.0616525965720133,YES
0.24890273326009865,NO
0.2543702566726358,YES
0.25700369684839913,NO
0.2989631769822281,NO
0.2698849813652757,NO
0.2929087726162351,NO
0.2820790633981912,NO
0.550519414724191,NO
0.307490507075176,NO
0.4760758230127558,NO
0.06341323943238078,NO
0.022482054986230873,NO
0.5026208999844503,YES
0.2771382280208067,YES
0.24209090133879085,YES
0.5048380058086167,YES
0.07211111612718764,NO
0.012760898680270267,NO
0.5622269373341561,YES
0.3012103792655461,NO
0.49588430921102145,YES
0.3053034977101611,NO
0.17625991302123306,NO
0.15656178050652342,NO
0.15656178050652342,NO
0.05045169769109997,NO
0.18930672806344334,YES
0.04908732487622831,NO
0.2993945595634007,YES
0.12250763697650972,NO
0.20909013387908248,YES
0.22676678755411095,NO
0.23998414919818017,NO
0.3049624045064432,NO
0.2243791351280855,NO
0.5291408965735183,YES
0.26445758656494067,NO
0.497419228627752,YES
0.43430193771036174,NO
0.3650600173556248,NO
0.19015444499621287,NO
0.5428799301762148,NO
0.49128958311388005,NO
0.1667895605415356,NO
0.4462401998404888,NO
0.40709975471385795,NO
0.14606814841567223,NO
0.45550990925917567,YES
0.15621567122628022,NO
0.3596627190144413,YES
0.16108126545578577,NO
0.14138313294107613,NO
0.13566982177880105,NO
0.34868754357716486,NO
0.44797074624170474,NO
0.3492844566836712,NO
0.4149699787819964,NO
0.47480675565186425,NO
0.4329626452781164,NO
0.4443391068374139,YES
0.4200362160725124,YES
0.3500268360094102,YES
0.3588099860051465,YES
0.21155804352951207,NO
0.261513149644611,YES
0.1052222372704518,NO
0.07563741792444786,NO
0.057644751428327784,NO
0.09283252825305102,YES
0.36282786330188255,YES
0.26766285946458396,YES
0.11517413309657452,YES
0.06711008783149995,NO
0.043148290270316365,NO
0.17802055588160054,YES
0.23324755842475126,NO
0.09206506854468571,YES
0.13612126866607477,NO
0.1836786902020977,NO
0.2108808731986015,NO
0.19416730621642364,NO
0.11554532275944403,NO
0.24327469539875302,YES
0.11187857081947641,NO
0.27550800315009605,YES
0.1127313038287712,NO
0.2697094186868915,YES
0.18643251621446738,NO
0.19982042446039555,NO
0.20169643708084412,NO
0.09970956916918723,NO
0.1262596622174068,YES
0.10687252644726349,NO
0.11474776659192713,YES
0.1323692434251777,NO
0.07523613180242678,NO
0.5157078436388626,NO
0.4947556919928371,NO
0.46465421676473095,NO
0.4829628960819426,NO
0.15266428904639368,NO
0.14268731283764463,NO
0.48313344268380154,NO
0.18131611815869864,YES
0.4870560145265576,NO
0.22037128998439998,YES
0.21647881460079554,NO
0.1752918102518572,NO
0.17503599034906875,NO
0.05715819200537724,NO
0.42227338620277993,NO
0.059460571130473164,NO
0.42764560416133707,NO
0.20408408950686951,NO
0.4170717148460817,NO
0.17193605505645593,YES
0.13492744245306204,YES
0.1738120676769045,YES
0.2767369418987856,YES
0.51775440286117,NO
0.15300538225011162,YES
0.4261708776629096,NO
0.1528248034952021,NO
0.18608139085769893,NO
0.23281617584357867,NO
0.16940795248772317,NO
0.12412782969416984,NO
0.21908717439393255,NO
0.18608139085769893,NO
0.15435972291193273,NO
0.22923469720454054,NO
0.29399224514569194,YES
0.24168459914024448,NO
0.14970981997301352,YES
0.10514198004604758,NO
0.0543190926920781,NO
0.04681504221028395,NO
0.2458579748092637,NO
0.1148330398928566,NO
0.21302775395141427,NO
0.2660226024408229,NO
0.18352319182981452,NO
0.24206080487963927,NO
0.34635005191639207,YES
0.2827361694230007,YES
0.4230107494519936,YES
0.153717665116699,YES
0.20638145255544021,NO
0.22961090294393532,YES
0.18898569916582647,NO
0.16451226179906603,NO
0.1073791501763151,NO
0.1882784323757643,NO
0.5224143379531399,NO
0.4972587141789435,NO
0.17719290325493203,NO
0.18540422052678834,NO
0.14447303608063844,NO
0.17105322558800956,NO
0.37709358493973183,YES
0.17761926975957942,NO
0.24952472674923132,YES
0.1836786902020977,NO
0.16568602370597768,NO
0.16278673147437533,NO
0.08427008562442628,NO
0.44336598799151283,NO
0.08571973174022743,NO
0.42562914139818125,NO
0.20484653313870954,NO
0.44208688847757066,NO
0.41623403006636267,YES
0.36984535436072613,YES
0.31058041021473826,YES
0.3000065208994829,YES
0.2098525775109225,NO
0.242702862674873,YES
0.12133889114612333,NO
0.05363690628464228,NO
0.05252835337255905,NO
0.08373838151274837,NO
0.2377419629913874,NO
0.11332821693527756,NO
0.06455188880361559,NO
0.04323356357124584,NO
0.03700861260339387,NO
0.1128165771297007,NO
0.7979725018684884,YES
0.0434041101731048,NO
0.6231622349630566,YES
0.17225206787754754,NO
0.16628293681248402,NO
0.16602711690969557,NO
0.06404024899803872,NO
0.0799010829709218,NO
0.061908416474801733,NO
0.07478468491515307,NO
0.13677837469088427,NO
0.12108808731986014,NO
0.7105673684157725,YES
0.7046835106516385,YES
0.6907839626001334,YES
0.5302143369499245,YES
0.10889400528694466,NO
0.5192140811300218,YES
0.07606378442909525,NO
0.08280037520252409,NO
0.030101475228106078,NO
0.6167215927046182,YES
0.22402299369479178,YES
0.2066272403051781,YES
0.4250272122151496,YES
0.18239959068815553,NO
0.08245928199880617,NO
0.46075672530460127,YES
0.17502094211949298,NO
0.46271801122597933,YES
0.18226917269849868,NO
0.17336062078963077,NO
0.11921207469941163,NO
0.11733606207896309,NO
0.0685597339473011,NO
0.18667328788768,YES
0.06625735482220516,NO
0.3040093499666431,YES
0.17319007418777183,NO
0.21464293059254907,YES
0.20034711249554826,NO
0.16018338775776364,NO
0.34991648232585437,NO
0.19429270812955524,NO
0.47209807432822193,YES
0.30651237215274957,NO
0.3597078637031687,YES
0.14504988488104376,NO
0.12356101304681504,NO
0.4787794882598729,YES
0.18552460636339468,NO
0.13256988648618823,NO
0.526873629984099,YES
0.14743753730706916,NO
0.0851880276285495,NO
0.6367909148821974,YES
0.17457952738526977,NO
0.5458043027904433,YES
0.1420051264302088,NO
0.2699752707427305,NO
0.26477359938603223,NO
0.21744691737017136,NO
0.1374605610983201,NO
0.18842389859499697,NO
0.11085529120832267,NO
0.3148842038734143,NO
0.11537477615758507,NO
0.2265410641104741,NO
0.18148666476055758,NO
0.16383509146815545,NO
0.3329320472113122,NO
0.17517644049177616,NO
0.49574887514483923,YES
0.2981405404320848,NO
0.41729743828971855,YES
0.41081666741907813,NO
0.37380805481568424,NO
0.7343987479872993,YES
0.32018619676061777,YES
0.2722626016382506,YES
0.7120571431437759,YES
0.44791055332340146,NO
0.38318811791792695,NO
0.7620272974884506,YES
0.2302880732748459,NO
0.7457400970109199,YES
0.12514609322879827,NO
0.19331457320712886,NO
0.16739148972456724,NO
0.16628293681248402,NO
0.3816531985011963,NO
0.23499816913206828,YES
0.38045937228818366,NO
0.3121705064732468,YES
0.4471430936150361,NO
0.24506041864174677,YES
0.23617193103897988,NO
0.21178376697314893,NO
0.28204896693903964,NO
0.13026249128456702,NO
0.7305614494454727,YES
0.1988222252318681,NO
0.6921884640272071,YES
0.36188985699165827,NO
0.36274259000095305,NO
0.33262105046674595,YES
0.14189477274665302,NO
0.13225888974162187,NO
0.3595674135604613,YES
0.3657271555334849,NO
0.35285088709313356,NO
0.40570026936330944,YES
0.15732422413836344,NO
0.42207274314176935,YES
0.14589760181381328,NO
0.18299650379466187,NO
0.12313464654216764,NO
0.10053722179585572,NO
0.3737428458208559,NO
0.17122878826639382,NO
0.36342477640838894,NO
0.2949603479150678,NO
0.29929925410942076,NO
0.21872601688411358,NO
0.21087585712207624,NO
0.1721617785000928,NO
0.3543908225863894,NO
0.2059300056681665,NO
0.34447403929594356,YES
0.32735918619174453,NO
0.27787559127002043,YES
0.031465848042977744,NO
0.007333503879935192,NO
0.04806404526507455,YES
0.31989024824562723,YES
0.2588345647801203,YES
0.046529125848343934,YES
0.02481453057047838,NO
0.0,NO
0.10434442387853068,YES
0.16010313053335945,NO
0.03868398216283188,YES
0.14662994898650178,NO
0.14749271414884707,NO
0.14945400007022508,NO
0.153888211718558,NO
0.04553594269634178,NO
0.2930291584528414,YES
0.044001023279611154,NO
0.28288163564223334,YES
0.10650635286091924,NO
0.2555089060438706,YES
0.07465928300202149,NO
0.12275342472624763,NO
0.12138905191137596,NO
0.09171394318791729,NO
0.05897902778404787,YES
0.0941015956139427,NO
0.05599446225151611,YES
0.2695739846207094,YES
0.0528092536579738,YES
0.592458830551919,NO
0.3343215004088102,NO
0.3267321766260866,NO
0.41099724617398764,NO
0.21585180503513757,YES
0.32662182294253084,YES
0.40229936947918077,NO
0.06631253166398307,NO
0.4119352524842119,NO
0.05880848118218891,NO
0.17336062078963077,NO
0.1280804979960774,NO
0.11494840965293766,NO
0.0836781885944452,YES
0.2833280664529818,NO
0.21798363755837463,YES
0.22448948881164127,NO
0.26624832588445974,YES
0.2344664650203903,NO
0.08865413650750655,NO
0.08072371952106501,NO
0.10903445542965205,NO
0.10340641756830643,NO
0.46821563109766806,NO
0.12958532095365644,NO
0.3675078626999534,NO
0.06318751598874392,NO
0.04894687473352093,NO
0.6445156727311033,YES
0.10008075883205675,YES
0.07006455690488013,YES
0.6528724562221923,YES
0.06566044171569882,NO
0.049373241238168324,NO
0.848148315350699,YES
0.10172603193234314,NO
0.704462803284527,YES
0.0869737508715433,NO
0.25104459793638617,NO
0.15084846934424834,NO
0.1642363775901765,NO
0.0632727892896734,NO
0.09777837970696081,YES
0.05755947812739831,NO
0.25766581894973395,YES
0.0616525965720133,NO
0.1695784990895821,YES
0.1371144518180769,NO
0.10206712513606107,NO
0.2795208643703068,NO
0.12210635085448864,NO
0.6358177960362964,YES
0.24524099739665628,NO
0.6925245411544,YES
0.0920951650038373,NO
0.032062761149484094,NO
0.5570001855948314,YES
0.4713707432320588,YES
0.4537191699396566,YES
0.40265551091247453,YES
0.17856229214632896,NO
0.09098661209175407,NO
0.4510907458404186,YES
0.16250081511243536,NO
0.4414548628353875,YES
0.09445272097071113,NO
0.18581052272533471,NO
0.14198004604758252,NO
0.1403598533299224,NO
0.07248230579005713,NO
0.41219107238700037,YES
0.06685426792871152,NO
0.47589022818132115,YES
0.1594610727381257,NO
0.4167958306371922,YES
0.18364859374294612,NO
0.15908988307525618,NO
0.2578363655515929,NO
0.1144066733882092,NO
0.4514318390441365,YES
0.20130016703534825,NO
0.37451532160574647,YES
0.10607998635627186,NO
0.08535857423040846,NO
0.49034154465060525,YES
0.14007393696798237,YES
0.17188087821467807,YES
0.32295005492603795,YES
0.18521360961882832,NO
0.12995651061652597,NO
0.3293455524957489,YES
0.2962896081942626,NO
0.3744551286874433,YES
0.2894677441199043,NO
0.11810352178732837,NO
0.06514880191012194,NO
0.04528012279355333,NO
0.1650891105994713,NO
0.14510506172282162,YES
0.16005798584463204,NO
0.2934806053401151,YES
