Random_SUM.csv,Associated
0.6850246972725621,NO
0.4701501660251432,NO
0.23996828176366608,NO
0.7435613632233657,NO
0.4351246427568433,NO
0.5497232914278162,NO
0.1733765053772322,NO
0.4505476351742024,NO
0.15801298465299918,NO
0.2641699568830224,YES
0.14799200436125748,NO
0.7635042043183056,YES
0.4462788892009317,NO
0.300520377314853,NO
0.6584474584111146,NO
0.4892802273140268,NO
0.11706672393570448,NO
0.5159004179538433,NO
0.7088464143525021,NO
0.34399418499000545,NO
0.19970264153436967,NO
0.2856788858969487,YES
0.506302347479887,YES
0.08386830323955527,YES
0.6153866486048931,YES
0.24660598351312502,NO
0.29121966530652693,YES
0.4944773924966546,NO
0.13420117952191363,YES
0.637437430822857,YES
0.8456808682867196,NO
0.7285778005385493,NO
0.07587266449705117,NO
0.3938611996762096,NO
0.8482744949036063,YES
0.64990335849867,YES
0.3469182099020368,NO
0.2735103166867658,NO
0.5821849239257925,NO
0.5511836518923563,NO
0.7783952554804818,NO
0.6695587530768342,NO
0.7547189136504056,NO
0.4489683313234103,YES
0.3516825533180249,NO
0.2948870863826342,YES
0.21068508086498272,NO
0.8821138882923362,YES
0.2560851106008293,NO
0.1331769448069648,NO
0.26268316455487084,NO
0.35200964763021825,NO
0.20467513587629887,NO
0.17120909256108235,NO
0.12259428741347693,NO
0.18014636644474907,NO
0.5648555333454479,NO
0.21994614507789134,NO
0.24963903986255426,NO
0.26108403680637005,NO
0.16885996068260284,NO
0.2753605471395767,NO
0.7322320056828506,NO
0.05796838088315463,NO
0.5527001800670708,NO
0.524209935076735,YES
0.46592437183024127,NO
0.746439132374077,YES
0.7389556109890474,NO
0.7958766292765929,NO
0.42774024086035706,NO
0.48702360695818797,NO
0.21409479127087705,NO
0.1577123222044174,NO
0.6682074240496919,NO
0.4029570647415458,NO
0.38358581269720643,NO
0.6727603125567873,YES
0.5563841210579353,YES
0.24389671749293768,YES
0.26612591479027964,YES
0.4491599623345943,NO
0.1646143425899922,YES
0.6364363239885682,NO
0.37407364577998775,YES
0.4219186228999058,YES
0.747797069367122,NO
0.4650620322799134,NO
0.31471428807427343,NO
0.43733831133431345,NO
0.8061421043067418,YES
0.5037219367948061,YES
0.6086167875373762,NO
0.4471874845125799,NO
0.6905324368526259,NO
0.5880527976475642,NO
0.3276725092098524,NO
0.2740786017544149,NO
0.17075314291378252,NO
0.570726711050171,YES
0.03493301174565938,NO
0.5801694943254093,YES
0.3225909834305255,NO
0.8038821799679513,YES
0.5439413212627822,NO
0.4745411593676176,NO
0.6780301653643467,NO
0.660419936233129,NO
0.6309583202550675,NO
0.7073067582971272,NO
0.18742504088678902,NO
0.6326929113045776,NO
0.27360282820940646,NO
0.14448317446681974,NO
0.49672079692068777,YES
0.2293426725918094,YES
0.856666611600284,YES
0.7355855483785704,YES
0.5301306725257298,NO
0.13326945632960535,NO
0.4130606446070738,YES
0.33007120083260366,NO
0.7159103299026977,YES
0.26649596088084176,NO
0.7039829514479705,NO
0.22044174252060855,NO
0.282391422860258,NO
0.1069433201724679,NO
0.2941668180992186,YES
0.6799002197148662,NO
0.7207473609436176,YES
0.6553879701980737,NO
0.7331736408240133,YES
0.49417012208217,NO
0.4966646292105132,NO
0.22657063089554452,NO
0.3055523433499083,NO
0.467087373829151,YES
0.2828209406439462,NO
0.3297672344010705,YES
0.5485602894289066,NO
0.18990633208332647,NO
0.28110617349214473,NO
0.48511720879520254,NO
0.23829316240728193,NO
0.5181537343267308,NO
0.1494061090644772,NO
0.26210827152131894,NO
0.35591825946178113,NO
0.6490476269142451,YES
0.7152231014487965,NO
0.2018403185039565,YES
0.2596368922736358,NO
0.6070473956354385,NO
0.1514050187501032,NO
0.3417838203954867,NO
0.23030413163068075,NO
0.5025126790345762,NO
0.3356119802421819,NO
0.3527166999818281,NO
0.5873127054664397,NO
0.7225579436010109,YES
