LOWERTRACED_MAX_SINGLE_VSM_SUM.csv,Associated
0.18177607199576495,NO
0.17615140285865538,NO
0.15524086818422447,NO
0.27137374272101644,NO
0.17257808364213872,NO
0.13949179460031763,NO
0.17198253043938594,NO
0.17793806246691374,NO
0.19130492323980944,NO
0.7843435680254104,YES
0.12030174695606141,NO
0.8446267866596083,YES
0.3647432503970355,NO
0.35177342509264165,NO
0.3512440444679725,NO
0.20857596611964005,NO
0.1748941238750662,NO
0.20639227104287985,NO
0.1776071995764955,NO
0.27719692959237696,NO
0.20407623080995238,NO
0.6725119110640552,YES
0.6741662255161462,YES
0.731339332980413,YES
0.779777660137639,YES
0.18362890418210692,NO
0.6683430386447857,YES
0.15927739544732666,NO
0.6919004764425623,YES
0.7826892535733192,YES
0.44686341979883537,NO
0.30452620434092115,NO
0.2760058231868714,NO
0.29797511911064056,NO
0.8821466384330334,YES
0.6842906299629433,YES
0.31465060878771844,NO
0.23200105876124935,NO
0.2893065113816835,NO
0.23213340391741663,NO
0.35494970884065646,NO
0.3370169401799894,NO
0.3386712546320805,NO
0.8069745897300159,YES
0.25072789835892006,NO
0.695473795659079,YES
0.22260455267337217,NO
0.8458840656431976,YES
0.2273028057173108,NO
0.24232398094229748,NO
0.21300952885124405,NO
0.24384595023822128,NO
0.21519322392800425,NO
0.3503176283748015,NO
0.2361699311805188,NO
0.2910931709899418,NO
0.16079936474325043,NO
0.20367919534145057,NO
0.25,NO
0.3523689782953944,NO
0.2628374801482266,NO
0.2721678136580201,NO
0.19911328745367923,NO
0.13585230280571733,NO
0.30664372683959773,NO
0.923636844891477,YES
0.2679989412387507,NO
0.7543012175754368,YES
0.22220751720487028,NO
0.2300158814187401,NO
0.22789835892006358,NO
0.22915563790365276,NO
0.264227104287983,NO
0.1860772895712017,NO
0.2916225516146109,NO
0.21830333509793545,NO
0.30849655902593975,NO
0.91642403388036,YES
0.9023292747485443,YES
0.8626919004764426,YES
0.7381551085230281,YES
0.2717046056114346,NO
0.7484780307040764,YES
0.24470619375330863,NO
0.7071863419798836,YES
0.7410005293806248,YES
0.6316172578083643,NO
0.5195209105346745,NO
0.5092641609317099,NO
0.5048967707781896,NO
0.8482662784542088,YES
0.7032159872948651,YES
0.5240868184224459,NO
0.41993118051879297,NO
0.49980148226574905,NO
0.4156299629433563,NO
0.5987956590788778,NO
0.5854949708840658,NO
0.5846347273689784,NO
0.7482133403917417,YES
0.4708840656431975,NO
0.6752911593435681,YES
0.430121757543674,NO
0.8248411858125994,YES
0.4364081524616199,NO
0.43971678136580206,NO
0.41715193223928004,NO
0.4350185283218634,NO
0.4266146109052409,NO
0.5551879301217576,NO
0.44633403917416625,NO
0.497419269454738,NO
0.11719163578613026,NO
0.08542879830598202,NO
0.5382477501323452,YES
0.8425092641609317,YES
0.8153123345685549,YES
0.53996823716252,YES
0.12394123875066174,NO
0.07788512440444682,NO
0.5845023822128111,YES
0.1662255161461091,NO
0.5330201164637375,YES
0.16940179989412388,NO
0.3532953943885654,NO
0.33800952885124413,NO
0.33800952885124413,NO
0.10713340391741663,NO
0.7743515087347804,YES
0.10607464266807834,NO
0.8597803070407624,YES
0.16304923239809424,NO
0.7897035468501853,YES
0.10845685547908948,NO
0.118713605082054,NO
0.16913710958178935,NO
0.10660402329274751,NO
0.5588274219163579,YES
0.1377051349920593,NO
0.534211222869243,YES
0.24133139227104292,NO
0.18759925886712545,NO
0.36368448914769724,NO
0.4038512440444679,NO
0.36381683430386447,NO
0.34555320275277923,NO
0.25059555320275273,NO
0.22022233986236103,NO
0.3294732662784542,NO
0.8875066172578084,YES
0.3373478030704077,NO
0.8131286394917947,YES
0.25780836421386977,NO
0.2425224986765485,NO
0.23808893594494443,NO
0.17489412387506617,NO
0.33020116463737426,NO
0.17535733192165168,NO
0.30459237691900476,NO
0.27276336686077296,NO
0.31855479089465333,NO
0.8788380095288513,YES
0.8599788247750133,YES
0.8056511381683432,YES
0.8124669137109584,YES
0.3802938062466914,NO
0.7369640021175226,YES
0.2977766013763897,NO
0.1034277395447327,NO
0.08946532556908418,NO
0.5769587083112758,YES
0.8622948650079408,YES
0.7884462678665961,YES
0.5942959237691902,YES
0.09681048173636847,NO
0.07821598729486502,NO
0.6430651138168344,YES
0.5922445738485971,NO
0.5763631551085231,YES
0.5168740074113288,NO
0.3996161990471149,NO
0.42072525145579676,NO
0.4077554261514028,NO
0.13439650608787723,NO
0.7695209105346744,YES
0.13155108523028056,NO
0.7945341450502912,YES
0.13221281101111698,NO
0.7900344097406036,YES
0.5559158284806777,NO
0.5663049232398095,NO
0.5677607199576495,NO
0.4886183165696135,NO
0.6028983589200636,YES
0.4941768131286396,NO
0.593965060878772,YES
0.20718634197988353,NO
0.1628507146638433,NO
0.4031895182636316,NO
0.3713605082053997,NO
0.3480015881418741,NO
0.37777924827951304,NO
0.22293541556379035,NO
0.21519322392800425,NO
0.37791159343568026,NO
0.7525807305452622,YES
0.38095553202752785,NO
0.7828877713075701,YES
0.4174827951296983,NO
0.3855214399152991,NO
0.38532292218104824,NO
0.14882212811011117,NO
0.31511381683430395,NO
0.15060878771836952,NO
0.3192826892535734,NO
0.2628374801482266,NO
0.31107728957120173,NO
0.7453017469560614,YES
0.7165828480677608,YES
0.7467575436739016,YES
0.8266278454208577,YES
0.40477766013763894,NO
0.7306114346214929,YES
0.33370831127580736,NO
0.14280042350449973,NO
0.1686077289571202,NO
0.3784409740603494,NO
0.37883800952885127,NO
0.3437003705664373,NO
0.36778718898888296,NO
0.1686077289571202,NO
0.1439915299100053,NO
0.37566172578083645,NO
0.8478030704076231,YES
0.38532292218104813,NO
0.7358390682901006,YES
0.10898623610375863,NO
0.06954737956590791,NO
0.06372419269454738,NO
0.2149947061937533,NO
0.3364875595553203,NO
0.18951826363155108,NO
0.45381154049761785,NO
0.16662255161461093,NO
0.43521704605611444,NO
0.8884330333509793,YES
0.8390682901005825,YES
0.9479221810481737,YES
0.7389491794600318,YES
0.35792747485442034,NO
0.7978427739544734,YES
0.3444282689253573,NO
0.1929592376919005,NO
0.14862361037586028,NO
0.38049232398094235,NO
0.40623345685547907,NO
0.38671254632080465,NO
0.3718898888300689,NO
0.20917151932239283,NO
0.1774086818422446,NO
0.3671254632080466,NO
0.857795129698253,YES
0.3722207517204871,NO
0.7588009528851244,YES
0.29790894653255695,NO
0.2839465325569085,NO
0.2816966649020646,NO
0.13069084171519324,NO
0.3448914769719429,NO
0.13181577554261517,NO
0.33112758073054527,NO
0.22425886712546325,NO
0.34389888830068827,NO
0.8881683430386448,YES
0.8521704605611435,YES
0.8061805187930122,YES
0.7979751191106407,YES
0.39723398623610384,NO
0.7535071466384331,YES
0.3285468501852833,NO
0.12724986765484386,NO
0.1263896241397565,NO
0.23583906829010062,NO
0.3708973001588143,NO
0.2743515087347803,NO
0.22095023822128115,NO
0.11917681312863951,NO
0.11434621492853361,NO
0.2584039174166226,NO
0.9119242985706724,YES
0.20453943885653786,NO
0.776270513499206,YES
0.28771836950767604,NO
0.2830862890418211,NO
0.28288777130757015,NO
0.1353229221810482,NO
0.24841185812599262,NO
0.13366860772895714,NO
0.24444150344097412,NO
0.19176813128639492,NO
0.2803732133403918,NO
0.8440974060349392,YES
0.8395314981471679,YES
0.8287453679195342,YES
0.704142403388036,YES
0.255359978824775,NO
0.6956061408152462,YES
0.22988353626257282,NO
0.17515881418740079,NO
0.13426416093170992,NO
0.9581127580730546,YES
0.4955002646903124,YES
0.48200105876124943,YES
0.809356802541027,YES
0.25244838538909486,NO
0.1748941238750662,NO
0.8370831127580731,YES
0.5030439385918477,NO
0.8386050820539969,YES
0.5086686077289572,NO
0.39207252514557966,NO
0.35005293806246696,NO
0.3485971413446268,NO
0.1641079936474325,NO
0.4665166754896771,YES
0.16232133403917418,NO
0.5575701429327687,YES
0.2453017469560614,NO
0.48822128110111174,YES
0.5226971942826893,NO
0.4915299100052939,NO
0.6387638962413976,NO
0.5179989412387508,NO
0.8458840656431976,YES
0.6050820539968238,NO
0.7586686077289572,YES
0.09178136580201166,NO
0.07510587612493384,NO
0.8588538909475913,YES
0.5526071995764956,NO
0.5115140285865538,NO
0.8961752249867655,YES
0.09363419798835365,NO
0.04532821598729486,NO
0.9814716781365803,YES
0.4217178401270514,NO
0.910865537321334,YES
0.39643991529910017,NO
0.5326892535733193,NO
0.5286527263102171,NO
0.4919269454737957,NO
0.08589200635256752,NO
0.5548570672313394,NO
0.06524616199047116,NO
0.6529910005293806,NO
0.06875330862890419,NO
0.5844362096347275,NO
0.4270778189518264,NO
0.4133800952885125,NO
0.5446003176283749,NO
0.4221810481736369,NO
0.8720222339862361,YES
0.5176019057702489,NO
0.8111434621492853,YES
0.11375066172578083,NO
0.08503176283748015,NO
0.7728295394388567,YES
0.8058496559025939,YES
0.7686606670195872,YES
0.7554923239809423,YES
0.1425357331921652,NO
0.0923107464266808,NO
0.7942694547379566,YES
0.6941503440974062,NO
0.781630492323981,YES
0.6125595553202754,NO
0.4612228692429857,NO
0.44110640550555846,NO
0.4402461619904712,NO
0.09111964002117523,NO
0.7397432503970355,YES
0.09019322392800425,NO
0.7996294335627316,YES
0.1419401799894124,NO
0.7475516146109054,YES
0.6987162519851774,NO
0.6797908946532557,NO
0.7343170989941769,NO
0.6165299100052939,NO
0.7698517734250928,YES
0.6697326627845422,NO
0.7400741132874538,YES
0.08198782424563261,NO
0.08264955002646904,NO
0.8777792482795131,YES
0.5045659078877714,NO
0.49708840656431974,NO
0.898689782953944,YES
0.08496559025939651,NO
0.07497353096876655,NO
0.9344891476971944,YES
0.46400211752249876,NO
0.9471942826892535,YES
0.45513499205929075,NO
0.33026733721545787,NO
0.28381418740074116,NO
0.266278454208576,NO
0.09118581259925887,NO
0.5273292747485443,NO
0.08317893065113817,NO
0.623345685547909,NO
0.03341715193223929,NO
0.5641874007411329,NO
0.505558496559026,NO
0.47551614610905246,NO
0.6169269454737957,NO
0.5017204870301748,NO
0.8869772366331394,YES
0.5959502382212811,NO
0.8352964531498148,YES
0.13638168343038645,NO
0.11765484383271574,NO
0.40127051349920595,YES
0.7511249338274221,YES
0.7037453679195342,YES
0.4000794070937004,YES
0.13122022233986239,NO
0.11196400211752253,NO
0.44494441503440973,YES
0.31385653785071477,NO
0.3939915299100053,YES
0.3034012705134992,NO
0.5932371625198519,NO
0.5947591318157757,NO
0.598200105876125,NO
0.14730015881418743,NO
0.7302805717310747,YES
0.14610905240868186,NO
0.7224060349391213,YES
0.19461355214399156,NO
0.7011646373742721,YES
0.24755161461090527,NO
0.2848729486500795,NO
0.28381418740074116,NO
0.26078613022763364,NO
0.40974060349391217,YES
0.26263896241397566,NO
0.40742456326098464,YES
0.8210693488618317,YES
0.6528586553732134,YES
