NONETRACED_SUM_RAW_LSA_MAX.csv,Associated
0.6633978567977034,NO
0.6386970239617974,NO
0.4613854068957676,NO
0.4873084903783291,NO
0.5609704101645774,NO
0.7490690997981864,NO
0.7267274949546629,NO
0.39885165288081625,NO
0.3852789858162076,NO
0.43018959097239984,YES
0.6691964412609078,NO
0.4324493334470311,YES
0.4785821892498792,NO
0.6515732924021488,NO
0.4319945425087405,NO
0.4782410960461613,NO
0.7691509621670787,NO
0.4253005883857765,NO
0.2471362383104516,NO
0.2179,NO
0.5278985816207612,NO
0.5396662971490293,YES
0.6809215201387112,YES
0.3899974418009721,YES
0.6252522668485829,YES
0.6764446718399135,NO
0.7546402887922458,YES
0.3685938432676729,NO
0.3799351922912936,YES
0.3830618799920411,YES
0.3362,NO
0.2987692220232512,NO
0.3257582217674312,NO
0.4456098462238141,NO
0.4171569881470111,YES
0.2386373326511469,YES
0.2521957874989341,NO
0.2956141098888604,NO
0.4116000113697734,NO
0.298840283107359,NO
0.3014979676529945,NO
0.3637901139819789,NO
0.2540149512520963,NO
0.2811,YES
0.4362155709047497,NO
0.2418919303032887,YES
0.13515818197322416,NO
0.3399,YES
0.3163213097979023,NO
0.34369403939626497,NO
0.40038657229754704,NO
0.2571416389528439,NO
0.38853358346834943,NO
0.4285693982547397,NO
0.4526448935504959,NO
0.2460987464824763,NO
0.7518262698615729,NO
0.7163099400244449,NO
0.4818794235524857,NO
0.5202239845371079,NO
0.6394786958869844,NO
0.8018532730735339,NO
0.7902845285807679,NO
0.4993320258093856,NO
0.3788550638128535,NO
0.4770614820499701,YES
0.7341604843523492,NO
0.4647679144993036,YES
0.4789517068872402,NO
0.6860947670617663,NO
0.4509252153150849,NO
0.5143401267729739,NO
0.8374406639947698,NO
0.4836843750888262,NO
0.25537932406696795,NO
0.1991557943207981,NO
0.5600466160711747,NO
0.6322304653079787,YES
0.7679002870867797,YES
0.4154657343452432,YES
0.7094170148659787,YES
0.7129984935050168,NO
0.8199027884369403,YES
0.36559506551831933,NO
0.5046331826838351,YES
0.4921548563144879,YES
0.3735539069384042,NO
0.3836445808817258,NO
0.41816605554134334,NO
0.5772149739916431,NO
0.5412722776498679,YES
0.32837326966260194,YES
0.3483698587305647,NO
0.38630226542736135,NO
0.5295898354225291,NO
0.3889031011057105,NO
0.4027742247235724,NO
0.4861004519484948,NO
0.34684915153065565,NO
0.3625252266848583,YES
0.5632159404223871,NO
0.3297660669111168,YES
0.18681959011966687,NO
0.3081,YES
0.4100793041698644,NO
0.44296637389500015,NO
0.521986299422984,NO
0.3370711463574089,NO
0.4983655950655184,NO
0.5489752991671639,NO
0.5826440408174867,NO
0.33356072880247856,NO
0.6784343821949347,NO
0.6539751570449959,NO
0.5234501577556067,YES
0.4438333191211165,YES
0.5347772945624059,YES
0.7856939825473976,YES
0.7511582956709587,NO
0.4182655410590944,NO
0.4099656064352917,YES
0.3865154486796849,NO
0.7126858247349421,YES
0.4057730024729257,NO
0.4737926721810067,NO
0.6366646769563116,NO
0.4133196896051845,NO
0.5070634717603251,NO
0.7513004178391745,YES
0.4522611636963133,NO
0.3609,YES
0.17913078081919215,NO
0.5156192262869161,YES
0.5310963304056167,NO
0.66228930388562,NO
0.4273045109576192,NO
0.6347318154685767,NO
0.708322674170717,YES
0.7958699297916487,NO
0.3967056081407577,YES
0.879338279184787,NO
0.8196043318836872,NO
0.6085671243000482,NO
0.646968534151957,NO
0.7262442795827293,NO
0.9458372416929592,NO
0.9309996873312298,NO
0.5694266791734175,NO
0.4983513828486966,NO
0.6171513032602826,YES
0.8495068360762912,NO
0.6107415934737499,YES
0.6160427503481992,NO
0.8274494755691992,NO
0.5568772917199625,NO
0.6322020408743356,NO
0.978212671612518,NO
0.5926210170262357,NO
0.3297376424774736,NO
0.298840283107359,NO
0.6826127739404791,NO
0.7278928967340325,YES
0.9044370540916972,YES
0.5479662317728319,YES
0.8176572581791308,YES
0.8672010460191579,NO
0.9706517722634376,YES
0.489951962707143,NO
0.6132855802848127,NO
0.5956340069924105,NO
0.4167306216423637,YES
0.4117847701884539,YES
0.5119951109974133,YES
0.6906142520110287,YES
0.6693669878627668,NO
0.3815980216594185,NO
0.3243370000852732,YES
0.3568261277394047,NO
0.6269577328671726,YES
0.3502032347005486,NO
0.4032574400955061,NO
0.5771012762570705,NO
0.3690770586396065,NO
0.4295358289986072,NO
0.6995963730422671,YES
0.3846678604928796,NO
0.2623,YES
0.142,NO
0.4603621272846138,YES
0.5073903527472214,NO
0.6275262215400357,NO
0.3479861288763821,NO
0.5794889286830959,NO
0.6079702111935419,YES
0.7032631249822348,NO
0.3082061339927802,YES
0.8314857451465278,NO
0.7874562974332735,NO
0.5942554219607173,NO
0.6052841022142633,NO
0.6780364401239305,NO
0.9149683067564879,NO
0.889116284358034,NO
0.5393252039453114,NO
0.5220999971575566,NO
0.5753389613711947,YES
0.8256160995992154,NO
0.5777692504476848,YES
0.6162417213837014,NO
0.7973622125579147,NO
0.5510360706062931,NO
0.6063358062590603,NO
0.9203973735823314,NO
0.559293368579631,NO
0.31934851198089875,NO
0.2899150109434069,NO
0.6509479548619993,NO
0.6843182399590688,YES
0.8411784770188453,YES
0.5224410903612745,YES
0.7768397714675535,YES
0.8422159688468207,NO
0.9267075978511128,YES
0.5013785850316932,NO
0.485688297660669,NO
0.4493760836815326,NO
0.2493817685682612,NO
0.2880247861061368,NO
0.4008839998863023,NO
0.4677809044654785,NO
0.4884738921576988,NO
0.3283590574457803,NO
0.2198,NO
0.3428,YES
0.4344816804525169,NO
0.2521247264148261,YES
0.2300957903413774,NO
0.3990364116994969,NO
0.2349563684943577,NO
0.30081578124555863,NO
0.521474659617407,NO
0.30198118302492816,NO
0.31,NO
0.1309,NO
0.3196043318836872,NO
0.4042,YES
0.4822489411898467,YES
0.4941,YES
0.448651260623632,YES
0.4006708166339785,NO
0.4991899036411699,YES
0.1726,NO
0.9066825843495068,NO
0.8447457434410619,NO
0.6215286660413292,NO
0.6566754782410961,NO
0.7466103862880532,NO
0.9702822546260764,NO
0.9521901026122052,NO
0.5996987010033824,NO
0.5216594184360877,NO
0.6315909155510075,YES
0.8769222023251186,NO
0.6232057076262755,YES
0.6331826838350245,NO
0.8470623347829793,NO
0.5750262926011199,NO
0.6434296921633836,NO
1.0,NO
0.6083965776981893,NO
0.3409937182001648,NO
0.3067280634433359,NO
0.6997384952104828,NO
0.7542849833717064,YES
0.9270486910548306,YES
0.5579574201984026,YES
0.8432960973252608,YES
0.8867002074983654,NO
0.9934339558284301,YES
0.5086836644779852,NO
0.7086921918080782,NO
0.6615929052613626,NO
0.4611437992098006,NO
0.515420255251414,NO
